"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"SumAbsDev"	"LargestDev"
"－－"	1	0	1	0	0	1	0.075	0.06	1.356	0.098	0.134	1.277	1.137	-0.027	-0.243	-0.043	-0.059	-0.214	1.723	"1"
"!"	0	0	4	0	0	0	0.1	0.081	1.808	0.131	0.179	1.702	-0.044	-0.035	1.379	-0.058	-0.079	-0.963	2.558	"3"
"1300多"	0	0	0	0	0	1	0.025	0.02	0.452	0.033	0.045	0.426	-0.011	-0.009	-0.261	-0.014	-0.02	0.371	0.686	"6"
"6600"	0	0	0	0	0	1	0.025	0.02	0.452	0.033	0.045	0.426	-0.011	-0.009	-0.261	-0.014	-0.02	0.371	0.686	"6"
"891101"	0	1	0	0	0	0	0.025	0.02	0.452	0.033	0.045	0.426	-0.011	1.696	-0.261	-0.014	-0.02	-0.241	2.243	"2"
"891103"	0	0	1	0	0	0	0.025	0.02	0.452	0.033	0.045	0.426	-0.011	-0.009	0.345	-0.014	-0.02	-0.241	0.64	"3"
"891130"	0	0	1	0	0	0	0.025	0.02	0.452	0.033	0.045	0.426	-0.011	-0.009	0.345	-0.014	-0.02	-0.241	0.64	"3"
"e"	0	0	1	0	0	0	0.025	0.02	0.452	0.033	0.045	0.426	-0.011	-0.009	0.345	-0.014	-0.02	-0.241	0.64	"3"
"一举一动"	0	0	0	1	0	0	0.025	0.02	0.452	0.033	0.045	0.426	-0.011	-0.009	-0.261	1.486	-0.02	-0.241	2.028	"4"
"一切"	0	0	1	0	0	0	0.025	0.02	0.452	0.033	0.045	0.426	-0.011	-0.009	0.345	-0.014	-0.02	-0.241	0.64	"3"
"一家人"	0	0	1	0	0	0	0.025	0.02	0.452	0.033	0.045	0.426	-0.011	-0.009	0.345	-0.014	-0.02	-0.241	0.64	"3"
"一无所获"	0	0	1	0	0	0	0.025	0.02	0.452	0.033	0.045	0.426	-0.011	-0.009	0.345	-0.014	-0.02	-0.241	0.64	"3"
"一样"	0	0	1	0	0	1	0.05	0.04	0.904	0.065	0.089	0.851	-0.022	-0.018	0.155	-0.029	-0.04	0.174	0.438	"6"
"一部分"	0	0	0	1	0	0	0.025	0.02	0.452	0.033	0.045	0.426	-0.011	-0.009	-0.261	1.486	-0.02	-0.241	2.028	"4"
"上去"	0	0	1	0	0	0	0.025	0.02	0.452	0.033	0.045	0.426	-0.011	-0.009	0.345	-0.014	-0.02	-0.241	0.64	"3"
"上班族"	0	0	1	0	0	0	0.025	0.02	0.452	0.033	0.045	0.426	-0.011	-0.009	0.345	-0.014	-0.02	-0.241	0.64	"3"
"下一代"	0	0	0	0	0	1	0.025	0.02	0.452	0.033	0.045	0.426	-0.011	-0.009	-0.261	-0.014	-0.02	0.371	0.686	"6"
"下去"	0	0	3	0	0	0	0.075	0.06	1.356	0.098	0.134	1.277	-0.033	-0.027	1.035	-0.043	-0.059	-0.722	1.919	"3"
"下岗"	0	0	0	0	0	2	0.05	0.04	0.904	0.065	0.089	0.851	-0.022	-0.018	-0.522	-0.029	-0.04	0.742	1.373	"6"
"下岗职工"	0	0	0	0	0	6	0.15	0.121	2.712	0.196	0.268	2.554	-0.066	-0.053	-1.567	-0.086	-0.119	2.226	4.117	"6"
"不便"	0	0	0	0	1	0	0.025	0.02	0.452	0.033	0.045	0.426	-0.011	-0.009	-0.261	-0.014	1.35	-0.241	1.886	"5"
"不光"	0	0	1	0	0	0	0.025	0.02	0.452	0.033	0.045	0.426	-0.011	-0.009	0.345	-0.014	-0.02	-0.241	0.64	"3"
"不勤"	0	0	0	0	0	1	0.025	0.02	0.452	0.033	0.045	0.426	-0.011	-0.009	-0.261	-0.014	-0.02	0.371	0.686	"6"
"不单单"	0	0	0	0	0	1	0.025	0.02	0.452	0.033	0.045	0.426	-0.011	-0.009	-0.261	-0.014	-0.02	0.371	0.686	"6"
"不变"	0	0	0	0	0	1	0.025	0.02	0.452	0.033	0.045	0.426	-0.011	-0.009	-0.261	-0.014	-0.02	0.371	0.686	"6"
"不可"	0	0	1	0	0	0	0.025	0.02	0.452	0.033	0.045	0.426	-0.011	-0.009	0.345	-0.014	-0.02	-0.241	0.64	"3"
"不可或缺"	0	0	1	0	0	0	0.025	0.02	0.452	0.033	0.045	0.426	-0.011	-0.009	0.345	-0.014	-0.02	-0.241	0.64	"3"
"不安"	0	0	0	0	0	1	0.025	0.02	0.452	0.033	0.045	0.426	-0.011	-0.009	-0.261	-0.014	-0.02	0.371	0.686	"6"
"不惜"	0	0	1	0	0	0	0.025	0.02	0.452	0.033	0.045	0.426	-0.011	-0.009	0.345	-0.014	-0.02	-0.241	0.64	"3"
"不断"	0	0	1	1	0	10	0.299	0.242	5.424	0.392	0.536	5.107	-0.132	-0.106	-2.097	0.484	-0.238	2.314	5.371	"6"
"不知不觉"	0	0	1	0	0	0	0.025	0.02	0.452	0.033	0.045	0.426	-0.011	-0.009	0.345	-0.014	-0.02	-0.241	0.64	"3"
"不见得"	0	0	1	0	0	0	0.025	0.02	0.452	0.033	0.045	0.426	-0.011	-0.009	0.345	-0.014	-0.02	-0.241	0.64	"3"
"专利"	1	0	0	0	0	0	0.025	0.02	0.452	0.033	0.045	0.426	1.603	-0.009	-0.261	-0.014	-0.02	-0.241	2.148	"1"
"世代"	0	0	2	0	0	0	0.05	0.04	0.904	0.065	0.089	0.851	-0.022	-0.018	0.69	-0.029	-0.04	-0.482	1.281	"3"
"丘"	1	0	0	0	0	0	0.025	0.02	0.452	0.033	0.045	0.426	1.603	-0.009	-0.261	-0.014	-0.02	-0.241	2.148	"1"
