"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"exp_8"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"pbin_8"	"SumAbsDev"	"LargestDev"
"﹑"	0	3	0	1	0	0	0	0	0.06	0.806	0.143	0.372	0.457	0.917	0.586	0.658	-0.026	1.556	-0.063	0.491	-0.211	-0.452	-0.275	-0.312	3.386	"2"
";"	0	0	0	0	0	10	0	1	0.166	2.217	0.394	1.022	1.257	2.521	1.613	1.81	-0.073	-1.075	-0.174	-0.466	-0.58	5.458	-0.757	-0.358	8.941	"6"
"."	0	0	0	0	0	5	0	1	0.09	1.209	0.215	0.558	0.686	1.375	0.88	0.987	-0.04	-0.587	-0.095	-0.254	-0.316	2.513	-0.413	0.181	4.399	"6"
"%"	0	0	0	0	4	25	12	5	0.693	9.272	1.646	4.275	5.257	10.543	6.745	7.568	-0.303	-4.497	-0.728	-1.949	-0.416	5.411	1.519	-0.679	15.502	"6"
"%而"	0	0	0	0	0	1	0	0	0.015	0.202	0.036	0.093	0.114	0.229	0.147	0.165	-0.007	-0.098	-0.016	-0.042	-0.053	0.64	-0.069	-0.078	1.003	"6"
"0941"	0	0	0	0	0	0	0	1	0.015	0.202	0.036	0.093	0.114	0.229	0.147	0.165	-0.007	-0.098	-0.016	-0.042	-0.053	-0.113	-0.069	0.784	1.182	"8"
"1"	0	0	0	0	0	6	0	1	0.105	1.411	0.251	0.651	0.8	1.604	1.026	1.152	-0.046	-0.684	-0.111	-0.297	-0.369	3.089	-0.482	-0.17	5.248	"6"
"1.2"	0	0	0	0	0	1	0	0	0.015	0.202	0.036	0.093	0.114	0.229	0.147	0.165	-0.007	-0.098	-0.016	-0.042	-0.053	0.64	-0.069	-0.078	1.003	"6"
"1.4"	0	0	0	0	0	1	0	0	0.015	0.202	0.036	0.093	0.114	0.229	0.147	0.165	-0.007	-0.098	-0.016	-0.042	-0.053	0.64	-0.069	-0.078	1.003	"6"
"1.6"	0	0	0	0	0	1	0	0	0.015	0.202	0.036	0.093	0.114	0.229	0.147	0.165	-0.007	-0.098	-0.016	-0.042	-0.053	0.64	-0.069	-0.078	1.003	"6"
"1.7"	0	0	0	0	0	1	0	0	0.015	0.202	0.036	0.093	0.114	0.229	0.147	0.165	-0.007	-0.098	-0.016	-0.042	-0.053	0.64	-0.069	-0.078	1.003	"6"
"13.35"	0	0	0	0	0	0	1	0	0.015	0.202	0.036	0.093	0.114	0.229	0.147	0.165	-0.007	-0.098	-0.016	-0.042	-0.053	-0.113	0.834	-0.078	1.241	"7"
"13％"	0	0	0	0	0	0	0	1	0.015	0.202	0.036	0.093	0.114	0.229	0.147	0.165	-0.007	-0.098	-0.016	-0.042	-0.053	-0.113	-0.069	0.784	1.182	"8"
