"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"SumAbsDev"	"LargestDev"
"﹑"	0	0	0	0	1	0	0	0.155	0.033	0.104	0.061	0.328	0.1	0.218	-0.073	-0.015	-0.048	-0.027	0.484	-0.046	-0.107	0.8	"5"
"︶"	0	0	0	0	0	0	2	0.311	0.067	0.208	0.121	0.656	0.201	0.436	-0.147	-0.03	-0.095	-0.054	-0.345	-0.092	1.323	2.086	"7"
"》"	0	0	9	0	0	1	0	1.555	0.335	1.04	0.605	3.279	1.005	2.18	-0.734	-0.148	7.888	-0.271	-1.726	-0.134	-1.068	11.969	"3"
"0.02％"	0	0	0	0	1	0	0	0.155	0.033	0.104	0.061	0.328	0.1	0.218	-0.073	-0.015	-0.048	-0.027	0.484	-0.046	-0.107	0.8	"5"
"0.06"	0	0	1	0	0	0	0	0.155	0.033	0.104	0.061	0.328	0.1	0.218	-0.073	-0.015	0.983	-0.027	-0.173	-0.046	-0.107	1.424	"3"
"0.9"	0	0	1	0	0	0	0	0.155	0.033	0.104	0.061	0.328	0.1	0.218	-0.073	-0.015	0.983	-0.027	-0.173	-0.046	-0.107	1.424	"3"
"0048"	0	0	0	0	1	0	0	0.155	0.033	0.104	0.061	0.328	0.1	0.218	-0.073	-0.015	-0.048	-0.027	0.484	-0.046	-0.107	0.8	"5"
"1.13"	0	0	0	0	1	0	0	0.155	0.033	0.104	0.061	0.328	0.1	0.218	-0.073	-0.015	-0.048	-0.027	0.484	-0.046	-0.107	0.8	"5"
"1.30"	0	0	0	0	1	0	0	0.155	0.033	0.104	0.061	0.328	0.1	0.218	-0.073	-0.015	-0.048	-0.027	0.484	-0.046	-0.107	0.8	"5"
"1.64"	0	0	1	0	0	0	0	0.155	0.033	0.104	0.061	0.328	0.1	0.218	-0.073	-0.015	0.983	-0.027	-0.173	-0.046	-0.107	1.424	"3"
"1.80"	0	0	0	0	2	0	0	0.311	0.067	0.208	0.121	0.656	0.201	0.436	-0.147	-0.03	-0.095	-0.054	0.968	-0.092	-0.214	1.6	"5"
"100"	1	0	8	0	0	0	0	1.399	0.301	0.936	0.545	2.952	0.904	1.962	-0.236	-0.133	6.951	-0.244	-1.553	-0.414	-0.961	10.492	"3"
"1000"	0	0	0	0	2	0	0	0.311	0.067	0.208	0.121	0.656	0.201	0.436	-0.147	-0.03	-0.095	-0.054	0.968	-0.092	-0.214	1.6	"5"
"1000万"	0	0	0	0	1	0	0	0.155	0.033	0.104	0.061	0.328	0.1	0.218	-0.073	-0.015	-0.048	-0.027	0.484	-0.046	-0.107	0.8	"5"
"122"	0	1	0	0	0	0	0	0.155	0.033	0.104	0.061	0.328	0.1	0.218	-0.073	1.475	-0.048	-0.027	-0.173	-0.046	-0.107	1.949	"2"
"1330万"	0	0	0	0	1	0	0	0.155	0.033	0.104	0.061	0.328	0.1	0.218	-0.073	-0.015	-0.048	-0.027	0.484	-0.046	-0.107	0.8	"5"
