"Coll_Word"	"1"	"2"	"3"	"4"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"SumAbsDev"	"LargestDev"
"﹐"	0	1	2	0	0.452	1.722	0.428	0.399	-0.213	-0.409	1.258	-0.186	2.066	"3"
"！"	1	2	1	0	0.602	2.296	0.57	0.531	0.319	-0.245	0.338	-0.248	1.15	"3"
"."	0	11	0	1	1.806	6.889	1.711	1.594	-0.85	1.897	-0.802	-0.29	3.839	"2"
"]"	0	1	0	0	0.151	0.574	0.143	0.133	-0.071	0.241	-0.067	-0.062	0.441	"2"
"％"	0	1	0	0	0.151	0.574	0.143	0.133	-0.071	0.241	-0.067	-0.062	0.441	"2"
"006"	0	1	1	0	0.301	1.148	0.285	0.266	-0.142	-0.174	0.577	-0.124	1.017	"3"
"1107"	0	1	0	0	0.151	0.574	0.143	0.133	-0.071	0.241	-0.067	-0.062	0.441	"2"
"11556"	0	1	0	0	0.151	0.574	0.143	0.133	-0.071	0.241	-0.067	-0.062	0.441	"2"
"115815"	0	1	0	0	0.151	0.574	0.143	0.133	-0.071	0.241	-0.067	-0.062	0.441	"2"
"12时"	0	0	0	1	0.151	0.574	0.143	0.133	-0.071	-0.371	-0.067	0.877	1.386	"4"
"13"	0	3	0	0	0.452	1.722	0.428	0.399	-0.213	0.723	-0.2	-0.186	1.322	"2"
"14"	0	2	0	1	0.452	1.722	0.428	0.399	-0.213	0.214	-0.2	0.458	1.085	"4"
"14203"	0	0	0	1	0.151	0.574	0.143	0.133	-0.071	-0.371	-0.067	0.877	1.386	"4"
"200万"	0	1	0	0	0.151	0.574	0.143	0.133	-0.071	0.241	-0.067	-0.062	0.441	"2"
"21"	0	2	0	0	0.301	1.148	0.285	0.266	-0.142	0.482	-0.134	-0.124	0.882	"2"
"24"	0	3	0	0	0.452	1.722	0.428	0.399	-0.213	0.723	-0.2	-0.186	1.322	"2"
"243"	0	1	0	0	0.151	0.574	0.143	0.133	-0.071	0.241	-0.067	-0.062	0.441	"2"
"25"	0	0	0	1	0.151	0.574	0.143	0.133	-0.071	-0.371	-0.067	0.877	1.386	"4"
"３"	0	0	0	1	0.151	0.574	0.143	0.133	-0.071	-0.371	-0.067	0.877	1.386	"4"
"30"	0	1	0	0	0.151	0.574	0.143	0.133	-0.071	0.241	-0.067	-0.062	0.441	"2"
"30多万"	0	1	0	0	0.151	0.574	0.143	0.133	-0.071	0.241	-0.067	-0.062	0.441	"2"
"37"	0	1	0	0	0.151	0.574	0.143	0.133	-0.071	0.241	-0.067	-0.062	0.441	"2"
"396"	0	0	0	1	0.151	0.574	0.143	0.133	-0.071	-0.371	-0.067	0.877	1.386	"4"
"3人"	0	0	1	0	0.151	0.574	0.143	0.133	-0.071	-0.371	0.846	-0.062	1.35	"3"
"40分"	0	0	1	0	0.151	0.574	0.143	0.133	-0.071	-0.371	0.846	-0.062	1.35	"3"
"40多"	0	1	0	0	0.151	0.574	0.143	0.133	-0.071	0.241	-0.067	-0.062	0.441	"2"
"416"	0	0	1	0	0.151	0.574	0.143	0.133	-0.071	-0.371	0.846	-0.062	1.35	"3"
"43"	0	0	0	1	0.151	0.574	0.143	0.133	-0.071	-0.371	-0.067	0.877	1.386	"4"
"4人"	0	1	0	0	0.151	0.574	0.143	0.133	-0.071	0.241	-0.067	-0.062	0.441	"2"
"56"	0	1	0	0	0.151	0.574	0.143	0.133	-0.071	0.241	-0.067	-0.062	0.441	"2"
"56亿"	0	1	0	0	0.151	0.574	0.143	0.133	-0.071	0.241	-0.067	-0.062	0.441	"2"
"6.19"	0	0	1	0	0.151	0.574	0.143	0.133	-0.071	-0.371	0.846	-0.062	1.35	"3"
"65"	0	1	0	0	0.151	0.574	0.143	0.133	-0.071	0.241	-0.067	-0.062	0.441	"2"
"6人"	0	0	2	0	0.301	1.148	0.285	0.266	-0.142	-0.741	1.692	-0.124	2.699	"3"
"7"	0	6	0	1	1.054	4.018	0.998	0.93	-0.496	0.895	-0.468	0.2	2.059	"2"
"89"	0	1	0	0	0.151	0.574	0.143	0.133	-0.071	0.241	-0.067	-0.062	0.441	"2"
"891102"	0	1	0	0	0.151	0.574	0.143	0.133	-0.071	0.241	-0.067	-0.062	0.441	"2"
"891203"	0	3	0	0	0.452	1.722	0.428	0.399	-0.213	0.723	-0.2	-0.186	1.322	"2"
"891228"	0	0	0	1	0.151	0.574	0.143	0.133	-0.071	-0.371	-0.067	0.877	1.386	"4"
"9"	0	2	2	0	0.602	2.296	0.57	0.531	-0.283	-0.245	1	-0.248	1.776	"3"
"90"	0	0	1	0	0.151	0.574	0.143	0.133	-0.071	-0.371	0.846	-0.062	1.35	"3"
"90％"	0	1	0	0	0.151	0.574	0.143	0.133	-0.071	0.241	-0.067	-0.062	0.441	"2"
"96.43"	0	0	0	1	0.151	0.574	0.143	0.133	-0.071	-0.371	-0.067	0.877	1.386	"4"
"97"	0	0	0	1	0.151	0.574	0.143	0.133	-0.071	-0.371	-0.067	0.877	1.386	"4"
"Ella"	0	0	1	0	0.151	0.574	0.143	0.133	-0.071	-0.371	0.846	-0.062	1.35	"3"
"SQ"	0	3	1	0	0.602	2.296	0.57	0.531	-0.283	0.366	0.338	-0.248	1.235	"2"
"一举数得"	0	1	0	0	0.151	0.574	0.143	0.133	-0.071	0.241	-0.067	-0.062	0.441	"2"
"一九九七年"	0	1	0	0	0.151	0.574	0.143	0.133	-0.071	0.241	-0.067	-0.062	0.441	"2"
"一些"	2	0	0	0	0.301	1.148	0.285	0.266	1.645	-0.741	-0.134	-0.124	2.644	"1"
"一心"	1	0	0	0	0.151	0.574	0.143	0.133	0.822	-0.371	-0.067	-0.062	1.322	"1"
"一氧化碳"	0	1	0	0	0.151	0.574	0.143	0.133	-0.071	0.241	-0.067	-0.062	0.441	"2"
"一起"	1	9	3	2	2.258	8.611	2.138	1.993	-0.5	0.277	0.44	0.214	1.431	"1"
"万一"	0	1	0	0	0.151	0.574	0.143	0.133	-0.071	0.241	-0.067	-0.062	0.441	"2"
"上升"	0	2	0	0	0.301	1.148	0.285	0.266	-0.142	0.482	-0.134	-0.124	0.882	"2"
"上栗县"	0	1	0	0	0.151	0.574	0.143	0.133	-0.071	0.241	-0.067	-0.062	0.441	"2"
"上诉"	0	1	0	0	0.151	0.574	0.143	0.133	-0.071	0.241	-0.067	-0.062	0.441	"2"
"下来"	0	0	0	1	0.151	0.574	0.143	0.133	-0.071	-0.371	-0.067	0.877	1.386	"4"
"不会"	5	0	0	1	0.903	3.444	0.855	0.797	3.392	-2.224	-0.401	0.24	6.257	"1"
"不出"	2	0	0	0	0.301	1.148	0.285	0.266	1.645	-0.741	-0.134	-0.124	2.644	"1"
"不堪"	1	0	0	0	0.151	0.574	0.143	0.133	0.822	-0.371	-0.067	-0.062	1.322	"1"
"不堪设想"	0	1	0	0	0.151	0.574	0.143	0.133	-0.071	0.241	-0.067	-0.062	0.441	"2"
"不幸"	3	1	0	3	1.054	4.018	0.998	0.93	1.128	-1.576	-0.468	1.266	4.438	"2"
"不当"	0	3	0	0	0.452	1.722	0.428	0.399	-0.213	0.723	-0.2	-0.186	1.322	"2"
"不慎"	0	1	0	0	0.151	0.574	0.143	0.133	-0.071	0.241	-0.067	-0.062	0.441	"2"
"不时"	0	1	0	1	0.301	1.148	0.285	0.266	-0.142	-0.174	-0.134	0.605	1.055	"4"
"不易"	0	1	0	0	0.151	0.574	0.143	0.133	-0.071	0.241	-0.067	-0.062	0.441	"2"
"不治"	0	1	0	4	0.753	2.87	0.713	0.664	-0.354	-0.965	-0.334	2.856	4.509	"4"
"不至于"	0	1	1	0	0.301	1.148	0.285	0.266	-0.142	-0.174	0.577	-0.124	1.017	"3"
"不要"	1	0	0	0	0.151	0.574	0.143	0.133	0.822	-0.371	-0.067	-0.062	1.322	"1"
