"Coll_Word"	"1"	"2"	"3"	"exp_1"	"exp_2"	"exp_3"	"pbin_1"	"pbin_2"	"pbin_3"	"SumAbsDev"	"LargestDev"
"，"	0	0	17	4.411	6.447	6.143	-2.218	-3.52	7.516	13.254	"3"
"；"	2	0	4	1.557	2.275	2.168	0.311	-1.242	0.886	2.439	"2"
"："	54	0	2	14.53	21.236	20.235	28.708	-11.595	-8.184	48.487	"1"
"."	7	1	1	2.335	3.413	3.252	2.768	-1.051	-0.968	4.787	"1"
"……"	0	0	2	0.519	0.758	0.723	-0.261	-0.414	0.884	1.559	"3"
"（"	19	0	10	7.524	10.997	10.479	5.054	-6.005	-0.292	11.351	"2"
"）"	16	2	14	8.303	12.135	11.563	2.519	-4.313	0.628	7.46	"2"
"︶"	0	1	1	0.519	0.758	0.723	-0.261	0.211	0.228	0.7	"1"
"＊"	2	0	0	0.519	0.758	0.723	1.172	-0.414	-0.389	1.975	"1"
"⊙"	1	0	0	0.259	0.379	0.361	0.586	-0.207	-0.195	0.988	"1"
"■"	5	0	0	1.297	1.896	1.807	2.93	-1.035	-0.974	4.939	"1"
"006"	0	1	0	0.259	0.379	0.361	-0.13	0.421	-0.195	0.746	"2"
"10日"	0	0	1	0.259	0.379	0.361	-0.13	-0.207	0.442	0.779	"3"
"10时"	15	0	2	4.411	6.447	6.143	6.897	-3.52	-1.577	11.994	"1"
"10月"	1	0	1	0.519	0.758	0.723	0.345	-0.414	0.228	0.987	"2"
"10点"	3	0	1	1.038	1.517	1.445	1.25	-0.828	-0.265	2.343	"1"
"10点35"	0	0	1	0.259	0.379	0.361	-0.13	-0.207	0.442	0.779	"3"
"11"	0	0	1	0.259	0.379	0.361	-0.13	-0.207	0.442	0.779	"3"
"11日"	1	0	2	0.778	1.138	1.084	0.226	-0.621	0.527	1.374	"2"
"11时"	19	0	3	5.708	8.343	7.949	8.314	-4.555	-1.72	14.589	"1"
"11月"	4	0	4	2.076	3.034	2.891	0.895	-1.656	0.497	3.048	"2"
"11点"	0	0	1	0.259	0.379	0.361	-0.13	-0.207	0.442	0.779	"3"
"11点30"	0	0	1	0.259	0.379	0.361	-0.13	-0.207	0.442	0.779	"3"
"12日"	0	0	2	0.519	0.758	0.723	-0.261	-0.414	0.884	1.559	"3"
"12时"	2	2	0	1.038	1.517	1.445	0.556	0.311	-0.779	1.646	"3"
"12楼"	0	2	0	0.519	0.758	0.723	-0.261	0.842	-0.389	1.492	"2"
"12点"	2	0	0	0.519	0.758	0.723	1.172	-0.414	-0.389	1.975	"1"
"13日"	2	0	1	0.778	1.138	1.084	0.777	-0.621	-0.153	1.551	"1"
"15分"	2	0	0	0.519	0.758	0.723	1.172	-0.414	-0.389	1.975	"1"
"15日"	2	0	1	0.778	1.138	1.084	0.777	-0.621	-0.153	1.551	"1"
"16日"	0	1	0	0.259	0.379	0.361	-0.13	0.421	-0.195	0.746	"2"
"17日"	1	2	0	0.778	1.138	1.084	0.226	0.492	-0.584	1.302	"3"
"18日"	1	0	0	0.259	0.379	0.361	0.586	-0.207	-0.195	0.988	"1"
"1938年"	0	0	1	0.259	0.379	0.361	-0.13	-0.207	0.442	0.779	"3"
"19日"	3	0	0	0.778	1.138	1.084	1.758	-0.621	-0.584	2.963	"1"
"1日"	0	0	2	0.519	0.758	0.723	-0.261	-0.414	0.884	1.559	"3"
"1时"	2	0	0	0.519	0.758	0.723	1.172	-0.414	-0.389	1.975	"1"
"20日"	2	1	1	1.038	1.517	1.445	0.556	-0.291	-0.265	1.112	"1"
"219"	0	1	0	0.259	0.379	0.361	-0.13	0.421	-0.195	0.746	"2"
"21日"	1	0	0	0.259	0.379	0.361	0.586	-0.207	-0.195	0.988	"1"
"21时"	0	0	1	0.259	0.379	0.361	-0.13	-0.207	0.442	0.779	"3"
"22日"	2	0	0	0.519	0.758	0.723	1.172	-0.414	-0.389	1.975	"1"
"23日"	2	0	1	0.778	1.138	1.084	0.777	-0.621	-0.153	1.551	"1"
"24日"	1	0	1	0.519	0.758	0.723	0.345	-0.414	0.228	0.987	"2"
"25日"	1	0	2	0.778	1.138	1.084	0.226	-0.621	0.527	1.374	"2"
"26日"	3	0	2	1.297	1.896	1.807	0.944	-1.035	0.227	2.206	"2"
"27日"	3	0	0	0.778	1.138	1.084	1.758	-0.621	-0.584	2.963	"1"
"28"	0	1	0	0.259	0.379	0.361	-0.13	0.421	-0.195	0.746	"2"
"28日"	0	0	2	0.519	0.758	0.723	-0.261	-0.414	0.884	1.559	"3"
"291"	0	1	0	0.259	0.379	0.361	-0.13	0.421	-0.195	0.746	"2"
"29日"	2	0	0	0.519	0.758	0.723	1.172	-0.414	-0.389	1.975	"1"
"2日"	1	0	0	0.259	0.379	0.361	0.586	-0.207	-0.195	0.988	"1"
"2时"	2	1	1	1.038	1.517	1.445	0.556	-0.291	-0.265	1.112	"1"
"2月"	1	0	0	0.259	0.379	0.361	0.586	-0.207	-0.195	0.988	"1"
"30"	4	3	0	1.816	2.654	2.529	1.099	0.272	-1.363	2.734	"3"
"30分"	27	0	0	7.005	10.239	9.756	15.82	-5.59	-5.258	26.668	"1"
"30日"	1	0	0	0.259	0.379	0.361	0.586	-0.207	-0.195	0.988	"1"
"31日"	1	0	1	0.519	0.758	0.723	0.345	-0.414	0.228	0.987	"2"
"3时"	3	1	0	1.038	1.517	1.445	1.25	-0.291	-0.779	2.32	"1"
"3点30"	0	0	1	0.259	0.379	0.361	-0.13	-0.207	0.442	0.779	"3"
"400"	0	2	0	0.519	0.758	0.723	-0.261	0.842	-0.389	1.492	"2"
"45"	0	0	1	0.259	0.379	0.361	-0.13	-0.207	0.442	0.779	"3"
"459"	1	0	0	0.259	0.379	0.361	0.586	-0.207	-0.195	0.988	"1"
"45分"	6	0	0	1.557	2.275	2.168	3.516	-1.242	-1.168	5.926	"1"
"49分"	1	0	0	0.259	0.379	0.361	0.586	-0.207	-0.195	0.988	"1"
"4日"	0	1	0	0.259	0.379	0.361	-0.13	0.421	-0.195	0.746	"2"
"4时"	3	0	0	0.778	1.138	1.084	1.758	-0.621	-0.584	2.963	"1"
"4月"	1	0	5	1.557	2.275	2.168	-0.291	-1.242	1.588	3.121	"3"
"55分"	1	0	0	0.259	0.379	0.361	0.586	-0.207	-0.195	0.988	"1"
"5日"	0	1	5	1.557	2.275	2.168	-0.783	-0.573	1.588	2.944	"3"
"5时"	3	0	0	0.778	1.138	1.084	1.758	-0.621	-0.584	2.963	"1"
"5月"	2	1	0	0.778	1.138	1.084	0.777	-0.169	-0.584	1.53	"1"
"67466066"	1	0	0	0.259	0.379	0.361	0.586	-0.207	-0.195	0.988	"1"
"6日"	1	0	0	0.259	0.379	0.361	0.586	-0.207	-0.195	0.988	"1"
"6时"	4	0	0	1.038	1.517	1.445	2.344	-0.828	-0.779	3.951	"1"
"6月"	8	0	1	2.335	3.413	3.252	3.847	-1.863	-0.968	6.678	"1"
"7"	0	0	3	0.778	1.138	1.084	-0.391	-0.621	1.326	2.338	"3"
"70％"	1	0	0	0.259	0.379	0.361	0.586	-0.207	-0.195	0.988	"1"
"7日"	2	0	1	0.778	1.138	1.084	0.777	-0.621	-0.153	1.551	"1"
"7时"	36	0	0	9.34	13.651	13.008	21.094	-7.454	-7.01	35.558	"1"
"7月"	4	0	0	1.038	1.517	1.445	2.344	-0.828	-0.779	3.951	"1"
"7楼"	0	1	0	0.259	0.379	0.361	-0.13	0.421	-0.195	0.746	"2"
"7点10"	0	0	1	0.259	0.379	0.361	-0.13	-0.207	0.442	0.779	"3"
"8"	1	1	6	2.076	3.034	2.891	-0.463	-0.887	1.526	2.876	"3"
"80％"	0	0	1	0.259	0.379	0.361	-0.13	-0.207	0.442	0.779	"3"
"800"	1	0	0	0.259	0.379	0.361	0.586	-0.207	-0.195	0.988	"1"
"891228"	0	0	1	0.259	0.379	0.361	-0.13	-0.207	0.442	0.779	"3"
"8日"	1	1	0	0.519	0.758	0.723	0.345	0.211	-0.389	0.945	"3"
"8时"	32	2	0	8.822	12.893	12.285	16.253	-4.676	-6.621	27.55	"1"
"8月"	3	1	4	2.076	3.034	2.891	0.462	-0.887	0.497	1.846	"2"
"8点"	2	0	0	0.519	0.758	0.723	1.172	-0.414	-0.389	1.975	"1"
"8点40"	0	0	1	0.259	0.379	0.361	-0.13	-0.207	0.442	0.779	"3"
"9"	1	0	4	1.297	1.896	1.807	-0.213	-1.035	1.218	2.466	"3"
"989"	0	1	0	0.259	0.379	0.361	-0.13	0.421	-0.195	0.746	"2"
"9日"	1	0	2	0.778	1.138	1.084	0.226	-0.621	0.527	1.374	"2"
"9时"	24	0	0	6.227	9.101	8.672	14.062	-4.969	-4.673	23.704	"1"
"9月"	2	0	0	0.519	0.758	0.723	1.172	-0.414	-0.389	1.975	"1"
"9点"	0	0	2	0.519	0.758	0.723	-0.261	-0.414	0.884	1.559	"3"
"9点45"	0	0	2	0.519	0.758	0.723	-0.261	-0.414	0.884	1.559	"3"
"CO"	0	1	0	0.259	0.379	0.361	-0.13	0.421	-0.195	0.746	"2"
"DC"	0	1	0	0.259	0.379	0.361	-0.13	0.421	-0.195	0.746	"2"
"M18级"	0	0	1	0.259	0.379	0.361	-0.13	-0.207	0.442	0.779	"3"
"NBC"	0	0	1	0.259	0.379	0.361	-0.13	-0.207	0.442	0.779	"3"
"NHK"	0	0	1	0.259	0.379	0.361	-0.13	-0.207	0.442	0.779	"3"
