"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"SumAbsDev"	"LargestDev"
"－"	0	0	0	0	0	0	2	0.342	0.103	0.282	0.204	0.071	0.463	0.535	-0.163	-0.046	-0.132	-0.093	-0.032	-0.229	1.145	1.84	"7"
"－－"	0	0	0	0	0	2	0	0.342	0.103	0.282	0.204	0.071	0.463	0.535	-0.163	-0.046	-0.132	-0.093	-0.032	1.27	-0.27	2.006	"6"
"，"	0	0	8	0	0	3	5	2.734	0.823	2.253	1.631	0.572	3.708	4.28	-1.302	-0.367	3.163	-0.747	-0.253	-0.325	0.363	6.52	"3"
"、"	3	3	5	32	0	66	73	31.104	9.36	25.625	18.548	6.506	42.176	48.682	-10.841	-1.837	-6.647	2.795	-2.877	4.327	4.208	33.532	"1"
"﹑"	0	0	0	0	0	1	0	0.171	0.051	0.141	0.102	0.036	0.232	0.267	-0.081	-0.023	-0.066	-0.047	-0.016	0.635	-0.135	1.003	"6"
":"	1	0	18	0	0	0	0	3.247	0.977	2.675	1.936	0.679	4.403	5.082	-0.855	-0.436	14.109	-0.887	-0.3	-2.175	-2.568	21.33	"3"
"："	2	0	6	0	0	0	0	1.367	0.411	1.126	0.815	0.286	1.854	2.14	0.389	-0.183	3.773	-0.373	-0.126	-0.916	-1.081	6.841	"3"
"！"	0	0	1	0	0	0	0	0.171	0.051	0.141	0.102	0.036	0.232	0.267	-0.081	-0.023	0.851	-0.047	-0.016	-0.114	-0.135	1.267	"3"
"("	1	0	6	0	0	0	1	1.367	0.411	1.126	0.815	0.286	1.854	2.14	-0.228	-0.183	3.773	-0.373	-0.126	-0.916	-0.488	6.087	"3"
")"	2	0	7	0	0	0	1	1.709	0.514	1.408	1.019	0.357	2.317	2.675	0.276	-0.229	4.052	-0.467	-0.158	-1.145	-0.684	7.011	"3"
"["	0	0	0	0	0	0	1	0.171	0.051	0.141	0.102	0.036	0.232	0.267	-0.081	-0.023	-0.066	-0.047	-0.016	-0.114	0.573	0.92	"7"
"]"	0	0	0	0	0	0	1	0.171	0.051	0.141	0.102	0.036	0.232	0.267	-0.081	-0.023	-0.066	-0.047	-0.016	-0.114	0.573	0.92	"7"
"%"	0	0	0	0	0	2	0	0.342	0.103	0.282	0.204	0.071	0.463	0.535	-0.163	-0.046	-0.132	-0.093	-0.032	1.27	-0.27	2.006	"6"
"⊙"	0	0	0	0	0	0	1	0.171	0.051	0.141	0.102	0.036	0.232	0.267	-0.081	-0.023	-0.066	-0.047	-0.016	-0.114	0.573	0.92	"7"
"○○"	0	0	0	0	0	1	0	0.171	0.051	0.141	0.102	0.036	0.232	0.267	-0.081	-0.023	-0.066	-0.047	-0.016	0.635	-0.135	1.003	"6"
"1.8"	0	0	0	2	0	0	0	0.342	0.103	0.282	0.204	0.071	0.463	0.535	-0.163	-0.046	-0.132	1.984	-0.032	-0.229	-0.27	2.856	"4"
"10"	1	0	1	0	0	0	0	0.342	0.103	0.282	0.204	0.071	0.463	0.535	0.505	-0.046	0.582	-0.093	-0.032	-0.229	-0.27	1.757	"3"
