"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"exp_8"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"pbin_8"	"SumAbsDev"	"LargestDev"
"－－"	0	0	0	0	0	0	0	2	0.091	0.2	0.071	0.124	0.451	0.454	0.075	0.534	-0.04	-0.092	-0.031	-0.056	-0.222	-0.224	-0.033	1.147	1.845	"8"
"﹑"	0	0	0	2	0	0	0	0	0.091	0.2	0.071	0.124	0.451	0.454	0.075	0.534	-0.04	-0.092	-0.031	2.413	-0.222	-0.224	-0.033	-0.27	3.325	"4"
";"	0	0	0	0	0	0	0	3	0.136	0.3	0.107	0.186	0.676	0.681	0.113	0.801	-0.061	-0.137	-0.047	-0.084	-0.333	-0.336	-0.05	1.721	2.769	"8"
"？"	0	0	0	0	0	0	0	4	0.182	0.4	0.142	0.249	0.901	0.908	0.15	1.068	-0.081	-0.183	-0.063	-0.111	-0.444	-0.447	-0.066	2.294	3.689	"8"
"《"	0	0	0	0	0	0	0	4	0.182	0.4	0.142	0.249	0.901	0.908	0.15	1.068	-0.081	-0.183	-0.063	-0.111	-0.444	-0.447	-0.066	2.294	3.689	"8"
"》"	0	0	0	0	0	0	0	4	0.182	0.4	0.142	0.249	0.901	0.908	0.15	1.068	-0.081	-0.183	-0.063	-0.111	-0.444	-0.447	-0.066	2.294	3.689	"8"
"+"	0	1	0	0	1	0	0	0	0.091	0.2	0.071	0.124	0.451	0.454	0.075	0.534	-0.04	0.721	-0.031	-0.056	0.398	-0.224	-0.033	-0.27	1.773	"2"
"1.8"	0	0	0	0	0	1	0	1	0.091	0.2	0.071	0.124	0.451	0.454	0.075	0.534	-0.04	-0.092	-0.031	-0.056	-0.222	0.395	-0.033	0.335	1.204	"6"
"1000万"	0	0	0	0	0	2	0	0	0.091	0.2	0.071	0.124	0.451	0.454	0.075	0.534	-0.04	-0.092	-0.031	-0.056	-0.222	1.288	-0.033	-0.27	2.032	"6"
"1000多万"	0	0	0	0	0	1	0	0	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	0.644	-0.017	-0.135	1.017	"6"
"100万"	0	0	0	0	0	1	0	0	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	0.644	-0.017	-0.135	1.017	"6"
"10万"	0	0	0	0	0	1	0	0	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	0.644	-0.017	-0.135	1.017	"6"
"10亿"	0	0	0	0	0	2	0	0	0.091	0.2	0.071	0.124	0.451	0.454	0.075	0.534	-0.04	-0.092	-0.031	-0.056	-0.222	1.288	-0.033	-0.27	2.032	"6"
"120万"	0	0	0	0	0	1	0	0	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	0.644	-0.017	-0.135	1.017	"6"
"1370万"	0	0	0	0	0	1	0	0	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	0.644	-0.017	-0.135	1.017	"6"
"13亿"	0	0	0	0	0	0	0	1	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	-0.112	-0.017	0.574	0.924	"8"
"1400"	0	1	0	0	0	0	0	0	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	1	-0.016	-0.028	-0.111	-0.112	-0.017	-0.135	1.439	"2"
"1500万"	0	0	0	0	0	2	0	0	0.091	0.2	0.071	0.124	0.451	0.454	0.075	0.534	-0.04	-0.092	-0.031	-0.056	-0.222	1.288	-0.033	-0.27	2.032	"6"
"150万"	0	0	0	0	0	1	0	0	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	0.644	-0.017	-0.135	1.017	"6"
"15亿"	0	0	0	0	0	1	0	0	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	0.644	-0.017	-0.135	1.017	"6"
"15亿多"	0	0	0	0	0	0	1	0	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	-0.112	1.425	-0.135	1.893	"7"
"1705万"	0	0	0	0	0	1	0	0	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	0.644	-0.017	-0.135	1.017	"6"
"1945年"	0	0	0	0	0	0	0	1	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	-0.112	-0.017	0.574	0.924	"8"
"1999年"	0	0	0	0	0	0	0	1	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	-0.112	-0.017	0.574	0.924	"8"
"1万"	0	0	0	0	0	0	0	1	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	-0.112	-0.017	0.574	0.924	"8"
"1亿"	0	0	0	0	0	2	0	0	0.091	0.2	0.071	0.124	0.451	0.454	0.075	0.534	-0.04	-0.092	-0.031	-0.056	-0.222	1.288	-0.033	-0.27	2.032	"6"
"1亿2000万"	0	0	0	0	0	0	0	1	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	-0.112	-0.017	0.574	0.924	"8"
"1亿多"	0	0	0	0	0	1	0	0	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	0.644	-0.017	-0.135	1.017	"6"
"2%"	0	0	1	0	0	0	0	0	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	1.45	-0.028	-0.111	-0.112	-0.017	-0.135	1.919	"3"
"22亿"	0	0	0	0	0	0	0	1	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	-0.112	-0.017	0.574	0.924	"8"
"23日电"	0	0	0	0	0	0	0	1	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	-0.112	-0.017	0.574	0.924	"8"
"250"	0	0	0	0	0	1	0	0	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	0.644	-0.017	-0.135	1.017	"6"
"2540亿"	0	0	0	0	0	1	0	0	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	0.644	-0.017	-0.135	1.017	"6"
"3.06"	0	0	0	0	1	0	0	0	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	0.647	-0.112	-0.017	-0.135	1.021	"5"
"3.45"	0	0	0	0	0	1	0	0	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	0.644	-0.017	-0.135	1.017	"6"
"35.23"	0	0	0	0	0	1	0	0	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	0.644	-0.017	-0.135	1.017	"6"
"3亿"	0	0	0	0	0	1	0	0	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	0.644	-0.017	-0.135	1.017	"6"
"４"	0	2	0	0	0	0	0	0	0.091	0.2	0.071	0.124	0.451	0.454	0.075	0.534	-0.04	2	-0.031	-0.056	-0.222	-0.224	-0.033	-0.27	2.876	"2"
"4000万"	0	0	0	1	0	2	0	0	0.136	0.3	0.107	0.186	0.676	0.681	0.113	0.801	-0.061	-0.137	-0.047	0.757	-0.333	0.882	-0.05	-0.405	2.672	"6"
"425亿"	0	0	0	0	0	1	0	0	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	0.644	-0.017	-0.135	1.017	"6"
"4404"	0	0	0	0	0	0	1	0	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	-0.112	1.425	-0.135	1.893	"7"
"45亿"	0	0	0	0	0	1	0	0	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	0.644	-0.017	-0.135	1.017	"6"
"5.18"	0	0	0	0	0	1	0	0	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	0.644	-0.017	-0.135	1.017	"6"
"5000万"	0	0	0	0	1	1	0	0	0.091	0.2	0.071	0.124	0.451	0.454	0.075	0.534	-0.04	-0.092	-0.031	-0.056	0.398	0.395	-0.033	-0.27	1.315	"5"
"5000多万"	0	0	0	0	0	1	0	0	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	0.644	-0.017	-0.135	1.017	"6"
"500万"	0	0	0	0	0	0	0	1	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	-0.112	-0.017	0.574	0.924	"8"
"500亿"	0	0	0	1	0	0	0	0	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	1.207	-0.111	-0.112	-0.017	-0.135	1.664	"4"
"50万"	0	0	0	0	0	2	0	0	0.091	0.2	0.071	0.124	0.451	0.454	0.075	0.534	-0.04	-0.092	-0.031	-0.056	-0.222	1.288	-0.033	-0.27	2.032	"6"
"5万亿"	0	0	0	0	0	0	0	1	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	-0.112	-0.017	0.574	0.924	"8"
"5亿"	0	0	0	0	0	2	0	0	0.091	0.2	0.071	0.124	0.451	0.454	0.075	0.534	-0.04	-0.092	-0.031	-0.056	-0.222	1.288	-0.033	-0.27	2.032	"6"
"5亿7100万"	0	0	0	0	1	0	0	0	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	0.647	-0.112	-0.017	-0.135	1.021	"5"
"6000万"	0	0	0	0	0	0	0	1	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	-0.112	-0.017	0.574	0.924	"8"
"6000亿"	0	0	0	0	0	1	0	0	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	0.644	-0.017	-0.135	1.017	"6"
"65万"	0	0	0	0	0	1	0	0	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	0.644	-0.017	-0.135	1.017	"6"
"661万"	0	0	0	0	0	1	0	0	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	0.644	-0.017	-0.135	1.017	"6"
"67亿"	0	0	0	0	0	1	0	0	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	0.644	-0.017	-0.135	1.017	"6"
"6亿"	0	0	0	0	0	0	0	1	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	-0.112	-0.017	0.574	0.924	"8"
"7.4"	0	0	0	0	0	1	0	0	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	0.644	-0.017	-0.135	1.017	"6"
"700多万"	0	0	0	0	0	1	0	0	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	0.644	-0.017	-0.135	1.017	"6"
"7500亿"	0	0	0	0	0	1	0	0	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	0.644	-0.017	-0.135	1.017	"6"
"7亿"	0	0	0	0	0	1	0	0	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	0.644	-0.017	-0.135	1.017	"6"
"80.17"	0	0	0	0	0	1	0	0	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	0.644	-0.017	-0.135	1.017	"6"
"8000万"	0	0	0	0	0	2	0	0	0.091	0.2	0.071	0.124	0.451	0.454	0.075	0.534	-0.04	-0.092	-0.031	-0.056	-0.222	1.288	-0.033	-0.27	2.032	"6"
"80亿"	0	0	0	0	0	1	0	0	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	0.644	-0.017	-0.135	1.017	"6"
"85.89"	0	0	0	0	0	1	0	0	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	0.644	-0.017	-0.135	1.017	"6"
"850多万"	0	0	0	0	0	1	0	0	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	0.644	-0.017	-0.135	1.017	"6"
"900117"	0	0	0	0	0	0	0	1	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	-0.112	-0.017	0.574	0.924	"8"
"98％"	0	0	0	0	0	0	0	1	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	-0.112	-0.017	0.574	0.924	"8"
"9亿"	0	0	0	0	0	1	0	1	0.091	0.2	0.071	0.124	0.451	0.454	0.075	0.534	-0.04	-0.092	-0.031	-0.056	-0.222	0.395	-0.033	0.335	1.204	"6"
"AAA"	0	0	0	0	1	0	0	0	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	0.647	-0.112	-0.017	-0.135	1.021	"5"
"beenz"	0	0	0	0	0	0	0	2	0.091	0.2	0.071	0.124	0.451	0.454	0.075	0.534	-0.04	-0.092	-0.031	-0.056	-0.222	-0.224	-0.033	1.147	1.845	"8"
"IMF"	0	0	1	0	0	0	0	0	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	1.45	-0.028	-0.111	-0.112	-0.017	-0.135	1.919	"3"
"KSD"	0	0	0	0	0	1	0	0	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	0.644	-0.017	-0.135	1.017	"6"
"M2"	0	2	0	0	0	0	0	0	0.091	0.2	0.071	0.124	0.451	0.454	0.075	0.534	-0.04	2	-0.031	-0.056	-0.222	-0.224	-0.033	-0.27	2.876	"2"
"M3"	0	1	0	0	0	0	0	0	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	1	-0.016	-0.028	-0.111	-0.112	-0.017	-0.135	1.439	"2"
"VCD"	0	0	0	0	0	0	0	1	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	-0.112	-0.017	0.574	0.924	"8"
"一九九六年"	0	0	0	0	0	0	0	1	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	-0.112	-0.017	0.574	0.924	"8"
"一亿"	0	0	0	0	1	0	0	0	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	0.647	-0.112	-0.017	-0.135	1.021	"5"
"一千三百多万"	0	0	0	0	0	1	0	0	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	0.644	-0.017	-0.135	1.017	"6"
"一千六百多亿"	0	0	0	1	0	0	0	0	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	1.207	-0.111	-0.112	-0.017	-0.135	1.664	"4"
"一千多亿"	0	0	0	0	0	1	0	0	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	0.644	-0.017	-0.135	1.017	"6"
"一半"	0	0	0	0	0	0	0	1	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	-0.112	-0.017	0.574	0.924	"8"
"一味"	0	0	0	0	0	0	0	1	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	-0.112	-0.017	0.574	0.924	"8"
"一定"	0	0	0	0	1	1	0	0	0.091	0.2	0.071	0.124	0.451	0.454	0.075	0.534	-0.04	-0.092	-0.031	-0.056	0.398	0.395	-0.033	-0.27	1.315	"5"
"一月份"	0	0	0	0	1	0	0	0	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	0.647	-0.112	-0.017	-0.135	1.021	"5"
"一百亿"	0	0	0	0	0	0	0	1	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	-0.112	-0.017	0.574	0.924	"8"
"一百四"	0	0	0	0	0	1	0	0	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	-0.02	-0.046	-0.016	-0.028	-0.111	0.644	-0.017	-0.135	1.017	"6"
"一蹶不振"	1	0	0	0	0	0	0	0	0.045	0.1	0.036	0.062	0.225	0.227	0.038	0.267	1.343	-0.046	-0.016	-0.028	-0.111	-0.112	-0.017	-0.135	1.808	"1"
