"Coll_Word"	"1"	"2"	"3"	"exp_1"	"exp_2"	"exp_3"	"pbin_1"	"pbin_2"	"pbin_3"	"SumAbsDev"	"LargestDev"
"﹐"	1	2	0	1.463	0.543	0.994	-0.285	1.064	-0.525	1.874	"2"
"……"	1	0	0	0.488	0.181	0.331	0.312	-0.087	-0.175	0.574	"1"
"%左右"	0	1	0	0.488	0.181	0.331	-0.29	0.743	-0.175	1.208	"2"
"0.889"	1	0	0	0.488	0.181	0.331	0.312	-0.087	-0.175	0.574	"1"
"1.3520"	0	1	0	0.488	0.181	0.331	-0.29	0.743	-0.175	1.208	"2"
"1000余"	0	1	0	0.488	0.181	0.331	-0.29	0.743	-0.175	1.208	"2"
"13％"	0	1	0	0.488	0.181	0.331	-0.29	0.743	-0.175	1.208	"2"
"20世纪"	3	0	0	1.463	0.543	0.994	0.936	-0.26	-0.525	1.721	"1"
"2万3200"	1	0	0	0.488	0.181	0.331	0.312	-0.087	-0.175	0.574	"1"
"300多"	0	1	0	0.488	0.181	0.331	-0.29	0.743	-0.175	1.208	"2"
"375"	0	0	1	0.488	0.181	0.331	-0.29	-0.087	0.48	0.857	"3"
"40周年"	0	0	2	0.975	0.362	0.663	-0.581	-0.173	0.959	1.713	"3"
"6.1"	0	0	1	0.488	0.181	0.331	-0.29	-0.087	0.48	0.857	"3"
"900114"	0	0	1	0.488	0.181	0.331	-0.29	-0.087	0.48	0.857	"3"
"ARS"	1	0	0	0.488	0.181	0.331	0.312	-0.087	-0.175	0.574	"1"
"DNA"	1	0	0	0.488	0.181	0.331	0.312	-0.087	-0.175	0.574	"1"
"SARS"	4	0	0	1.951	0.724	1.326	1.248	-0.347	-0.699	2.294	"1"
"Starbucks"	1	0	0	0.488	0.181	0.331	0.312	-0.087	-0.175	0.574	"1"
"Taibei"	0	1	0	0.488	0.181	0.331	-0.29	0.743	-0.175	1.208	"2"
"ㄅㄆ"	0	1	0	0.488	0.181	0.331	-0.29	0.743	-0.175	1.208	"2"
"ㄇ"	0	1	0	0.488	0.181	0.331	-0.29	0.743	-0.175	1.208	"2"
"一些"	1	4	4	4.389	1.628	2.983	-1.633	1.204	0.462	3.299	"1"
"一反常态"	0	0	1	0.488	0.181	0.331	-0.29	-0.087	0.48	0.857	"3"
"一方面"	2	0	0	0.975	0.362	0.663	0.624	-0.173	-0.35	1.147	"1"
"一百五十二"	0	0	1	0.488	0.181	0.331	-0.29	-0.087	0.48	0.857	"3"
"一窍不通"	0	0	1	0.488	0.181	0.331	-0.29	-0.087	0.48	0.857	"3"
"一致"	0	0	1	0.488	0.181	0.331	-0.29	-0.087	0.48	0.857	"3"
"一齐"	0	0	1	0.488	0.181	0.331	-0.29	-0.087	0.48	0.857	"3"
"七百"	0	0	1	0.488	0.181	0.331	-0.29	-0.087	0.48	0.857	"3"
"上"	0	0	1	0.488	0.181	0.331	-0.29	-0.087	0.48	0.857	"3"
"上流"	1	0	0	0.488	0.181	0.331	0.312	-0.087	-0.175	0.574	"1"
"下结论"	0	0	1	0.488	0.181	0.331	-0.29	-0.087	0.48	0.857	"3"
"下降"	1	0	0	0.488	0.181	0.331	0.312	-0.087	-0.175	0.574	"1"
"下风"	1	0	0	0.488	0.181	0.331	0.312	-0.087	-0.175	0.574	"1"
"不便"	1	0	0	0.488	0.181	0.331	0.312	-0.087	-0.175	0.574	"1"
"不再"	1	0	0	0.488	0.181	0.331	0.312	-0.087	-0.175	0.574	"1"
"不啻"	1	0	0	0.488	0.181	0.331	0.312	-0.087	-0.175	0.574	"1"
"不安"	1	0	0	0.488	0.181	0.331	0.312	-0.087	-0.175	0.574	"1"
"不少"	0	0	1	0.488	0.181	0.331	-0.29	-0.087	0.48	0.857	"3"
"不已"	1	0	0	0.488	0.181	0.331	0.312	-0.087	-0.175	0.574	"1"
"不必"	1	0	0	0.488	0.181	0.331	0.312	-0.087	-0.175	0.574	"1"
"不时"	1	0	0	0.488	0.181	0.331	0.312	-0.087	-0.175	0.574	"1"
"不止于"	1	0	0	0.488	0.181	0.331	0.312	-0.087	-0.175	0.574	"1"
"不满"	0	0	3	1.463	0.543	0.994	-0.871	-0.26	1.439	2.57	"3"
"不理不睬"	1	0	0	0.488	0.181	0.331	0.312	-0.087	-0.175	0.574	"1"
"不能"	1	0	0	0.488	0.181	0.331	0.312	-0.087	-0.175	0.574	"1"
"与"	12	0	0	5.852	2.171	3.977	3.743	-1.04	-2.098	6.881	"1"
