"Coll_Word"	"1"	"2"	"3"	"4"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"SumAbsDev"	"LargestDev"
"－ww.mymandarin.com"	0	0	0	1	0.277	0.18	0.212	0.33	-0.141	-0.086	-0.104	0.481	0.812	"4"
"："	0	1	6	7	3.877	2.524	2.972	4.627	-1.972	-0.598	1.245	0.842	4.657	"1"
"！"	0	0	5	2	1.939	1.262	1.486	2.313	-0.986	-0.604	2.212	-0.239	4.041	"3"
"？"	0	0	6	0	1.662	1.082	1.274	1.983	-0.845	-0.518	4.039	-1.045	6.447	"3"
"."	6	4	0	0	2.77	1.803	2.123	3.305	1.489	1.052	-1.036	-1.742	5.319	"4"
"……"	0	0	2	1	0.831	0.541	0.637	0.991	-0.422	-0.259	0.935	0.155	1.771	"3"
"["	0	0	0	2	0.554	0.361	0.425	0.661	-0.282	-0.173	-0.207	0.962	1.624	"4"
"]"	0	0	0	2	0.554	0.361	0.425	0.661	-0.282	-0.173	-0.207	0.962	1.624	"4"
"＊"	0	0	0	1	0.277	0.18	0.212	0.33	-0.141	-0.086	-0.104	0.481	0.812	"4"
"104"	0	0	0	1	0.277	0.18	0.212	0.33	-0.141	-0.086	-0.104	0.481	0.812	"4"
"149"	0	0	0	2	0.554	0.361	0.425	0.661	-0.282	-0.173	-0.207	0.962	1.624	"4"
"150多"	1	0	0	0	0.277	0.18	0.212	0.33	0.558	-0.086	-0.104	-0.174	0.922	"1"
"1717"	0	1	0	0	0.277	0.18	0.212	0.33	-0.141	0.744	-0.104	-0.174	1.163	"2"
"19.7"	0	0	0	1	0.277	0.18	0.212	0.33	-0.141	-0.086	-0.104	0.481	0.812	"4"
"1万"	0	0	1	1	0.554	0.361	0.425	0.661	-0.282	-0.173	0.421	0.258	1.134	"3"
"25－－"	0	1	0	0	0.277	0.18	0.212	0.33	-0.141	0.744	-0.104	-0.174	1.163	"2"
"⒋"	0	0	0	1	0.277	0.18	0.212	0.33	-0.141	-0.086	-0.104	0.481	0.812	"4"
"43"	0	0	1	0	0.277	0.18	0.212	0.33	-0.141	-0.086	0.673	-0.174	1.074	"3"
"5000"	0	0	0	1	0.277	0.18	0.212	0.33	-0.141	-0.086	-0.104	0.481	0.812	"4"
"55"	0	0	0	1	0.277	0.18	0.212	0.33	-0.141	-0.086	-0.104	0.481	0.812	"4"
"6000"	0	0	0	1	0.277	0.18	0.212	0.33	-0.141	-0.086	-0.104	0.481	0.812	"4"
"63861048"	0	0	0	1	0.277	0.18	0.212	0.33	-0.141	-0.086	-0.104	0.481	0.812	"4"
"700多"	0	0	0	1	0.277	0.18	0.212	0.33	-0.141	-0.086	-0.104	0.481	0.812	"4"
"711"	0	0	0	1	0.277	0.18	0.212	0.33	-0.141	-0.086	-0.104	0.481	0.812	"4"
"891005"	0	0	0	1	0.277	0.18	0.212	0.33	-0.141	-0.086	-0.104	0.481	0.812	"4"
"891126"	0	1	0	0	0.277	0.18	0.212	0.33	-0.141	0.744	-0.104	-0.174	1.163	"2"
"96681193"	0	1	0	0	0.277	0.18	0.212	0.33	-0.141	0.744	-0.104	-0.174	1.163	"2"
"Centre"	0	0	0	1	0.277	0.18	0.212	0.33	-0.141	-0.086	-0.104	0.481	0.812	"4"
"F"	0	1	0	0	0.277	0.18	0.212	0.33	-0.141	0.744	-0.104	-0.174	1.163	"2"
"LUNGI"	0	1	0	0	0.277	0.18	0.212	0.33	-0.141	0.744	-0.104	-0.174	1.163	"2"
"orgeirMoan"	1	0	0	0	0.277	0.18	0.212	0.33	0.558	-0.086	-0.104	-0.174	0.922	"1"
"resource"	0	0	0	1	0.277	0.18	0.212	0.33	-0.141	-0.086	-0.104	0.481	0.812	"4"
"S06D"	0	0	1	0	0.277	0.18	0.212	0.33	-0.141	-0.086	0.673	-0.174	1.074	"3"
"TCMS"	1	0	0	0	0.277	0.18	0.212	0.33	0.558	-0.086	-0.104	-0.174	0.922	"1"
"teacher"	0	0	0	1	0.277	0.18	0.212	0.33	-0.141	-0.086	-0.104	0.481	0.812	"4"
"一九八九年"	1	0	0	0	0.277	0.18	0.212	0.33	0.558	-0.086	-0.104	-0.174	0.922	"1"
"一大早"	0	1	0	0	0.277	0.18	0.212	0.33	-0.141	0.744	-0.104	-0.174	1.163	"2"
"一手包办"	0	0	0	1	0.277	0.18	0.212	0.33	-0.141	-0.086	-0.104	0.481	0.812	"4"
"一流"	1	0	0	0	0.277	0.18	0.212	0.33	0.558	-0.086	-0.104	-0.174	0.922	"1"
