"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"exp_8"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"pbin_8"	"SumAbsDev"	"LargestDev"
"1.2"	0	0	0	0	0	0	1	0	0.062	0.161	0.053	0.119	0.017	0.295	0.065	0.228	-0.028	-0.076	-0.023	-0.055	-0.008	-0.152	1.184	-0.112	1.638	"7"
"1.5"	0	0	0	0	0	1	1	0	0.125	0.323	0.105	0.238	0.034	0.589	0.131	0.455	-0.056	-0.153	-0.047	-0.11	-0.015	0.299	0.898	-0.224	1.802	"7"
"120万"	0	0	0	0	0	0	1	0	0.062	0.161	0.053	0.119	0.017	0.295	0.065	0.228	-0.028	-0.076	-0.023	-0.055	-0.008	-0.152	1.184	-0.112	1.638	"7"
"12万"	0	0	0	0	0	0	1	0	0.062	0.161	0.053	0.119	0.017	0.295	0.065	0.228	-0.028	-0.076	-0.023	-0.055	-0.008	-0.152	1.184	-0.112	1.638	"7"
"140万"	0	0	0	0	0	0	1	0	0.062	0.161	0.053	0.119	0.017	0.295	0.065	0.228	-0.028	-0.076	-0.023	-0.055	-0.008	-0.152	1.184	-0.112	1.638	"7"
"1500万"	0	0	0	0	0	1	0	0	0.062	0.161	0.053	0.119	0.017	0.295	0.065	0.228	-0.028	-0.076	-0.023	-0.055	-0.008	0.531	-0.029	-0.112	0.862	"6"
"160万"	0	0	0	0	0	1	0	0	0.062	0.161	0.053	0.119	0.017	0.295	0.065	0.228	-0.028	-0.076	-0.023	-0.055	-0.008	0.531	-0.029	-0.112	0.862	"6"
"2007"	0	0	0	0	0	1	0	0	0.062	0.161	0.053	0.119	0.017	0.295	0.065	0.228	-0.028	-0.076	-0.023	-0.055	-0.008	0.531	-0.029	-0.112	0.862	"6"
"2500万"	0	0	0	0	0	0	1	0	0.062	0.161	0.053	0.119	0.017	0.295	0.065	0.228	-0.028	-0.076	-0.023	-0.055	-0.008	-0.152	1.184	-0.112	1.638	"7"
"250万"	0	0	0	0	0	0	1	0	0.062	0.161	0.053	0.119	0.017	0.295	0.065	0.228	-0.028	-0.076	-0.023	-0.055	-0.008	-0.152	1.184	-0.112	1.638	"7"
"3000万"	0	0	0	0	0	0	0	1	0.062	0.161	0.053	0.119	0.017	0.295	0.065	0.228	-0.028	-0.076	-0.023	-0.055	-0.008	-0.152	-0.029	0.643	1.014	"8"
"3400多万"	0	0	0	0	0	0	1	0	0.062	0.161	0.053	0.119	0.017	0.295	0.065	0.228	-0.028	-0.076	-0.023	-0.055	-0.008	-0.152	1.184	-0.112	1.638	"7"
"400万"	0	0	0	0	0	0	1	0	0.062	0.161	0.053	0.119	0.017	0.295	0.065	0.228	-0.028	-0.076	-0.023	-0.055	-0.008	-0.152	1.184	-0.112	1.638	"7"
"4280万"	0	0	0	0	0	0	1	0	0.062	0.161	0.053	0.119	0.017	0.295	0.065	0.228	-0.028	-0.076	-0.023	-0.055	-0.008	-0.152	1.184	-0.112	1.638	"7"
"4万"	0	0	0	0	0	0	1	0	0.062	0.161	0.053	0.119	0.017	0.295	0.065	0.228	-0.028	-0.076	-0.023	-0.055	-0.008	-0.152	1.184	-0.112	1.638	"7"
"5000万"	0	0	0	0	0	0	1	0	0.062	0.161	0.053	0.119	0.017	0.295	0.065	0.228	-0.028	-0.076	-0.023	-0.055	-0.008	-0.152	1.184	-0.112	1.638	"7"
"500万"	0	0	0	0	0	0	1	0	0.062	0.161	0.053	0.119	0.017	0.295	0.065	0.228	-0.028	-0.076	-0.023	-0.055	-0.008	-0.152	1.184	-0.112	1.638	"7"
"500千"	0	0	0	0	0	0	1	0	0.062	0.161	0.053	0.119	0.017	0.295	0.065	0.228	-0.028	-0.076	-0.023	-0.055	-0.008	-0.152	1.184	-0.112	1.638	"7"
"5600"	0	0	0	0	0	0	1	0	0.062	0.161	0.053	0.119	0.017	0.295	0.065	0.228	-0.028	-0.076	-0.023	-0.055	-0.008	-0.152	1.184	-0.112	1.638	"7"
"5万"	0	0	0	0	0	0	1	0	0.062	0.161	0.053	0.119	0.017	0.295	0.065	0.228	-0.028	-0.076	-0.023	-0.055	-0.008	-0.152	1.184	-0.112	1.638	"7"
"73"	0	1	0	0	0	0	0	0	0.062	0.161	0.053	0.119	0.017	0.295	0.065	0.228	-0.028	0.792	-0.023	-0.055	-0.008	-0.152	-0.029	-0.112	1.199	"2"
"7万"	0	0	0	0	0	0	1	0	0.062	0.161	0.053	0.119	0.017	0.295	0.065	0.228	-0.028	-0.076	-0.023	-0.055	-0.008	-0.152	1.184	-0.112	1.638	"7"
"885万"	0	0	0	0	0	0	1	0	0.062	0.161	0.053	0.119	0.017	0.295	0.065	0.228	-0.028	-0.076	-0.023	-0.055	-0.008	-0.152	1.184	-0.112	1.638	"7"
"891210"	0	0	0	0	0	1	0	0	0.062	0.161	0.053	0.119	0.017	0.295	0.065	0.228	-0.028	-0.076	-0.023	-0.055	-0.008	0.531	-0.029	-0.112	0.862	"6"
"900107"	0	0	0	1	0	0	0	0	0.062	0.161	0.053	0.119	0.017	0.295	0.065	0.228	-0.028	-0.076	-0.023	0.925	-0.008	-0.152	-0.029	-0.112	1.353	"4"
"90万"	0	0	0	0	0	0	1	0	0.062	0.161	0.053	0.119	0.017	0.295	0.065	0.228	-0.028	-0.076	-0.023	-0.055	-0.008	-0.152	1.184	-0.112	1.638	"7"
"97"	0	1	0	0	0	0	0	0	0.062	0.161	0.053	0.119	0.017	0.295	0.065	0.228	-0.028	0.792	-0.023	-0.055	-0.008	-0.152	-0.029	-0.112	1.199	"2"
