"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"SumAbsDev"	"LargestDev"
"，"	0	2	56	0	13	5.689	16.756	19.068	5.326	24.16	-2.575	-5.885	19.005	-2.404	-2.575	32.444	"3"
"？"	0	0	2	0	0	0.16	0.472	0.537	0.15	0.681	-0.073	-0.234	1.142	-0.068	-0.361	1.878	"3"
"."	2	0	0	0	0	0.16	0.472	0.537	0.15	0.681	2.192	-0.234	-0.272	-0.068	-0.361	3.127	"1"
"……"	0	0	1	0	0	0.08	0.236	0.269	0.075	0.34	-0.036	-0.117	0.571	-0.034	-0.181	0.939	"3"
"─"	0	1	0	0	0	0.08	0.236	0.269	0.075	0.34	-0.036	0.627	-0.136	-0.034	-0.181	1.014	"2"
"0.5"	0	1	0	0	0	0.08	0.236	0.269	0.075	0.34	-0.036	0.627	-0.136	-0.034	-0.181	1.014	"2"
"0.7％"	0	1	0	0	0	0.08	0.236	0.269	0.075	0.34	-0.036	0.627	-0.136	-0.034	-0.181	1.014	"2"
"1.8"	0	0	0	1	0	0.08	0.236	0.269	0.075	0.34	-0.036	-0.117	-0.136	1.125	-0.181	1.595	"4"
"1％"	1	0	0	0	0	0.08	0.236	0.269	0.075	0.34	1.096	-0.117	-0.136	-0.034	-0.181	1.564	"1"
"1000"	0	1	0	0	1	0.16	0.472	0.537	0.15	0.681	-0.073	0.381	-0.272	-0.068	0.248	1.042	"2"
"1000多"	0	0	0	0	1	0.08	0.236	0.269	0.075	0.34	-0.036	-0.117	-0.136	-0.034	0.468	0.791	"5"
"108"	0	0	1	0	0	0.08	0.236	0.269	0.075	0.34	-0.036	-0.117	0.571	-0.034	-0.181	0.939	"3"
"1100"	1	0	0	0	0	0.08	0.236	0.269	0.075	0.34	1.096	-0.117	-0.136	-0.034	-0.181	1.564	"1"
"1200"	0	1	0	0	0	0.08	0.236	0.269	0.075	0.34	-0.036	0.627	-0.136	-0.034	-0.181	1.014	"2"
"130"	0	0	0	0	1	0.08	0.236	0.269	0.075	0.34	-0.036	-0.117	-0.136	-0.034	0.468	0.791	"5"
"1300"	0	1	0	0	0	0.08	0.236	0.269	0.075	0.34	-0.036	0.627	-0.136	-0.034	-0.181	1.014	"2"
"133万"	0	0	0	3	0	0.24	0.708	0.806	0.225	1.021	-0.109	-0.351	-0.407	3.375	-0.542	4.784	"4"
"13楼"	0	0	0	0	1	0.08	0.236	0.269	0.075	0.34	-0.036	-0.117	-0.136	-0.034	0.468	0.791	"5"
"140"	0	0	0	0	1	0.08	0.236	0.269	0.075	0.34	-0.036	-0.117	-0.136	-0.034	0.468	0.791	"5"
"1483.95"	0	0	0	0	1	0.08	0.236	0.269	0.075	0.34	-0.036	-0.117	-0.136	-0.034	0.468	0.791	"5"
"16％"	1	0	0	0	0	0.08	0.236	0.269	0.075	0.34	1.096	-0.117	-0.136	-0.034	-0.181	1.564	"1"
"1700"	0	0	0	1	0	0.08	0.236	0.269	0.075	0.34	-0.036	-0.117	-0.136	1.125	-0.181	1.595	"4"
"1770年"	0	0	1	0	0	0.08	0.236	0.269	0.075	0.34	-0.036	-0.117	0.571	-0.034	-0.181	0.939	"3"
"1998年"	0	1	0	0	0	0.08	0.236	0.269	0.075	0.34	-0.036	0.627	-0.136	-0.034	-0.181	1.014	"2"
"2000多"	0	0	0	0	1	0.08	0.236	0.269	0.075	0.34	-0.036	-0.117	-0.136	-0.034	0.468	0.791	"5"
"2004年"	0	0	2	0	0	0.16	0.472	0.537	0.15	0.681	-0.073	-0.234	1.142	-0.068	-0.361	1.878	"3"
"260"	0	0	0	0	1	0.08	0.236	0.269	0.075	0.34	-0.036	-0.117	-0.136	-0.034	0.468	0.791	"5"
"278"	0	0	0	0	1	0.08	0.236	0.269	0.075	0.34	-0.036	-0.117	-0.136	-0.034	0.468	0.791	"5"
"2800多"	0	0	0	0	1	0.08	0.236	0.269	0.075	0.34	-0.036	-0.117	-0.136	-0.034	0.468	0.791	"5"
