"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"SumAbsDev"	"LargestDev"
"﹐"	0	0	0	0	0	2	0.648	0.059	0.382	0.333	0.066	0.511	-0.34	-0.026	-0.184	-0.158	-0.029	1.185	1.922	"6"
";"	1	0	0	0	1	9	3.566	0.326	2.102	1.833	0.364	2.81	-1.074	-0.144	-1.013	-0.871	0.51	3.82	7.432	"6"
"|"	5	0	0	0	0	0	1.621	0.148	0.955	0.833	0.165	1.277	2.446	-0.065	-0.46	-0.396	-0.073	-0.641	4.081	"1"
"1350"	1	0	0	0	0	0	0.324	0.03	0.191	0.167	0.033	0.255	0.489	-0.013	-0.092	-0.079	-0.015	-0.128	0.816	"1"
"1800万"	1	0	0	0	0	0	0.324	0.03	0.191	0.167	0.033	0.255	0.489	-0.013	-0.092	-0.079	-0.015	-0.128	0.816	"1"
"1990年代"	1	0	0	0	0	0	0.324	0.03	0.191	0.167	0.033	0.255	0.489	-0.013	-0.092	-0.079	-0.015	-0.128	0.816	"1"
"20世纪"	2	1	0	0	0	0	0.973	0.089	0.573	0.5	0.099	0.766	0.607	1.064	-0.276	-0.237	-0.044	-0.384	2.612	"2"
"2221"	1	0	0	0	0	0	0.324	0.03	0.191	0.167	0.033	0.255	0.489	-0.013	-0.092	-0.079	-0.015	-0.128	0.816	"1"
"285"	1	0	0	0	0	0	0.324	0.03	0.191	0.167	0.033	0.255	0.489	-0.013	-0.092	-0.079	-0.015	-0.128	0.816	"1"
"355.3"	1	0	0	0	0	0	0.324	0.03	0.191	0.167	0.033	0.255	0.489	-0.013	-0.092	-0.079	-0.015	-0.128	0.816	"1"
"511"	0	0	0	1	0	0	0.324	0.03	0.191	0.167	0.033	0.255	-0.17	-0.013	-0.092	0.778	-0.015	-0.128	1.196	"4"
"580"	1	0	0	0	0	0	0.324	0.03	0.191	0.167	0.033	0.255	0.489	-0.013	-0.092	-0.079	-0.015	-0.128	0.816	"1"
"700万"	1	0	0	0	0	0	0.324	0.03	0.191	0.167	0.033	0.255	0.489	-0.013	-0.092	-0.079	-0.015	-0.128	0.816	"1"
"891111"	1	0	0	0	0	0	0.324	0.03	0.191	0.167	0.033	0.255	0.489	-0.013	-0.092	-0.079	-0.015	-0.128	0.816	"1"
"891130"	0	0	0	0	0	1	0.324	0.03	0.191	0.167	0.033	0.255	-0.17	-0.013	-0.092	-0.079	-0.015	0.593	0.962	"6"
"900112"	0	0	0	0	0	1	0.324	0.03	0.191	0.167	0.033	0.255	-0.17	-0.013	-0.092	-0.079	-0.015	0.593	0.962	"6"
"ABT"	0	0	0	1	0	0	0.324	0.03	0.191	0.167	0.033	0.255	-0.17	-0.013	-0.092	0.778	-0.015	-0.128	1.196	"4"
"BA"	0	0	1	0	0	0	0.324	0.03	0.191	0.167	0.033	0.255	-0.17	-0.013	0.719	-0.079	-0.015	-0.128	1.124	"3"
"C"	0	0	0	1	0	0	0.324	0.03	0.191	0.167	0.033	0.255	-0.17	-0.013	-0.092	0.778	-0.015	-0.128	1.196	"4"
"DDR"	2	0	0	0	0	0	0.648	0.059	0.382	0.333	0.066	0.511	0.978	-0.026	-0.184	-0.158	-0.029	-0.256	1.631	"1"
"R"	1	0	0	0	0	0	0.324	0.03	0.191	0.167	0.033	0.255	0.489	-0.013	-0.092	-0.079	-0.015	-0.128	0.816	"1"
