"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"SumAbsDev"	"LargestDev"
"－－"	0	0	1	0	0	0	0	0.534	0.02	0.147	0.036	0.014	0.182	0.067	-0.332	-0.009	0.834	-0.016	-0.006	-0.087	-0.03	1.314	"3"
"，"	272	0	6	0	0	7	0	152.289	5.608	41.81	10.231	4.132	51.845	19.085	56.325	-2.46	-12.319	-4.525	-1.808	-15.922	-8.579	101.938	"1"
"："	8	0	1	1	0	9	10	15.496	0.571	4.254	1.041	0.42	5.275	1.942	-2.362	-0.25	-1.221	-0.142	-0.184	1.176	4.955	10.29	"7"
"!"	1	0	0	0	0	0	0	0.534	0.02	0.147	0.036	0.014	0.182	0.067	0.272	-0.009	-0.069	-0.016	-0.006	-0.087	-0.03	0.489	"1"
"！"	9	0	0	1	0	2	4	8.55	0.315	2.347	0.574	0.232	2.911	1.071	0.291	-0.138	-1.102	0.354	-0.101	-0.374	1.719	4.079	"7"
"？"	0	0	0	0	0	1	3	2.137	0.079	0.587	0.144	0.058	0.728	0.268	-1.328	-0.035	-0.276	-0.064	-0.025	0.258	2.943	4.929	"7"
"."	0	0	2	0	0	0	0	1.069	0.039	0.293	0.072	0.029	0.364	0.134	-0.664	-0.017	1.667	-0.032	-0.013	-0.174	-0.06	2.627	"3"
"…"	1	0	0	0	0	0	0	0.534	0.02	0.147	0.036	0.014	0.182	0.067	0.272	-0.009	-0.069	-0.016	-0.006	-0.087	-0.03	0.489	"1"
"‘"	2	0	0	0	0	0	0	1.069	0.039	0.293	0.072	0.029	0.364	0.134	0.544	-0.017	-0.138	-0.032	-0.013	-0.174	-0.06	0.978	"1"
"’"	3	0	0	0	0	0	0	1.603	0.059	0.44	0.108	0.043	0.546	0.201	0.817	-0.026	-0.207	-0.048	-0.019	-0.262	-0.09	1.469	"1"
"“"	6	0	0	0	0	0	0	3.206	0.118	0.88	0.215	0.087	1.091	0.402	1.633	-0.052	-0.413	-0.095	-0.038	-0.523	-0.181	2.935	"1"
"（"	10	0	2	4	0	10	2	14.962	0.551	4.108	1.005	0.406	5.094	1.875	-1.343	-0.242	-0.699	1.768	-0.178	1.671	0.246	6.147	"4"
"）"	2	0	0	4	0	8	1	8.015	0.295	2.201	0.538	0.217	2.729	1.004	-2.785	-0.129	-1.034	2.783	-0.095	2.644	-0.134	9.604	"1"
"／"	1	0	0	0	0	0	0	0.534	0.02	0.147	0.036	0.014	0.182	0.067	0.272	-0.009	-0.069	-0.016	-0.006	-0.087	-0.03	0.489	"1"
"%情"	1	0	0	0	0	0	0	0.534	0.02	0.147	0.036	0.014	0.182	0.067	0.272	-0.009	-0.069	-0.016	-0.006	-0.087	-0.03	0.489	"1"
"◆"	0	0	0	0	0	1	0	0.534	0.02	0.147	0.036	0.014	0.182	0.067	-0.332	-0.009	-0.069	-0.016	-0.006	0.74	-0.03	1.202	"6"
