"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"SumAbsDev"	"LargestDev"
"-"	11	0	0	1	6	4.838	3.101	2.037	1.538	6.486	2.626	-1.478	-0.939	-0.27	-0.291	5.604	"1"
"﹑"	2	0	0	0	0	0.538	0.345	0.226	0.171	0.721	1.141	-0.164	-0.104	-0.078	-0.388	1.875	"1"
"”"	11	10	6	7	27	16.396	10.508	6.904	5.212	21.98	-1.127	-0.289	-0.341	0.579	0.94	3.276	"1"
"《"	4	0	1	6	6	4.569	2.928	1.924	1.452	6.126	-0.299	-1.396	-0.386	2.678	-0.234	4.993	"4"
"「"	9	5	0	2	12	7.526	4.823	3.169	2.392	10.089	0.482	0.266	-1.461	-0.246	0.545	3	"3"
"」"	10	5	0	3	9	7.257	4.651	3.056	2.307	9.729	0.784	0.294	-1.408	0.388	-0.327	3.201	"3"
"『"	0	1	0	0	0	0.269	0.172	0.113	0.085	0.36	-0.136	0.764	-0.052	-0.039	-0.194	1.185	"2"
"』"	0	1	0	0	0	0.269	0.172	0.113	0.085	0.36	-0.136	0.764	-0.052	-0.039	-0.194	1.185	"2"
"─"	0	0	0	0	2	0.538	0.345	0.226	0.171	0.721	-0.272	-0.164	-0.104	-0.078	0.887	1.505	"5"
"00"	1	0	0	0	0	0.269	0.172	0.113	0.085	0.36	0.571	-0.082	-0.052	-0.039	-0.194	0.938	"1"
"1.3"	0	0	0	0	1	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	-0.052	-0.039	0.443	0.752	"5"
"1000多"	0	0	1	0	0	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	0.946	-0.039	-0.194	1.397	"3"
"114"	0	0	1	0	0	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	0.946	-0.039	-0.194	1.397	"3"
"1140"	0	0	1	0	0	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	0.946	-0.039	-0.194	1.397	"3"
"120"	0	0	0	0	4	1.075	0.689	0.453	0.342	1.441	-0.544	-0.328	-0.209	-0.155	1.773	3.009	"5"
"1353"	0	0	1	0	0	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	0.946	-0.039	-0.194	1.397	"3"
"150"	0	0	1	0	0	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	0.946	-0.039	-0.194	1.397	"3"
"155"	0	0	0	0	2	0.538	0.345	0.226	0.171	0.721	-0.272	-0.164	-0.104	-0.078	0.887	1.505	"5"
"180"	0	0	1	0	0	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	0.946	-0.039	-0.194	1.397	"3"
"192"	0	0	1	0	0	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	0.946	-0.039	-0.194	1.397	"3"
"1972年"	0	0	0	1	0	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	-0.052	1.068	-0.194	1.532	"4"
"1991年"	0	0	0	0	1	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	-0.052	-0.039	0.443	0.752	"5"
"1992年"	0	0	0	0	1	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	-0.052	-0.039	0.443	0.752	"5"
"1994年"	0	0	0	0	1	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	-0.052	-0.039	0.443	0.752	"5"
"2"	2	0	2	0	3	1.882	1.206	0.792	0.598	2.522	0.221	-0.575	0.737	-0.272	0.309	2.114	"3"
"3.8"	0	0	0	0	1	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	-0.052	-0.039	0.443	0.752	"5"
"3型"	6	0	0	0	1	1.882	1.206	0.792	0.598	2.522	2.692	-0.575	-0.365	-0.272	-0.664	4.568	"1"
"3爱"	0	0	0	0	1	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	-0.052	-0.039	0.443	0.752	"5"
"455"	0	0	1	0	0	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	0.946	-0.039	-0.194	1.397	"3"
"500"	0	0	0	0	1	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	-0.052	-0.039	0.443	0.752	"5"
"51"	0	0	0	2	0	0.538	0.345	0.226	0.171	0.721	-0.272	-0.164	-0.104	2.137	-0.388	3.065	"4"
"600"	0	0	0	0	1	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	-0.052	-0.039	0.443	0.752	"5"
"700"	0	0	2	0	0	0.538	0.345	0.226	0.171	0.721	-0.272	-0.164	1.892	-0.078	-0.388	2.794	"3"
"7日"	0	0	1	0	0	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	0.946	-0.039	-0.194	1.397	"3"
"800"	0	0	0	0	1	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	-0.052	-0.039	0.443	0.752	"5"
"891001"	0	0	0	0	1	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	-0.052	-0.039	0.443	0.752	"5"
"891020"	0	1	0	0	0	0.269	0.172	0.113	0.085	0.36	-0.136	0.764	-0.052	-0.039	-0.194	1.185	"2"
"891102"	0	1	0	0	0	0.269	0.172	0.113	0.085	0.36	-0.136	0.764	-0.052	-0.039	-0.194	1.185	"2"
"891107"	0	1	0	0	0	0.269	0.172	0.113	0.085	0.36	-0.136	0.764	-0.052	-0.039	-0.194	1.185	"2"
"891207"	0	1	0	0	0	0.269	0.172	0.113	0.085	0.36	-0.136	0.764	-0.052	-0.039	-0.194	1.185	"2"
"900111"	0	0	0	0	1	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	-0.052	-0.039	0.443	0.752	"5"
"956"	0	0	0	0	1	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	-0.052	-0.039	0.443	0.752	"5"
"AA"	0	0	0	0	2	0.538	0.345	0.226	0.171	0.721	-0.272	-0.164	-0.104	-0.078	0.887	1.505	"5"
"ABM"	2	0	0	0	0	0.538	0.345	0.226	0.171	0.721	1.141	-0.164	-0.104	-0.078	-0.388	1.875	"1"
"AGM"	0	0	1	0	0	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	0.946	-0.039	-0.194	1.397	"3"
"AIM"	0	0	0	0	3	0.806	0.517	0.34	0.256	1.081	-0.408	-0.246	-0.156	-0.116	1.33	2.256	"5"
"AIM－120C"	0	0	1	0	0	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	0.946	-0.039	-0.194	1.397	"3"
"AIM120C"	0	0	0	0	1	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	-0.052	-0.039	0.443	0.752	"5"
"AMRAAM"	0	0	0	0	1	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	-0.052	-0.039	0.443	0.752	"5"
"Aster"	0	0	0	1	0	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	-0.052	1.068	-0.194	1.532	"4"
"F"	0	0	0	0	2	0.538	0.345	0.226	0.171	0.721	-0.272	-0.164	-0.104	-0.078	0.887	1.505	"5"
"III"	0	0	0	0	1	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	-0.052	-0.039	0.443	0.752	"5"
"IM"	0	0	0	0	1	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	-0.052	-0.039	0.443	0.752	"5"
"M"	1	0	0	3	0	1.075	0.689	0.453	0.342	1.441	-0.151	-0.328	-0.209	2.632	-0.776	4.096	"4"
"M3"	0	0	0	0	1	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	-0.052	-0.039	0.443	0.752	"5"
"MD"	1	0	0	0	0	0.269	0.172	0.113	0.085	0.36	0.571	-0.082	-0.052	-0.039	-0.194	0.938	"1"
"MK"	0	0	0	0	2	0.538	0.345	0.226	0.171	0.721	-0.272	-0.164	-0.104	-0.078	0.887	1.505	"5"
"MTCR"	0	0	0	0	1	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	-0.052	-0.039	0.443	0.752	"5"
"NMD"	8	1	0	0	0	2.419	1.55	1.019	0.769	3.243	3.729	-0.281	-0.469	-0.349	-1.746	6.574	"1"
"PAC"	5	0	0	0	3	2.15	1.378	0.905	0.683	2.883	1.432	-0.657	-0.417	-0.31	0.224	3.04	"1"
"PAC-2"	1	0	0	0	0	0.269	0.172	0.113	0.085	0.36	0.571	-0.082	-0.052	-0.039	-0.194	0.938	"1"
"PAC-3"	3	0	0	0	0	0.806	0.517	0.34	0.256	1.081	1.712	-0.246	-0.156	-0.116	-0.582	2.812	"1"
"RBS"	0	0	0	0	1	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	-0.052	-0.039	0.443	0.752	"5"
"RGM-84L"	0	0	0	0	1	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	-0.052	-0.039	0.443	0.752	"5"
"RSS"	0	0	0	0	2	0.538	0.345	0.226	0.171	0.721	-0.272	-0.164	-0.104	-0.078	0.887	1.505	"5"
"S"	0	0	0	0	2	0.538	0.345	0.226	0.171	0.721	-0.272	-0.164	-0.104	-0.078	0.887	1.505	"5"
"SH"	0	0	0	0	1	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	-0.052	-0.039	0.443	0.752	"5"
"SHKVAL"	0	0	0	0	1	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	-0.052	-0.039	0.443	0.752	"5"
"SS-19"	0	0	0	1	0	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	-0.052	1.068	-0.194	1.532	"4"
"SUNBURN"	0	0	0	0	1	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	-0.052	-0.039	0.443	0.752	"5"
"TC"	0	0	0	0	1	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	-0.052	-0.039	0.443	0.752	"5"
"TMD"	6	2	0	0	0	2.15	1.378	0.905	0.683	2.883	2.203	0.384	-0.417	-0.31	-1.552	4.866	"1"
"Vigilance"	0	0	0	0	1	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	-0.052	-0.039	0.443	0.752	"5"
"一九七二年"	1	0	0	0	0	0.269	0.172	0.113	0.085	0.36	0.571	-0.082	-0.052	-0.039	-0.194	0.938	"1"
"一九八零年代"	0	0	0	1	0	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	-0.052	1.068	-0.194	1.532	"4"
"一二"	0	0	0	0	2	0.538	0.345	0.226	0.171	0.721	-0.272	-0.164	-0.104	-0.078	0.887	1.505	"5"
"一半"	0	0	1	0	0	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	0.946	-0.039	-0.194	1.397	"3"
"一百五十"	0	0	0	0	1	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	-0.052	-0.039	0.443	0.752	"5"
"一等"	0	0	1	0	0	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	0.946	-0.039	-0.194	1.397	"3"
"七一"	0	0	0	0	1	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	-0.052	-0.039	0.443	0.752	"5"
"三○○"	0	0	0	0	1	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	-0.052	-0.039	0.443	0.752	"5"
"三十一"	0	0	0	1	1	0.538	0.345	0.226	0.171	0.721	-0.272	-0.164	-0.104	0.786	0.229	1.555	"4"
"三型"	1	0	1	0	1	0.806	0.517	0.34	0.256	1.081	0.215	-0.246	0.519	-0.116	-0.152	1.248	"3"
"三月"	0	0	0	0	1	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	-0.052	-0.039	0.443	0.752	"5"
"三百"	0	0	0	0	1	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	-0.052	-0.039	0.443	0.752	"5"
"三菱"	0	0	0	0	1	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	-0.052	-0.039	0.443	0.752	"5"
"上空"	0	0	1	0	0	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	0.946	-0.039	-0.194	1.397	"3"
"不利"	1	0	0	0	0	0.269	0.172	0.113	0.085	0.36	0.571	-0.082	-0.052	-0.039	-0.194	0.938	"1"
"不可或缺"	1	0	0	0	0	0.269	0.172	0.113	0.085	0.36	0.571	-0.082	-0.052	-0.039	-0.194	0.938	"1"
"专家队"	0	0	0	0	1	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	-0.052	-0.039	0.443	0.752	"5"
"东亚"	2	0	0	0	0	0.538	0.345	0.226	0.171	0.721	1.141	-0.164	-0.104	-0.078	-0.388	1.875	"1"
"东京"	1	2	0	0	2	1.344	0.861	0.566	0.427	1.802	-0.227	0.684	-0.261	-0.194	0.228	1.594	"2"
"东北亚"	1	0	0	0	0	0.269	0.172	0.113	0.085	0.36	0.571	-0.082	-0.052	-0.039	-0.194	0.938	"1"
"东南"	0	0	0	0	1	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	-0.052	-0.039	0.443	0.752	"5"
"东风"	0	0	0	1	2	0.806	0.517	0.34	0.256	1.081	-0.408	-0.246	-0.156	0.629	0.529	1.968	"4"
"两万八千"	0	0	1	0	0	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	0.946	-0.039	-0.194	1.397	"3"
"两百"	0	0	1	0	0	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	0.946	-0.039	-0.194	1.397	"3"
"丧生"	0	0	0	0	3	0.806	0.517	0.34	0.256	1.081	-0.408	-0.246	-0.156	-0.116	1.33	2.256	"5"
"中俄"	1	0	0	0	0	0.269	0.172	0.113	0.085	0.36	0.571	-0.082	-0.052	-0.039	-0.194	0.938	"1"
"中共"	9	5	0	2	9	6.72	4.307	2.829	2.136	9.008	0.683	0.36	-1.304	-0.195	-0.23	2.772	"3"
"中型"	0	2	0	0	0	0.538	0.345	0.226	0.171	0.721	-0.272	1.528	-0.104	-0.078	-0.388	2.37	"2"
"中央社"	3	4	0	0	2	2.419	1.55	1.019	0.769	3.243	0.345	1.272	-0.469	-0.349	-0.504	2.939	"2"
"中枢"	0	0	0	0	1	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	-0.052	-0.039	0.443	0.752	"5"
"中止"	0	2	0	0	0	0.538	0.345	0.226	0.171	0.721	-0.272	1.528	-0.104	-0.078	-0.388	2.37	"2"
"中科院"	1	0	0	0	1	0.538	0.345	0.226	0.171	0.721	0.332	-0.164	-0.104	-0.078	0.229	0.907	"1"
"中程"	0	0	2	6	3	2.957	1.895	1.245	0.94	3.964	-1.496	-0.903	0.445	3.91	-0.401	7.155	"4"
"中船"	0	0	0	0	1	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	-0.052	-0.039	0.443	0.752	"5"
"中部"	0	0	1	0	0	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	0.946	-0.039	-0.194	1.397	"3"
"中队"	0	0	0	0	1	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	-0.052	-0.039	0.443	0.752	"5"
"为由"	0	1	0	0	0	0.269	0.172	0.113	0.085	0.36	-0.136	0.764	-0.052	-0.039	-0.194	1.185	"2"
"主动式"	0	0	0	0	1	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	-0.052	-0.039	0.443	0.752	"5"
"主张"	2	1	0	0	0	0.806	0.517	0.34	0.256	1.081	0.75	0.364	-0.156	-0.116	-0.582	1.968	"1"
"之外"	1	0	0	0	0	0.269	0.172	0.113	0.085	0.36	0.571	-0.082	-0.052	-0.039	-0.194	0.938	"1"
"乌代"	0	0	1	0	0	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	0.946	-0.039	-0.194	1.397	"3"
"习"	0	0	1	0	0	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	0.946	-0.039	-0.194	1.397	"3"
"乱飞"	0	0	0	0	1	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	-0.052	-0.039	0.443	0.752	"5"
"争执"	0	1	0	0	0	0.269	0.172	0.113	0.085	0.36	-0.136	0.764	-0.052	-0.039	-0.194	1.185	"2"
"争议性"	1	0	0	0	0	0.269	0.172	0.113	0.085	0.36	0.571	-0.082	-0.052	-0.039	-0.194	0.938	"1"
"争论"	1	0	0	0	0	0.269	0.172	0.113	0.085	0.36	0.571	-0.082	-0.052	-0.039	-0.194	0.938	"1"
"事宜"	0	0	0	1	0	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	-0.052	1.068	-0.194	1.532	"4"
"二"	0	1	0	0	1	0.538	0.345	0.226	0.171	0.721	-0.272	0.502	-0.104	-0.078	0.229	1.185	"2"
"二十来"	0	0	1	0	0	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	0.946	-0.039	-0.194	1.397	"3"
"二炮"	0	0	0	0	1	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	-0.052	-0.039	0.443	0.752	"5"
"二点三四"	0	0	0	0	1	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	-0.052	-0.039	0.443	0.752	"5"
"五0"	0	0	0	0	1	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	-0.052	-0.039	0.443	0.752	"5"
"五百"	0	0	0	0	1	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	-0.052	-0.039	0.443	0.752	"5"
"五角大厦"	1	0	0	0	1	0.538	0.345	0.226	0.171	0.721	0.332	-0.164	-0.104	-0.078	0.229	0.907	"1"
"交付"	0	1	0	0	0	0.269	0.172	0.113	0.085	0.36	-0.136	0.764	-0.052	-0.039	-0.194	1.185	"2"
"交出"	0	0	0	0	1	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	-0.052	-0.039	0.443	0.752	"5"
"交换"	0	1	1	0	0	0.538	0.345	0.226	0.171	0.721	-0.272	0.502	0.671	-0.078	-0.388	1.911	"3"
"交运"	0	0	1	0	0	0.269	0.172	0.113	0.085	0.36	-0.136	-0.082	0.946	-0.039	-0.194	1.397	"3"
"人造"	0	1	0	0	0	0.269	0.172	0.113	0.085	0.36	-0.136	0.764	-0.052	-0.039	-0.194	1.185	"2"
