"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"SumAbsDev"	"LargestDev"
"1000万"	0	0	0	0	1	0.091	0.315	0.222	0.042	0.329	-0.042	-0.165	-0.109	-0.019	0.482	0.817	"5"
"1925年"	0	0	0	0	1	0.091	0.315	0.222	0.042	0.329	-0.042	-0.165	-0.109	-0.019	0.482	0.817	"5"
"27亿"	0	0	1	0	0	0.091	0.315	0.222	0.042	0.329	-0.042	-0.165	0.654	-0.019	-0.173	1.053	"3"
"28亿"	0	0	1	0	0	0.091	0.315	0.222	0.042	0.329	-0.042	-0.165	0.654	-0.019	-0.173	1.053	"3"
"50余"	0	0	0	1	0	0.091	0.315	0.222	0.042	0.329	-0.042	-0.165	-0.109	1.376	-0.173	1.865	"4"
"5800多万"	0	0	1	0	0	0.091	0.315	0.222	0.042	0.329	-0.042	-0.165	0.654	-0.019	-0.173	1.053	"3"
"660万"	0	0	1	0	0	0.091	0.315	0.222	0.042	0.329	-0.042	-0.165	0.654	-0.019	-0.173	1.053	"3"
"75％"	0	0	0	0	1	0.091	0.315	0.222	0.042	0.329	-0.042	-0.165	-0.109	-0.019	0.482	0.817	"5"
"870亿"	0	1	0	0	0	0.091	0.315	0.222	0.042	0.329	-0.042	0.501	-0.109	-0.019	-0.173	0.844	"2"
"891115"	0	0	0	1	0	0.091	0.315	0.222	0.042	0.329	-0.042	-0.165	-0.109	1.376	-0.173	1.865	"4"
"WHO"	0	0	0	0	1	0.091	0.315	0.222	0.042	0.329	-0.042	-0.165	-0.109	-0.019	0.482	0.817	"5"
"一些"	0	0	1	0	2	0.274	0.946	0.666	0.126	0.988	-0.125	-0.494	0.277	-0.056	0.595	1.547	"5"
"一体"	0	0	0	1	0	0.091	0.315	0.222	0.042	0.329	-0.042	-0.165	-0.109	1.376	-0.173	1.865	"4"
"一六六亿"	0	0	1	0	0	0.091	0.315	0.222	0.042	0.329	-0.042	-0.165	0.654	-0.019	-0.173	1.053	"3"
"一切"	0	0	0	0	1	0.091	0.315	0.222	0.042	0.329	-0.042	-0.165	-0.109	-0.019	0.482	0.817	"5"
"一味"	0	1	0	0	0	0.091	0.315	0.222	0.042	0.329	-0.042	0.501	-0.109	-0.019	-0.173	0.844	"2"
"一旦"	0	0	0	0	1	0.091	0.315	0.222	0.042	0.329	-0.042	-0.165	-0.109	-0.019	0.482	0.817	"5"
"一段"	0	0	0	0	1	0.091	0.315	0.222	0.042	0.329	-0.042	-0.165	-0.109	-0.019	0.482	0.817	"5"
"一百六"	0	0	0	0	1	0.091	0.315	0.222	0.042	0.329	-0.042	-0.165	-0.109	-0.019	0.482	0.817	"5"
"一阵子"	0	0	0	0	1	0.091	0.315	0.222	0.042	0.329	-0.042	-0.165	-0.109	-0.019	0.482	0.817	"5"
"万象"	0	0	0	0	2	0.183	0.631	0.444	0.084	0.659	-0.083	-0.329	-0.218	-0.037	0.965	1.632	"5"
