"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"SumAbsDev"	"LargestDev"
"--"	0	0	0	0	0	0	3	0.35	0.806	0.255	0.053	0.112	0.568	0.856	-0.161	-0.407	-0.116	-0.023	-0.05	-0.274	1.634	2.665	"7"
"－－"	1	0	0	0	0	0	1	0.233	0.537	0.17	0.035	0.075	0.379	0.571	0.658	-0.272	-0.077	-0.016	-0.033	-0.182	0.311	1.549	"1"
"----"	1	0	0	0	0	0	0	0.117	0.269	0.085	0.018	0.037	0.189	0.285	0.933	-0.136	-0.039	-0.008	-0.017	-0.091	-0.146	1.37	"1"
"《"	0	2	0	0	9	0	0	1.282	2.954	0.936	0.195	0.411	2.083	3.138	-0.592	-0.399	-0.425	-0.085	11.135	-1.003	-1.605	15.244	"5"
"》"	0	1	0	0	10	0	1	1.399	3.223	1.021	0.212	0.449	2.273	3.424	-0.646	-0.897	-0.463	-0.093	12.484	-1.094	-0.988	16.665	"5"
"「"	0	0	0	0	0	0	2	0.233	0.537	0.17	0.035	0.075	0.379	0.571	-0.108	-0.272	-0.077	-0.016	-0.033	-0.182	1.089	1.777	"7"
"13万"	0	0	1	0	0	0	0	0.117	0.269	0.085	0.018	0.037	0.189	0.285	-0.054	-0.136	1.07	-0.008	-0.017	-0.091	-0.146	1.522	"3"
"1520万"	0	0	0	0	0	0	1	0.117	0.269	0.085	0.018	0.037	0.189	0.285	-0.054	-0.136	-0.039	-0.008	-0.017	-0.091	0.545	0.89	"7"
"1940年"	0	0	0	0	0	0	1	0.117	0.269	0.085	0.018	0.037	0.189	0.285	-0.054	-0.136	-0.039	-0.008	-0.017	-0.091	0.545	0.89	"7"
"1950"	0	0	0	0	0	1	0	0.117	0.269	0.085	0.018	0.037	0.189	0.285	-0.054	-0.136	-0.039	-0.008	-0.017	0.723	-0.146	1.123	"6"
"1953年"	0	0	0	0	0	1	0	0.117	0.269	0.085	0.018	0.037	0.189	0.285	-0.054	-0.136	-0.039	-0.008	-0.017	0.723	-0.146	1.123	"6"
"1989年"	0	1	0	0	0	0	0	0.117	0.269	0.085	0.018	0.037	0.189	0.285	-0.054	0.571	-0.039	-0.008	-0.017	-0.091	-0.146	0.926	"2"
"19世纪"	0	1	0	0	0	0	0	0.117	0.269	0.085	0.018	0.037	0.189	0.285	-0.054	0.571	-0.039	-0.008	-0.017	-0.091	-0.146	0.926	"2"
"20％"	0	0	0	0	0	0	1	0.117	0.269	0.085	0.018	0.037	0.189	0.285	-0.054	-0.136	-0.039	-0.008	-0.017	-0.091	0.545	0.89	"7"
"2000多"	0	0	1	0	0	0	0	0.117	0.269	0.085	0.018	0.037	0.189	0.285	-0.054	-0.136	1.07	-0.008	-0.017	-0.091	-0.146	1.522	"3"
"2000年"	1	0	0	0	0	0	0	0.117	0.269	0.085	0.018	0.037	0.189	0.285	0.933	-0.136	-0.039	-0.008	-0.017	-0.091	-0.146	1.37	"1"
"20世纪"	0	0	0	0	0	0	3	0.35	0.806	0.255	0.053	0.112	0.568	0.856	-0.161	-0.407	-0.116	-0.023	-0.05	-0.274	1.634	2.665	"7"
"21世纪"	0	0	1	0	0	0	0	0.117	0.269	0.085	0.018	0.037	0.189	0.285	-0.054	-0.136	1.07	-0.008	-0.017	-0.091	-0.146	1.522	"3"
"35％"	0	0	0	0	0	0	1	0.117	0.269	0.085	0.018	0.037	0.189	0.285	-0.054	-0.136	-0.039	-0.008	-0.017	-0.091	0.545	0.89	"7"
"40年代"	0	0	0	0	0	0	1	0.117	0.269	0.085	0.018	0.037	0.189	0.285	-0.054	-0.136	-0.039	-0.008	-0.017	-0.091	0.545	0.89	"7"
"476年"	0	0	1	0	0	0	0	0.117	0.269	0.085	0.018	0.037	0.189	0.285	-0.054	-0.136	1.07	-0.008	-0.017	-0.091	-0.146	1.522	"3"
"5000年"	0	0	2	0	0	0	0	0.233	0.537	0.17	0.035	0.075	0.379	0.571	-0.108	-0.272	2.14	-0.016	-0.033	-0.182	-0.292	3.043	"3"
