"Coll_Word"	"1"	"2"	"3"	"4"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"SumAbsDev"	"LargestDev"
"－－"	0	0	1	0	0.129	0.219	0.091	0.561	-0.06	-0.107	1.041	-0.358	1.566	"3"
"﹐"	0	2	0	3	0.645	1.094	0.455	2.806	-0.3	0.521	-0.207	0.212	1.24	"2"
"："	0	0	0	4	0.516	0.875	0.364	2.245	-0.24	-0.429	-0.166	1.003	1.838	"4"
"．"	1	0	0	0	0.129	0.219	0.091	0.561	0.89	-0.107	-0.041	-0.358	1.396	"1"
"1.4"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"1.6"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"1000"	0	0	1	2	0.387	0.656	0.273	1.684	-0.18	-0.322	0.604	0.228	1.334	"3"
"1000万"	0	1	0	0	0.129	0.219	0.091	0.561	-0.06	0.66	-0.041	-0.358	1.119	"2"
"11.7"	0	1	0	0	0.129	0.219	0.091	0.561	-0.06	0.66	-0.041	-0.358	1.119	"2"
"12万"	0	1	0	0	0.129	0.219	0.091	0.561	-0.06	0.66	-0.041	-0.358	1.119	"2"
"1500"	0	1	0	0	0.129	0.219	0.091	0.561	-0.06	0.66	-0.041	-0.358	1.119	"2"
"15665"	1	0	0	0	0.129	0.219	0.091	0.561	0.89	-0.107	-0.041	-0.358	1.396	"1"
"165"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"17％"	0	1	0	0	0.129	0.219	0.091	0.561	-0.06	0.66	-0.041	-0.358	1.119	"2"
"1800万"	0	1	0	0	0.129	0.219	0.091	0.561	-0.06	0.66	-0.041	-0.358	1.119	"2"
"1800年"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"1959年"	1	0	1	0	0.258	0.437	0.182	1.123	0.618	-0.214	0.76	-0.716	2.308	"3"
"1981"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"1981年"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"1990年"	0	1	0	0	0.129	0.219	0.091	0.561	-0.06	0.66	-0.041	-0.358	1.119	"2"
"1991年"	0	1	0	0	0.129	0.219	0.091	0.561	-0.06	0.66	-0.041	-0.358	1.119	"2"
"1992年"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"1995年"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"1996年"	0	1	1	0	0.258	0.437	0.182	1.123	-0.12	0.409	0.76	-0.716	2.005	"3"
"1998年"	0	0	1	0	0.129	0.219	0.091	0.561	-0.06	-0.107	1.041	-0.358	1.566	"3"
"1999年"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"1万"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"1万亿"	0	1	0	0	0.129	0.219	0.091	0.561	-0.06	0.66	-0.041	-0.358	1.119	"2"
"2.7"	0	0	1	0	0.129	0.219	0.091	0.561	-0.06	-0.107	1.041	-0.358	1.566	"3"
"2000"	1	0	0	0	0.129	0.219	0.091	0.561	0.89	-0.107	-0.041	-0.358	1.396	"1"
"2000年"	1	0	0	0	0.129	0.219	0.091	0.561	0.89	-0.107	-0.041	-0.358	1.396	"1"
"2002"	1	0	0	0	0.129	0.219	0.091	0.561	0.89	-0.107	-0.041	-0.358	1.396	"1"
"2002年"	4	0	1	1	0.774	1.312	0.546	3.368	2.477	-0.643	0.36	-1.209	4.689	"1"
"2003年"	1	0	0	0	0.129	0.219	0.091	0.561	0.89	-0.107	-0.041	-0.358	1.396	"1"
"2005年"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"2117"	1	0	0	0	0.129	0.219	0.091	0.561	0.89	-0.107	-0.041	-0.358	1.396	"1"
"217"	1	0	0	0	0.129	0.219	0.091	0.561	0.89	-0.107	-0.041	-0.358	1.396	"1"
"2700亿"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"2800"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"29"	0	0	0	2	0.258	0.437	0.182	1.123	-0.12	-0.214	-0.083	0.502	0.919	"4"
"2万2518"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"2亿3000万"	0	0	1	0	0.129	0.219	0.091	0.561	-0.06	-0.107	1.041	-0.358	1.566	"3"
"300"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"300多"	0	1	0	0	0.129	0.219	0.091	0.561	-0.06	0.66	-0.041	-0.358	1.119	"2"
"333"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"3400"	1	0	0	0	0.129	0.219	0.091	0.561	0.89	-0.107	-0.041	-0.358	1.396	"1"
"3万"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"3万多"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"3月"	0	1	0	1	0.258	0.437	0.182	1.123	-0.12	0.409	-0.083	-0.164	0.776	"2"
"４"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"495"	1	0	0	0	0.129	0.219	0.091	0.561	0.89	-0.107	-0.041	-0.358	1.396	"1"
"4亿6300万"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"4月"	0	2	2	0	0.516	0.875	0.364	2.245	-0.24	0.677	1.357	-1.431	3.705	"4"
"500"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"5000"	0	0	0	2	0.258	0.437	0.182	1.123	-0.12	-0.214	-0.083	0.502	0.919	"4"
"50亿"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"51.1"	0	1	0	0	0.129	0.219	0.091	0.561	-0.06	0.66	-0.041	-0.358	1.119	"2"
"536"	1	0	0	0	0.129	0.219	0.091	0.561	0.89	-0.107	-0.041	-0.358	1.396	"1"
"5月"	0	1	1	0	0.258	0.437	0.182	1.123	-0.12	0.409	0.76	-0.716	2.005	"3"
"60万"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"662"	1	0	0	0	0.129	0.219	0.091	0.561	0.89	-0.107	-0.041	-0.358	1.396	"1"
"6月"	3	0	1	0	0.516	0.875	0.364	2.245	2.111	-0.429	0.498	-1.431	4.469	"1"
"700"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"75"	0	2	0	0	0.258	0.437	0.182	1.123	-0.12	1.32	-0.083	-0.716	2.239	"2"
"764"	1	0	0	0	0.129	0.219	0.091	0.561	0.89	-0.107	-0.041	-0.358	1.396	"1"
"80万"	0	1	0	0	0.129	0.219	0.091	0.561	-0.06	0.66	-0.041	-0.358	1.119	"2"
"815"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"8月份"	1	0	0	0	0.129	0.219	0.091	0.561	0.89	-0.107	-0.041	-0.358	1.396	"1"
"9%"	0	0	1	0	0.129	0.219	0.091	0.561	-0.06	-0.107	1.041	-0.358	1.566	"3"
"900130"	0	0	1	0	0.129	0.219	0.091	0.561	-0.06	-0.107	1.041	-0.358	1.566	"3"
"90亿"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"DSL"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"EP"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"IDC"	1	0	0	0	0.129	0.219	0.091	0.561	0.89	-0.107	-0.041	-0.358	1.396	"1"
"OEH"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"PC"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"SDH"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"一个个"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"一串串"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"一九"	0	1	0	1	0.258	0.437	0.182	1.123	-0.12	0.409	-0.083	-0.164	0.776	"2"
"一九九七年"	1	0	0	0	0.129	0.219	0.091	0.561	0.89	-0.107	-0.041	-0.358	1.396	"1"
"一九九九年"	1	1	0	0	0.258	0.437	0.182	1.123	0.618	0.409	-0.083	-0.716	1.826	"4"
"一九九五年"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"一九九六年"	2	0	0	0	0.258	0.437	0.182	1.123	1.779	-0.214	-0.083	-0.716	2.792	"1"
"一千七百七十点一四亿"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"一半"	0	1	0	0	0.129	0.219	0.091	0.561	-0.06	0.66	-0.041	-0.358	1.119	"2"
"一定"	0	0	0	6	0.774	1.312	0.546	3.368	-0.36	-0.643	-0.249	1.505	2.757	"4"
"一带"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"一百"	0	0	0	2	0.258	0.437	0.182	1.123	-0.12	-0.214	-0.083	0.502	0.919	"4"
"一般而言"	0	0	1	0	0.129	0.219	0.091	0.561	-0.06	-0.107	1.041	-0.358	1.566	"3"
"一连串"	1	0	0	0	0.129	0.219	0.091	0.561	0.89	-0.107	-0.041	-0.358	1.396	"1"
"七百亿"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"万"	0	1	0	1	0.258	0.437	0.182	1.123	-0.12	0.409	-0.083	-0.164	0.776	"2"
"三万"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"三万六千多"	0	1	0	0	0.129	0.219	0.091	0.561	-0.06	0.66	-0.041	-0.358	1.119	"2"
"三分之一"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"三十一日"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"上升"	1	11	0	1	1.676	2.843	1.184	7.297	-0.313	5.563	-0.539	-3.405	9.82	"2"
"上半年"	1	1	1	0	0.387	0.656	0.273	1.684	0.47	0.281	0.604	-1.073	2.428	"4"
"上报"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"上访"	0	1	0	0	0.129	0.219	0.091	0.561	-0.06	0.66	-0.041	-0.358	1.119	"2"
"上述"	0	0	0	2	0.258	0.437	0.182	1.123	-0.12	-0.214	-0.083	0.502	0.919	"4"
"上限"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"下降"	1	4	0	1	0.774	1.312	0.546	3.368	0.249	1.631	-0.249	-1.209	3.338	"2"
"不一会儿"	0	0	0	2	0.258	0.437	0.182	1.123	-0.12	-0.214	-0.083	0.502	0.919	"4"
"不久前"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"不予"	0	1	0	0	0.129	0.219	0.091	0.561	-0.06	0.66	-0.041	-0.358	1.119	"2"
"不仅"	0	1	0	0	0.129	0.219	0.091	0.561	-0.06	0.66	-0.041	-0.358	1.119	"2"
"不公"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"不如"	0	1	0	1	0.258	0.437	0.182	1.123	-0.12	0.409	-0.083	-0.164	0.776	"2"
"不少"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"不尽"	0	0	1	0	0.129	0.219	0.091	0.561	-0.06	-0.107	1.041	-0.358	1.566	"3"
"不得"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"不拘"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"不断"	0	2	0	4	0.774	1.312	0.546	3.368	-0.36	0.408	-0.249	0.333	1.35	"2"
"不满"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"不符"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"不等"	0	0	0	2	0.258	0.437	0.182	1.123	-0.12	-0.214	-0.083	0.502	0.919	"4"
"不详"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"不足"	0	1	0	1	0.258	0.437	0.182	1.123	-0.12	0.409	-0.083	-0.164	0.776	"2"
"与日俱增"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"且"	0	0	0	3	0.387	0.656	0.273	1.684	-0.18	-0.322	-0.124	0.752	1.378	"4"
"世卫"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"丢失"	0	0	0	2	0.258	0.437	0.182	1.123	-0.12	-0.214	-0.083	0.502	0.919	"4"
"两千多"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"严"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"严格"	0	1	0	0	0.129	0.219	0.091	0.561	-0.06	0.66	-0.041	-0.358	1.119	"2"
"严重"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"个"	5	4	9	24	5.415	9.186	3.825	23.574	-0.269	-1.494	1.921	0.291	3.975	"3"
"个位数"	0	0	1	0	0.129	0.219	0.091	0.561	-0.06	-0.107	1.041	-0.358	1.566	"3"
"个案"	0	0	0	2	0.258	0.437	0.182	1.123	-0.12	-0.214	-0.083	0.502	0.919	"4"
"中国海"	0	0	1	0	0.129	0.219	0.091	0.561	-0.06	-0.107	1.041	-0.358	1.566	"3"
"中小型"	0	1	0	0	0.129	0.219	0.091	0.561	-0.06	0.66	-0.041	-0.358	1.119	"2"
"中都"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"临床"	0	0	0	2	0.258	0.437	0.182	1.123	-0.12	-0.214	-0.083	0.502	0.919	"4"
"为佳"	0	1	0	0	0.129	0.219	0.091	0.561	-0.06	0.66	-0.041	-0.358	1.119	"2"
"为准"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"为时"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"主计处"	1	0	0	0	0.129	0.219	0.091	0.561	0.89	-0.107	-0.041	-0.358	1.396	"1"
"乃"	0	0	1	0	0.129	0.219	0.091	0.561	-0.06	-0.107	1.041	-0.358	1.566	"3"
"之多"	0	0	0	2	0.258	0.437	0.182	1.123	-0.12	-0.214	-0.083	0.502	0.919	"4"
"之间"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"乌鸦"	0	0	0	2	0.258	0.437	0.182	1.123	-0.12	-0.214	-0.083	0.502	0.919	"4"
"九一八"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"九万三千"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"九成八"	0	1	0	0	0.129	0.219	0.091	0.561	-0.06	0.66	-0.041	-0.358	1.119	"2"
"书籍"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"买卖"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"买回"	0	0	0	3	0.387	0.656	0.273	1.684	-0.18	-0.322	-0.124	0.752	1.378	"4"
"买盘"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"事实"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"二万五千"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
"二二九一.八六"	0	0	0	1	0.129	0.219	0.091	0.561	-0.06	-0.107	-0.041	0.251	0.459	"4"
