"Coll_Word"	"1"	"2"	"3"	"exp_1"	"exp_2"	"exp_3"	"pbin_1"	"pbin_2"	"pbin_3"	"SumAbsDev"	"LargestDev"
"891005"	0	1	0	0.236	0.464	0.301	-0.117	0.334	-0.155	0.606	"2"
"891025"	0	0	1	0.236	0.464	0.301	-0.117	-0.27	0.522	0.909	"3"
"900102"	0	1	0	0.236	0.464	0.301	-0.117	0.334	-0.155	0.606	"2"
"900106"	0	1	0	0.236	0.464	0.301	-0.117	0.334	-0.155	0.606	"2"
"Anne"	0	0	1	0.236	0.464	0.301	-0.117	-0.27	0.522	0.909	"3"
"careful"	0	0	1	0.236	0.464	0.301	-0.117	-0.27	0.522	0.909	"3"
"ContinuityManagement"	0	0	1	0.236	0.464	0.301	-0.117	-0.27	0.522	0.909	"3"
"Disaster"	0	0	1	0.236	0.464	0.301	-0.117	-0.27	0.522	0.909	"3"
"HDB"	0	0	1	0.236	0.464	0.301	-0.117	-0.27	0.522	0.909	"3"
"ISO"	0	0	1	0.236	0.464	0.301	-0.117	-0.27	0.522	0.909	"3"
"ortgagee"	0	1	0	0.236	0.464	0.301	-0.117	0.334	-0.155	0.606	"2"
"RecoveryProcess"	0	0	1	0.236	0.464	0.301	-0.117	-0.27	0.522	0.909	"3"
"was"	0	0	1	0.236	0.464	0.301	-0.117	-0.27	0.522	0.909	"3"
"α"	1	0	0	0.236	0.464	0.301	0.628	-0.27	-0.155	1.053	"1"
"一一"	0	0	1	0.236	0.464	0.301	-0.117	-0.27	0.522	0.909	"3"
"一切"	0	2	0	0.471	0.927	0.602	-0.233	0.668	-0.311	1.212	"2"
"一定"	0	3	0	0.707	1.391	0.903	-0.35	1.002	-0.466	1.818	"2"
"一旦"	0	0	1	0.236	0.464	0.301	-0.117	-0.27	0.522	0.909	"3"
"一段"	1	0	1	0.471	0.927	0.602	0.381	-0.541	0.291	1.213	"2"
"一波三折"	0	0	1	0.236	0.464	0.301	-0.117	-0.27	0.522	0.909	"3"
"一般"	0	1	2	0.707	1.391	0.903	-0.35	-0.256	0.663	1.269	"3"
"一蹴"	0	0	1	0.236	0.464	0.301	-0.117	-0.27	0.522	0.909	"3"
"七十九"	0	0	1	0.236	0.464	0.301	-0.117	-0.27	0.522	0.909	"3"
"万"	0	0	1	0.236	0.464	0.301	-0.117	-0.27	0.522	0.909	"3"
"三讲"	0	0	1	0.236	0.464	0.301	-0.117	-0.27	0.522	0.909	"3"
"三读"	0	2	0	0.471	0.927	0.602	-0.233	0.668	-0.311	1.212	"2"
"上市"	0	0	2	0.471	0.927	0.602	-0.233	-0.541	1.043	1.817	"3"
"上述"	0	2	0	0.471	0.927	0.602	-0.233	0.668	-0.311	1.212	"2"
"下来"	1	0	0	0.236	0.464	0.301	0.628	-0.27	-0.155	1.053	"1"
"不予"	0	1	0	0.236	0.464	0.301	-0.117	0.334	-0.155	0.606	"2"
"不全"	0	0	1	0.236	0.464	0.301	-0.117	-0.27	0.522	0.909	"3"
"不再"	0	1	0	0.236	0.464	0.301	-0.117	0.334	-0.155	0.606	"2"
"不及"	0	0	1	0.236	0.464	0.301	-0.117	-0.27	0.522	0.909	"3"
"不幸"	1	0	0	0.236	0.464	0.301	0.628	-0.27	-0.155	1.053	"1"
"不当"	0	1	0	0.236	0.464	0.301	-0.117	0.334	-0.155	0.606	"2"
"不必"	0	1	0	0.236	0.464	0.301	-0.117	0.334	-0.155	0.606	"2"
"不必要"	0	0	1	0.236	0.464	0.301	-0.117	-0.27	0.522	0.909	"3"
"不断"	1	0	2	0.707	1.391	0.903	0.257	-0.811	0.663	1.731	"2"
"不知不觉"	0	0	1	0.236	0.464	0.301	-0.117	-0.27	0.522	0.909	"3"
"不等人"	0	1	0	0.236	0.464	0.301	-0.117	0.334	-0.155	0.606	"2"
"不耐烦"	0	0	1	0.236	0.464	0.301	-0.117	-0.27	0.522	0.909	"3"
"不需"	0	0	1	0.236	0.464	0.301	-0.117	-0.27	0.522	0.909	"3"
"不须"	0	1	0	0.236	0.464	0.301	-0.117	0.334	-0.155	0.606	"2"
"专业村"	1	0	0	0.236	0.464	0.301	0.628	-0.27	-0.155	1.053	"1"
"且"	0	3	0	0.707	1.391	0.903	-0.35	1.002	-0.466	1.818	"2"
"严格"	0	8	0	1.885	3.709	2.407	-0.933	2.671	-1.243	4.847	"2"
