"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"SumAbsDev"	"LargestDev"
""	0	0	0	4	0	0	0.688	0.352	0.234	1.233	0.504	0.988	-0.328	-0.16	-0.105	2.044	-0.234	-0.493	3.364	"4"
"？"	0	0	0	3	0	0	0.516	0.264	0.175	0.925	0.378	0.741	-0.246	-0.12	-0.079	1.533	-0.175	-0.37	2.523	"4"
"“"	0	0	0	13	0	0	2.237	1.145	0.76	4.008	1.637	3.212	-1.066	-0.521	-0.34	6.643	-0.76	-1.602	10.932	"4"
"”"	0	0	0	15	0	0	2.581	1.321	0.877	4.625	1.889	3.706	-1.23	-0.601	-0.393	7.665	-0.877	-1.849	12.615	"4"
"』"	0	0	0	1	0	0	0.172	0.088	0.058	0.308	0.126	0.247	-0.082	-0.04	-0.026	0.511	-0.058	-0.123	0.84	"4"
"═"	2	0	0	0	0	0	0.344	0.176	0.117	0.617	0.252	0.494	1.529	-0.08	-0.052	-0.32	-0.117	-0.246	2.344	"1"
"120多"	0	0	0	1	0	0	0.172	0.088	0.058	0.308	0.126	0.247	-0.082	-0.04	-0.026	0.511	-0.058	-0.123	0.84	"4"
"1988年"	0	1	0	0	0	0	0.172	0.088	0.058	0.308	0.126	0.247	-0.082	1.055	-0.026	-0.16	-0.058	-0.123	1.504	"2"
"20"	0	0	0	3	0	0	0.516	0.264	0.175	0.925	0.378	0.741	-0.246	-0.12	-0.079	1.533	-0.175	-0.37	2.523	"4"
"20日电"	1	0	0	0	0	0	0.172	0.088	0.058	0.308	0.126	0.247	0.764	-0.04	-0.026	-0.16	-0.058	-0.123	1.171	"1"
"30日电"	0	1	0	0	0	0	0.172	0.088	0.058	0.308	0.126	0.247	-0.082	1.055	-0.026	-0.16	-0.058	-0.123	1.504	"2"
"891009"	0	0	0	0	1	0	0.172	0.088	0.058	0.308	0.126	0.247	-0.082	-0.04	-0.026	-0.16	0.9	-0.123	1.331	"5"
"891102"	0	0	0	0	1	0	0.172	0.088	0.058	0.308	0.126	0.247	-0.082	-0.04	-0.026	-0.16	0.9	-0.123	1.331	"5"
"891223"	0	0	0	0	1	0	0.172	0.088	0.058	0.308	0.126	0.247	-0.082	-0.04	-0.026	-0.16	0.9	-0.123	1.331	"5"
"900129"	0	0	0	1	0	0	0.172	0.088	0.058	0.308	0.126	0.247	-0.082	-0.04	-0.026	0.511	-0.058	-0.123	0.84	"4"
"AXSkiosks"	0	0	0	1	0	0	0.172	0.088	0.058	0.308	0.126	0.247	-0.082	-0.04	-0.026	0.511	-0.058	-0.123	0.84	"4"
"BP"	0	0	0	0	0	1	0.172	0.088	0.058	0.308	0.126	0.247	-0.082	-0.04	-0.026	-0.16	-0.058	0.607	0.973	"6"
"BrandAward"	0	0	0	1	0	0	0.172	0.088	0.058	0.308	0.126	0.247	-0.082	-0.04	-0.026	0.511	-0.058	-0.123	0.84	"4"
"CA"	0	0	0	0	1	0	0.172	0.088	0.058	0.308	0.126	0.247	-0.082	-0.04	-0.026	-0.16	0.9	-0.123	1.331	"5"
"D"	0	0	1	0	0	0	0.172	0.088	0.058	0.308	0.126	0.247	-0.082	-0.04	1.233	-0.16	-0.058	-0.123	1.696	"3"
"ECEC"	0	0	0	0	0	2	0.344	0.176	0.117	0.617	0.252	0.494	-0.164	-0.08	-0.052	-0.32	-0.117	1.214	1.947	"6"
"IT"	1	0	0	0	0	0	0.172	0.088	0.058	0.308	0.126	0.247	0.764	-0.04	-0.026	-0.16	-0.058	-0.123	1.171	"1"
"MW"	0	0	0	0	0	1	0.172	0.088	0.058	0.308	0.126	0.247	-0.082	-0.04	-0.026	-0.16	-0.058	0.607	0.973	"6"
"NBC"	0	0	0	0	0	1	0.172	0.088	0.058	0.308	0.126	0.247	-0.082	-0.04	-0.026	-0.16	-0.058	0.607	0.973	"6"
"Promising"	0	0	0	1	0	0	0.172	0.088	0.058	0.308	0.126	0.247	-0.082	-0.04	-0.026	0.511	-0.058	-0.123	0.84	"4"
"Singapore"	0	0	0	1	0	0	0.172	0.088	0.058	0.308	0.126	0.247	-0.082	-0.04	-0.026	0.511	-0.058	-0.123	0.84	"4"
"一定"	1	0	0	0	0	0	0.172	0.088	0.058	0.308	0.126	0.247	0.764	-0.04	-0.026	-0.16	-0.058	-0.123	1.171	"1"
"一旦"	0	0	0	2	0	1	0.516	0.264	0.175	0.925	0.378	0.741	-0.246	-0.12	-0.079	0.645	-0.175	0.242	1.507	"4"
"上升"	0	1	0	0	1	0	0.344	0.176	0.117	0.617	0.252	0.494	-0.164	0.774	-0.052	-0.32	0.627	-0.246	2.183	"2"
"上市公司"	0	0	0	0	1	0	0.172	0.088	0.058	0.308	0.126	0.247	-0.082	-0.04	-0.026	-0.16	0.9	-0.123	1.331	"5"
"下游"	0	0	0	1	0	0	0.172	0.088	0.058	0.308	0.126	0.247	-0.082	-0.04	-0.026	0.511	-0.058	-0.123	0.84	"4"
"不久前"	0	1	0	0	0	0	0.172	0.088	0.058	0.308	0.126	0.247	-0.082	1.055	-0.026	-0.16	-0.058	-0.123	1.504	"2"
