"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"exp_8"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"pbin_8"	"SumAbsDev"	"LargestDev"
"《"	69	1	0	0	0	0	0	0	13.229	11.835	5.072	1.097	11.271	6.644	9.966	10.886	48.171	-4.447	-2.287	-0.48	-5.337	-3.032	-4.669	-5.138	73.561	"1"
"》"	72	0	0	0	1	1	1	7	15.497	13.864	5.942	1.286	13.203	7.783	11.675	12.752	40.663	-6.596	-2.679	-0.563	-5.029	-2.569	-4.305	-1.325	63.729	"1"
"○○○"	0	0	0	0	0	0	1	0	0.189	0.169	0.072	0.016	0.161	0.095	0.142	0.156	-0.091	-0.08	-0.033	-0.007	-0.076	-0.043	0.847	-0.073	1.25	"7"
"1.0"	0	0	0	0	0	0	0	1	0.189	0.169	0.072	0.016	0.161	0.095	0.142	0.156	-0.091	-0.08	-0.033	-0.007	-0.076	-0.043	-0.067	0.808	1.205	"8"
"10时"	0	0	11	0	1	0	0	0	2.268	2.029	0.869	0.188	1.932	1.139	1.708	1.866	-1.092	-0.965	11.49	-0.082	-0.396	-0.52	-0.8	-0.881	16.226	"3"
"117亿"	1	0	0	0	0	0	0	0	0.189	0.169	0.072	0.016	0.161	0.095	0.142	0.156	0.724	-0.08	-0.033	-0.007	-0.076	-0.043	-0.067	-0.073	1.103	"1"
"14"	0	0	0	1	0	1	0	0	0.378	0.338	0.145	0.031	0.322	0.19	0.285	0.311	-0.182	-0.161	-0.065	1.507	-0.152	0.743	-0.133	-0.147	3.09	"4"
"19"	1	0	0	0	0	0	0	0	0.189	0.169	0.072	0.016	0.161	0.095	0.142	0.156	0.724	-0.08	-0.033	-0.007	-0.076	-0.043	-0.067	-0.073	1.103	"1"
"1973年"	0	0	0	1	0	0	0	0	0.189	0.169	0.072	0.016	0.161	0.095	0.142	0.156	-0.091	-0.08	-0.033	1.805	-0.076	-0.043	-0.067	-0.073	2.268	"4"
"1例"	0	0	1	0	0	0	0	0	0.189	0.169	0.072	0.016	0.161	0.095	0.142	0.156	-0.091	-0.08	1.14	-0.007	-0.076	-0.043	-0.067	-0.073	1.577	"3"
"2000年"	1	0	0	0	0	0	0	2	0.567	0.507	0.217	0.047	0.483	0.285	0.427	0.467	0.331	-0.241	-0.098	-0.021	-0.229	-0.13	-0.2	1.187	2.437	"8"
"2001年"	0	0	0	0	0	0	0	1	0.189	0.169	0.072	0.016	0.161	0.095	0.142	0.156	-0.091	-0.08	-0.033	-0.007	-0.076	-0.043	-0.067	0.808	1.205	"8"
"2002年"	0	0	0	0	0	0	0	1	0.189	0.169	0.072	0.016	0.161	0.095	0.142	0.156	-0.091	-0.08	-0.033	-0.007	-0.076	-0.043	-0.067	0.808	1.205	"8"
"2002年度"	0	0	0	0	0	1	0	0	0.189	0.169	0.072	0.016	0.161	0.095	0.142	0.156	-0.091	-0.08	-0.033	-0.007	-0.076	1.023	-0.067	-0.073	1.45	"6"
"2003年"	0	0	0	0	0	1	0	0	0.189	0.169	0.072	0.016	0.161	0.095	0.142	0.156	-0.091	-0.08	-0.033	-0.007	-0.076	1.023	-0.067	-0.073	1.45	"6"
"22"	1	2	0	0	0	0	0	0	0.567	0.507	0.217	0.047	0.483	0.285	0.427	0.467	0.331	1.119	-0.098	-0.021	-0.229	-0.13	-0.2	-0.22	2.348	"2"
"224"	0	0	1	0	0	0	0	0	0.189	0.169	0.072	0.016	0.161	0.095	0.142	0.156	-0.091	-0.08	1.14	-0.007	-0.076	-0.043	-0.067	-0.073	1.577	"3"
"23"	0	1	0	0	0	0	0	0	0.189	0.169	0.072	0.016	0.161	0.095	0.142	0.156	-0.091	0.772	-0.033	-0.007	-0.076	-0.043	-0.067	-0.073	1.162	"2"
"24"	1	0	0	0	0	1	0	0	0.378	0.338	0.145	0.031	0.322	0.19	0.285	0.311	0.466	-0.161	-0.065	-0.014	-0.152	0.743	-0.133	-0.147	1.881	"6"
