"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"SumAbsDev"	"LargestDev"
"﹑"	0	0	0	0	0	1	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	-0.058	-0.08	-0.012	-0.044	0.556	0.908	"6"
"?"	0	0	1	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	-0.058	0.775	-0.012	-0.044	-0.141	1.188	"3"
"（"	1	0	0	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	0.517	-0.058	-0.08	-0.012	-0.044	-0.141	0.852	"1"
"︶"	0	0	2	0	0	0	0.609	0.251	0.336	0.054	0.194	0.556	-0.315	-0.117	1.55	-0.024	-0.089	-0.283	2.378	"3"
"《"	0	0	0	0	0	1	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	-0.058	-0.08	-0.012	-0.044	0.556	0.908	"6"
"》"	0	0	0	0	0	1	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	-0.058	-0.08	-0.012	-0.044	0.556	0.908	"6"
"「"	1	0	7	1	1	0	3.044	1.255	1.678	0.272	0.971	2.779	-0.846	-0.583	3.554	0.617	0.194	-1.414	7.208	"3"
"%"	0	0	0	0	0	1	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	-0.058	-0.08	-0.012	-0.044	0.556	0.908	"6"
"1000"	0	0	0	0	0	1	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	-0.058	-0.08	-0.012	-0.044	0.556	0.908	"6"
"1000万"	0	0	0	0	0	1	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	-0.058	-0.08	-0.012	-0.044	0.556	0.908	"6"
"12万"	0	1	0	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	0.901	-0.08	-0.012	-0.044	-0.141	1.336	"2"
"1300"	0	0	0	0	0	1	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	-0.058	-0.08	-0.012	-0.044	0.556	0.908	"6"
"14000多"	1	0	0	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	0.517	-0.058	-0.08	-0.012	-0.044	-0.141	0.852	"1"
"1400多"	0	1	0	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	0.901	-0.08	-0.012	-0.044	-0.141	1.336	"2"
"158万余"	0	0	0	0	0	1	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	-0.058	-0.08	-0.012	-0.044	0.556	0.908	"6"
"160多"	0	1	0	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	0.901	-0.08	-0.012	-0.044	-0.141	1.336	"2"
"165"	0	1	0	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	0.901	-0.08	-0.012	-0.044	-0.141	1.336	"2"
"19138"	0	0	0	0	0	1	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	-0.058	-0.08	-0.012	-0.044	0.556	0.908	"6"
"1985年"	0	0	0	0	1	0	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	-0.058	-0.08	-0.012	1.013	-0.141	1.462	"5"
"1999年"	0	0	1	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	-0.058	0.775	-0.012	-0.044	-0.141	1.188	"3"
"1千"	0	1	0	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	0.901	-0.08	-0.012	-0.044	-0.141	1.336	"2"
"2000多"	1	0	0	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	0.517	-0.058	-0.08	-0.012	-0.044	-0.141	0.852	"1"
"200万"	0	0	0	0	0	1	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	-0.058	-0.08	-0.012	-0.044	0.556	0.908	"6"
"200多万"	1	0	0	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	0.517	-0.058	-0.08	-0.012	-0.044	-0.141	0.852	"1"
"205.7"	0	0	0	0	0	1	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	-0.058	-0.08	-0.012	-0.044	0.556	0.908	"6"
"20多"	1	0	0	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	0.517	-0.058	-0.08	-0.012	-0.044	-0.141	0.852	"1"
"21万"	0	0	0	0	0	2	0.609	0.251	0.336	0.054	0.194	0.556	-0.315	-0.117	-0.16	-0.024	-0.089	1.112	1.817	"6"
"235"	0	1	0	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	0.901	-0.08	-0.012	-0.044	-0.141	1.336	"2"
"2万2743"	0	1	0	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	0.901	-0.08	-0.012	-0.044	-0.141	1.336	"2"
"2万多"	0	1	0	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	0.901	-0.08	-0.012	-0.044	-0.141	1.336	"2"
"2千"	0	1	0	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	0.901	-0.08	-0.012	-0.044	-0.141	1.336	"2"
"300"	1	0	0	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	0.517	-0.058	-0.08	-0.012	-0.044	-0.141	0.852	"1"
"300多"	0	1	0	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	0.901	-0.08	-0.012	-0.044	-0.141	1.336	"2"
"3037"	0	0	0	0	0	1	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	-0.058	-0.08	-0.012	-0.044	0.556	0.908	"6"
"323"	1	0	0	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	0.517	-0.058	-0.08	-0.012	-0.044	-0.141	0.852	"1"
"34.8"	0	0	0	0	0	1	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	-0.058	-0.08	-0.012	-0.044	0.556	0.908	"6"
"34万"	1	0	0	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	0.517	-0.058	-0.08	-0.012	-0.044	-0.141	0.852	"1"
"4%"	0	0	0	0	0	1	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	-0.058	-0.08	-0.012	-0.044	0.556	0.908	"6"
"40"	1	1	0	0	0	0	0.609	0.251	0.336	0.054	0.194	0.556	0.287	0.628	-0.16	-0.024	-0.089	-0.283	1.471	"2"
"400"	0	1	0	0	0	1	0.609	0.251	0.336	0.054	0.194	0.556	-0.315	0.628	-0.16	-0.024	-0.089	0.32	1.536	"2"
"405万"	0	1	0	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	0.901	-0.08	-0.012	-0.044	-0.141	1.336	"2"
"40万"	0	0	0	0	0	1	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	-0.058	-0.08	-0.012	-0.044	0.556	0.908	"6"
"40多"	1	0	0	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	0.517	-0.058	-0.08	-0.012	-0.044	-0.141	0.852	"1"
"45"	0	1	0	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	0.901	-0.08	-0.012	-0.044	-0.141	1.336	"2"
"456"	0	0	0	0	0	1	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	-0.058	-0.08	-0.012	-0.044	0.556	0.908	"6"
"5000"	0	1	0	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	0.901	-0.08	-0.012	-0.044	-0.141	1.336	"2"
"57"	0	0	0	0	1	0	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	-0.058	-0.08	-0.012	1.013	-0.141	1.462	"5"
"5705"	0	1	0	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	0.901	-0.08	-0.012	-0.044	-0.141	1.336	"2"
"5万"	0	1	0	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	0.901	-0.08	-0.012	-0.044	-0.141	1.336	"2"
"5万4000"	0	1	0	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	0.901	-0.08	-0.012	-0.044	-0.141	1.336	"2"
"6.8"	0	1	0	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	0.901	-0.08	-0.012	-0.044	-0.141	1.336	"2"
"6%"	0	0	0	0	0	1	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	-0.058	-0.08	-0.012	-0.044	0.556	0.908	"6"
"600"	0	1	0	0	0	1	0.609	0.251	0.336	0.054	0.194	0.556	-0.315	0.628	-0.16	-0.024	-0.089	0.32	1.536	"2"
"6000"	0	1	0	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	0.901	-0.08	-0.012	-0.044	-0.141	1.336	"2"
"7000"	1	0	0	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	0.517	-0.058	-0.08	-0.012	-0.044	-0.141	0.852	"1"
"7222"	0	1	0	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	0.901	-0.08	-0.012	-0.044	-0.141	1.336	"2"
"7602万"	0	0	0	0	0	2	0.609	0.251	0.336	0.054	0.194	0.556	-0.315	-0.117	-0.16	-0.024	-0.089	1.112	1.817	"6"
"8.3"	0	0	0	0	0	2	0.609	0.251	0.336	0.054	0.194	0.556	-0.315	-0.117	-0.16	-0.024	-0.089	1.112	1.817	"6"
"80％"	1	0	0	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	0.517	-0.058	-0.08	-0.012	-0.044	-0.141	0.852	"1"
"800多"	0	0	0	0	0	1	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	-0.058	-0.08	-0.012	-0.044	0.556	0.908	"6"
"80多万"	0	0	0	0	0	1	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	-0.058	-0.08	-0.012	-0.044	0.556	0.908	"6"
"891130"	0	0	1	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	-0.058	0.775	-0.012	-0.044	-0.141	1.188	"3"
"891205"	1	0	0	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	0.517	-0.058	-0.08	-0.012	-0.044	-0.141	0.852	"1"
"891210"	0	0	1	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	-0.058	0.775	-0.012	-0.044	-0.141	1.188	"3"
"891217"	0	1	0	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	0.901	-0.08	-0.012	-0.044	-0.141	1.336	"2"
"891226"	0	0	1	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	-0.058	0.775	-0.012	-0.044	-0.141	1.188	"3"
"900102"	1	0	0	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	0.517	-0.058	-0.08	-0.012	-0.044	-0.141	0.852	"1"
"900103"	1	0	0	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	0.517	-0.058	-0.08	-0.012	-0.044	-0.141	0.852	"1"
"911"	2	0	0	0	0	0	0.609	0.251	0.336	0.054	0.194	0.556	1.033	-0.117	-0.16	-0.024	-0.089	-0.283	1.706	"1"
"B1"	1	0	0	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	0.517	-0.058	-0.08	-0.012	-0.044	-0.141	0.852	"1"
"一万"	0	1	0	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	0.901	-0.08	-0.012	-0.044	-0.141	1.336	"2"
"一个劲儿"	0	0	0	0	0	1	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	-0.058	-0.08	-0.012	-0.044	0.556	0.908	"6"
"一千"	1	1	0	0	0	0	0.609	0.251	0.336	0.054	0.194	0.556	0.287	0.628	-0.16	-0.024	-0.089	-0.283	1.471	"2"
"一千五百"	0	1	0	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	0.901	-0.08	-0.012	-0.044	-0.141	1.336	"2"
"一干"	1	0	0	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	0.517	-0.058	-0.08	-0.012	-0.044	-0.141	0.852	"1"
"一年"	0	0	0	0	0	1	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	-0.058	-0.08	-0.012	-0.044	0.556	0.908	"6"
"一成八"	1	0	0	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	0.517	-0.058	-0.08	-0.012	-0.044	-0.141	0.852	"1"
"一楼"	1	0	0	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	0.517	-0.058	-0.08	-0.012	-0.044	-0.141	0.852	"1"
"一次性"	0	0	0	0	0	1	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	-0.058	-0.08	-0.012	-0.044	0.556	0.908	"6"
"一般"	0	0	1	0	0	1	0.609	0.251	0.336	0.054	0.194	0.556	-0.315	-0.117	0.512	-0.024	-0.089	0.32	1.377	"3"
"一起"	2	0	0	0	1	0	0.913	0.377	0.503	0.082	0.291	0.834	0.655	-0.175	-0.239	-0.036	0.578	-0.424	2.107	"1"
"七万一千"	0	0	1	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	-0.058	0.775	-0.012	-0.044	-0.141	1.188	"3"
"万"	0	0	0	0	0	5	1.522	0.628	0.839	0.136	0.486	1.39	-0.788	-0.291	-0.399	-0.06	-0.222	2.78	4.54	"6"
"三十一日"	1	0	0	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	0.517	-0.058	-0.08	-0.012	-0.044	-0.141	0.852	"1"
"三十万"	0	0	1	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	-0.058	0.775	-0.012	-0.044	-0.141	1.188	"3"
"三十日电"	0	0	2	0	0	0	0.609	0.251	0.336	0.054	0.194	0.556	-0.315	-0.117	1.55	-0.024	-0.089	-0.283	2.378	"3"
"三日电"	0	0	1	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	-0.058	0.775	-0.012	-0.044	-0.141	1.188	"3"
"上岗"	0	0	0	1	0	0	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	-0.058	-0.08	1.565	-0.044	-0.141	2.046	"4"
"上班"	2	0	0	0	0	0	0.609	0.251	0.336	0.054	0.194	0.556	1.033	-0.117	-0.16	-0.024	-0.089	-0.283	1.706	"1"
"上级"	0	1	0	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	0.901	-0.08	-0.012	-0.044	-0.141	1.336	"2"
"下属"	0	1	0	0	0	1	0.609	0.251	0.336	0.054	0.194	0.556	-0.315	0.628	-0.16	-0.024	-0.089	0.32	1.536	"2"
"下岗"	0	0	0	0	0	4	1.218	0.502	0.671	0.109	0.388	1.112	-0.631	-0.233	-0.319	-0.048	-0.177	2.224	3.632	"6"
"下岗职工"	0	0	0	0	0	1	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	-0.058	-0.08	-0.012	-0.044	0.556	0.908	"6"
"下水道"	1	0	0	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	0.517	-0.058	-0.08	-0.012	-0.044	-0.141	0.852	"1"
"不仅仅"	1	0	0	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	0.517	-0.058	-0.08	-0.012	-0.044	-0.141	0.852	"1"
"不便"	2	0	0	0	0	0	0.609	0.251	0.336	0.054	0.194	0.556	1.033	-0.117	-0.16	-0.024	-0.089	-0.283	1.706	"1"
"不安"	1	0	0	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	0.517	-0.058	-0.08	-0.012	-0.044	-0.141	0.852	"1"
"不得"	0	0	0	0	0	1	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	-0.058	-0.08	-0.012	-0.044	0.556	0.908	"6"
"不断"	0	0	0	0	2	1	0.913	0.377	0.503	0.082	0.291	0.834	-0.473	-0.175	-0.239	-0.036	1.577	0.205	2.705	"5"
"不易"	1	0	0	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	0.517	-0.058	-0.08	-0.012	-0.044	-0.141	0.852	"1"
"不景气"	0	0	1	0	0	0	0.304	0.126	0.168	0.027	0.097	0.278	-0.158	-0.058	0.775	-0.012	-0.044	-0.141	1.188	"3"
"不满"	1	0	0	0	1	0	0.609	0.251	0.336	0.054	0.194	0.556	0.287	-0.117	-0.16	-0.024	0.733	-0.283	1.604	"5"
