"Coll_Word"	"1"	"2"	"3"	"4"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"SumAbsDev"	"LargestDev"
"、"	0	33	1	0	5.22	19.67	5.23	3.88	-2.461	6.67	-1.61	-1.789	12.53	"2"
";"	0	6	0	0	0.921	3.471	0.923	0.685	-0.434	1.426	-0.435	-0.316	2.611	"2"
"“"	0	4	0	0	0.614	2.314	0.615	0.456	-0.29	0.951	-0.29	-0.21	1.741	"2"
"（"	4	3	0	0	1.075	4.05	1.077	0.799	1.881	-0.478	-0.508	-0.368	3.235	"1"
")"	0	3	0	0	0.461	1.736	0.461	0.342	-0.217	0.713	-0.218	-0.158	1.306	"2"
"）"	4	4	0	0	1.228	4.628	1.231	0.913	1.636	-0.341	-0.58	-0.421	2.978	"1"
"《"	0	0	68	10	11.975	45.126	11.998	8.9	-5.646	-29.269	43.897	0.4	79.212	"3"
"》"	6	8	68	10	14.124	53.226	14.152	10.498	-2.069	-22.423	35.088	-0.286	59.866	"3"
"「"	20	34	0	0	8.29	31.241	8.306	6.162	4.084	0.571	-3.917	-2.841	11.413	"1"
"」"	19	38	0	0	8.751	32.977	8.768	6.504	3.233	0.952	-4.135	-2.999	11.319	"3"
"126"	0	1	0	0	0.154	0.579	0.154	0.114	-0.072	0.238	-0.073	-0.053	0.436	"2"
"150"	0	1	0	0	0.154	0.579	0.154	0.114	-0.072	0.238	-0.073	-0.053	0.436	"2"
"1963年"	0	1	0	0	0.154	0.579	0.154	0.114	-0.072	0.238	-0.073	-0.053	0.436	"2"
"1972年"	0	0	0	1	0.154	0.579	0.154	0.114	-0.072	-0.375	-0.073	0.943	1.463	"4"
"1994年"	0	0	0	2	0.307	1.157	0.308	0.228	-0.145	-0.75	-0.145	1.885	2.925	"4"
"1995年"	0	0	1	0	0.154	0.579	0.154	0.114	-0.072	-0.375	0.813	-0.053	1.313	"3"
"1日"	0	2	0	0	0.307	1.157	0.308	0.228	-0.145	0.475	-0.145	-0.105	0.87	"2"
"2003年"	0	1	2	0	0.461	1.736	0.461	0.342	-0.217	-0.417	1.196	-0.158	1.988	"3"
"2005年"	0	1	0	0	0.154	0.579	0.154	0.114	-0.072	0.238	-0.073	-0.053	0.436	"2"
"234"	0	1	0	0	0.154	0.579	0.154	0.114	-0.072	0.238	-0.073	-0.053	0.436	"2"
"25周年"	0	0	0	3	0.461	1.736	0.461	0.342	-0.217	-1.126	-0.218	2.828	4.389	"4"
"321"	0	1	0	0	0.154	0.579	0.154	0.114	-0.072	0.238	-0.073	-0.053	0.436	"2"
"3亿"	0	2	0	0	0.307	1.157	0.308	0.228	-0.145	0.475	-0.145	-0.105	0.87	"2"
"42周年"	0	0	0	1	0.154	0.579	0.154	0.114	-0.072	-0.375	-0.073	0.943	1.463	"4"
"6国"	0	0	0	1	0.154	0.579	0.154	0.114	-0.072	-0.375	-0.073	0.943	1.463	"4"
"891030"	0	1	0	0	0.154	0.579	0.154	0.114	-0.072	0.238	-0.073	-0.053	0.436	"2"
"891113"	0	1	0	0	0.154	0.579	0.154	0.114	-0.072	0.238	-0.073	-0.053	0.436	"2"
"900103"	0	1	0	0	0.154	0.579	0.154	0.114	-0.072	0.238	-0.073	-0.053	0.436	"2"
"a"	0	4	0	0	0.614	2.314	0.615	0.456	-0.29	0.951	-0.29	-0.21	1.741	"2"
"D"	0	1	0	0	0.154	0.579	0.154	0.114	-0.072	0.238	-0.073	-0.053	0.436	"2"
"FBI"	0	1	0	0	0.154	0.579	0.154	0.114	-0.072	0.238	-0.073	-0.053	0.436	"2"
"House"	0	2	0	0	0.307	1.157	0.308	0.228	-0.145	0.475	-0.145	-0.105	0.87	"2"
"WTO"	0	2	0	0	0.307	1.157	0.308	0.228	-0.145	0.475	-0.145	-0.105	0.87	"2"
"一旦"	0	5	0	0	0.768	2.893	0.769	0.571	-0.362	1.188	-0.363	-0.263	2.176	"2"
"一条条"	1	0	0	0	0.154	0.579	0.154	0.114	0.814	-0.375	-0.073	-0.053	1.315	"1"
"一而再"	0	1	0	0	0.154	0.579	0.154	0.114	-0.072	0.238	-0.073	-0.053	0.436	"2"
"一致"	0	0	0	2	0.307	1.157	0.308	0.228	-0.145	-0.75	-0.145	1.885	2.925	"4"
"七十七年"	0	1	0	0	0.154	0.579	0.154	0.114	-0.072	0.238	-0.073	-0.053	0.436	"2"
"三三七"	0	1	0	0	0.154	0.579	0.154	0.114	-0.072	0.238	-0.073	-0.053	0.436	"2"
"三分之二"	0	1	0	0	0.154	0.579	0.154	0.114	-0.072	0.238	-0.073	-0.053	0.436	"2"
"三十"	1	0	0	0	0.154	0.579	0.154	0.114	0.814	-0.375	-0.073	-0.053	1.315	"1"
"三千六百"	0	1	0	0	0.154	0.579	0.154	0.114	-0.072	0.238	-0.073	-0.053	0.436	"2"
"三读"	0	2	0	0	0.307	1.157	0.308	0.228	-0.145	0.475	-0.145	-0.105	0.87	"2"
"三读通过"	0	1	1	0	0.307	1.157	0.308	0.228	-0.145	-0.177	0.547	-0.105	0.974	"3"
"上开"	0	1	0	0	0.154	0.579	0.154	0.114	-0.072	0.238	-0.073	-0.053	0.436	"2"
"上映"	0	1	0	0	0.154	0.579	0.154	0.114	-0.072	0.238	-0.073	-0.053	0.436	"2"
"上海市"	0	0	1	0	0.154	0.579	0.154	0.114	-0.072	-0.375	0.813	-0.053	1.313	"3"
"上述"	0	1	0	1	0.307	1.157	0.308	0.228	-0.145	-0.177	-0.145	0.667	1.134	"4"
"上院"	0	0	0	1	0.154	0.579	0.154	0.114	-0.072	-0.375	-0.073	0.943	1.463	"4"
"下"	1	7	0	0	1.228	4.628	1.231	0.913	-0.19	1.067	-0.58	-0.421	2.258	"2"
"下结论"	0	1	0	0	0.154	0.579	0.154	0.114	-0.072	0.238	-0.073	-0.053	0.436	"2"
"不"	0	0	6	6	1.842	6.943	1.846	1.369	-0.869	-4.503	2.277	2.957	10.606	"2"
"不予"	0	2	0	0	0.307	1.157	0.308	0.228	-0.145	0.475	-0.145	-0.105	0.87	"2"
"不切实际"	0	1	0	0	0.154	0.579	0.154	0.114	-0.072	0.238	-0.073	-0.053	0.436	"2"
"不动产"	3	0	0	0	0.461	1.736	0.461	0.342	2.441	-1.126	-0.218	-0.158	3.943	"1"
"不可"	0	1	0	0	0.154	0.579	0.154	0.114	-0.072	0.238	-0.073	-0.053	0.436	"2"
"不合时宜"	0	1	0	0	0.154	0.579	0.154	0.114	-0.072	0.238	-0.073	-0.053	0.436	"2"
"不孕"	0	1	0	0	0.154	0.579	0.154	0.114	-0.072	0.238	-0.073	-0.053	0.436	"2"
"不实"	0	1	0	0	0.154	0.579	0.154	0.114	-0.072	0.238	-0.073	-0.053	0.436	"2"
"不扩散"	0	0	2	0	0.307	1.157	0.308	0.228	-0.145	-0.75	1.626	-0.105	2.626	"3"
"不道德"	0	1	0	0	0.154	0.579	0.154	0.114	-0.072	0.238	-0.073	-0.053	0.436	"2"
"专章"	2	0	0	0	0.307	1.157	0.308	0.228	1.628	-0.75	-0.145	-0.105	2.628	"1"
"专项"	0	1	0	0	0.154	0.579	0.154	0.114	-0.072	0.238	-0.073	-0.053	0.436	"2"
"且"	0	1	0	0	0.154	0.579	0.154	0.114	-0.072	0.238	-0.073	-0.053	0.436	"2"
"世贸组织"	0	0	0	1	0.154	0.579	0.154	0.114	-0.072	-0.375	-0.073	0.943	1.463	"4"
"业者"	0	3	0	0	0.461	1.736	0.461	0.342	-0.217	0.713	-0.218	-0.158	1.306	"2"
"东南亚"	0	0	1	1	0.307	1.157	0.308	0.228	-0.145	-0.75	0.547	0.667	2.109	"2"
"东扩"	0	0	0	1	0.154	0.579	0.154	0.114	-0.072	-0.375	-0.073	0.943	1.463	"4"
"两国"	0	0	0	6	0.921	3.471	0.923	0.685	-0.434	-2.251	-0.435	5.656	8.776	"4"
"两岸"	3	2	1	0	0.921	3.471	0.923	0.685	1.298	-0.677	0.199	-0.316	2.49	"1"
"两岸人"	0	1	0	0	0.154	0.579	0.154	0.114	-0.072	0.238	-0.073	-0.053	0.436	"2"
"严厉"	0	0	1	0	0.154	0.579	0.154	0.114	-0.072	-0.375	0.813	-0.053	1.313	"3"
"严格"	0	9	0	1	1.535	5.785	1.538	1.141	-0.724	1.458	-0.725	-0.167	3.074	"2"
"严肃性"	0	0	0	1	0.154	0.579	0.154	0.114	-0.072	-0.375	-0.073	0.943	1.463	"4"
"严苛"	0	1	0	0	0.154	0.579	0.154	0.114	-0.072	0.238	-0.073	-0.053	0.436	"2"
"个别"	0	1	0	0	0.154	0.579	0.154	0.114	-0.072	0.238	-0.073	-0.053	0.436	"2"
"中"	0	7	0	0	1.075	4.05	1.077	0.799	-0.507	1.664	-0.508	-0.368	3.047	"2"
"中华"	0	1	8	0	1.382	5.207	1.384	1.027	-0.651	-2.252	5.613	-0.474	8.99	"3"
"中四"	0	1	0	0	0.154	0.579	0.154	0.114	-0.072	0.238	-0.073	-0.053	0.436	"2"
"中日"	0	0	0	3	0.461	1.736	0.461	0.342	-0.217	-1.126	-0.218	2.828	4.389	"4"
"中法"	0	0	1	0	0.154	0.579	0.154	0.114	-0.072	-0.375	0.813	-0.053	1.313	"3"
"中英"	0	0	1	0	0.154	0.579	0.154	0.114	-0.072	-0.375	0.813	-0.053	1.313	"3"
"串供"	0	1	0	0	0.154	0.579	0.154	0.114	-0.072	0.238	-0.073	-0.053	0.436	"2"
"为时"	0	1	0	0	0.154	0.579	0.154	0.114	-0.072	0.238	-0.073	-0.053	0.436	"2"
"主人"	0	1	0	0	0.154	0.579	0.154	0.114	-0.072	0.238	-0.073	-0.053	0.436	"2"
"主任委员"	0	1	0	0	0.154	0.579	0.154	0.114	-0.072	0.238	-0.073	-0.053	0.436	"2"
"主张"	1	0	0	0	0.154	0.579	0.154	0.114	0.814	-0.375	-0.073	-0.053	1.315	"1"
"主权"	0	1	0	0	0.154	0.579	0.154	0.114	-0.072	0.238	-0.073	-0.053	0.436	"2"
"主管"	0	6	0	0	0.921	3.471	0.923	0.685	-0.434	1.426	-0.435	-0.316	2.611	"2"
