"Coll_Word"	"1"	"2"	"3"	"4"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"SumAbsDev"	"LargestDev"
"%"	2	1	4	1	3.764	0.219	3.034	0.983	-0.729	0.701	0.446	0.187	2.063	"1"
"%左右"	0	0	1	0	0.47	0.027	0.379	0.123	-0.276	-0.012	0.421	-0.057	0.766	"3"
"、"	31	0	179	26	111.026	6.461	89.515	28.998	-27.921	-2.845	31.631	-0.499	62.896	"3"
"；"	4	0	0	0	1.882	0.11	1.517	0.491	1.31	-0.048	-0.828	-0.228	2.414	"1"
"0.73"	0	0	1	0	0.47	0.027	0.379	0.123	-0.276	-0.012	0.421	-0.057	0.766	"3"
"1400"	1	0	0	0	0.47	0.027	0.379	0.123	0.327	-0.012	-0.207	-0.057	0.603	"1"
"150多"	1	0	0	0	0.47	0.027	0.379	0.123	0.327	-0.012	-0.207	-0.057	0.603	"1"
"159"	1	0	0	0	0.47	0.027	0.379	0.123	0.327	-0.012	-0.207	-0.057	0.603	"1"
"1983年"	0	0	1	0	0.47	0.027	0.379	0.123	-0.276	-0.012	0.421	-0.057	0.766	"3"
"1985年"	0	0	1	0	0.47	0.027	0.379	0.123	-0.276	-0.012	0.421	-0.057	0.766	"3"
"2.1"	0	0	1	0	0.47	0.027	0.379	0.123	-0.276	-0.012	0.421	-0.057	0.766	"3"
"2002"	0	0	1	0	0.47	0.027	0.379	0.123	-0.276	-0.012	0.421	-0.057	0.766	"3"
"265"	1	0	0	0	0.47	0.027	0.379	0.123	0.327	-0.012	-0.207	-0.057	0.603	"1"
"2800"	0	0	1	0	0.47	0.027	0.379	0.123	-0.276	-0.012	0.421	-0.057	0.766	"3"
"3500"	1	0	0	0	0.47	0.027	0.379	0.123	0.327	-0.012	-0.207	-0.057	0.603	"1"
"40％"	2	0	0	0	0.941	0.055	0.759	0.246	0.655	-0.024	-0.414	-0.114	1.207	"1"
"4000万"	1	0	0	0	0.47	0.027	0.379	0.123	0.327	-0.012	-0.207	-0.057	0.603	"1"
"5.4"	0	0	1	0	0.47	0.027	0.379	0.123	-0.276	-0.012	0.421	-0.057	0.766	"3"
"5000余"	0	0	1	0	0.47	0.027	0.379	0.123	-0.276	-0.012	0.421	-0.057	0.766	"3"
"58000多"	1	0	0	0	0.47	0.027	0.379	0.123	0.327	-0.012	-0.207	-0.057	0.603	"1"
