"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"SumAbsDev"	"LargestDev"
"--"	0	0	0	0	7	0	0	1.929	0.376	0.899	0.943	1.582	0.318	0.954	-0.98	-0.168	-0.418	-0.44	4.522	-0.141	-0.445	7.114	"5"
":"	31	0	1	3	10	1	0	12.674	2.469	5.905	6.199	10.395	2.089	6.268	7.662	-1.102	-1.854	-0.934	-0.278	-0.425	-2.926	15.181	"1"
"!"	2	0	0	0	0	0	0	0.551	0.107	0.257	0.27	0.452	0.091	0.273	1.12	-0.048	-0.119	-0.126	-0.222	-0.04	-0.127	1.802	"1"
"("	114	0	0	6	6	0	3	35.543	6.925	16.561	17.384	29.151	5.859	17.578	46.724	-3.091	-7.698	-3.051	-7.728	-2.604	-5.003	75.899	"1"
")"	108	0	0	7	4	0	3	33.614	6.549	15.662	16.441	27.569	5.541	16.624	44.469	-2.923	-7.28	-2.304	-8.716	-2.463	-4.627	72.782	"1"
"]"	1	0	0	0	0	0	0	0.276	0.054	0.128	0.135	0.226	0.045	0.136	0.56	-0.024	-0.06	-0.063	-0.111	-0.02	-0.064	0.902	"1"
"10.4"	1	0	0	0	0	0	0	0.276	0.054	0.128	0.135	0.226	0.045	0.136	0.56	-0.024	-0.06	-0.063	-0.111	-0.02	-0.064	0.902	"1"
"140周年"	0	0	1	0	0	0	0	0.276	0.054	0.128	0.135	0.226	0.045	0.136	-0.14	-0.024	0.892	-0.063	-0.111	-0.02	-0.064	1.314	"3"
"1907年"	0	0	0	0	0	1	0	0.276	0.054	0.128	0.135	0.226	0.045	0.136	-0.14	-0.024	-0.06	-0.063	-0.111	1.343	-0.064	1.805	"6"
"1946年"	0	0	0	0	1	0	0	0.276	0.054	0.128	0.135	0.226	0.045	0.136	-0.14	-0.024	-0.06	-0.063	0.646	-0.02	-0.064	1.017	"5"
