"Coll_Word"	"1"	"2"	"3"	"4"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"SumAbsDev"	"LargestDev"
"．"	0	0	0	1	0.077	0.216	0.17	0.538	-0.035	-0.106	-0.081	0.269	0.491	"4"
"+"	0	0	0	1	0.077	0.216	0.17	0.538	-0.035	-0.106	-0.081	0.269	0.491	"4"
"2004"	0	0	0	1	0.077	0.216	0.17	0.538	-0.035	-0.106	-0.081	0.269	0.491	"4"
"2008年"	1	0	0	0	0.077	0.216	0.17	0.538	1.116	-0.106	-0.081	-0.335	1.638	"1"
"2300多"	0	0	0	1	0.077	0.216	0.17	0.538	-0.035	-0.106	-0.081	0.269	0.491	"4"
"900128"	0	1	0	0	0.077	0.216	0.17	0.538	-0.035	0.666	-0.081	-0.335	1.117	"2"
"Acela"	0	0	0	1	0.077	0.216	0.17	0.538	-0.035	-0.106	-0.081	0.269	0.491	"4"
"Express"	0	0	0	1	0.077	0.216	0.17	0.538	-0.035	-0.106	-0.081	0.269	0.491	"4"
"一睹"	0	0	0	1	0.077	0.216	0.17	0.538	-0.035	-0.106	-0.081	0.269	0.491	"4"
"三千八百万"	0	0	0	1	0.077	0.216	0.17	0.538	-0.035	-0.106	-0.081	0.269	0.491	"4"
"上天"	0	1	0	0	0.077	0.216	0.17	0.538	-0.035	0.666	-0.081	-0.335	1.117	"2"
"不"	0	0	0	7	0.536	1.511	1.19	3.764	-0.242	-0.739	-0.566	1.886	3.433	"4"
"不可能"	0	0	0	1	0.077	0.216	0.17	0.538	-0.035	-0.106	-0.081	0.269	0.491	"4"
"不吐不快"	0	0	0	1	0.077	0.216	0.17	0.538	-0.035	-0.106	-0.081	0.269	0.491	"4"
"不吝"	0	0	1	0	0.077	0.216	0.17	0.538	-0.035	-0.106	0.77	-0.335	1.246	"3"
"不妙"	0	0	0	1	0.077	0.216	0.17	0.538	-0.035	-0.106	-0.081	0.269	0.491	"4"
"不幸"	0	0	0	1	0.077	0.216	0.17	0.538	-0.035	-0.106	-0.081	0.269	0.491	"4"
"不要"	0	0	17	2	1.454	4.1	3.23	10.216	-0.657	-2.006	11.002	-3.96	17.625	"3"
"专业界"	0	0	0	1	0.077	0.216	0.17	0.538	-0.035	-0.106	-0.081	0.269	0.491	"4"
"世卫"	1	0	0	0	0.077	0.216	0.17	0.538	1.116	-0.106	-0.081	-0.335	1.638	"1"
"业界"	0	0	1	0	0.077	0.216	0.17	0.538	-0.035	-0.106	0.77	-0.335	1.246	"3"
"业绩"	0	0	0	2	0.153	0.432	0.34	1.075	-0.069	-0.211	-0.162	0.539	0.981	"4"
"业者"	2	2	0	7	0.842	2.374	1.87	5.914	0.691	-0.248	-0.89	0.437	2.266	"3"
"丝织"	0	0	0	1	0.077	0.216	0.17	0.538	-0.035	-0.106	-0.081	0.269	0.491	"4"
"两国"	0	0	0	5	0.383	1.079	0.85	2.688	-0.173	-0.528	-0.405	1.347	2.453	"4"
"两岸"	0	3	2	12	1.301	3.668	2.89	9.14	-0.588	-0.315	-0.368	0.904	2.175	"4"
"中东"	0	0	0	1	0.077	0.216	0.17	0.538	-0.035	-0.106	-0.081	0.269	0.491	"4"
"中央"	0	0	0	1	0.077	0.216	0.17	0.538	-0.035	-0.106	-0.081	0.269	0.491	"4"
"临时会"	0	1	0	0	0.077	0.216	0.17	0.538	-0.035	0.666	-0.081	-0.335	1.117	"2"
"临管"	0	0	0	1	0.077	0.216	0.17	0.538	-0.035	-0.106	-0.081	0.269	0.491	"4"
"主办"	1	0	0	0	0.077	0.216	0.17	0.538	1.116	-0.106	-0.081	-0.335	1.638	"1"
"乌云"	0	0	0	1	0.077	0.216	0.17	0.538	-0.035	-0.106	-0.081	0.269	0.491	"4"
"乌合"	0	0	0	1	0.077	0.216	0.17	0.538	-0.035	-0.106	-0.081	0.269	0.491	"4"
"乐器"	0	0	0	2	0.153	0.432	0.34	1.075	-0.069	-0.211	-0.162	0.539	0.981	"4"
"乐章"	0	0	0	1	0.077	0.216	0.17	0.538	-0.035	-0.106	-0.081	0.269	0.491	"4"
"乐观"	0	0	0	7	0.536	1.511	1.19	3.764	-0.242	-0.739	-0.566	1.886	3.433	"4"
"乒乓球界"	0	0	0	1	0.077	0.216	0.17	0.538	-0.035	-0.106	-0.081	0.269	0.491	"4"
