"Coll_Word"	"1"	"2"	"exp_1"	"exp_2"	"pbin_1"	"pbin_2"	"SumAbsDev"	"LargestDev"
"比例"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"比方"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"比格斯"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"比较"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"民望"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"民生"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"气"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"气候"	1	1	1.086	0.914	-0.152	0.152	0.304	"1_&_2"
"氟拉明"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"氧化氮"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"氨基酸"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"水"	3	0	1.628	1.372	0.796	-0.796	1.592	"1_&_2"
"水分"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"水彩"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"永久性"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"永磁"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"求"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"汇率"	1	6	3.799	3.201	-1.41	1.41	2.82	"1_&_2"
"汗液"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"江"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"汤"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"汽车股"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"沙阿斯"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"油价"	0	3	1.628	1.372	-1.02	1.02	2.04	"1_&_2"
"沼气池"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"泌"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"法偿"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"法制"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"法定"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"法式"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"泡沫"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"波动"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"波动性"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"注入"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"注明"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"洗劫"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"活力"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"流体"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"流失"	1	1	1.086	0.914	-0.152	0.152	0.304	"1_&_2"
"流落"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"济"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"浓厚"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"浪潮"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"消"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"消化"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"消失"	0	4	2.171	1.829	-1.359	1.359	2.718	"1_&_2"
"消极"	0	2	1.086	0.914	-0.68	0.68	1.36	"1_&_2"
"消毒药水"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"消费"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"消除"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"涉及"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"涉及到"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"液体"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"深"	0	2	1.086	0.914	-0.68	0.68	1.36	"1_&_2"
"添加"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"清凉"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"清华大学"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"清楚"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"渔政"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"温度"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"游揆"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"滑"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"漫长"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"潜伏期"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"潜在"	0	3	1.628	1.372	-1.02	1.02	2.04	"1_&_2"
"激光"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"激励"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"炒作"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"炖"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"炬"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"炭烤肉"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"炸弹"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"点径"	3	0	1.628	1.372	0.796	-0.796	1.592	"1_&_2"
"烧坏"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"烹制"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"烹调"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"焊接"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"然"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"煤炭"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"煮"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"煮成"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"燃料箱"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"爆发"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"爱丽"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"牛"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"物业"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"物价"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"物理"	5	0	2.714	2.286	1.327	-1.327	2.654	"1_&_2"
"物质"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"物资"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"牵制"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"牵动"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"牵涉到"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"特制"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"特殊"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"犯罪"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"狄忠浦"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"独到"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"猛"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"猪"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"王振华"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"王雁峰"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"王飞"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"环境"	8	5	7.056	5.944	0.391	-0.391	0.782	"1_&_2"
"环节"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"现代"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"现代化"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"玲"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"玻璃"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"理想"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"生产"	11	0	5.97	5.03	2.919	-2.919	5.838	"1_&_2"
"生命"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"生活品质"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"生物学"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"生物技术"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"生物科"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"生理"	0	3	1.628	1.372	-1.02	1.02	2.04	"1_&_2"
"生还"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"生长"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"用"	9	0	4.885	4.115	2.388	-2.388	4.776	"1_&_2"
"用于"	3	0	1.628	1.372	0.796	-0.796	1.592	"1_&_2"
"用作"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"用品"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"用来"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"用途"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"用量"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"由于"	1	11	6.513	5.487	-2.895	2.895	5.79	"1_&_2"
"电力"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"电器"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"电子学"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"电工"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"电机"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"电极"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"畜产品"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"番茄"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"疗效"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"疲软"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"疾病"	1	2	1.628	1.372	-0.361	0.361	0.722	"1_&_2"
"病"	0	2	1.086	0.914	-0.68	0.68	1.36	"1_&_2"
"病发"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"病病菌"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"症候群"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"癌"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"癌症"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"百分之二十八点六"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"百分之十一点一"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"百分之十四点二"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"皂甘"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"皮肤"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"盅"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"盘面"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"盲目"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"相互"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"相关"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"相同"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"相当于"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"相较"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"看好"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"真空"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"着手"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"知识"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"知道"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"短余"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"短时期"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"短期"	0	2	1.086	0.914	-0.68	0.68	1.36	"1_&_2"
"短评"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"石化"	3	0	1.628	1.372	0.796	-0.796	1.592	"1_&_2"
"石化业"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"石墨"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"石脑油"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"矿产"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"砂煲饭"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"研"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"研制"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"研制出"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"研制成"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"研发"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"研发所"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"研究"	13	0	7.056	5.944	3.45	-3.45	6.9	"1_&_2"
"研究会"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"研究所"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"研究院"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"硅"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"硅酮"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"硬盘"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"硬脑膜"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"确"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"确切"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"确定"	0	10	5.428	4.572	-3.399	3.399	6.798	"1_&_2"
"确实"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"碳"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"磁性"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"神像"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"离婚"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"种"	19	14	17.911	15.089	0.376	-0.376	0.752	"1_&_2"
"种植"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"种种"	0	4	2.171	1.829	-1.359	1.359	2.718	"1_&_2"
"种类"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"科学"	6	0	3.257	2.743	1.592	-1.592	3.184	"1_&_2"
"科学家"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"科学院"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"科技"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"科技股"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"积极"	0	2	1.086	0.914	-0.68	0.68	1.36	"1_&_2"
"积聚"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"稀土"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"稳定"	1	9	5.428	4.572	-2.289	2.289	4.578	"1_&_2"
"稳定性"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"究"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"空白"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"空间"	5	0	2.714	2.286	1.327	-1.327	2.654	"1_&_2"
"站务员"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"章玉新"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"等"	46	29	40.708	34.292	0.876	-0.876	1.752	"1_&_2"
"等等"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"筑"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"筹码"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"简称"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"管"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"类"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"粽子"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"精"	3	0	1.628	1.372	0.796	-0.796	1.592	"1_&_2"
"精华油"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"精选"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"糕点"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"索拉纳"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"紧张"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"紧缩"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"紫外线"	0	2	1.086	0.914	-0.68	0.68	1.36	"1_&_2"
"繁多"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"繁荣"	0	2	1.086	0.914	-0.68	0.68	1.36	"1_&_2"
"繁重"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"纤维"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"纯化"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"纳"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"纳米"	10	0	5.428	4.572	2.654	-2.654	5.308	"1_&_2"
"纷扰"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"纸"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"纸业"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"纺织业"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"组合式"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"细胞"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"细菌"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"经常"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"经济"	1	55	30.395	25.605	-17.203	17.203	34.406	"1_&_2"
"经济体制"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"经济全球化"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"结构"	3	0	1.628	1.372	0.796	-0.796	1.592	"1_&_2"
"绝"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"绝对"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"绝对性"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"绝对的"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"绝缘"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"统计"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"维"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"维生素"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"综合"	0	2	1.086	0.914	-0.68	0.68	1.36	"1_&_2"
"绿化"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"绿色"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"绿茶"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"绿藻"	3	0	1.628	1.372	0.796	-0.796	1.592	"1_&_2"
"缆绳"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"缓解"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"编织"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"缩小到"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"缺乏"	0	6	3.257	2.743	-2.039	2.039	4.078	"1_&_2"
"缺少"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"缺货"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"罗柏森"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"美元"	1	6	3.799	3.201	-1.41	1.41	2.82	"1_&_2"
"美联社"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"美观"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"群体性"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"老化"	0	3	1.628	1.372	-1.02	1.02	2.04	"1_&_2"
"考"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"考虑"	4	13	9.227	7.773	-1.994	1.994	3.988	"1_&_2"
"考虑到"	0	3	1.628	1.372	-1.02	1.02	2.04	"1_&_2"
"考量"	3	1	2.171	1.829	0.421	-0.421	0.842	"1_&_2"
"耐"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"聚"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"聚合物"	3	0	1.628	1.372	0.796	-0.796	1.592	"1_&_2"
"肉"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"肌肤"	0	3	1.628	1.372	-1.02	1.02	2.04	"1_&_2"
"股价"	0	2	1.086	0.914	-0.68	0.68	1.36	"1_&_2"
"股市"	0	8	4.342	3.658	-2.719	2.719	5.438	"1_&_2"
"肤功"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"肾"	0	2	1.086	0.914	-0.68	0.68	1.36	"1_&_2"
"背后"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"背景"	0	2	1.086	0.914	-0.68	0.68	1.36	"1_&_2"
"胡子"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"胶囊"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"能源"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"脂肪"	3	0	1.628	1.372	0.796	-0.796	1.592	"1_&_2"
"脂肪酸"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"脱落"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"腊肠"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"膜"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"自然"	4	0	2.171	1.829	1.062	-1.062	2.124	"1_&_2"
"致"	0	4	2.171	1.829	-1.359	1.359	2.718	"1_&_2"
"致动器"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"致命"	0	2	1.086	0.914	-0.68	0.68	1.36	"1_&_2"
"舖"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"航天飞机"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"良种"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"艾滋病"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"花莲县府"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"苏"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"苯丙醇胺"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"英文"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"草药"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"药剂"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"药品"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"药物"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"药理"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"荷尔蒙"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"获利"	0	3	1.628	1.372	-1.02	1.02	2.04	"1_&_2"
"获知主"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"菌广"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"菜燕"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"菸酒税"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"萤光"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"营养"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"蔬果"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"蕴涵"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"薄"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"藏汉"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"蛇年"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"蛋白质"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"血压"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"血液"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"行情"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"衡量"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"补征"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"表定"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"表明"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"衰"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"衰竭"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"装修"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"装有"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"装置"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"西药"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"覆盖"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"观望"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"触摸到"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"计税"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"计算"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"计算机"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"记取"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"讲究"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"许多"	1	4	2.714	2.286	-0.858	0.858	1.716	"1_&_2"
"设厂"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"设备"	6	0	3.257	2.743	1.592	-1.592	3.184	"1_&_2"
"设计"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"评估"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"评比"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"诉诸"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"试算"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"误入"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"诱"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
