"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"SumAbsDev"	"LargestDev"
"……"	0	0	1	0	0	0	2	0.236	0.202	0.769	0.295	0.115	0.146	1.236	-0.107	-0.091	0.23	-0.135	-0.051	-0.065	0.432	1.111	"7"
"《"	2	0	0	0	21	0	2	1.964	1.686	6.406	2.459	0.962	1.22	10.303	0.226	-0.758	-3.214	-1.124	25.674	-0.543	-3.548	35.087	"5"
"》"	2	0	0	0	21	0	2	1.964	1.686	6.406	2.459	0.962	1.22	10.303	0.226	-0.758	-3.214	-1.124	25.674	-0.543	-3.548	35.087	"5"
"═"	0	0	2	0	0	0	0	0.157	0.135	0.512	0.197	0.077	0.098	0.824	-0.071	-0.061	1.183	-0.09	-0.034	-0.043	-0.461	1.943	"3"
"■"	0	0	0	0	0	0	1	0.079	0.067	0.256	0.098	0.038	0.049	0.412	-0.036	-0.03	-0.129	-0.045	-0.017	-0.022	0.385	0.664	"7"
"104"	0	0	0	0	0	1	0	0.079	0.067	0.256	0.098	0.038	0.049	0.412	-0.036	-0.03	-0.129	-0.045	-0.017	1.312	-0.231	1.8	"6"
"10万"	0	0	0	0	0	0	2	0.157	0.135	0.512	0.197	0.077	0.098	0.824	-0.071	-0.061	-0.257	-0.09	-0.034	-0.043	0.77	1.326	"7"
"10亿"	0	0	0	0	0	0	2	0.157	0.135	0.512	0.197	0.077	0.098	0.824	-0.071	-0.061	-0.257	-0.09	-0.034	-0.043	0.77	1.326	"7"
"12"	0	2	0	0	0	0	0	0.157	0.135	0.512	0.197	0.077	0.098	0.824	-0.071	2.342	-0.257	-0.09	-0.034	-0.043	-0.461	3.298	"2"
"13"	0	3	0	0	0	0	0	0.236	0.202	0.769	0.295	0.115	0.146	1.236	-0.107	3.513	-0.386	-0.135	-0.051	-0.065	-0.692	4.949	"2"
"14"	1	4	1	0	0	0	1	0.55	0.472	1.794	0.689	0.269	0.342	2.885	0.361	3.213	-0.367	-0.315	-0.119	-0.152	-0.844	5.371	"2"
"15"	0	0	0	0	0	0	1	0.079	0.067	0.256	0.098	0.038	0.049	0.412	-0.036	-0.03	-0.129	-0.045	-0.017	-0.022	0.385	0.664	"7"
"16"	0	1	0	0	0	0	0	0.079	0.067	0.256	0.098	0.038	0.049	0.412	-0.036	1.171	-0.129	-0.045	-0.017	-0.022	-0.231	1.651	"2"
"16万"	0	0	1	0	0	0	0	0.079	0.067	0.256	0.098	0.038	0.049	0.412	-0.036	-0.03	0.591	-0.045	-0.017	-0.022	-0.231	0.972	"3"
"17"	1	3	1	0	0	0	0	0.393	0.337	1.281	0.492	0.192	0.244	2.061	0.474	2.558	-0.208	-0.225	-0.085	-0.109	-1.154	4.813	"2"
"18"	1	4	0	0	0	0	1	0.471	0.405	1.537	0.59	0.231	0.293	2.473	0.411	3.557	-0.771	-0.27	-0.102	-0.13	-0.668	5.909	"2"
