"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"SumAbsDev"	"LargestDev"
"，"	0	0	40	0	6	3.542	9.798	13.289	4.735	14.636	-1.601	-4.785	15.462	-2.17	-2.516	26.534	"3"
"‘"	0	0	1	0	0	0.077	0.213	0.289	0.103	0.318	-0.035	-0.104	0.539	-0.047	-0.166	0.891	"3"
"’"	0	0	2	0	0	0.154	0.426	0.578	0.206	0.636	-0.07	-0.208	1.079	-0.094	-0.333	1.784	"3"
"0.1"	0	1	0	0	0	0.077	0.213	0.289	0.103	0.318	-0.035	0.672	-0.148	-0.047	-0.166	1.068	"2"
"0.295"	0	1	0	0	0	0.077	0.213	0.289	0.103	0.318	-0.035	0.672	-0.148	-0.047	-0.166	1.068	"2"
"0.43"	0	1	0	0	0	0.077	0.213	0.289	0.103	0.318	-0.035	0.672	-0.148	-0.047	-0.166	1.068	"2"
"1.6"	0	0	0	0	1	0.077	0.213	0.289	0.103	0.318	-0.035	-0.104	-0.148	-0.047	0.497	0.831	"5"
"1084"	0	1	0	0	0	0.077	0.213	0.289	0.103	0.318	-0.035	0.672	-0.148	-0.047	-0.166	1.068	"2"
"11.8"	0	0	0	0	1	0.077	0.213	0.289	0.103	0.318	-0.035	-0.104	-0.148	-0.047	0.497	0.831	"5"
"116.63"	0	1	0	0	0	0.077	0.213	0.289	0.103	0.318	-0.035	0.672	-0.148	-0.047	-0.166	1.068	"2"
"137.44"	0	0	0	0	1	0.077	0.213	0.289	0.103	0.318	-0.035	-0.104	-0.148	-0.047	0.497	0.831	"5"
"13亿6000万"	0	1	0	0	0	0.077	0.213	0.289	0.103	0.318	-0.035	0.672	-0.148	-0.047	-0.166	1.068	"2"
"14.7"	0	0	0	0	1	0.077	0.213	0.289	0.103	0.318	-0.035	-0.104	-0.148	-0.047	0.497	0.831	"5"
"1898"	0	1	0	0	0	0.077	0.213	0.289	0.103	0.318	-0.035	0.672	-0.148	-0.047	-0.166	1.068	"2"
"1亿1785万"	0	1	0	0	0	0.077	0.213	0.289	0.103	0.318	-0.035	0.672	-0.148	-0.047	-0.166	1.068	"2"
