"Coll_Word"	"1"	"2"	"3"	"4"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"SumAbsDev"	"LargestDev"
"！"	0	0	1	3	0.439	0.59	1.227	1.744	-0.202	-0.277	-0.194	0.651	1.324	"4"
"？"	0	0	0	2	0.219	0.295	0.614	0.872	-0.101	-0.139	-0.318	0.721	1.279	"4"
"10"	0	2	0	0	0.219	0.295	0.614	0.872	-0.101	1.662	-0.318	-0.497	2.578	"2"
"10多"	0	0	1	0	0.11	0.147	0.307	0.436	-0.05	-0.069	0.513	-0.249	0.881	"3"
"10年"	0	0	4	0	0.439	0.59	1.227	1.744	-0.202	-0.277	2.053	-0.995	3.527	"3"
"1205"	0	0	1	0	0.11	0.147	0.307	0.436	-0.05	-0.069	0.513	-0.249	0.881	"3"
"3年"	0	0	1	0	0.11	0.147	0.307	0.436	-0.05	-0.069	0.513	-0.249	0.881	"3"
"48"	0	1	0	0	0.11	0.147	0.307	0.436	-0.05	0.831	-0.159	-0.249	1.289	"2"
"4年"	0	0	0	1	0.11	0.147	0.307	0.436	-0.05	-0.069	-0.159	0.361	0.639	"4"
"5"	0	4	0	1	0.549	0.737	1.534	2.18	-0.252	2.68	-0.796	-0.556	4.284	"2"
"5年"	0	0	5	0	0.549	0.737	1.534	2.18	-0.252	-0.347	2.566	-1.244	4.409	"3"
"64％"	0	0	1	0	0.11	0.147	0.307	0.436	-0.05	-0.069	0.513	-0.249	0.881	"3"
"6年"	0	0	1	0	0.11	0.147	0.307	0.436	-0.05	-0.069	0.513	-0.249	0.881	"3"
"891117"	0	0	1	0	0.11	0.147	0.307	0.436	-0.05	-0.069	0.513	-0.249	0.881	"3"
"891203"	0	0	0	1	0.11	0.147	0.307	0.436	-0.05	-0.069	-0.159	0.361	0.639	"4"
"936万"	1	0	0	0	0.11	0.147	0.307	0.436	0.96	-0.069	-0.159	-0.249	1.437	"1"
"andControl"	0	0	1	0	0.11	0.147	0.307	0.436	-0.05	-0.069	0.513	-0.249	0.881	"3"
"BarangBarang"	0	1	0	0	0.11	0.147	0.307	0.436	-0.05	0.831	-0.159	-0.249	1.289	"2"
"BerkshireHathaway"	0	0	1	0	0.11	0.147	0.307	0.436	-0.05	-0.069	0.513	-0.249	0.881	"3"
