"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"SumAbsDev"	"LargestDev"
"："	0	0	0	11	114	3	19.872	4.432	30.737	16.774	28.116	28.069	-9.379	-1.959	-15.266	-1.107	58.294	-9.845	95.85	"5"
"!"	0	0	2	0	0	0	0.31	0.069	0.48	0.262	0.439	0.439	-0.147	-0.031	1.239	-0.122	-0.215	-0.215	1.969	"3"
"！"	0	0	0	0	4	0	0.621	0.138	0.961	0.524	0.879	0.877	-0.293	-0.061	-0.477	-0.244	2.633	-0.43	4.138	"5"
"？"	0	1	11	0	0	0	1.863	0.415	2.882	1.573	2.636	2.631	-0.879	0.462	5.844	-0.732	-1.293	-1.29	10.5	"3"
"."	0	0	0	0	4	0	0.621	0.138	0.961	0.524	0.879	0.877	-0.293	-0.061	-0.477	-0.244	2.633	-0.43	4.138	"5"
"……"	0	0	2	0	0	0	0.31	0.069	0.48	0.262	0.439	0.439	-0.147	-0.031	1.239	-0.122	-0.215	-0.215	1.969	"3"
"（"	0	0	0	4	19	2	3.881	0.866	6.003	3.276	5.491	5.482	-1.832	-0.383	-2.982	0.378	7.867	-1.187	14.629	"5"
"》"	1	0	0	1	13	2	2.639	0.589	4.082	2.228	3.734	3.728	-0.63	-0.26	-2.027	-0.485	5.576	-0.61	9.588	"5"
"＊"	0	0	0	0	3	0	0.466	0.104	0.72	0.393	0.659	0.658	-0.22	-0.046	-0.358	-0.183	1.975	-0.323	3.105	"5"
"#"	0	0	0	1	1	0	0.31	0.069	0.48	0.262	0.439	0.439	-0.147	-0.031	-0.239	0.611	0.408	-0.215	1.651	"4"
"◆"	0	0	0	0	3	0	0.466	0.104	0.72	0.393	0.659	0.658	-0.22	-0.046	-0.358	-0.183	1.975	-0.323	3.105	"5"
"○"	0	0	1	0	0	0	0.155	0.035	0.24	0.131	0.22	0.219	-0.073	-0.015	0.62	-0.061	-0.108	-0.108	0.985	"3"
