"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"exp_8"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"pbin_8"	"SumAbsDev"	"LargestDev"
"－－"	0	0	0	1	0	0	0	0	0.086	0.211	0.034	0.192	0.053	0.035	0.078	0.312	-0.039	-0.103	-0.015	0.717	-0.024	-0.015	-0.035	-0.162	1.11	"4"
"《"	0	0	0	0	0	0	0	8	0.69	1.686	0.272	1.536	0.423	0.276	0.623	2.494	-0.314	-0.822	-0.12	-0.74	-0.189	-0.122	-0.282	4.05	6.639	"8"
"》"	0	0	0	0	0	0	0	7	0.604	1.475	0.238	1.344	0.37	0.242	0.546	2.182	-0.274	-0.72	-0.105	-0.648	-0.165	-0.107	-0.247	3.544	5.81	"8"
"12.4"	0	0	0	0	0	0	0	1	0.086	0.211	0.034	0.192	0.053	0.035	0.078	0.312	-0.039	-0.103	-0.015	-0.093	-0.024	-0.015	-0.035	0.506	0.83	"8"
"135"	0	1	0	0	0	0	0	0	0.086	0.211	0.034	0.192	0.053	0.035	0.078	0.312	-0.039	0.676	-0.015	-0.093	-0.024	-0.015	-0.035	-0.162	1.059	"2"
"1500多"	0	0	0	0	0	0	0	1	0.086	0.211	0.034	0.192	0.053	0.035	0.078	0.312	-0.039	-0.103	-0.015	-0.093	-0.024	-0.015	-0.035	0.506	0.83	"8"
"170万"	0	0	0	0	1	0	0	0	0.086	0.211	0.034	0.192	0.053	0.035	0.078	0.312	-0.039	-0.103	-0.015	-0.093	1.277	-0.015	-0.035	-0.162	1.739	"5"
"175％"	0	0	0	0	0	0	0	1	0.086	0.211	0.034	0.192	0.053	0.035	0.078	0.312	-0.039	-0.103	-0.015	-0.093	-0.024	-0.015	-0.035	0.506	0.83	"8"
"1919年"	0	1	0	0	0	0	0	0	0.086	0.211	0.034	0.192	0.053	0.035	0.078	0.312	-0.039	0.676	-0.015	-0.093	-0.024	-0.015	-0.035	-0.162	1.059	"2"
"1944年"	0	0	0	0	0	0	0	1	0.086	0.211	0.034	0.192	0.053	0.035	0.078	0.312	-0.039	-0.103	-0.015	-0.093	-0.024	-0.015	-0.035	0.506	0.83	"8"
"1949年"	0	0	0	1	0	0	0	0	0.086	0.211	0.034	0.192	0.053	0.035	0.078	0.312	-0.039	-0.103	-0.015	0.717	-0.024	-0.015	-0.035	-0.162	1.11	"4"
"1980年"	0	0	0	0	0	0	0	1	0.086	0.211	0.034	0.192	0.053	0.035	0.078	0.312	-0.039	-0.103	-0.015	-0.093	-0.024	-0.015	-0.035	0.506	0.83	"8"
"1988年"	0	0	0	0	0	0	0	1	0.086	0.211	0.034	0.192	0.053	0.035	0.078	0.312	-0.039	-0.103	-0.015	-0.093	-0.024	-0.015	-0.035	0.506	0.83	"8"
"1989年"	0	2	0	0	0	0	0	0	0.173	0.422	0.068	0.384	0.106	0.069	0.156	0.623	-0.078	1.352	-0.03	-0.185	-0.047	-0.031	-0.07	-0.324	2.117	"2"
"1991年"	0	0	0	0	0	0	0	1	0.086	0.211	0.034	0.192	0.053	0.035	0.078	0.312	-0.039	-0.103	-0.015	-0.093	-0.024	-0.015	-0.035	0.506	0.83	"8"
"1997年"	0	2	0	0	0	0	0	0	0.173	0.422	0.068	0.384	0.106	0.069	0.156	0.623	-0.078	1.352	-0.03	-0.185	-0.047	-0.031	-0.07	-0.324	2.117	"2"
"19世纪"	0	0	0	0	0	0	0	1	0.086	0.211	0.034	0.192	0.053	0.035	0.078	0.312	-0.039	-0.103	-0.015	-0.093	-0.024	-0.015	-0.035	0.506	0.83	"8"
"2.2"	0	0	0	0	0	1	0	0	0.086	0.211	0.034	0.192	0.053	0.035	0.078	0.312	-0.039	-0.103	-0.015	-0.093	-0.024	1.462	-0.035	-0.162	1.933	"6"
"2001年"	0	0	1	0	0	1	0	0	0.173	0.422	0.068	0.384	0.106	0.069	0.156	0.623	-0.078	-0.206	1.175	-0.185	-0.047	1.168	-0.07	-0.324	3.253	"3"
"2005年"	0	0	0	0	0	1	0	0	0.086	0.211	0.034	0.192	0.053	0.035	0.078	0.312	-0.039	-0.103	-0.015	-0.093	-0.024	1.462	-0.035	-0.162	1.933	"6"
