"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"SumAbsDev"	"LargestDev"
"─"	2	0	0	0	0	0	0.434	0.219	0.147	0.267	0.513	0.42	1.327	-0.101	-0.066	-0.124	-0.257	-0.205	2.08	"1"
"1.4"	0	0	0	1	0	0	0.217	0.11	0.073	0.133	0.256	0.21	-0.106	-0.05	-0.033	0.875	-0.129	-0.102	1.295	"4"
"1.5"	0	0	0	1	0	0	0.217	0.11	0.073	0.133	0.256	0.21	-0.106	-0.05	-0.033	0.875	-0.129	-0.102	1.295	"4"
"100多"	0	0	0	0	1	0	0.217	0.11	0.073	0.133	0.256	0.21	-0.106	-0.05	-0.033	-0.062	0.591	-0.102	0.944	"5"
"10637"	0	0	0	1	0	0	0.217	0.11	0.073	0.133	0.256	0.21	-0.106	-0.05	-0.033	0.875	-0.129	-0.102	1.295	"4"
"12万"	0	0	0	1	0	0	0.217	0.11	0.073	0.133	0.256	0.21	-0.106	-0.05	-0.033	0.875	-0.129	-0.102	1.295	"4"
"16.7"	0	0	0	1	0	0	0.217	0.11	0.073	0.133	0.256	0.21	-0.106	-0.05	-0.033	0.875	-0.129	-0.102	1.295	"4"
"1931年"	0	0	0	0	1	0	0.217	0.11	0.073	0.133	0.256	0.21	-0.106	-0.05	-0.033	-0.062	0.591	-0.102	0.944	"5"
"1947年"	0	0	0	0	1	0	0.217	0.11	0.073	0.133	0.256	0.21	-0.106	-0.05	-0.033	-0.062	0.591	-0.102	0.944	"5"
"1975年"	0	1	0	0	0	0	0.217	0.11	0.073	0.133	0.256	0.21	-0.106	0.96	-0.033	-0.062	-0.129	-0.102	1.392	"2"
"1987年"	0	0	0	0	1	0	0.217	0.11	0.073	0.133	0.256	0.21	-0.106	-0.05	-0.033	-0.062	0.591	-0.102	0.944	"5"
