"Coll_Word"	"1"	"2"	"3"	"exp_1"	"exp_2"	"exp_3"	"pbin_1"	"pbin_2"	"pbin_3"	"SumAbsDev"	"LargestDev"
"＊"	3	0	0	0.744	0.293	1.963	1.817	-0.134	-1.384	3.335	"1"
"1底"	1	0	0	0.248	0.098	0.654	0.606	-0.045	-0.461	1.112	"1"
"20世纪"	0	0	1	0.248	0.098	0.654	-0.124	-0.045	0.184	0.353	"3"
"21时"	0	0	1	0.248	0.098	0.654	-0.124	-0.045	0.184	0.353	"3"
"30日电"	1	0	0	0.248	0.098	0.654	0.606	-0.045	-0.461	1.112	"1"
"5.5"	0	0	1	0.248	0.098	0.654	-0.124	-0.045	0.184	0.353	"3"
"5.9"	0	0	1	0.248	0.098	0.654	-0.124	-0.045	0.184	0.353	"3"
"5年"	0	0	1	0.248	0.098	0.654	-0.124	-0.045	0.184	0.353	"3"
"891109"	0	0	1	0.248	0.098	0.654	-0.124	-0.045	0.184	0.353	"3"
"891222"	0	1	0	0.248	0.098	0.654	-0.124	1.01	-0.461	1.595	"2"
"891228"	0	0	1	0.248	0.098	0.654	-0.124	-0.045	0.184	0.353	"3"
"99"	0	0	1	0.248	0.098	0.654	-0.124	-0.045	0.184	0.353	"3"
"CEEA"	0	0	1	0.248	0.098	0.654	-0.124	-0.045	0.184	0.353	"3"
"IOC"	0	0	1	0.248	0.098	0.654	-0.124	-0.045	0.184	0.353	"3"
"NBA"	3	0	3	1.488	0.587	3.925	0.779	-0.268	-0.463	1.51	"1"
"Riley"	0	0	1	0.248	0.098	0.654	-0.124	-0.045	0.184	0.353	"3"
"X"	0	0	1	0.248	0.098	0.654	-0.124	-0.045	0.184	0.353	"3"
"一九八八"	0	0	1	0.248	0.098	0.654	-0.124	-0.045	0.184	0.353	"3"
"一如"	0	0	1	0.248	0.098	0.654	-0.124	-0.045	0.184	0.353	"3"
"一时"	0	0	1	0.248	0.098	0.654	-0.124	-0.045	0.184	0.353	"3"
"一致"	2	0	2	0.992	0.391	2.617	0.588	-0.179	-0.367	1.134	"1"
"一行"	0	0	1	0.248	0.098	0.654	-0.124	-0.045	0.184	0.353	"3"
"上世"	0	0	1	0.248	0.098	0.654	-0.124	-0.045	0.184	0.353	"3"
"上前"	0	0	1	0.248	0.098	0.654	-0.124	-0.045	0.184	0.353	"3"
"上半时"	1	0	0	0.248	0.098	0.654	0.606	-0.045	-0.461	1.112	"1"
"上川彻"	1	0	0	0.248	0.098	0.654	0.606	-0.045	-0.461	1.112	"1"
"上述"	0	0	1	0.248	0.098	0.654	-0.124	-0.045	0.184	0.353	"3"
"下"	2	0	0	0.496	0.196	1.308	1.211	-0.089	-0.922	2.222	"1"
"下半年"	0	0	1	0.248	0.098	0.654	-0.124	-0.045	0.184	0.353	"3"
"下场"	1	0	0	0.248	0.098	0.654	0.606	-0.045	-0.461	1.112	"1"
"下雨"	1	0	0	0.248	0.098	0.654	0.606	-0.045	-0.461	1.112	"1"
"不一"	0	0	3	0.744	0.293	1.963	-0.371	-0.134	0.553	1.058	"3"
"不下"	0	0	1	0.248	0.098	0.654	-0.124	-0.045	0.184	0.353	"3"
"不久前"	0	0	1	0.248	0.098	0.654	-0.124	-0.045	0.184	0.353	"3"
"不予"	1	0	0	0.248	0.098	0.654	0.606	-0.045	-0.461	1.112	"1"
"不会"	0	0	3	0.744	0.293	1.963	-0.371	-0.134	0.553	1.058	"3"
"不公"	3	0	2	1.24	0.489	3.271	0.994	-0.223	-0.641	1.858	"1"
"不同"	1	0	3	0.992	0.391	2.617	0.167	-0.179	0.244	0.59	"3"
"不宜"	0	0	2	0.496	0.196	1.308	-0.248	-0.089	0.369	0.706	"3"
"不应该"	1	0	0	0.248	0.098	0.654	0.606	-0.045	-0.461	1.112	"1"
"不得不"	1	0	0	0.248	0.098	0.654	0.606	-0.045	-0.461	1.112	"1"
"不易"	0	0	1	0.248	0.098	0.654	-0.124	-0.045	0.184	0.353	"3"
"不满"	0	0	2	0.496	0.196	1.308	-0.248	-0.089	0.369	0.706	"3"
"不能"	0	0	4	0.992	0.391	2.617	-0.495	-0.179	0.737	1.411	"3"
"不错"	0	0	3	0.744	0.293	1.963	-0.371	-0.134	0.553	1.058	"3"
"与会"	0	1	0	0.248	0.098	0.654	-0.124	1.01	-0.461	1.595	"2"
"与会者"	0	0	1	0.248	0.098	0.654	-0.124	-0.045	0.184	0.353	"3"
"与否"	1	0	1	0.496	0.196	1.308	0.362	-0.089	-0.243	0.694	"1"
"专"	0	0	1	0.248	0.098	0.654	-0.124	-0.045	0.184	0.353	"3"
"专业"	0	0	4	0.992	0.391	2.617	-0.495	-0.179	0.737	1.411	"3"
"专家"	0	3	7	2.48	0.978	6.542	-1.238	1.177	0.28	2.695	"1"
"世"	0	1	1	0.496	0.196	1.308	-0.248	0.73	-0.243	1.221	"2"
"世卫"	0	1	0	0.248	0.098	0.654	-0.124	1.01	-0.461	1.595	"2"
"世界杯"	1	0	0	0.248	0.098	0.654	0.606	-0.045	-0.461	1.112	"1"
"世锦赛"	1	0	0	0.248	0.098	0.654	0.606	-0.045	-0.461	1.112	"1"
"丘卡"	1	0	0	0.248	0.098	0.654	0.606	-0.045	-0.461	1.112	"1"
"业"	0	0	3	0.744	0.293	1.963	-0.371	-0.134	0.553	1.058	"3"
"业内"	0	0	1	0.248	0.098	0.654	-0.124	-0.045	0.184	0.353	"3"
"业绩"	0	0	1	0.248	0.098	0.654	-0.124	-0.045	0.184	0.353	"3"
"东西"	0	0	1	0.248	0.098	0.654	-0.124	-0.045	0.184	0.353	"3"
"两国"	0	4	12	3.968	1.565	10.467	-1.98	1.194	0.521	3.695	"1"
"严厉"	1	0	0	0.248	0.098	0.654	0.606	-0.045	-0.461	1.112	"1"
"严谨"	0	0	1	0.248	0.098	0.654	-0.124	-0.045	0.184	0.353	"3"
"严重性"	0	0	1	0.248	0.098	0.654	-0.124	-0.045	0.184	0.353	"3"
"个人"	0	0	2	0.496	0.196	1.308	-0.248	-0.089	0.369	0.706	"3"
"中加"	0	1	0	0.248	0.098	0.654	-0.124	1.01	-0.461	1.595	"2"
"中医"	0	0	1	0.248	0.098	0.654	-0.124	-0.045	0.184	0.353	"3"
"中印"	0	0	1	0.248	0.098	0.654	-0.124	-0.045	0.184	0.353	"3"
"中国"	0	8	5	3.224	1.271	8.505	-1.609	5.165	-1.366	8.14	"2"
"中国队"	2	1	0	0.744	0.293	1.963	0.813	0.576	-1.384	2.773	"3"
"中场"	2	0	0	0.496	0.196	1.308	1.211	-0.089	-0.922	2.222	"1"
"中外"	0	1	0	0.248	0.098	0.654	-0.124	1.01	-0.461	1.595	"2"
"中方"	0	1	1	0.496	0.196	1.308	-0.248	0.73	-0.243	1.221	"2"
