"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"SumAbsDev"	"LargestDev"
"“"	0	0	0	0	2	0.314	0.113	0.781	0.154	0.638	-0.149	-0.05	-0.43	-0.07	0.993	1.692	"5"
"”"	0	0	0	0	1	0.157	0.056	0.39	0.077	0.319	-0.074	-0.025	-0.215	-0.035	0.496	0.845	"5"
"＊"	0	1	0	0	0	0.157	0.056	0.39	0.077	0.319	-0.074	1.249	-0.215	-0.035	-0.167	1.74	"2"
"1%"	0	0	0	0	1	0.157	0.056	0.39	0.077	0.319	-0.074	-0.025	-0.215	-0.035	0.496	0.845	"5"
"1％"	0	0	0	0	1	0.157	0.056	0.39	0.077	0.319	-0.074	-0.025	-0.215	-0.035	0.496	0.845	"5"
"10％"	0	0	0	0	1	0.157	0.056	0.39	0.077	0.319	-0.074	-0.025	-0.215	-0.035	0.496	0.845	"5"
"1000亿"	0	0	0	1	0	0.157	0.056	0.39	0.077	0.319	-0.074	-0.025	-0.215	1.113	-0.167	1.594	"4"
"2.5％"	0	0	0	0	1	0.157	0.056	0.39	0.077	0.319	-0.074	-0.025	-0.215	-0.035	0.496	0.845	"5"
"20"	0	0	0	0	1	0.157	0.056	0.39	0.077	0.319	-0.074	-0.025	-0.215	-0.035	0.496	0.845	"5"
"250亿"	0	0	0	1	0	0.157	0.056	0.39	0.077	0.319	-0.074	-0.025	-0.215	1.113	-0.167	1.594	"4"
"2700"	0	0	1	0	0	0.157	0.056	0.39	0.077	0.319	-0.074	-0.025	0.408	-0.035	-0.167	0.709	"3"
"4.5"	0	0	0	0	1	0.157	0.056	0.39	0.077	0.319	-0.074	-0.025	-0.215	-0.035	0.496	0.845	"5"
"5.5"	0	0	0	0	1	0.157	0.056	0.39	0.077	0.319	-0.074	-0.025	-0.215	-0.035	0.496	0.845	"5"
"6方"	0	0	0	0	1	0.157	0.056	0.39	0.077	0.319	-0.074	-0.025	-0.215	-0.035	0.496	0.845	"5"
"891003"	0	0	1	0	0	0.157	0.056	0.39	0.077	0.319	-0.074	-0.025	0.408	-0.035	-0.167	0.709	"3"
"891210"	0	0	1	0	0	0.157	0.056	0.39	0.077	0.319	-0.074	-0.025	0.408	-0.035	-0.167	0.709	"3"
"900104"	0	0	1	0	0	0.157	0.056	0.39	0.077	0.319	-0.074	-0.025	0.408	-0.035	-0.167	0.709	"3"
"900110"	0	0	2	0	0	0.314	0.113	0.781	0.154	0.638	-0.149	-0.05	0.817	-0.07	-0.334	1.42	"3"
"BarangBarang"	0	0	0	0	1	0.157	0.056	0.39	0.077	0.319	-0.074	-0.025	-0.215	-0.035	0.496	0.845	"5"
"BIL"	0	0	1	0	0	0.157	0.056	0.39	0.077	0.319	-0.074	-0.025	0.408	-0.035	-0.167	0.709	"3"
"dollarDEX"	0	0	0	0	1	0.157	0.056	0.39	0.077	0.319	-0.074	-0.025	-0.215	-0.035	0.496	0.845	"5"
"EP"	1	0	0	0	0	0.157	0.056	0.39	0.077	0.319	0.804	-0.025	-0.215	-0.035	-0.167	1.246	"1"
"Fed"	0	0	0	0	1	0.157	0.056	0.39	0.077	0.319	-0.074	-0.025	-0.215	-0.035	0.496	0.845	"5"
"Kangoo"	0	0	0	1	0	0.157	0.056	0.39	0.077	0.319	-0.074	-0.025	-0.215	1.113	-0.167	1.594	"4"
"o"	0	0	1	0	0	0.157	0.056	0.39	0.077	0.319	-0.074	-0.025	0.408	-0.035	-0.167	0.709	"3"
"SARS"	0	0	6	0	0	0.943	0.339	2.343	0.462	1.913	-0.446	-0.151	2.451	-0.209	-1.001	4.258	"3"
"一切"	0	0	4	0	0	0.629	0.226	1.562	0.308	1.276	-0.297	-0.101	1.634	-0.139	-0.667	2.838	"3"
"一定"	0	0	0	0	1	0.157	0.056	0.39	0.077	0.319	-0.074	-0.025	-0.215	-0.035	0.496	0.845	"5"
"上升"	0	0	0	0	1	0.157	0.056	0.39	0.077	0.319	-0.074	-0.025	-0.215	-0.035	0.496	0.845	"5"
"上校"	0	0	0	1	0	0.157	0.056	0.39	0.077	0.319	-0.074	-0.025	-0.215	1.113	-0.167	1.594	"4"
"上警"	1	0	0	0	0	0.157	0.056	0.39	0.077	0.319	0.804	-0.025	-0.215	-0.035	-0.167	1.246	"1"
"上阵"	0	0	1	0	0	0.157	0.056	0.39	0.077	0.319	-0.074	-0.025	0.408	-0.035	-0.167	0.709	"3"
"下"	0	0	2	1	0	0.472	0.169	1.171	0.231	0.957	-0.223	-0.076	0.471	0.67	-0.5	1.94	"4"
