"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"SumAbsDev"	"LargestDev"
"0年代"	0	0	0	1	0	0	0	0.223	0.224	0.026	0.331	0.052	0.051	0.093	-0.11	-0.11	-0.012	0.48	-0.023	-0.023	-0.042	0.8	"4"
"138"	1	0	0	0	0	0	0	0.223	0.224	0.026	0.331	0.052	0.051	0.093	0.652	-0.11	-0.012	-0.174	-0.023	-0.023	-0.042	1.036	"1"
"139"	1	0	0	0	0	0	0	0.223	0.224	0.026	0.331	0.052	0.051	0.093	0.652	-0.11	-0.012	-0.174	-0.023	-0.023	-0.042	1.036	"1"
"1833年"	0	0	0	1	0	0	0	0.223	0.224	0.026	0.331	0.052	0.051	0.093	-0.11	-0.11	-0.012	0.48	-0.023	-0.023	-0.042	0.8	"4"
"1941年"	0	0	0	0	0	0	1	0.223	0.224	0.026	0.331	0.052	0.051	0.093	-0.11	-0.11	-0.012	-0.174	-0.023	-0.023	1.032	1.484	"7"
"1956年"	0	0	0	0	0	0	1	0.223	0.224	0.026	0.331	0.052	0.051	0.093	-0.11	-0.11	-0.012	-0.174	-0.023	-0.023	1.032	1.484	"7"
"1962年"	0	0	0	1	0	0	0	0.223	0.224	0.026	0.331	0.052	0.051	0.093	-0.11	-0.11	-0.012	0.48	-0.023	-0.023	-0.042	0.8	"4"
"1991年"	1	0	0	0	0	0	0	0.223	0.224	0.026	0.331	0.052	0.051	0.093	0.652	-0.11	-0.012	-0.174	-0.023	-0.023	-0.042	1.036	"1"
"1995年"	0	0	0	1	0	0	0	0.223	0.224	0.026	0.331	0.052	0.051	0.093	-0.11	-0.11	-0.012	0.48	-0.023	-0.023	-0.042	0.8	"4"
"2000多亿"	1	0	0	0	0	0	0	0.223	0.224	0.026	0.331	0.052	0.051	0.093	0.652	-0.11	-0.012	-0.174	-0.023	-0.023	-0.042	1.036	"1"
"20日"	2	0	0	0	0	0	0	0.446	0.449	0.052	0.662	0.103	0.102	0.186	1.304	-0.221	-0.023	-0.349	-0.046	-0.046	-0.085	2.074	"1"
"30多万"	0	0	0	1	0	0	0	0.223	0.224	0.026	0.331	0.052	0.051	0.093	-0.11	-0.11	-0.012	0.48	-0.023	-0.023	-0.042	0.8	"4"
"3日"	0	0	0	2	0	0	0	0.446	0.449	0.052	0.662	0.103	0.102	0.186	-0.219	-0.221	-0.023	0.961	-0.046	-0.046	-0.085	1.601	"4"
"3月"	4	0	0	1	0	0	0	1.115	1.122	0.131	1.654	0.258	0.256	0.465	1.994	-0.552	-0.058	-0.332	-0.115	-0.114	-0.212	3.377	"1"
"400多"	0	0	0	0	1	0	0	0.223	0.224	0.026	0.331	0.052	0.051	0.093	-0.11	-0.11	-0.012	-0.174	1.288	-0.023	-0.042	1.759	"5"
"4月"	7	0	0	1	0	0	0	1.783	1.795	0.209	2.647	0.412	0.409	0.744	3.754	-0.883	-0.092	-0.701	-0.184	-0.182	-0.339	6.135	"1"
"50周年"	0	0	0	2	0	0	0	0.446	0.449	0.052	0.662	0.103	0.102	0.186	-0.219	-0.221	-0.023	0.961	-0.046	-0.046	-0.085	1.601	"4"
"50年代"	0	0	0	1	0	0	0	0.223	0.224	0.026	0.331	0.052	0.051	0.093	-0.11	-0.11	-0.012	0.48	-0.023	-0.023	-0.042	0.8	"4"
"626亿"	0	0	0	1	0	0	0	0.223	0.224	0.026	0.331	0.052	0.051	0.093	-0.11	-0.11	-0.012	0.48	-0.023	-0.023	-0.042	0.8	"4"
"８"	0	0	0	1	0	0	0	0.223	0.224	0.026	0.331	0.052	0.051	0.093	-0.11	-0.11	-0.012	0.48	-0.023	-0.023	-0.042	0.8	"4"
"89"	0	1	0	0	0	0	0	0.223	0.224	0.026	0.331	0.052	0.051	0.093	-0.11	0.649	-0.012	-0.174	-0.023	-0.023	-0.042	1.033	"2"
"891005"	0	1	0	0	0	0	0	0.223	0.224	0.026	0.331	0.052	0.051	0.093	-0.11	0.649	-0.012	-0.174	-0.023	-0.023	-0.042	1.033	"2"
"891014"	0	1	0	0	0	0	0	0.223	0.224	0.026	0.331	0.052	0.051	0.093	-0.11	0.649	-0.012	-0.174	-0.023	-0.023	-0.042	1.033	"2"
"900120"	0	0	0	1	0	0	0	0.223	0.224	0.026	0.331	0.052	0.051	0.093	-0.11	-0.11	-0.012	0.48	-0.023	-0.023	-0.042	0.8	"4"
"一举成名"	0	0	0	1	0	0	0	0.223	0.224	0.026	0.331	0.052	0.051	0.093	-0.11	-0.11	-0.012	0.48	-0.023	-0.023	-0.042	0.8	"4"
"一九六七年"	0	0	0	1	0	0	0	0.223	0.224	0.026	0.331	0.052	0.051	0.093	-0.11	-0.11	-0.012	0.48	-0.023	-0.023	-0.042	0.8	"4"
"一八"	0	0	0	1	0	0	0	0.223	0.224	0.026	0.331	0.052	0.051	0.093	-0.11	-0.11	-0.012	0.48	-0.023	-0.023	-0.042	0.8	"4"
"一旦"	0	0	0	0	1	0	1	0.446	0.449	0.052	0.662	0.103	0.102	0.186	-0.219	-0.221	-0.023	-0.349	0.998	-0.046	0.751	2.607	"5"
"一直"	0	0	0	2	0	0	0	0.446	0.449	0.052	0.662	0.103	0.102	0.186	-0.219	-0.221	-0.023	0.961	-0.046	-0.046	-0.085	1.601	"4"
"一部分"	0	0	0	0	0	1	0	0.223	0.224	0.026	0.331	0.052	0.051	0.093	-0.11	-0.11	-0.012	-0.174	-0.023	1.291	-0.042	1.762	"6"
"万劫不复"	0	0	0	1	0	0	0	0.223	0.224	0.026	0.331	0.052	0.051	0.093	-0.11	-0.11	-0.012	0.48	-0.023	-0.023	-0.042	0.8	"4"
"三重"	0	0	0	1	0	0	0	0.223	0.224	0.026	0.331	0.052	0.051	0.093	-0.11	-0.11	-0.012	0.48	-0.023	-0.023	-0.042	0.8	"4"
"不久"	1	0	0	0	0	0	0	0.223	0.224	0.026	0.331	0.052	0.051	0.093	0.652	-0.11	-0.012	-0.174	-0.023	-0.023	-0.042	1.036	"1"
