"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"SumAbsDev"	"LargestDev"
"--"	20	1	1	20	0	0	7.229	4.209	5.282	20.027	1.102	4.151	5.273	-1.172	-1.604	-0.253	-0.485	-1.898	10.685	"1"
"」"	7	1	0	2	0	0	1.721	1.002	1.258	4.768	0.262	0.988	3.482	-0.134	-0.584	-1.137	-0.115	-0.452	5.904	"1"
"11时"	0	0	0	0	0	1	0.172	0.1	0.126	0.477	0.026	0.099	-0.082	-0.046	-0.058	-0.281	-0.012	1.005	1.484	"6"
"1200万"	1	0	0	0	0	0	0.172	0.1	0.126	0.477	0.026	0.099	0.764	-0.046	-0.058	-0.281	-0.012	-0.045	1.206	"1"
"12日电"	0	0	0	1	0	0	0.172	0.1	0.126	0.477	0.026	0.099	-0.082	-0.046	-0.058	0.322	-0.012	-0.045	0.565	"4"
"12时"	0	0	0	0	0	2	0.344	0.2	0.252	0.954	0.052	0.198	-0.164	-0.092	-0.117	-0.563	-0.023	2.01	2.969	"6"
"18日"	0	0	0	1	0	1	0.344	0.2	0.252	0.954	0.052	0.198	-0.164	-0.092	-0.117	0.139	-0.023	0.726	1.261	"6"
"1日电"	0	0	0	1	0	0	0.172	0.1	0.126	0.477	0.026	0.099	-0.082	-0.046	-0.058	0.322	-0.012	-0.045	0.565	"4"
"2008"	0	0	0	1	0	0	0.172	0.1	0.126	0.477	0.026	0.099	-0.082	-0.046	-0.058	0.322	-0.012	-0.045	0.565	"4"
"2008年"	0	0	0	1	0	0	0.172	0.1	0.126	0.477	0.026	0.099	-0.082	-0.046	-0.058	0.322	-0.012	-0.045	0.565	"4"
"200余"	0	0	1	0	0	0	0.172	0.1	0.126	0.477	0.026	0.099	-0.082	-0.046	0.9	-0.281	-0.012	-0.045	1.366	"3"
"2时"	0	0	1	0	0	0	0.172	0.1	0.126	0.477	0.026	0.099	-0.082	-0.046	0.9	-0.281	-0.012	-0.045	1.366	"3"
"891001"	0	0	0	1	0	0	0.172	0.1	0.126	0.477	0.026	0.099	-0.082	-0.046	-0.058	0.322	-0.012	-0.045	0.565	"4"
"891004"	0	0	0	1	0	0	0.172	0.1	0.126	0.477	0.026	0.099	-0.082	-0.046	-0.058	0.322	-0.012	-0.045	0.565	"4"
"891226"	1	0	0	0	0	0	0.172	0.1	0.126	0.477	0.026	0.099	0.764	-0.046	-0.058	-0.281	-0.012	-0.045	1.206	"1"
"900114"	0	1	0	0	0	0	0.172	0.1	0.126	0.477	0.026	0.099	-0.082	0.999	-0.058	-0.281	-0.012	-0.045	1.477	"2"
"900116"	1	0	0	0	0	0	0.172	0.1	0.126	0.477	0.026	0.099	0.764	-0.046	-0.058	-0.281	-0.012	-0.045	1.206	"1"
"9002"	0	0	0	1	0	0	0.172	0.1	0.126	0.477	0.026	0.099	-0.082	-0.046	-0.058	0.322	-0.012	-0.045	0.565	"4"
"950"	0	0	0	1	0	0	0.172	0.1	0.126	0.477	0.026	0.099	-0.082	-0.046	-0.058	0.322	-0.012	-0.045	0.565	"4"
"9时"	0	0	1	1	0	0	0.344	0.2	0.252	0.954	0.052	0.198	-0.164	-0.092	0.628	0.139	-0.023	-0.09	1.136	"3"
"B1"	0	0	0	1	0	0	0.172	0.1	0.126	0.477	0.026	0.099	-0.082	-0.046	-0.058	0.322	-0.012	-0.045	0.565	"4"
"HO"	0	0	0	1	0	0	0.172	0.1	0.126	0.477	0.026	0.099	-0.082	-0.046	-0.058	0.322	-0.012	-0.045	0.565	"4"
"IM"	1	0	0	0	0	0	0.172	0.1	0.126	0.477	0.026	0.099	0.764	-0.046	-0.058	-0.281	-0.012	-0.045	1.206	"1"
"ISO"	0	0	0	1	0	0	0.172	0.1	0.126	0.477	0.026	0.099	-0.082	-0.046	-0.058	0.322	-0.012	-0.045	0.565	"4"
"KIEU"	0	0	0	1	0	0	0.172	0.1	0.126	0.477	0.026	0.099	-0.082	-0.046	-0.058	0.322	-0.012	-0.045	0.565	"4"
"l"	0	0	1	0	0	0	0.172	0.1	0.126	0.477	0.026	0.099	-0.082	-0.046	0.9	-0.281	-0.012	-0.045	1.366	"3"
"MUCH"	1	0	0	0	0	0	0.172	0.1	0.126	0.477	0.026	0.099	0.764	-0.046	-0.058	-0.281	-0.012	-0.045	1.206	"1"
"O"	1	0	0	0	0	0	0.172	0.1	0.126	0.477	0.026	0.099	0.764	-0.046	-0.058	-0.281	-0.012	-0.045	1.206	"1"
"uzLAW.com"	0	0	1	0	0	0	0.172	0.1	0.126	0.477	0.026	0.099	-0.082	-0.046	0.9	-0.281	-0.012	-0.045	1.366	"3"
"一周年"	0	0	0	1	0	0	0.172	0.1	0.126	0.477	0.026	0.099	-0.082	-0.046	-0.058	0.322	-0.012	-0.045	0.565	"4"
"一日"	1	0	0	1	0	0	0.344	0.2	0.252	0.954	0.052	0.198	0.502	-0.092	-0.117	0.139	-0.023	-0.09	0.963	"1"
"一月"	1	0	0	2	0	0	0.516	0.301	0.377	1.43	0.079	0.297	0.364	-0.138	-0.175	0.332	-0.035	-0.136	1.18	"1"
"一楼"	0	0	0	1	0	0	0.172	0.1	0.126	0.477	0.026	0.099	-0.082	-0.046	-0.058	0.322	-0.012	-0.045	0.565	"4"
"一行"	0	0	0	0	0	1	0.172	0.1	0.126	0.477	0.026	0.099	-0.082	-0.046	-0.058	-0.281	-0.012	1.005	1.484	"6"
"一週年"	0	0	0	1	0	0	0.172	0.1	0.126	0.477	0.026	0.099	-0.082	-0.046	-0.058	0.322	-0.012	-0.045	0.565	"4"
"一银"	0	0	1	0	0	0	0.172	0.1	0.126	0.477	0.026	0.099	-0.082	-0.046	0.9	-0.281	-0.012	-0.045	1.366	"3"
"一银奖"	0	1	0	0	0	0	0.172	0.1	0.126	0.477	0.026	0.099	-0.082	0.999	-0.058	-0.281	-0.012	-0.045	1.477	"2"
"一零一"	0	0	0	1	0	0	0.172	0.1	0.126	0.477	0.026	0.099	-0.082	-0.046	-0.058	0.322	-0.012	-0.045	0.565	"4"
"七十九年"	0	1	0	0	0	0	0.172	0.1	0.126	0.477	0.026	0.099	-0.082	0.999	-0.058	-0.281	-0.012	-0.045	1.477	"2"
"七十二"	0	0	0	1	0	0	0.172	0.1	0.126	0.477	0.026	0.099	-0.082	-0.046	-0.058	0.322	-0.012	-0.045	0.565	"4"
"七十五年"	1	0	0	0	0	0	0.172	0.1	0.126	0.477	0.026	0.099	0.764	-0.046	-0.058	-0.281	-0.012	-0.045	1.206	"1"
"七日"	1	0	0	0	0	0	0.172	0.1	0.126	0.477	0.026	0.099	0.764	-0.046	-0.058	-0.281	-0.012	-0.045	1.206	"1"
"七时"	5	0	0	0	0	0	0.861	0.501	0.629	2.384	0.131	0.494	3.821	-0.229	-0.292	-1.407	-0.058	-0.226	6.033	"1"
"万人游"	0	0	0	1	0	0	0.172	0.1	0.126	0.477	0.026	0.099	-0.082	-0.046	-0.058	0.322	-0.012	-0.045	0.565	"4"
"三十一"	0	0	0	1	0	0	0.172	0.1	0.126	0.477	0.026	0.099	-0.082	-0.046	-0.058	0.322	-0.012	-0.045	0.565	"4"
"三十分"	7	0	1	9	0	0	2.926	1.703	2.138	8.106	0.446	1.68	1.759	-0.78	-0.455	0.374	-0.196	-0.768	4.332	"1"
"三十日"	1	0	0	1	0	0	0.344	0.2	0.252	0.954	0.052	0.198	0.502	-0.092	-0.117	0.139	-0.023	-0.09	0.963	"1"
"三月"	0	0	0	1	0	0	0.172	0.1	0.126	0.477	0.026	0.099	-0.082	-0.046	-0.058	0.322	-0.012	-0.045	0.565	"4"
"三楼"	4	0	0	1	0	0	0.861	0.501	0.629	2.384	0.131	0.494	2.422	-0.229	-0.292	-0.662	-0.058	-0.226	3.889	"1"
"上"	5	0	27	41	3	7	14.286	8.317	10.439	39.576	2.178	8.204	-2.613	-3.806	5.729	0.378	0.429	-0.381	13.336	"3"
"上午"	2	1	0	17	1	3	4.131	2.405	3.018	11.444	0.63	2.372	-0.715	-0.536	-1.401	1.727	0.326	0.369	5.074	"4"
"上将"	1	0	0	0	0	0	0.172	0.1	0.126	0.477	0.026	0.099	0.764	-0.046	-0.058	-0.281	-0.012	-0.045	1.206	"1"
"上述"	1	0	0	0	0	0	0.172	0.1	0.126	0.477	0.026	0.099	0.764	-0.046	-0.058	-0.281	-0.012	-0.045	1.206	"1"
"下午"	1	2	0	9	0	0	2.065	1.202	1.509	5.722	0.315	1.186	-0.441	0.466	-0.7	1.275	-0.139	-0.542	3.563	"4"
"与会"	1	0	0	0	1	1	0.516	0.301	0.377	1.43	0.079	0.297	0.364	-0.138	-0.175	-0.844	1.115	0.572	3.208	"5"
"世台会"	0	0	0	1	0	0	0.172	0.1	0.126	0.477	0.026	0.099	-0.082	-0.046	-0.058	0.322	-0.012	-0.045	0.565	"4"
"世贸"	1	0	0	3	0	0	0.688	0.401	0.503	1.907	0.105	0.395	0.276	-0.183	-0.233	0.555	-0.046	-0.181	1.474	"4"
"业"	0	0	1	1	0	0	0.344	0.2	0.252	0.954	0.052	0.198	-0.164	-0.092	0.628	0.139	-0.023	-0.09	1.136	"3"
"东县"	0	0	0	1	0	0	0.172	0.1	0.126	0.477	0.026	0.099	-0.082	-0.046	-0.058	0.322	-0.012	-0.045	0.565	"4"
"丧礼"	0	0	1	0	0	0	0.172	0.1	0.126	0.477	0.026	0.099	-0.082	-0.046	0.9	-0.281	-0.012	-0.045	1.366	"3"
"丧葬"	0	0	0	0	0	1	0.172	0.1	0.126	0.477	0.026	0.099	-0.082	-0.046	-0.058	-0.281	-0.012	1.005	1.484	"6"
"个展"	0	1	0	0	0	0	0.172	0.1	0.126	0.477	0.026	0.099	-0.082	0.999	-0.058	-0.281	-0.012	-0.045	1.477	"2"
"中兴"	0	0	0	1	0	0	0.172	0.1	0.126	0.477	0.026	0.099	-0.082	-0.046	-0.058	0.322	-0.012	-0.045	0.565	"4"
"中午"	0	0	0	0	0	1	0.172	0.1	0.126	0.477	0.026	0.099	-0.082	-0.046	-0.058	-0.281	-0.012	1.005	1.484	"6"
"中华"	2	0	0	0	0	0	0.344	0.2	0.252	0.954	0.052	0.198	1.528	-0.092	-0.117	-0.563	-0.023	-0.09	2.413	"1"
"中华会馆"	0	0	0	1	0	0	0.172	0.1	0.126	0.477	0.026	0.099	-0.082	-0.046	-0.058	0.322	-0.012	-0.045	0.565	"4"
"中华民国"	0	1	0	4	0	0	0.861	0.501	0.629	2.384	0.131	0.494	-0.41	0.387	-0.292	0.796	-0.058	-0.226	2.169	"4"
"中央社"	3	0	0	4	0	0	1.205	0.701	0.88	3.338	0.184	0.692	0.985	-0.321	-0.409	0.347	-0.081	-0.316	2.459	"1"
"中庭"	0	0	0	1	0	0	0.172	0.1	0.126	0.477	0.026	0.099	-0.082	-0.046	-0.058	0.322	-0.012	-0.045	0.565	"4"
"中心"	4	0	1	9	0	4	3.098	1.804	2.264	8.583	0.472	1.779	0.424	-0.825	-0.496	0.289	-0.208	1.022	3.264	"6"
"中文"	1	0	0	0	0	0	0.172	0.1	0.126	0.477	0.026	0.099	0.764	-0.046	-0.058	-0.281	-0.012	-0.045	1.206	"1"
