"Coll_Word"	"1"	"2"	"3"	"exp_1"	"exp_2"	"exp_3"	"pbin_1"	"pbin_2"	"pbin_3"	"SumAbsDev"	"LargestDev"
"－－"	0	0	1	0.384	0.245	0.372	-0.21	-0.122	0.43	0.762	"3"
"、"	1	0	29	11.517	7.336	11.147	-5.016	-3.654	11.185	19.855	"3"
"﹑"	0	3	0	1.152	0.734	1.115	-0.631	1.835	-0.605	3.071	"2"
"“"	37	0	0	14.204	9.048	13.748	15.385	-4.506	-7.464	27.355	"1"
"”"	30	0	0	11.517	7.336	11.147	12.474	-3.654	-6.052	22.18	"1"
"《"	4	0	0	1.536	0.978	1.486	1.663	-0.487	-0.807	2.957	"1"
"》"	3	0	0	1.152	0.734	1.115	1.247	-0.365	-0.605	2.217	"1"
"「"	18	0	0	6.91	4.402	6.688	7.484	-2.192	-3.631	13.307	"1"
"」"	25	0	1	9.981	6.358	9.661	9.18	-3.167	-4.031	16.378	"1"
"□"	1	0	0	0.384	0.245	0.372	0.416	-0.122	-0.202	0.74	"1"
"○○一"	1	0	0	0.384	0.245	0.372	0.416	-0.122	-0.202	0.74	"1"
"180"	1	0	0	0.384	0.245	0.372	0.416	-0.122	-0.202	0.74	"1"
"2008年"	1	0	0	0.384	0.245	0.372	0.416	-0.122	-0.202	0.74	"1"
"30余"	0	0	1	0.384	0.245	0.372	-0.21	-0.122	0.43	0.762	"3"
"3480"	1	0	0	0.384	0.245	0.372	0.416	-0.122	-0.202	0.74	"1"
"7.2"	0	0	1	0.384	0.245	0.372	-0.21	-0.122	0.43	0.762	"3"
"80年"	1	0	0	0.384	0.245	0.372	0.416	-0.122	-0.202	0.74	"1"
"863"	1	0	0	0.384	0.245	0.372	0.416	-0.122	-0.202	0.74	"1"
"891024"	1	0	0	0.384	0.245	0.372	0.416	-0.122	-0.202	0.74	"1"
"900104"	1	0	0	0.384	0.245	0.372	0.416	-0.122	-0.202	0.74	"1"
"90年代"	0	1	0	0.384	0.245	0.372	-0.21	0.612	-0.202	1.024	"2"
"A"	2	0	0	0.768	0.489	0.743	0.832	-0.244	-0.403	1.479	"1"
"APEC"	1	0	0	0.384	0.245	0.372	0.416	-0.122	-0.202	0.74	"1"
"Architects"	1	0	0	0.384	0.245	0.372	0.416	-0.122	-0.202	0.74	"1"
"e"	1	0	0	0.384	0.245	0.372	0.416	-0.122	-0.202	0.74	"1"
"IA"	0	0	1	0.384	0.245	0.372	-0.21	-0.122	0.43	0.762	"3"
"IT"	0	0	2	0.768	0.489	0.743	-0.421	-0.244	0.86	1.525	"3"
"SONY"	2	0	0	0.768	0.489	0.743	0.832	-0.244	-0.403	1.479	"1"
"workshop"	1	0	0	0.384	0.245	0.372	0.416	-0.122	-0.202	0.74	"1"
"一些"	1	2	6	3.455	2.201	3.344	-1.073	-0.21	1.149	2.432	"3"
"一体"	0	0	1	0.384	0.245	0.372	-0.21	-0.122	0.43	0.762	"3"
"一共"	1	0	0	0.384	0.245	0.372	0.416	-0.122	-0.202	0.74	"1"
"一味"	0	0	1	0.384	0.245	0.372	-0.21	-0.122	0.43	0.762	"3"
"一时间"	1	0	0	0.384	0.245	0.372	0.416	-0.122	-0.202	0.74	"1"
"一生"	1	0	0	0.384	0.245	0.372	0.416	-0.122	-0.202	0.74	"1"
"一级"	0	0	1	0.384	0.245	0.372	-0.21	-0.122	0.43	0.762	"3"
"一般"	1	0	0	0.384	0.245	0.372	0.416	-0.122	-0.202	0.74	"1"
"一般人员"	1	0	0	0.384	0.245	0.372	0.416	-0.122	-0.202	0.74	"1"
"一般性"	0	0	1	0.384	0.245	0.372	-0.21	-0.122	0.43	0.762	"3"
