"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"SumAbsDev"	"LargestDev"
"」"	0	1	6	0	0	1	0.761	2.881	2.851	0.857	0.362	0.288	-0.347	-0.811	1.556	-0.393	-0.161	0.595	3.863	"3"
"10年"	0	2	0	0	0	0	0.19	0.72	0.713	0.214	0.091	0.072	-0.087	0.887	-0.383	-0.098	-0.04	-0.032	1.527	"2"
"160"	0	0	1	0	0	0	0.095	0.36	0.356	0.107	0.045	0.036	-0.043	-0.194	0.448	-0.049	-0.02	-0.016	0.77	"3"
"21世纪"	0	3	0	0	0	0	0.285	1.08	1.069	0.321	0.136	0.108	-0.13	1.33	-0.574	-0.148	-0.06	-0.048	2.29	"2"
"25"	0	0	1	0	0	0	0.095	0.36	0.356	0.107	0.045	0.036	-0.043	-0.194	0.448	-0.049	-0.02	-0.016	0.77	"3"
"3000万"	0	1	0	0	0	0	0.095	0.36	0.356	0.107	0.045	0.036	-0.043	0.443	-0.191	-0.049	-0.02	-0.016	0.762	"2"
"891027"	0	0	1	0	0	0	0.095	0.36	0.356	0.107	0.045	0.036	-0.043	-0.194	0.448	-0.049	-0.02	-0.016	0.77	"3"
"891114"	0	0	1	0	0	0	0.095	0.36	0.356	0.107	0.045	0.036	-0.043	-0.194	0.448	-0.049	-0.02	-0.016	0.77	"3"
"891121"	0	0	1	0	0	0	0.095	0.36	0.356	0.107	0.045	0.036	-0.043	-0.194	0.448	-0.049	-0.02	-0.016	0.77	"3"
"BEST"	0	0	1	0	0	0	0.095	0.36	0.356	0.107	0.045	0.036	-0.043	-0.194	0.448	-0.049	-0.02	-0.016	0.77	"3"
"CBD"	0	1	0	0	0	0	0.095	0.36	0.356	0.107	0.045	0.036	-0.043	0.443	-0.191	-0.049	-0.02	-0.016	0.762	"2"
"EMC"	0	0	1	0	0	0	0.095	0.36	0.356	0.107	0.045	0.036	-0.043	-0.194	0.448	-0.049	-0.02	-0.016	0.77	"3"
"erce"	0	0	0	0	0	1	0.095	0.36	0.356	0.107	0.045	0.036	-0.043	-0.194	-0.191	-0.049	-0.02	1.444	1.941	"6"
"F-15E"	0	0	1	0	0	0	0.095	0.36	0.356	0.107	0.045	0.036	-0.043	-0.194	0.448	-0.049	-0.02	-0.016	0.77	"3"
"F117A"	0	0	1	0	0	0	0.095	0.36	0.356	0.107	0.045	0.036	-0.043	-0.194	0.448	-0.049	-0.02	-0.016	0.77	"3"
"Online"	0	0	0	0	0	1	0.095	0.36	0.356	0.107	0.045	0.036	-0.043	-0.194	-0.191	-0.049	-0.02	1.444	1.941	"6"
"P&amp;G"	0	0	0	0	0	1	0.095	0.36	0.356	0.107	0.045	0.036	-0.043	-0.194	-0.191	-0.049	-0.02	1.444	1.941	"6"
