"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"exp_8"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"pbin_8"	"SumAbsDev"	"LargestDev"
"﹑"	1	0	0	0	0	0	0	0	0.23	0.104	0.011	0.159	0.131	0.136	0.16	0.069	0.637	-0.048	-0.005	-0.075	-0.061	-0.063	-0.075	-0.031	0.995	"1"
"."	0	0	0	0	2	3	3	1	2.074	0.939	0.095	1.432	1.179	1.223	1.436	0.622	-1.024	-0.431	-0.041	-0.678	0.476	0.951	0.791	0.323	4.715	"1"
"0246"	0	0	0	0	0	0	1	0	0.23	0.104	0.011	0.159	0.131	0.136	0.16	0.069	-0.114	-0.048	-0.005	-0.075	-0.061	-0.063	0.797	-0.031	1.194	"7"
"1968年"	0	0	0	0	0	1	0	0	0.23	0.104	0.011	0.159	0.131	0.136	0.16	0.069	-0.114	-0.048	-0.005	-0.075	-0.061	0.867	-0.075	-0.031	1.276	"6"
"250"	0	0	0	0	0	1	0	0	0.23	0.104	0.011	0.159	0.131	0.136	0.16	0.069	-0.114	-0.048	-0.005	-0.075	-0.061	0.867	-0.075	-0.031	1.276	"6"
"5409万"	1	0	0	0	0	0	0	0	0.23	0.104	0.011	0.159	0.131	0.136	0.16	0.069	0.637	-0.048	-0.005	-0.075	-0.061	-0.063	-0.075	-0.031	0.995	"1"
"891121"	0	0	0	0	0	0	1	0	0.23	0.104	0.011	0.159	0.131	0.136	0.16	0.069	-0.114	-0.048	-0.005	-0.075	-0.061	-0.063	0.797	-0.031	1.194	"7"
"891207"	0	0	0	0	1	0	0	0	0.23	0.104	0.011	0.159	0.131	0.136	0.16	0.069	-0.114	-0.048	-0.005	-0.075	0.883	-0.063	-0.075	-0.031	1.294	"5"
"900118"	0	0	0	0	0	0	1	0	0.23	0.104	0.011	0.159	0.131	0.136	0.16	0.069	-0.114	-0.048	-0.005	-0.075	-0.061	-0.063	0.797	-0.031	1.194	"7"
"C.N.R.RA"	0	0	0	0	0	0	1	0	0.23	0.104	0.011	0.159	0.131	0.136	0.16	0.069	-0.114	-0.048	-0.005	-0.075	-0.061	-0.063	0.797	-0.031	1.194	"7"
"CHP"	0	0	0	0	0	0	2	0	0.461	0.209	0.021	0.318	0.262	0.272	0.319	0.138	-0.228	-0.096	-0.009	-0.151	-0.122	-0.127	1.594	-0.062	2.389	"7"
"ESASHI"	0	0	0	0	0	0	0	1	0.23	0.104	0.011	0.159	0.131	0.136	0.16	0.069	-0.114	-0.048	-0.005	-0.075	-0.061	-0.063	-0.075	1.161	1.602	"8"
"Horizon"	2	0	0	0	0	0	0	0	0.461	0.209	0.021	0.318	0.262	0.272	0.319	0.138	1.275	-0.096	-0.009	-0.151	-0.122	-0.127	-0.151	-0.062	1.993	"1"
"K"	0	0	0	0	1	0	0	0	0.23	0.104	0.011	0.159	0.131	0.136	0.16	0.069	-0.114	-0.048	-0.005	-0.075	0.883	-0.063	-0.075	-0.031	1.294	"5"
"Lynhite"	0	0	0	0	1	0	0	0	0.23	0.104	0.011	0.159	0.131	0.136	0.16	0.069	-0.114	-0.048	-0.005	-0.075	0.883	-0.063	-0.075	-0.031	1.294	"5"
"MASAYOSHI"	0	0	0	0	0	0	0	1	0.23	0.104	0.011	0.159	0.131	0.136	0.16	0.069	-0.114	-0.048	-0.005	-0.075	-0.061	-0.063	-0.075	1.161	1.602	"8"
"O"	0	0	0	0	0	0	1	0	0.23	0.104	0.011	0.159	0.131	0.136	0.16	0.069	-0.114	-0.048	-0.005	-0.075	-0.061	-0.063	0.797	-0.031	1.194	"7"
"orgeirMoan"	0	0	0	0	0	1	0	0	0.23	0.104	0.011	0.159	0.131	0.136	0.16	0.069	-0.114	-0.048	-0.005	-0.075	-0.061	0.867	-0.075	-0.031	1.276	"6"
