"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"exp_8"	"exp_9"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"pbin_8"	"pbin_9"	"SumAbsDev"	"LargestDev"
"--"	3	0	5	0	0	0	0	3	3	1.988	0.987	1.132	0.484	4.701	0.604	0.667	0.503	2.935	0.496	-0.444	2.431	-0.214	-2.487	-0.268	-0.297	1.902	0.231	8.77	"5"
"」"	5	0	1	0	1	1	0	0	1	1.278	0.634	0.727	0.311	3.022	0.389	0.429	0.323	1.887	2.356	-0.286	0.274	-0.137	-0.855	0.484	-0.191	-0.143	-0.39	5.116	"1"
"11时"	0	0	0	0	1	0	0	0	0	0.142	0.07	0.081	0.035	0.336	0.043	0.048	0.036	0.21	-0.066	-0.032	-0.037	-0.015	0.474	-0.019	-0.021	-0.016	-0.102	0.782	"5"
"151周年"	0	0	0	0	1	0	0	0	0	0.142	0.07	0.081	0.035	0.336	0.043	0.048	0.036	0.21	-0.066	-0.032	-0.037	-0.015	0.474	-0.019	-0.021	-0.016	-0.102	0.782	"5"
"18分"	0	0	0	0	1	0	0	0	0	0.142	0.07	0.081	0.035	0.336	0.043	0.048	0.036	0.21	-0.066	-0.032	-0.037	-0.015	0.474	-0.019	-0.021	-0.016	-0.102	0.782	"5"
"1948年"	0	0	0	0	1	0	0	0	0	0.142	0.07	0.081	0.035	0.336	0.043	0.048	0.036	0.21	-0.066	-0.032	-0.037	-0.015	0.474	-0.019	-0.021	-0.016	-0.102	0.782	"5"
"1954年"	0	0	0	0	1	0	0	0	0	0.142	0.07	0.081	0.035	0.336	0.043	0.048	0.036	0.21	-0.066	-0.032	-0.037	-0.015	0.474	-0.019	-0.021	-0.016	-0.102	0.782	"5"
"1955年"	0	0	1	0	0	0	0	0	0	0.142	0.07	0.081	0.035	0.336	0.043	0.048	0.036	0.21	-0.066	-0.032	1.092	-0.015	-0.178	-0.019	-0.021	-0.016	-0.102	1.541	"3"
"2003年度"	1	0	0	0	0	0	0	0	0	0.142	0.07	0.081	0.035	0.336	0.043	0.048	0.036	0.21	0.848	-0.032	-0.037	-0.015	-0.178	-0.019	-0.021	-0.016	-0.102	1.268	"1"
"2008年"	0	0	0	0	1	0	0	0	0	0.142	0.07	0.081	0.035	0.336	0.043	0.048	0.036	0.21	-0.066	-0.032	-0.037	-0.015	0.474	-0.019	-0.021	-0.016	-0.102	0.782	"5"
"200余"	0	0	1	0	0	0	0	0	0	0.142	0.07	0.081	0.035	0.336	0.043	0.048	0.036	0.21	-0.066	-0.032	1.092	-0.015	-0.178	-0.019	-0.021	-0.016	-0.102	1.541	"3"
"6时"	0	0	2	0	0	0	0	0	0	0.284	0.141	0.162	0.069	0.672	0.086	0.095	0.072	0.419	-0.133	-0.063	2.185	-0.031	-0.355	-0.038	-0.042	-0.032	-0.204	3.083	"3"
"891001"	0	0	0	0	1	0	0	0	0	0.142	0.07	0.081	0.035	0.336	0.043	0.048	0.036	0.21	-0.066	-0.032	-0.037	-0.015	0.474	-0.019	-0.021	-0.016	-0.102	0.782	"5"
"891010"	0	0	0	0	2	0	0	0	0	0.284	0.141	0.162	0.069	0.672	0.086	0.095	0.072	0.419	-0.133	-0.063	-0.073	-0.031	0.948	-0.038	-0.042	-0.032	-0.204	1.564	"5"
"891109"	0	0	0	0	0	0	1	0	0	0.142	0.07	0.081	0.035	0.336	0.043	0.048	0.036	0.21	-0.066	-0.032	-0.037	-0.015	-0.178	-0.019	1.322	-0.016	-0.102	1.787	"7"
"891216"	0	0	0	0	1	0	0	0	0	0.142	0.07	0.081	0.035	0.336	0.043	0.048	0.036	0.21	-0.066	-0.032	-0.037	-0.015	0.474	-0.019	-0.021	-0.016	-0.102	0.782	"5"
"891229"	1	0	0	0	0	0	0	0	0	0.142	0.07	0.081	0.035	0.336	0.043	0.048	0.036	0.21	0.848	-0.032	-0.037	-0.015	-0.178	-0.019	-0.021	-0.016	-0.102	1.268	"1"
"8时"	0	0	1	0	0	0	0	0	0	0.142	0.07	0.081	0.035	0.336	0.043	0.048	0.036	0.21	-0.066	-0.032	1.092	-0.015	-0.178	-0.019	-0.021	-0.016	-0.102	1.541	"3"
"900118"	0	0	0	0	0	0	0	0	1	0.142	0.07	0.081	0.035	0.336	0.043	0.048	0.036	0.21	-0.066	-0.032	-0.037	-0.015	-0.178	-0.019	-0.021	-0.016	0.678	1.062	"9"
"9时"	1	0	0	0	0	0	0	0	1	0.284	0.141	0.162	0.069	0.672	0.086	0.095	0.072	0.419	0.579	-0.063	-0.073	-0.031	-0.355	-0.038	-0.042	-0.032	0.426	1.639	"1"
"B1"	0	0	0	0	0	0	0	0	1	0.142	0.07	0.081	0.035	0.336	0.043	0.048	0.036	0.21	-0.066	-0.032	-0.037	-0.015	-0.178	-0.019	-0.021	-0.016	0.678	1.062	"9"
"CNNIC"	0	0	0	0	0	0	0	0	2	0.284	0.141	0.162	0.069	0.672	0.086	0.095	0.072	0.419	-0.133	-0.063	-0.073	-0.031	-0.355	-0.038	-0.042	-0.032	1.357	2.124	"9"
"GEN"	0	0	0	0	0	0	0	0	1	0.142	0.07	0.081	0.035	0.336	0.043	0.048	0.036	0.21	-0.066	-0.032	-0.037	-0.015	-0.178	-0.019	-0.021	-0.016	0.678	1.062	"9"
"GSP"	0	0	0	0	1	0	0	0	0	0.142	0.07	0.081	0.035	0.336	0.043	0.048	0.036	0.21	-0.066	-0.032	-0.037	-0.015	0.474	-0.019	-0.021	-0.016	-0.102	0.782	"5"
"m.net"	1	0	0	0	0	0	0	0	0	0.142	0.07	0.081	0.035	0.336	0.043	0.048	0.036	0.21	0.848	-0.032	-0.037	-0.015	-0.178	-0.019	-0.021	-0.016	-0.102	1.268	"1"
"SurfIP"	0	0	0	0	0	0	0	0	2	0.284	0.141	0.162	0.069	0.672	0.086	0.095	0.072	0.419	-0.133	-0.063	-0.073	-0.031	-0.355	-0.038	-0.042	-0.032	1.357	2.124	"9"
"VH"	1	0	0	0	0	0	0	0	0	0.142	0.07	0.081	0.035	0.336	0.043	0.048	0.036	0.21	0.848	-0.032	-0.037	-0.015	-0.178	-0.019	-0.021	-0.016	-0.102	1.268	"1"
"一刻"	0	0	0	0	1	0	0	0	0	0.142	0.07	0.081	0.035	0.336	0.043	0.048	0.036	0.21	-0.066	-0.032	-0.037	-0.015	0.474	-0.019	-0.021	-0.016	-0.102	0.782	"5"
"一周年"	0	0	0	0	2	0	0	0	0	0.284	0.141	0.162	0.069	0.672	0.086	0.095	0.072	0.419	-0.133	-0.063	-0.073	-0.031	0.948	-0.038	-0.042	-0.032	-0.204	1.564	"5"
"一定"	0	0	0	0	0	0	1	0	0	0.142	0.07	0.081	0.035	0.336	0.043	0.048	0.036	0.21	-0.066	-0.032	-0.037	-0.015	-0.178	-0.019	1.322	-0.016	-0.102	1.787	"7"
"一拜"	0	0	0	0	1	0	0	0	1	0.284	0.141	0.162	0.069	0.672	0.086	0.095	0.072	0.419	-0.133	-0.063	-0.073	-0.031	0.253	-0.038	-0.042	-0.032	0.426	1.091	"9"
"一日"	0	0	0	0	0	0	0	0	1	0.142	0.07	0.081	0.035	0.336	0.043	0.048	0.036	0.21	-0.066	-0.032	-0.037	-0.015	-0.178	-0.019	-0.021	-0.016	0.678	1.062	"9"
"一月"	1	0	0	0	0	1	0	0	1	0.426	0.211	0.242	0.104	1.007	0.13	0.143	0.108	0.629	0.434	-0.095	-0.11	-0.046	-0.533	0.907	-0.064	-0.048	0.296	2.533	"6"
"一楼"	1	0	0	0	0	0	0	0	0	0.142	0.07	0.081	0.035	0.336	0.043	0.048	0.036	0.21	0.848	-0.032	-0.037	-0.015	-0.178	-0.019	-0.021	-0.016	-0.102	1.268	"1"
"一点"	0	0	0	0	0	0	1	0	0	0.142	0.07	0.081	0.035	0.336	0.043	0.048	0.036	0.21	-0.066	-0.032	-0.037	-0.015	-0.178	-0.019	1.322	-0.016	-0.102	1.787	"7"
"一般"	0	0	0	0	0	0	1	0	0	0.142	0.07	0.081	0.035	0.336	0.043	0.048	0.036	0.21	-0.066	-0.032	-0.037	-0.015	-0.178	-0.019	1.322	-0.016	-0.102	1.787	"7"
"七日"	1	0	0	0	1	0	0	0	0	0.284	0.141	0.162	0.069	0.672	0.086	0.095	0.072	0.419	0.579	-0.063	-0.073	-0.031	0.253	-0.038	-0.042	-0.032	-0.204	1.315	"1"
"七时"	3	0	0	0	0	0	0	0	0	0.426	0.211	0.242	0.104	1.007	0.13	0.143	0.108	0.629	2.543	-0.095	-0.11	-0.046	-0.533	-0.058	-0.064	-0.048	-0.307	3.804	"1"
"万物"	0	0	0	0	0	0	0	0	1	0.142	0.07	0.081	0.035	0.336	0.043	0.048	0.036	0.21	-0.066	-0.032	-0.037	-0.015	-0.178	-0.019	-0.021	-0.016	0.678	1.062	"9"
"三九二"	0	0	0	0	0	0	0	0	1	0.142	0.07	0.081	0.035	0.336	0.043	0.048	0.036	0.21	-0.066	-0.032	-0.037	-0.015	-0.178	-0.019	-0.021	-0.016	0.678	1.062	"9"
