"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"SumAbsDev"	"LargestDev"
""	0	16	0	0	0	0	0	2.418	3.364	4.645	1.241	1.49	0.407	2.436	-1.138	10.836	-2.383	-0.561	-0.679	-0.179	-1.148	16.924	"2"
"."	2	41	4	0	2	0	0	7.404	10.302	14.226	3.799	4.562	1.248	7.46	-1.814	19.912	-3.428	-1.717	-0.814	-0.549	-3.515	31.749	"2"
"▲"	1	0	0	0	0	0	1	0.302	0.42	0.581	0.155	0.186	0.051	0.304	0.554	-0.205	-0.298	-0.07	-0.085	-0.022	0.551	1.785	"1"
"0"	0	3	0	0	1	0	0	0.604	0.841	1.161	0.31	0.372	0.102	0.609	-0.285	1.504	-0.596	-0.14	0.49	-0.045	-0.287	3.347	"2"
"0.01"	0	1	0	0	0	0	0	0.151	0.21	0.29	0.078	0.093	0.025	0.152	-0.071	0.677	-0.149	-0.035	-0.042	-0.011	-0.072	1.057	"2"
"11116"	0	0	0	0	0	0	1	0.151	0.21	0.29	0.078	0.093	0.025	0.152	-0.071	-0.103	-0.149	-0.035	-0.042	-0.011	0.817	1.228	"7"
"120"	1	0	0	0	1	0	0	0.302	0.42	0.581	0.155	0.186	0.051	0.304	0.554	-0.205	-0.298	-0.07	0.751	-0.022	-0.143	2.043	"5"
"120余"	0	0	0	1	0	0	0	0.151	0.21	0.29	0.078	0.093	0.025	0.152	-0.071	-0.103	-0.149	1.111	-0.042	-0.011	-0.072	1.559	"4"
"121"	0	0	0	0	0	0	1	0.151	0.21	0.29	0.078	0.093	0.025	0.152	-0.071	-0.103	-0.149	-0.035	-0.042	-0.011	0.817	1.228	"7"
"130"	0	0	1	0	0	0	0	0.151	0.21	0.29	0.078	0.093	0.025	0.152	-0.071	-0.103	0.537	-0.035	-0.042	-0.011	-0.072	0.871	"3"
"131"	0	0	1	0	0	0	0	0.151	0.21	0.29	0.078	0.093	0.025	0.152	-0.071	-0.103	0.537	-0.035	-0.042	-0.011	-0.072	0.871	"3"
"132"	0	0	1	0	0	0	0	0.151	0.21	0.29	0.078	0.093	0.025	0.152	-0.071	-0.103	0.537	-0.035	-0.042	-0.011	-0.072	0.871	"3"
"148"	0	0	0	0	1	0	0	0.151	0.21	0.29	0.078	0.093	0.025	0.152	-0.071	-0.103	-0.149	-0.035	1.031	-0.011	-0.072	1.472	"5"
"16.57"	0	0	1	0	0	0	0	0.151	0.21	0.29	0.078	0.093	0.025	0.152	-0.071	-0.103	0.537	-0.035	-0.042	-0.011	-0.072	0.871	"3"
