"Coll_Word"	"1"	"2"	"3"	"exp_1"	"exp_2"	"exp_3"	"pbin_1"	"pbin_2"	"pbin_3"	"SumAbsDev"	"LargestDev"
"0"	0	0	6	0.644	2.518	2.838	-0.296	-1.418	1.951	3.665	"3"
"1,000"	0	1	0	0.107	0.42	0.473	-0.049	0.377	-0.278	0.704	"2"
"11分制"	0	1	0	0.107	0.42	0.473	-0.049	0.377	-0.278	0.704	"2"
"1400"	0	0	1	0.107	0.42	0.473	-0.049	-0.236	0.325	0.61	"3"
"1500"	0	1	0	0.107	0.42	0.473	-0.049	0.377	-0.278	0.704	"2"
"1860"	0	0	1	0.107	0.42	0.473	-0.049	-0.236	0.325	0.61	"3"
"1992"	0	1	0	0.107	0.42	0.473	-0.049	0.377	-0.278	0.704	"2"
"1底"	0	1	0	0.107	0.42	0.473	-0.049	0.377	-0.278	0.704	"2"
"2003－2004"	0	0	2	0.215	0.839	0.946	-0.099	-0.473	0.65	1.222	"3"
"2008年"	1	1	0	0.215	0.839	0.946	0.692	0.178	-0.556	1.426	"1"
"2012年"	1	0	0	0.107	0.42	0.473	0.969	-0.236	-0.278	1.483	"1"
"21世纪"	1	0	0	0.107	0.42	0.473	0.969	-0.236	-0.278	1.483	"1"
"2分"	0	1	0	0.107	0.42	0.473	-0.049	0.377	-0.278	0.704	"2"
"2平"	0	0	1	0.107	0.42	0.473	-0.049	-0.236	0.325	0.61	"3"
"352"	0	0	1	0.107	0.42	0.473	-0.049	-0.236	0.325	0.61	"3"
"38"	0	0	1	0.107	0.42	0.473	-0.049	-0.236	0.325	0.61	"3"
"4"	0	3	8	1.181	4.616	5.203	-0.543	-0.599	1.086	2.228	"3"
"400"	0	1	0	0.107	0.42	0.473	-0.049	0.377	-0.278	0.704	"2"
"4人"	0	1	0	0.107	0.42	0.473	-0.049	0.377	-0.278	0.704	"2"
"52秒"	0	1	0	0.107	0.42	0.473	-0.049	0.377	-0.278	0.704	"2"
"542"	0	0	1	0.107	0.42	0.473	-0.049	-0.236	0.325	0.61	"3"
"5公"	0	1	0	0.107	0.42	0.473	-0.049	0.377	-0.278	0.704	"2"
"7500"	1	0	0	0.107	0.42	0.473	0.969	-0.236	-0.278	1.483	"1"
"7时"	0	2	0	0.215	0.839	0.946	-0.099	0.754	-0.556	1.409	"2"
"8"	0	0	3	0.322	1.259	1.419	-0.148	-0.709	0.975	1.832	"3"
"8级"	0	1	0	0.107	0.42	0.473	-0.049	0.377	-0.278	0.704	"2"
"A"	0	0	3	0.322	1.259	1.419	-0.148	-0.709	0.975	1.832	"3"
"AC"	0	0	2	0.215	0.839	0.946	-0.099	-0.473	0.65	1.222	"3"
"B"	0	0	3	0.322	1.259	1.419	-0.148	-0.709	0.975	1.832	"3"
"C"	0	0	1	0.107	0.42	0.473	-0.049	-0.236	0.325	0.61	"3"
"CC"	0	2	0	0.215	0.839	0.946	-0.099	0.754	-0.556	1.409	"2"
"Communications"	0	0	1	0.107	0.42	0.473	-0.049	-0.236	0.325	0.61	"3"
"D"	0	0	1	0.107	0.42	0.473	-0.049	-0.236	0.325	0.61	"3"
"F"	0	1	0	0.107	0.42	0.473	-0.049	0.377	-0.278	0.704	"2"
"FC"	0	0	1	0.107	0.42	0.473	-0.049	-0.236	0.325	0.61	"3"
