"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"SumAbsDev"	"LargestDev"
"!"	0	2	0	0	0	0	0.41	0.827	0.036	0.09	0.024	0.612	-0.199	0.767	-0.016	-0.04	-0.011	-0.317	1.35	"2"
"！"	2	3	0	0	0	0	1.026	2.068	0.091	0.226	0.06	1.529	0.563	0.467	-0.04	-0.1	-0.026	-0.793	1.989	"6"
"？"	0	12	0	0	0	0	2.462	4.963	0.219	0.542	0.144	3.67	-1.197	4.601	-0.096	-0.241	-0.063	-1.903	8.101	"2"
"…"	1	3	0	0	0	0	0.821	1.654	0.073	0.181	0.048	1.223	0.221	0.709	-0.032	-0.08	-0.021	-0.634	1.697	"2"
"‘"	1	3	0	0	0	0	0.821	1.654	0.073	0.181	0.048	1.223	0.221	0.709	-0.032	-0.08	-0.021	-0.634	1.697	"2"
"’"	0	3	0	0	0	0	0.615	1.241	0.055	0.136	0.036	0.918	-0.299	1.15	-0.024	-0.06	-0.016	-0.476	2.025	"2"
"＋"	1	0	0	0	0	0	0.205	0.414	0.018	0.045	0.012	0.306	0.688	-0.232	-0.008	-0.02	-0.005	-0.159	1.112	"1"
"■"	0	1	0	0	0	0	0.205	0.414	0.018	0.045	0.012	0.306	-0.1	0.383	-0.008	-0.02	-0.005	-0.159	0.675	"2"
"１"	0	0	0	0	0	1	0.205	0.414	0.018	0.045	0.012	0.306	-0.1	-0.232	-0.008	-0.02	-0.005	0.515	0.88	"6"
"137"	0	0	0	0	0	1	0.205	0.414	0.018	0.045	0.012	0.306	-0.1	-0.232	-0.008	-0.02	-0.005	0.515	0.88	"6"
"４月"	0	1	0	0	0	0	0.205	0.414	0.018	0.045	0.012	0.306	-0.1	0.383	-0.008	-0.02	-0.005	-0.159	0.675	"2"
"891005"	0	0	0	1	0	0	0.205	0.414	0.018	0.045	0.012	0.306	-0.1	-0.232	-0.008	1.345	-0.005	-0.159	1.849	"4"
"891017"	0	1	0	0	0	0	0.205	0.414	0.018	0.045	0.012	0.306	-0.1	0.383	-0.008	-0.02	-0.005	-0.159	0.675	"2"
"891104"	0	1	0	0	0	0	0.205	0.414	0.018	0.045	0.012	0.306	-0.1	0.383	-0.008	-0.02	-0.005	-0.159	0.675	"2"
