"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"SumAbsDev"	"LargestDev"
"－"	3	0	0	0	0	1.791	0.472	0.437	0.111	0.188	0.672	-0.223	-0.205	-0.049	-0.084	1.233	"1"
"--"	0	0	0	0	19	11.343	2.991	2.77	0.703	1.192	-7.5	-1.413	-1.3	-0.311	22.845	33.369	"5"
"－－"	2	0	0	0	0	1.194	0.315	0.292	0.074	0.125	0.448	-0.149	-0.137	-0.033	-0.056	0.823	"1"
"（"	26	0	0	0	0	15.523	4.093	3.791	0.962	1.631	5.824	-1.934	-1.78	-0.426	-0.732	10.696	"1"
"）"	27	0	0	0	0	16.12	4.25	3.937	0.999	1.694	6.048	-2.008	-1.848	-0.442	-0.76	11.106	"1"
"#"	3	0	0	0	0	1.791	0.472	0.437	0.111	0.188	0.672	-0.223	-0.205	-0.049	-0.084	1.233	"1"
"01"	1	0	0	0	0	0.597	0.157	0.146	0.037	0.063	0.224	-0.074	-0.068	-0.016	-0.028	0.41	"1"
"03"	1	0	0	0	0	0.597	0.157	0.146	0.037	0.063	0.224	-0.074	-0.068	-0.016	-0.028	0.41	"1"
"04"	1	0	0	0	0	0.597	0.157	0.146	0.037	0.063	0.224	-0.074	-0.068	-0.016	-0.028	0.41	"1"
"1.2"	0	1	0	0	0	0.597	0.157	0.146	0.037	0.063	-0.395	0.803	-0.068	-0.016	-0.028	1.31	"2"
"1.4"	0	1	0	0	0	0.597	0.157	0.146	0.037	0.063	-0.395	0.803	-0.068	-0.016	-0.028	1.31	"2"
"101"	1	1	0	0	0	1.194	0.315	0.292	0.074	0.125	-0.191	0.538	-0.137	-0.033	-0.056	0.955	"2"
"105"	0	0	0	1	0	0.597	0.157	0.146	0.037	0.063	-0.395	-0.074	-0.068	1.432	-0.028	1.997	"4"
"11万4000"	1	0	0	0	0	0.597	0.157	0.146	0.037	0.063	0.224	-0.074	-0.068	-0.016	-0.028	0.41	"1"
"11时"	3	0	0	0	0	1.791	0.472	0.437	0.111	0.188	0.672	-0.223	-0.205	-0.049	-0.084	1.233	"1"
"12巷"	2	0	0	0	0	1.194	0.315	0.292	0.074	0.125	0.448	-0.149	-0.137	-0.033	-0.056	0.823	"1"
"12月"	3	0	0	0	0	1.791	0.472	0.437	0.111	0.188	0.672	-0.223	-0.205	-0.049	-0.084	1.233	"1"
"130"	0	1	0	0	0	0.597	0.157	0.146	0.037	0.063	-0.395	0.803	-0.068	-0.016	-0.028	1.31	"2"
"1350万"	1	0	0	0	0	0.597	0.157	0.146	0.037	0.063	0.224	-0.074	-0.068	-0.016	-0.028	0.41	"1"
