"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"SumAbsDev"	"LargestDev"
"《"	0	30	0	0	8	6.98	12.765	6.228	2.899	9.128	-3.349	7.886	-2.954	-1.31	-0.378	15.877	"2"
"》"	0	36	6	0	10	9.551	17.468	8.523	3.968	12.49	-4.583	6.78	-0.638	-1.792	-0.577	14.37	"2"
"115亿"	0	1	0	0	0	0.184	0.336	0.164	0.076	0.24	-0.088	0.474	-0.078	-0.034	-0.119	0.793	"2"
"138亿"	0	0	0	1	0	0.184	0.336	0.164	0.076	0.24	-0.088	-0.178	-0.078	1.117	-0.119	1.58	"4"
"18日"	0	0	2	1	0	0.551	1.008	0.492	0.229	0.721	-0.264	-0.533	1.144	0.674	-0.358	2.973	"3"
"1940年"	0	0	0	1	0	0.184	0.336	0.164	0.076	0.24	-0.088	-0.178	-0.078	1.117	-0.119	1.58	"4"
"1950年"	0	0	0	0	1	0.184	0.336	0.164	0.076	0.24	-0.088	-0.178	-0.078	-0.034	0.619	0.997	"5"
"1966年"	0	1	0	0	0	0.184	0.336	0.164	0.076	0.24	-0.088	0.474	-0.078	-0.034	-0.119	0.793	"2"
"1972年"	0	1	0	0	0	0.184	0.336	0.164	0.076	0.24	-0.088	0.474	-0.078	-0.034	-0.119	0.793	"2"
"1974年"	1	0	0	0	0	0.184	0.336	0.164	0.076	0.24	0.736	-0.178	-0.078	-0.034	-0.119	1.145	"1"
"1985年"	0	1	0	0	0	0.184	0.336	0.164	0.076	0.24	-0.088	0.474	-0.078	-0.034	-0.119	0.793	"2"
"1994年"	0	1	1	1	0	0.551	1.008	0.492	0.229	0.721	-0.264	-0.132	0.381	0.674	-0.358	1.809	"4"
"1995年"	0	2	2	0	0	0.735	1.344	0.656	0.305	0.961	-0.353	0.385	0.892	-0.138	-0.477	2.245	"3"
"1996年"	0	1	0	0	0	0.184	0.336	0.164	0.076	0.24	-0.088	0.474	-0.078	-0.034	-0.119	0.793	"2"
"1997年"	0	1	0	0	0	0.184	0.336	0.164	0.076	0.24	-0.088	0.474	-0.078	-0.034	-0.119	0.793	"2"
"1999年"	0	1	0	0	0	0.184	0.336	0.164	0.076	0.24	-0.088	0.474	-0.078	-0.034	-0.119	0.793	"2"
"2005年"	0	0	2	0	0	0.367	0.672	0.328	0.153	0.48	-0.176	-0.356	1.571	-0.069	-0.239	2.411	"3"
"2012年"	0	0	1	0	0	0.184	0.336	0.164	0.076	0.24	-0.088	-0.178	0.785	-0.034	-0.119	1.204	"3"
"25周年"	0	0	0	0	3	0.551	1.008	0.492	0.229	0.721	-0.264	-0.533	-0.233	-0.103	1.858	2.991	"5"
"3%"	0	2	0	0	0	0.367	0.672	0.328	0.153	0.48	-0.176	0.948	-0.155	-0.069	-0.239	1.587	"2"
"300亿"	0	0	1	0	0	0.184	0.336	0.164	0.076	0.24	-0.088	-0.178	0.785	-0.034	-0.119	1.204	"3"
"31日"	1	0	0	0	0	0.184	0.336	0.164	0.076	0.24	0.736	-0.178	-0.078	-0.034	-0.119	1.145	"1"
"40周年"	0	0	0	1	0	0.184	0.336	0.164	0.076	0.24	-0.088	-0.178	-0.078	1.117	-0.119	1.58	"4"
"42周年"	0	0	0	0	1	0.184	0.336	0.164	0.076	0.24	-0.088	-0.178	-0.078	-0.034	0.619	0.997	"5"
"63％"	0	1	0	0	0	0.184	0.336	0.164	0.076	0.24	-0.088	0.474	-0.078	-0.034	-0.119	0.793	"2"
"64亿"	1	0	0	0	0	0.184	0.336	0.164	0.076	0.24	0.736	-0.178	-0.078	-0.034	-0.119	1.145	"1"
"6960"	0	0	0	1	0	0.184	0.336	0.164	0.076	0.24	-0.088	-0.178	-0.078	1.117	-0.119	1.58	"4"
"6月"	2	0	4	0	3	1.653	3.023	1.475	0.687	2.162	0.29	-1.6	1.342	-0.31	0.43	3.972	"2"
"891118"	0	0	0	0	1	0.184	0.336	0.164	0.076	0.24	-0.088	-0.178	-0.078	-0.034	0.619	0.997	"5"
"891204"	0	1	0	0	0	0.184	0.336	0.164	0.076	0.24	-0.088	0.474	-0.078	-0.034	-0.119	0.793	"2"
"891229"	1	0	0	0	0	0.184	0.336	0.164	0.076	0.24	0.736	-0.178	-0.078	-0.034	-0.119	1.145	"1"
"91万"	0	1	0	0	0	0.184	0.336	0.164	0.076	0.24	-0.088	0.474	-0.078	-0.034	-0.119	0.793	"2"
"ATT"	1	0	0	0	0	0.184	0.336	0.164	0.076	0.24	0.736	-0.178	-0.078	-0.034	-0.119	1.145	"1"
"CECA"	0	0	1	0	0	0.184	0.336	0.164	0.076	0.24	-0.088	-0.178	0.785	-0.034	-0.119	1.204	"3"
"CSI"	0	1	0	0	0	0.184	0.336	0.164	0.076	0.24	-0.088	0.474	-0.078	-0.034	-0.119	0.793	"2"
"Franchisingicensing"	0	1	0	0	0	0.184	0.336	0.164	0.076	0.24	-0.088	0.474	-0.078	-0.034	-0.119	0.793	"2"
"FTA"	2	0	0	0	1	0.551	1.008	0.492	0.229	0.721	1.051	-0.533	-0.233	-0.103	0.251	2.171	"1"
"G"	1	0	0	0	0	0.184	0.336	0.164	0.076	0.24	0.736	-0.178	-0.078	-0.034	-0.119	1.145	"1"
"Global"	0	1	0	0	0	0.184	0.336	0.164	0.076	0.24	-0.088	0.474	-0.078	-0.034	-0.119	0.793	"2"
"IIA"	0	0	1	0	0	0.184	0.336	0.164	0.076	0.24	-0.088	-0.178	0.785	-0.034	-0.119	1.204	"3"
"IP"	1	0	0	0	0	0.184	0.336	0.164	0.076	0.24	0.736	-0.178	-0.078	-0.034	-0.119	1.145	"1"
"N"	0	1	0	0	0	0.184	0.336	0.164	0.076	0.24	-0.088	0.474	-0.078	-0.034	-0.119	0.793	"2"
"OKA"	0	0	0	0	1	0.184	0.336	0.164	0.076	0.24	-0.088	-0.178	-0.078	-0.034	0.619	0.997	"5"
"PT"	0	1	0	0	0	0.184	0.336	0.164	0.076	0.24	-0.088	0.474	-0.078	-0.034	-0.119	0.793	"2"
"Telstra"	1	0	0	0	0	0.184	0.336	0.164	0.076	0.24	0.736	-0.178	-0.078	-0.034	-0.119	1.145	"1"
"WAP"	0	1	0	0	0	0.184	0.336	0.164	0.076	0.24	-0.088	0.474	-0.078	-0.034	-0.119	0.793	"2"
"一九七二年"	0	1	0	0	0	0.184	0.336	0.164	0.076	0.24	-0.088	0.474	-0.078	-0.034	-0.119	0.793	"2"
"一九九三年"	0	1	0	0	0	0.184	0.336	0.164	0.076	0.24	-0.088	0.474	-0.078	-0.034	-0.119	0.793	"2"
"一九九二年"	0	1	0	0	0	0.184	0.336	0.164	0.076	0.24	-0.088	0.474	-0.078	-0.034	-0.119	0.793	"2"
"一九九八年"	0	0	1	0	0	0.184	0.336	0.164	0.076	0.24	-0.088	-0.178	0.785	-0.034	-0.119	1.204	"3"
"一九九六年"	0	0	0	0	1	0.184	0.336	0.164	0.076	0.24	-0.088	-0.178	-0.078	-0.034	0.619	0.997	"5"
"一千五百"	0	0	0	1	0	0.184	0.336	0.164	0.076	0.24	-0.088	-0.178	-0.078	1.117	-0.119	1.58	"4"
"一旦"	0	1	0	0	0	0.184	0.336	0.164	0.076	0.24	-0.088	0.474	-0.078	-0.034	-0.119	0.793	"2"
"一百四十"	1	0	0	0	0	0.184	0.336	0.164	0.076	0.24	0.736	-0.178	-0.078	-0.034	-0.119	1.145	"1"
"一致"	1	0	0	1	1	0.551	1.008	0.492	0.229	0.721	0.341	-0.533	-0.233	0.674	0.251	2.032	"4"
"三万七"	0	0	0	0	1	0.184	0.336	0.164	0.076	0.24	-0.088	-0.178	-0.078	-0.034	0.619	0.997	"5"
"三国"	0	0	0	2	0	0.367	0.672	0.328	0.153	0.48	-0.176	-0.356	-0.155	2.235	-0.239	3.161	"4"
"上述"	1	0	3	0	0	0.735	1.344	0.656	0.305	0.961	0.255	-0.711	1.811	-0.138	-0.477	3.392	"3"
"上院"	0	0	0	0	1	0.184	0.336	0.164	0.076	0.24	-0.088	-0.178	-0.078	-0.034	0.619	0.997	"5"
"下来"	0	0	0	0	1	0.184	0.336	0.164	0.076	0.24	-0.088	-0.178	-0.078	-0.034	0.619	0.997	"5"
"不"	0	4	2	2	0	1.469	2.687	1.311	0.61	1.922	-0.705	0.578	0.413	0.921	-0.954	3.571	"5"
"不久前"	1	0	0	0	0	0.184	0.336	0.164	0.076	0.24	0.736	-0.178	-0.078	-0.034	-0.119	1.145	"1"
"不平"	0	1	0	1	0	0.367	0.672	0.328	0.153	0.48	-0.176	0.253	-0.155	0.833	-0.239	1.656	"4"
"不幸"	0	0	0	0	1	0.184	0.336	0.164	0.076	0.24	-0.088	-0.178	-0.078	-0.034	0.619	0.997	"5"
"不扩散"	0	1	0	0	0	0.184	0.336	0.164	0.076	0.24	-0.088	0.474	-0.078	-0.034	-0.119	0.793	"2"
"世界贸易组织"	0	1	0	0	1	0.367	0.672	0.328	0.153	0.48	-0.176	0.253	-0.155	-0.069	0.374	1.027	"5"
"世贸"	1	0	0	0	1	0.367	0.672	0.328	0.153	0.48	0.477	-0.356	-0.155	-0.069	0.374	1.431	"1"
"世贸组"	0	0	0	0	1	0.184	0.336	0.164	0.076	0.24	-0.088	-0.178	-0.078	-0.034	0.619	0.997	"5"
"世贸组织"	1	2	0	0	1	0.735	1.344	0.656	0.305	0.961	0.255	0.385	-0.311	-0.138	0.176	1.265	"2"
"业已"	0	1	0	0	2	0.551	1.008	0.492	0.229	0.721	-0.264	-0.132	-0.233	-0.103	0.838	1.57	"5"
"东"	0	1	0	0	0	0.184	0.336	0.164	0.076	0.24	-0.088	0.474	-0.078	-0.034	-0.119	0.793	"2"
"东协"	0	0	2	0	0	0.367	0.672	0.328	0.153	0.48	-0.176	-0.356	1.571	-0.069	-0.239	2.411	"3"
"东南"	0	0	0	0	1	0.184	0.336	0.164	0.076	0.24	-0.088	-0.178	-0.078	-0.034	0.619	0.997	"5"
"东南亚"	0	1	0	0	1	0.367	0.672	0.328	0.153	0.48	-0.176	0.253	-0.155	-0.069	0.374	1.027	"5"
"东扩"	0	1	0	0	0	0.184	0.336	0.164	0.076	0.24	-0.088	0.474	-0.078	-0.034	-0.119	0.793	"2"
"东柏"	0	0	0	1	0	0.184	0.336	0.164	0.076	0.24	-0.088	-0.178	-0.078	1.117	-0.119	1.58	"4"
"东森"	0	0	1	0	0	0.184	0.336	0.164	0.076	0.24	-0.088	-0.178	0.785	-0.034	-0.119	1.204	"3"
"东欧"	0	1	0	0	0	0.184	0.336	0.164	0.076	0.24	-0.088	0.474	-0.078	-0.034	-0.119	0.793	"2"
"两国"	3	2	5	1	4	2.755	5.039	2.458	1.144	3.603	0.269	-1.117	1.072	-0.167	0.298	2.923	"2"
"严格"	0	3	0	0	0	0.551	1.008	0.492	0.229	0.721	-0.264	1.421	-0.233	-0.103	-0.358	2.379	"2"
"丧权辱国"	0	1	0	0	0	0.184	0.336	0.164	0.076	0.24	-0.088	0.474	-0.078	-0.034	-0.119	0.793	"2"
"个别"	1	0	0	1	0	0.367	0.672	0.328	0.153	0.48	0.477	-0.356	-0.155	0.833	-0.239	2.06	"4"
"中东"	1	0	0	0	1	0.367	0.672	0.328	0.153	0.48	0.477	-0.356	-0.155	-0.069	0.374	1.431	"1"
"中方"	0	0	0	1	0	0.184	0.336	0.164	0.076	0.24	-0.088	-0.178	-0.078	1.117	-0.119	1.58	"4"
"中日"	0	0	0	0	1	0.184	0.336	0.164	0.076	0.24	-0.088	-0.178	-0.078	-0.034	0.619	0.997	"5"
"中朝"	1	0	0	0	0	0.184	0.336	0.164	0.076	0.24	0.736	-0.178	-0.078	-0.034	-0.119	1.145	"1"
"中止"	1	0	0	0	0	0.184	0.336	0.164	0.076	0.24	0.736	-0.178	-0.078	-0.034	-0.119	1.145	"1"
"中美"	0	1	0	0	0	0.184	0.336	0.164	0.076	0.24	-0.088	0.474	-0.078	-0.034	-0.119	0.793	"2"
"中美洲"	0	0	0	0	1	0.184	0.336	0.164	0.076	0.24	-0.088	-0.178	-0.078	-0.034	0.619	0.997	"5"
"中越"	0	0	1	0	0	0.184	0.336	0.164	0.076	0.24	-0.088	-0.178	0.785	-0.034	-0.119	1.204	"3"
"为期"	1	0	1	0	0	0.367	0.672	0.328	0.153	0.48	0.477	-0.356	0.522	-0.069	-0.239	1.663	"3"
