"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"SumAbsDev"	"LargestDev"
"------"	0	0	0	0	0	0	1	0.154	0.118	0.029	0.215	0.059	0.188	0.236	-0.073	-0.055	-0.013	-0.105	-0.026	-0.09	0.627	0.989	"7"
"《"	0	0	0	8	0	0	0	1.234	0.948	0.235	1.723	0.47	1.502	1.888	-0.582	-0.438	-0.104	5.335	-0.21	-0.723	-0.935	8.327	"4"
"》"	0	0	0	7	0	0	0	1.08	0.829	0.206	1.507	0.411	1.315	1.652	-0.509	-0.383	-0.091	4.668	-0.184	-0.632	-0.818	7.285	"4"
"」"	0	0	0	9	0	4	0	2.006	1.54	0.382	2.799	0.764	2.441	3.068	-0.946	-0.712	-0.168	3.52	-0.342	0.665	-1.52	7.873	"4"
"10万多"	0	0	0	0	1	0	0	0.154	0.118	0.029	0.215	0.059	0.188	0.236	-0.073	-0.055	-0.013	-0.105	1.231	-0.09	-0.117	1.684	"5"
"891024"	0	0	0	0	0	1	0	0.154	0.118	0.029	0.215	0.059	0.188	0.236	-0.073	-0.055	-0.013	-0.105	-0.026	0.726	-0.117	1.115	"6"
"891204"	0	0	0	0	0	0	1	0.154	0.118	0.029	0.215	0.059	0.188	0.236	-0.073	-0.055	-0.013	-0.105	-0.026	-0.09	0.627	0.989	"7"
"891208"	0	0	0	0	0	1	0	0.154	0.118	0.029	0.215	0.059	0.188	0.236	-0.073	-0.055	-0.013	-0.105	-0.026	0.726	-0.117	1.115	"6"
"ＣＫＰ"	0	0	1	0	0	0	0	0.154	0.118	0.029	0.215	0.059	0.188	0.236	-0.073	-0.055	1.532	-0.105	-0.026	-0.09	-0.117	1.998	"3"
"CN"	0	0	0	2	0	0	0	0.309	0.237	0.059	0.431	0.118	0.376	0.472	-0.146	-0.11	-0.026	1.334	-0.053	-0.181	-0.234	2.084	"4"
"CY"	0	0	0	0	0	1	0	0.154	0.118	0.029	0.215	0.059	0.188	0.236	-0.073	-0.055	-0.013	-0.105	-0.026	0.726	-0.117	1.115	"6"
"OBU"	0	0	0	2	0	0	0	0.309	0.237	0.059	0.431	0.118	0.376	0.472	-0.146	-0.11	-0.026	1.334	-0.053	-0.181	-0.234	2.084	"4"
"opt-out"	0	0	0	0	0	0	1	0.154	0.118	0.029	0.215	0.059	0.188	0.236	-0.073	-0.055	-0.013	-0.105	-0.026	-0.09	0.627	0.989	"7"
"SARS"	0	2	0	0	0	0	0	0.309	0.237	0.059	0.431	0.118	0.376	0.472	-0.146	1.853	-0.026	-0.211	-0.053	-0.181	-0.234	2.704	"2"
"Whitening"	0	0	0	0	0	0	1	0.154	0.118	0.029	0.215	0.059	0.188	0.236	-0.073	-0.055	-0.013	-0.105	-0.026	-0.09	0.627	0.989	"7"
"一些"	1	1	0	1	0	0	0	0.463	0.355	0.088	0.646	0.176	0.563	0.708	0.403	0.502	-0.039	0.287	-0.079	-0.271	-0.351	1.932	"2"
"一众"	0	0	0	0	0	0	1	0.154	0.118	0.029	0.215	0.059	0.188	0.236	-0.073	-0.055	-0.013	-0.105	-0.026	-0.09	0.627	0.989	"7"
"一切"	1	0	1	0	0	0	0	0.309	0.237	0.059	0.431	0.118	0.376	0.472	0.546	-0.11	1.237	-0.211	-0.053	-0.181	-0.234	2.572	"3"
