"Coll_Word"	"1"	"2"	"3"	"4"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"SumAbsDev"	"LargestDev"
"--"	5	0	0	35	5.467	10.414	2.115	22.004	-0.277	-5.239	-0.944	4.924	11.384	"2"
"！"	0	1	1	0	0.273	0.521	0.106	1.1	-0.128	0.344	0.987	-0.694	2.153	"3"
"."	6	0	0	4	1.367	2.604	0.529	5.501	3.079	-1.31	-0.236	-0.583	5.208	"1"
"．"	0	1	0	0	0.137	0.26	0.053	0.55	-0.064	0.584	-0.024	-0.347	1.019	"2"
"」"	9	0	0	23	4.374	8.331	1.692	17.603	1.617	-4.191	-0.755	1.409	7.972	"2"
"¤"	0	1	0	0	0.137	0.26	0.053	0.55	-0.064	0.584	-0.024	-0.347	1.019	"2"
"0年"	1	0	0	0	0.137	0.26	0.053	0.55	0.864	-0.131	-0.024	-0.347	1.366	"1"
"101"	1	0	0	0	0.137	0.26	0.053	0.55	0.864	-0.131	-0.024	-0.347	1.366	"1"
"10多"	0	1	0	0	0.137	0.26	0.053	0.55	-0.064	0.584	-0.024	-0.347	1.019	"2"
"151"	0	1	0	0	0.137	0.26	0.053	0.55	-0.064	0.584	-0.024	-0.347	1.019	"2"
"1947年"	0	1	0	0	0.137	0.26	0.053	0.55	-0.064	0.584	-0.024	-0.347	1.019	"2"
"1989年"	0	1	0	0	0.137	0.26	0.053	0.55	-0.064	0.584	-0.024	-0.347	1.019	"2"
"1999年"	0	1	0	0	0.137	0.26	0.053	0.55	-0.064	0.584	-0.024	-0.347	1.019	"2"
"2001年"	0	0	0	1	0.137	0.26	0.053	0.55	-0.064	-0.131	-0.024	0.26	0.479	"4"
"20周年"	0	0	0	1	0.137	0.26	0.053	0.55	-0.064	-0.131	-0.024	0.26	0.479	"4"
"2554年"	0	0	0	1	0.137	0.26	0.053	0.55	-0.064	-0.131	-0.024	0.26	0.479	"4"
"260"	0	0	1	0	0.137	0.26	0.053	0.55	-0.064	-0.131	1.277	-0.347	1.819	"3"
"300"	0	0	0	1	0.137	0.26	0.053	0.55	-0.064	-0.131	-0.024	0.26	0.479	"4"
"300周年"	0	0	0	1	0.137	0.26	0.053	0.55	-0.064	-0.131	-0.024	0.26	0.479	"4"
"3万"	0	0	0	2	0.273	0.521	0.106	1.1	-0.128	-0.262	-0.047	0.519	0.956	"4"
"50"	0	0	0	1	0.137	0.26	0.053	0.55	-0.064	-0.131	-0.024	0.26	0.479	"4"
"5000多"	0	1	0	0	0.137	0.26	0.053	0.55	-0.064	0.584	-0.024	-0.347	1.019	"2"
"5时"	0	1	0	0	0.137	0.26	0.053	0.55	-0.064	0.584	-0.024	-0.347	1.019	"2"
"600"	0	1	0	0	0.137	0.26	0.053	0.55	-0.064	0.584	-0.024	-0.347	1.019	"2"
"6万"	0	0	2	0	0.273	0.521	0.106	1.1	-0.128	-0.262	2.553	-0.694	3.637	"3"
"800周年"	0	0	0	1	0.137	0.26	0.053	0.55	-0.064	-0.131	-0.024	0.26	0.479	"4"
"891001"	0	0	0	1	0.137	0.26	0.053	0.55	-0.064	-0.131	-0.024	0.26	0.479	"4"
"891010"	0	0	0	1	0.137	0.26	0.053	0.55	-0.064	-0.131	-0.024	0.26	0.479	"4"
"891028"	0	1	0	0	0.137	0.26	0.053	0.55	-0.064	0.584	-0.024	-0.347	1.019	"2"
"891102"	1	0	0	0	0.137	0.26	0.053	0.55	0.864	-0.131	-0.024	-0.347	1.366	"1"
"891226"	0	0	0	1	0.137	0.26	0.053	0.55	-0.064	-0.131	-0.024	0.26	0.479	"4"
"891227"	0	0	0	1	0.137	0.26	0.053	0.55	-0.064	-0.131	-0.024	0.26	0.479	"4"
"8月"	0	1	1	0	0.273	0.521	0.106	1.1	-0.128	0.344	0.987	-0.694	2.153	"3"
"900101"	0	0	0	1	0.137	0.26	0.053	0.55	-0.064	-0.131	-0.024	0.26	0.479	"4"
"900118"	0	0	0	1	0.137	0.26	0.053	0.55	-0.064	-0.131	-0.024	0.26	0.479	"4"
"900120"	0	0	0	1	0.137	0.26	0.053	0.55	-0.064	-0.131	-0.024	0.26	0.479	"4"
"9日"	0	0	1	0	0.137	0.26	0.053	0.55	-0.064	-0.131	1.277	-0.347	1.819	"3"
"DDT"	0	1	0	0	0.137	0.26	0.053	0.55	-0.064	0.584	-0.024	-0.347	1.019	"2"
"DUARTEFRUTOS"	0	0	0	1	0.137	0.26	0.053	0.55	-0.064	-0.131	-0.024	0.26	0.479	"4"
"DV"	0	1	0	0	0.137	0.26	0.053	0.55	-0.064	0.584	-0.024	-0.347	1.019	"2"
"FashionConnection"	0	1	0	0	0.137	0.26	0.053	0.55	-0.064	0.584	-0.024	-0.347	1.019	"2"
"GSP"	0	0	0	1	0.137	0.26	0.053	0.55	-0.064	-0.131	-0.024	0.26	0.479	"4"
"ICANOR"	0	0	0	1	0.137	0.26	0.053	0.55	-0.064	-0.131	-0.024	0.26	0.479	"4"
"ISO"	0	0	0	1	0.137	0.26	0.053	0.55	-0.064	-0.131	-0.024	0.26	0.479	"4"
"PUB"	0	1	0	0	0.137	0.26	0.053	0.55	-0.064	0.584	-0.024	-0.347	1.019	"2"
"Sales"	1	0	0	0	0.137	0.26	0.053	0.55	0.864	-0.131	-0.024	-0.347	1.366	"1"
"Top"	1	0	0	0	0.137	0.26	0.053	0.55	0.864	-0.131	-0.024	-0.347	1.366	"1"
"UH-1H"	0	0	1	0	0.137	0.26	0.053	0.55	-0.064	-0.131	1.277	-0.347	1.819	"3"
"VJ"	0	0	0	1	0.137	0.26	0.053	0.55	-0.064	-0.131	-0.024	0.26	0.479	"4"
"Welch"	1	0	0	0	0.137	0.26	0.053	0.55	0.864	-0.131	-0.024	-0.347	1.366	"1"
"www.ndp.org.sg"	0	0	2	0	0.273	0.521	0.106	1.1	-0.128	-0.262	2.553	-0.694	3.637	"3"
"一万"	0	1	0	0	0.137	0.26	0.053	0.55	-0.064	0.584	-0.024	-0.347	1.019	"2"
"一举两得"	0	0	0	1	0.137	0.26	0.053	0.55	-0.064	-0.131	-0.024	0.26	0.479	"4"
"一九九七年"	0	1	0	0	0.137	0.26	0.053	0.55	-0.064	0.584	-0.024	-0.347	1.019	"2"
"一九八"	1	0	0	0	0.137	0.26	0.053	0.55	0.864	-0.131	-0.024	-0.347	1.366	"1"
"一併"	1	0	0	0	0.137	0.26	0.053	0.55	0.864	-0.131	-0.024	-0.347	1.366	"1"
"一千八百多万"	0	1	0	0	0.137	0.26	0.053	0.55	-0.064	0.584	-0.024	-0.347	1.019	"2"
"一同"	0	0	0	2	0.273	0.521	0.106	1.1	-0.128	-0.262	-0.047	0.519	0.956	"4"
"一周年"	0	1	0	0	0.137	0.26	0.053	0.55	-0.064	0.584	-0.024	-0.347	1.019	"2"
"一月"	1	0	0	1	0.273	0.521	0.106	1.1	0.594	-0.262	-0.047	-0.157	1.06	"1"
"一来"	0	1	0	0	0.137	0.26	0.053	0.55	-0.064	0.584	-0.024	-0.347	1.019	"2"
"一楼"	0	0	0	1	0.137	0.26	0.053	0.55	-0.064	-0.131	-0.024	0.26	0.479	"4"
"一致"	0	1	0	0	0.137	0.26	0.053	0.55	-0.064	0.584	-0.024	-0.347	1.019	"2"
"一贯"	0	1	0	0	0.137	0.26	0.053	0.55	-0.064	0.584	-0.024	-0.347	1.019	"2"
"一起"	0	1	0	2	0.41	0.781	0.159	1.65	-0.191	0.225	-0.071	0.24	0.727	"4"
"一银"	0	0	0	1	0.137	0.26	0.053	0.55	-0.064	-0.131	-0.024	0.26	0.479	"4"
"七九"	0	2	0	0	0.273	0.521	0.106	1.1	-0.128	1.169	-0.047	-0.694	2.038	"2"
"七日"	0	0	0	1	0.137	0.26	0.053	0.55	-0.064	-0.131	-0.024	0.26	0.479	"4"
"七时"	2	0	0	0	0.273	0.521	0.106	1.1	1.729	-0.262	-0.047	-0.694	2.732	"1"
"三信"	0	0	0	1	0.137	0.26	0.053	0.55	-0.064	-0.131	-0.024	0.26	0.479	"4"
"三十一"	0	0	0	1	0.137	0.26	0.053	0.55	-0.064	-0.131	-0.024	0.26	0.479	"4"
"三十分"	1	0	0	6	0.957	1.823	0.37	3.851	0.192	-0.917	-0.165	0.989	2.263	"4"
"三十年"	0	0	0	1	0.137	0.26	0.053	0.55	-0.064	-0.131	-0.024	0.26	0.479	"4"
"三和国"	0	0	0	1	0.137	0.26	0.053	0.55	-0.064	-0.131	-0.024	0.26	0.479	"4"
"三时"	0	0	0	2	0.273	0.521	0.106	1.1	-0.128	-0.262	-0.047	0.519	0.956	"4"
"三月"	1	0	0	0	0.137	0.26	0.053	0.55	0.864	-0.131	-0.024	-0.347	1.366	"1"
"三楼"	0	0	0	1	0.137	0.26	0.053	0.55	-0.064	-0.131	-0.024	0.26	0.479	"4"
"上"	7	20	1	19	6.424	12.237	2.485	25.854	0.331	1.992	-0.55	-1.502	4.375	"2"
"上下"	0	1	0	0	0.137	0.26	0.053	0.55	-0.064	0.584	-0.024	-0.347	1.019	"2"
"上人"	0	0	1	0	0.137	0.26	0.053	0.55	-0.064	-0.131	1.277	-0.347	1.819	"3"
"上午"	0	0	0	9	1.23	2.343	0.476	4.951	-0.574	-1.179	-0.212	2.336	4.301	"4"
"上街"	0	1	0	0	0.137	0.26	0.053	0.55	-0.064	0.584	-0.024	-0.347	1.019	"2"
"下"	0	2	0	0	0.273	0.521	0.106	1.1	-0.128	1.169	-0.047	-0.694	2.038	"2"
"下午"	1	0	0	11	1.64	3.124	0.635	6.601	-0.304	-1.572	-0.283	2.081	4.24	"4"
"下台"	0	2	0	0	0.273	0.521	0.106	1.1	-0.128	1.169	-0.047	-0.694	2.038	"2"
"下水"	0	0	0	2	0.273	0.521	0.106	1.1	-0.128	-0.262	-0.047	0.519	0.956	"4"
"不准"	0	1	0	0	0.137	0.26	0.053	0.55	-0.064	0.584	-0.024	-0.347	1.019	"2"
"不可"	0	1	0	0	0.137	0.26	0.053	0.55	-0.064	0.584	-0.024	-0.347	1.019	"2"
"与"	0	1	0	0	0.137	0.26	0.053	0.55	-0.064	0.584	-0.024	-0.347	1.019	"2"
"专程"	0	0	0	1	0.137	0.26	0.053	0.55	-0.064	-0.131	-0.024	0.26	0.479	"4"
"专线"	0	0	0	1	0.137	0.26	0.053	0.55	-0.064	-0.131	-0.024	0.26	0.479	"4"
"世盟"	0	0	0	1	0.137	0.26	0.053	0.55	-0.064	-0.131	-0.024	0.26	0.479	"4"
"世纪"	0	1	0	2	0.41	0.781	0.159	1.65	-0.191	0.225	-0.071	0.24	0.727	"4"
"世贸"	0	0	0	1	0.137	0.26	0.053	0.55	-0.064	-0.131	-0.024	0.26	0.479	"4"
"东亚"	0	2	0	0	0.273	0.521	0.106	1.1	-0.128	1.169	-0.047	-0.694	2.038	"2"
"东京"	0	1	0	0	0.137	0.26	0.053	0.55	-0.064	0.584	-0.024	-0.347	1.019	"2"
"东盟"	0	1	0	0	0.137	0.26	0.053	0.55	-0.064	0.584	-0.024	-0.347	1.019	"2"
"两万多"	0	1	0	0	0.137	0.26	0.053	0.55	-0.064	0.584	-0.024	-0.347	1.019	"2"
"两千多"	0	0	0	1	0.137	0.26	0.053	0.55	-0.064	-0.131	-0.024	0.26	0.479	"4"
"两百五十"	0	0	0	1	0.137	0.26	0.053	0.55	-0.064	-0.131	-0.024	0.26	0.479	"4"
"个别"	0	0	1	0	0.137	0.26	0.053	0.55	-0.064	-0.131	1.277	-0.347	1.819	"3"
"中亚"	0	1	0	0	0.137	0.26	0.053	0.55	-0.064	0.584	-0.024	-0.347	1.019	"2"
"中华"	1	0	0	1	0.273	0.521	0.106	1.1	0.594	-0.262	-0.047	-0.157	1.06	"1"
"中华民国"	0	0	1	8	1.23	2.343	0.476	4.951	-0.574	-1.179	0.413	1.414	3.58	"4"
"中县"	0	0	0	1	0.137	0.26	0.053	0.55	-0.064	-0.131	-0.024	0.26	0.479	"4"
"中型"	0	0	0	1	0.137	0.26	0.053	0.55	-0.064	-0.131	-0.024	0.26	0.479	"4"
"中央委员"	0	1	0	0	0.137	0.26	0.053	0.55	-0.064	0.584	-0.024	-0.347	1.019	"2"
"中央社"	1	0	0	9	1.367	2.604	0.529	5.501	-0.226	-1.31	-0.236	1.633	3.405	"4"
"中式"	1	0	0	0	0.137	0.26	0.053	0.55	0.864	-0.131	-0.024	-0.347	1.366	"1"
"中心"	4	0	0	4	1.093	2.083	0.423	4.401	1.812	-1.048	-0.189	-0.282	3.331	"1"
"中文"	0	0	0	2	0.273	0.521	0.106	1.1	-0.128	-0.262	-0.047	0.519	0.956	"4"
"中枢"	0	0	0	1	0.137	0.26	0.053	0.55	-0.064	-0.131	-0.024	0.26	0.479	"4"
"中正"	0	0	0	2	0.273	0.521	0.106	1.1	-0.128	-0.262	-0.047	0.519	0.956	"4"
"中油"	0	0	0	1	0.137	0.26	0.053	0.55	-0.064	-0.131	-0.024	0.26	0.479	"4"
"中泰"	1	0	0	1	0.273	0.521	0.106	1.1	0.594	-0.262	-0.047	-0.157	1.06	"1"
"中秋节"	0	0	0	1	0.137	0.26	0.053	0.55	-0.064	-0.131	-0.024	0.26	0.479	"4"
"中非"	0	0	0	1	0.137	0.26	0.053	0.55	-0.064	-0.131	-0.024	0.26	0.479	"4"
"丰原"	0	0	0	1	0.137	0.26	0.053	0.55	-0.064	-0.131	-0.024	0.26	0.479	"4"
"丰年祭"	0	1	0	0	0.137	0.26	0.053	0.55	-0.064	0.584	-0.024	-0.347	1.019	"2"
"临时"	0	0	0	2	0.273	0.521	0.106	1.1	-0.128	-0.262	-0.047	0.519	0.956	"4"
"为由"	0	1	0	0	0.137	0.26	0.053	0.55	-0.064	0.584	-0.024	-0.347	1.019	"2"
"主"	0	1	0	0	0.137	0.26	0.053	0.55	-0.064	0.584	-0.024	-0.347	1.019	"2"
"主办"	1	1	0	3	0.683	1.302	0.264	2.75	0.284	-0.214	-0.118	0.227	0.843	"1"
"主委"	0	0	0	2	0.273	0.521	0.106	1.1	-0.128	-0.262	-0.047	0.519	0.956	"4"
"主席"	0	3	1	1	0.683	1.302	0.264	2.75	-0.319	0.94	0.624	-0.882	2.765	"2"
"主持"	2	0	0	19	2.87	5.468	1.11	11.552	-0.359	-2.751	-0.495	3.25	6.855	"4"
"主持人"	0	0	0	1	0.137	0.26	0.053	0.55	-0.064	-0.131	-0.024	0.26	0.479	"4"
"主教"	0	1	0	0	0.137	0.26	0.053	0.55	-0.064	0.584	-0.024	-0.347	1.019	"2"
"主轴"	0	1	0	0	0.137	0.26	0.053	0.55	-0.064	0.584	-0.024	-0.347	1.019	"2"
"主题"	0	2	1	1	0.547	1.041	0.212	2.2	-0.255	0.554	0.709	-0.617	2.135	"3"
"主馆"	0	0	0	2	0.273	0.521	0.106	1.1	-0.128	-0.262	-0.047	0.519	0.956	"4"
"举"	1	1	0	3	0.683	1.302	0.264	2.75	0.284	-0.214	-0.118	0.227	0.843	"1"
"举办"	1	1	0	8	1.367	2.604	0.529	5.501	-0.226	-0.655	-0.236	1.001	2.118	"4"
"举行"	19	7	2	74	13.941	26.557	5.393	56.109	1.01	-6.171	-1.05	3.689	11.92	"2"
"举行群"	0	1	0	0	0.137	0.26	0.053	0.55	-0.064	0.584	-0.024	-0.347	1.019	"2"
"义卖"	0	1	0	0	0.137	0.26	0.053	0.55	-0.064	0.584	-0.024	-0.347	1.019	"2"
"义消"	0	0	0	1	0.137	0.26	0.053	0.55	-0.064	-0.131	-0.024	0.26	0.479	"4"
"之余"	0	1	0	0	0.137	0.26	0.053	0.55	-0.064	0.584	-0.024	-0.347	1.019	"2"
"之前"	1	1	0	0	0.273	0.521	0.106	1.1	0.594	0.344	-0.047	-0.694	1.679	"4"
"乌代"	0	1	0	0	0.137	0.26	0.053	0.55	-0.064	0.584	-0.024	-0.347	1.019	"2"
"乐"	0	0	0	1	0.137	0.26	0.053	0.55	-0.064	-0.131	-0.024	0.26	0.479	"4"
"乐器"	0	0	1	0	0.137	0.26	0.053	0.55	-0.064	-0.131	1.277	-0.347	1.819	"3"
"乐队"	0	0	0	2	0.273	0.521	0.106	1.1	-0.128	-0.262	-0.047	0.519	0.956	"4"
"九一一"	0	1	0	0	0.137	0.26	0.053	0.55	-0.064	0.584	-0.024	-0.347	1.019	"2"
"九十"	1	0	0	1	0.273	0.521	0.106	1.1	0.594	-0.262	-0.047	-0.157	1.06	"1"
"九时"	2	0	0	7	1.23	2.343	0.476	4.951	0.451	-1.179	-0.212	0.825	2.667	"2"
"九月"	2	0	0	0	0.273	0.521	0.106	1.1	1.729	-0.262	-0.047	-0.694	2.732	"1"
"也许"	0	0	0	1	0.137	0.26	0.053	0.55	-0.064	-0.131	-0.024	0.26	0.479	"4"
"乡"	0	0	0	1	0.137	0.26	0.053	0.55	-0.064	-0.131	-0.024	0.26	0.479	"4"
"乡亲"	0	0	1	0	0.137	0.26	0.053	0.55	-0.064	-0.131	1.277	-0.347	1.819	"3"
"乡贤"	0	0	0	1	0.137	0.26	0.053	0.55	-0.064	-0.131	-0.024	0.26	0.479	"4"
"乱丢"	0	1	0	0	0.137	0.26	0.053	0.55	-0.064	0.584	-0.024	-0.347	1.019	"2"
"争取"	0	1	0	0	0.137	0.26	0.053	0.55	-0.064	0.584	-0.024	-0.347	1.019	"2"
"二十"	0	0	0	1	0.137	0.26	0.053	0.55	-0.064	-0.131	-0.024	0.26	0.479	"4"
"二十一"	1	0	0	2	0.41	0.781	0.159	1.65	0.448	-0.393	-0.071	0.24	1.152	"1"
