"Coll_Word"	"1"	"2"	"3"	"exp_1"	"exp_2"	"exp_3"	"pbin_1"	"pbin_2"	"pbin_3"	"SumAbsDev"	"LargestDev"
"－－"	0	2	0	0.441	0.769	0.79	-0.216	0.83	-0.436	1.482	"2"
"！"	6	0	0	1.324	2.307	2.369	3.938	-1.265	-1.309	6.512	"1"
"."	0	1	0	0.221	0.385	0.395	-0.108	0.415	-0.218	0.741	"2"
"／"	1	0	0	0.221	0.385	0.395	0.656	-0.211	-0.218	1.085	"1"
"："	21	1	6	6.177	10.768	11.055	8.428	-4.636	-1.45	14.514	"1"
"？"	5	1	5	2.427	4.23	4.343	1.137	-1.423	0.344	2.904	"2"
"《"	32	2	0	7.501	13.075	13.424	18.464	-4.785	-7.416	30.665	"1"
"》"	40	3	0	9.486	16.536	16.978	22.479	-5.535	-9.379	37.393	"1"
"102万3000"	0	0	1	0.221	0.385	0.395	-0.108	-0.211	0.404	0.723	"3"
"105"	1	0	0	0.221	0.385	0.395	0.656	-0.211	-0.218	1.085	"1"
"11日"	1	0	0	0.221	0.385	0.395	0.656	-0.211	-0.218	1.085	"1"
"14日"	2	0	0	0.441	0.769	0.79	1.313	-0.422	-0.436	2.171	"1"
"1800"	1	0	0	0.221	0.385	0.395	0.656	-0.211	-0.218	1.085	"1"
"1995年"	0	1	0	0.221	0.385	0.395	-0.108	0.415	-0.218	0.741	"2"
"19日"	2	0	0	0.441	0.769	0.79	1.313	-0.422	-0.436	2.171	"1"
"1时"	0	0	1	0.221	0.385	0.395	-0.108	-0.211	0.404	0.723	"3"
"1万4000"	0	0	1	0.221	0.385	0.395	-0.108	-0.211	0.404	0.723	"3"
"1万9000多"	0	0	1	0.221	0.385	0.395	-0.108	-0.211	0.404	0.723	"3"
"1万多"	0	0	1	0.221	0.385	0.395	-0.108	-0.211	0.404	0.723	"3"
"2000"	0	0	1	0.221	0.385	0.395	-0.108	-0.211	0.404	0.723	"3"
"2000万"	0	1	0	0.221	0.385	0.395	-0.108	0.415	-0.218	0.741	"2"
"20来"	0	1	0	0.221	0.385	0.395	-0.108	0.415	-0.218	0.741	"2"
"22日"	3	0	0	0.662	1.154	1.184	1.969	-0.632	-0.654	3.255	"1"
"26日"	1	0	0	0.221	0.385	0.395	0.656	-0.211	-0.218	1.085	"1"
"2万"	0	1	1	0.441	0.769	0.79	-0.216	0.207	0.198	0.621	"1"
"30万"	0	0	1	0.221	0.385	0.395	-0.108	-0.211	0.404	0.723	"3"
"3万"	0	0	1	0.221	0.385	0.395	-0.108	-0.211	0.404	0.723	"3"
"3万多"	0	0	1	0.221	0.385	0.395	-0.108	-0.211	0.404	0.723	"3"
