"Coll_Word"	"1"	"2"	"3"	"exp_1"	"exp_2"	"exp_3"	"pbin_1"	"pbin_2"	"pbin_3"	"SumAbsDev"	"LargestDev"
"－"	0	0	3	1.129	0.468	1.403	-0.615	-0.221	0.99	1.826	"3"
"－－"	0	1	0	0.376	0.156	0.468	-0.205	0.807	-0.274	1.286	"2"
"－－十"	1	0	0	0.376	0.156	0.468	0.425	-0.074	-0.274	0.773	"1"
"%"	0	1	38	14.673	6.088	18.239	-7.994	-1.96	11.216	21.17	"3"
"&amp;"	0	0	1	0.376	0.156	0.468	-0.205	-0.074	0.33	0.609	"3"
";"	1	0	5	2.257	0.937	2.806	-0.565	-0.442	1.087	2.094	"3"
"〉"	1	0	0	0.376	0.156	0.468	0.425	-0.074	-0.274	0.773	"1"
"0.95"	0	0	1	0.376	0.156	0.468	-0.205	-0.074	0.33	0.609	"3"
"0941"	0	0	1	0.376	0.156	0.468	-0.205	-0.074	0.33	0.609	"3"
"1"	0	0	3	1.129	0.468	1.403	-0.615	-0.221	0.99	1.826	"3"
"1.2"	0	0	1	0.376	0.156	0.468	-0.205	-0.074	0.33	0.609	"3"
"1.28"	0	0	1	0.376	0.156	0.468	-0.205	-0.074	0.33	0.609	"3"
"1.4"	0	0	1	0.376	0.156	0.468	-0.205	-0.074	0.33	0.609	"3"
"1.6"	0	0	1	0.376	0.156	0.468	-0.205	-0.074	0.33	0.609	"3"
"1.95"	0	0	1	0.376	0.156	0.468	-0.205	-0.074	0.33	0.609	"3"
"12％"	0	0	1	0.376	0.156	0.468	-0.205	-0.074	0.33	0.609	"3"
"128.9"	0	0	1	0.376	0.156	0.468	-0.205	-0.074	0.33	0.609	"3"
"13.35"	0	1	0	0.376	0.156	0.468	-0.205	0.807	-0.274	1.286	"2"
"1520亿"	0	0	1	0.376	0.156	0.468	-0.205	-0.074	0.33	0.609	"3"
"155"	0	0	1	0.376	0.156	0.468	-0.205	-0.074	0.33	0.609	"3"
"16.2"	0	0	1	0.376	0.156	0.468	-0.205	-0.074	0.33	0.609	"3"
"18.42"	0	0	1	0.376	0.156	0.468	-0.205	-0.074	0.33	0.609	"3"
"18.7"	0	0	1	0.376	0.156	0.468	-0.205	-0.074	0.33	0.609	"3"
"1838.7"	0	0	1	0.376	0.156	0.468	-0.205	-0.074	0.33	0.609	"3"
