"Coll_Word"	"1"	"2"	"3"	"4"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"SumAbsDev"	"LargestDev"
"－"	0	0	1	0	0.078	0.441	0.246	0.235	-0.035	-0.252	0.609	-0.116	1.012	"3"
"－－"	0	0	0	2	0.157	0.882	0.492	0.469	-0.071	-0.505	-0.245	1.259	2.08	"4"
"："	0	2	4	4	0.785	4.408	2.46	2.347	-0.355	-0.958	0.668	0.722	2.703	"2"
"！"	0	0	0	2	0.157	0.882	0.492	0.469	-0.071	-0.505	-0.245	1.259	2.08	"4"
"【"	0	0	1	0	0.078	0.441	0.246	0.235	-0.035	-0.252	0.609	-0.116	1.012	"3"
"】"	0	0	1	0	0.078	0.441	0.246	0.235	-0.035	-0.252	0.609	-0.116	1.012	"3"
"◇"	0	0	1	0	0.078	0.441	0.246	0.235	-0.035	-0.252	0.609	-0.116	1.012	"3"
"1.6"	0	0	0	2	0.157	0.882	0.492	0.469	-0.071	-0.505	-0.245	1.259	2.08	"4"
"10"	0	0	1	3	0.314	1.763	0.984	0.939	-0.142	-1.01	0.17	1.37	2.692	"4"
"100"	0	3	0	0	0.235	1.323	0.738	0.704	-0.106	1.067	-0.368	-0.349	1.89	"2"
"1000"	0	3	0	0	0.235	1.323	0.738	0.704	-0.106	1.067	-0.368	-0.349	1.89	"2"
"1000万"	0	2	0	0	0.157	0.882	0.492	0.469	-0.071	0.711	-0.245	-0.232	1.259	"2"
"100万"	0	5	0	1	0.471	2.645	1.476	1.408	-0.213	1.199	-0.736	-0.244	2.392	"2"
"110万"	0	1	0	0	0.078	0.441	0.246	0.235	-0.035	0.356	-0.123	-0.116	0.63	"2"
"11万5000"	0	1	0	0	0.078	0.441	0.246	0.235	-0.035	0.356	-0.123	-0.116	0.63	"2"
"1200"	0	2	0	0	0.157	0.882	0.492	0.469	-0.071	0.711	-0.245	-0.232	1.259	"2"
"1300"	1	0	0	0	0.078	0.441	0.246	0.235	1.105	-0.252	-0.123	-0.116	1.596	"1"
"131"	0	0	0	1	0.078	0.441	0.246	0.235	-0.035	-0.252	-0.123	0.629	1.039	"4"
"137,000"	0	1	0	0	0.078	0.441	0.246	0.235	-0.035	0.356	-0.123	-0.116	0.63	"2"
"13日"	0	0	0	1	0.078	0.441	0.246	0.235	-0.035	-0.252	-0.123	0.629	1.039	"4"
"1400"	0	1	0	0	0.078	0.441	0.246	0.235	-0.035	0.356	-0.123	-0.116	0.63	"2"
