"Coll_Word"	"1"	"2"	"3"	"4"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"SumAbsDev"	"LargestDev"
"－－"	0	1	0	0	0.051	0.284	0.235	0.43	-0.023	0.547	-0.116	-0.244	0.93	"2"
"﹑"	0	0	1	0	0.051	0.284	0.235	0.43	-0.023	-0.145	0.63	-0.244	1.042	"3"
";"	0	0	4	0	0.206	1.135	0.938	1.721	-0.092	-0.58	2.519	-0.977	4.168	"3"
"？"	0	0	1	0	0.051	0.284	0.235	0.43	-0.023	-0.145	0.63	-0.244	1.042	"3"
"《"	0	0	3	0	0.154	0.852	0.704	1.291	-0.069	-0.435	1.89	-0.733	3.127	"3"
"》"	0	0	2	0	0.103	0.568	0.469	0.86	-0.046	-0.29	1.26	-0.489	2.085	"3"
"1.2"	0	0	0	2	0.103	0.568	0.469	0.86	-0.046	-0.29	-0.232	0.733	1.301	"4"
"1000万"	0	0	0	1	0.051	0.284	0.235	0.43	-0.023	-0.145	-0.116	0.366	0.65	"4"
"10亿"	0	0	0	3	0.154	0.852	0.704	1.291	-0.069	-0.435	-0.348	1.099	1.951	"4"
"11亿"	0	0	0	1	0.051	0.284	0.235	0.43	-0.023	-0.145	-0.116	0.366	0.65	"4"
"12.3"	0	1	0	0	0.051	0.284	0.235	0.43	-0.023	0.547	-0.116	-0.244	0.93	"2"
"130万"	0	0	0	1	0.051	0.284	0.235	0.43	-0.023	-0.145	-0.116	0.366	0.65	"4"
"1500万"	0	0	0	1	0.051	0.284	0.235	0.43	-0.023	-0.145	-0.116	0.366	0.65	"4"
"150万"	0	0	0	1	0.051	0.284	0.235	0.43	-0.023	-0.145	-0.116	0.366	0.65	"4"
"150亿"	0	0	1	1	0.103	0.568	0.469	0.86	-0.046	-0.29	0.383	0.171	0.89	"3"
"15亿"	0	0	0	1	0.051	0.284	0.235	0.43	-0.023	-0.145	-0.116	0.366	0.65	"4"
"160多亿"	0	0	0	1	0.051	0.284	0.235	0.43	-0.023	-0.145	-0.116	0.366	0.65	"4"
"180多亿"	0	0	0	1	0.051	0.284	0.235	0.43	-0.023	-0.145	-0.116	0.366	0.65	"4"
"18亿"	0	0	0	1	0.051	0.284	0.235	0.43	-0.023	-0.145	-0.116	0.366	0.65	"4"
"19.8"	0	0	0	1	0.051	0.284	0.235	0.43	-0.023	-0.145	-0.116	0.366	0.65	"4"
"1997年"	0	1	0	0	0.051	0.284	0.235	0.43	-0.023	0.547	-0.116	-0.244	0.93	"2"
"1万亿"	0	1	0	0	0.051	0.284	0.235	0.43	-0.023	0.547	-0.116	-0.244	0.93	"2"
