"Coll_Word"	"1"	"2"	"3"	"exp_1"	"exp_2"	"exp_3"	"pbin_1"	"pbin_2"	"pbin_3"	"SumAbsDev"	"LargestDev"
"－－"	2	0	0	1.426	0.262	0.313	0.294	-0.122	-0.148	0.564	"1"
"︶"	3	1	0	2.851	0.523	0.626	0.171	0.367	-0.296	0.834	"2"
"》"	3	0	4	4.989	0.915	1.095	-0.958	-0.426	1.851	3.235	"3"
"%"	7	0	0	4.989	0.915	1.095	1.029	-0.426	-0.517	1.972	"1"
"0.16"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"0.43"	0	0	1	0.713	0.131	0.156	-0.542	-0.061	0.806	1.409	"3"
"0048"	1	0	1	1.426	0.262	0.313	-0.308	-0.122	0.54	0.97	"3"
"1.4％"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"1.8"	0	0	1	0.713	0.131	0.156	-0.542	-0.061	0.806	1.409	"3"
"1％"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"10％"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"100"	0	0	1	0.713	0.131	0.156	-0.542	-0.061	0.806	1.409	"3"
"1000"	3	0	0	2.138	0.392	0.469	0.441	-0.183	-0.222	0.846	"1"
"1080"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"1080万"	2	0	0	1.426	0.262	0.313	0.294	-0.122	-0.148	0.564	"1"
"14日电"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"1520亿"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"1561"	0	0	1	0.713	0.131	0.156	-0.542	-0.061	0.806	1.409	"3"
"168"	0	0	1	0.713	0.131	0.156	-0.542	-0.061	0.806	1.409	"3"
"169"	0	0	1	0.713	0.131	0.156	-0.542	-0.061	0.806	1.409	"3"
"1994年"	0	0	1	0.713	0.131	0.156	-0.542	-0.061	0.806	1.409	"3"
"1999年"	1	0	1	1.426	0.262	0.313	-0.308	-0.122	0.54	0.97	"3"
"1万4000"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"1亿8420万"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"2000"	0	6	0	4.277	0.785	0.939	-3.251	5.301	-0.443	8.995	"2"
"21.21"	2	0	0	1.426	0.262	0.313	0.294	-0.122	-0.148	0.564	"1"
"22.73"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"2220亿"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"271万"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"27亿"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"29.6"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"2万5000"	0	0	1	0.713	0.131	0.156	-0.542	-0.061	0.806	1.409	"3"
"3.90"	0	0	1	0.713	0.131	0.156	-0.542	-0.061	0.806	1.409	"3"
"30"	0	0	7	4.989	0.915	1.095	-3.792	-0.426	5.639	9.857	"3"
"300"	0	0	1	0.713	0.131	0.156	-0.542	-0.061	0.806	1.409	"3"
"31.1％"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"320多"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"3341.8"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"368"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"3G"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"4.03％"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"4.37％"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"4000万"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"43％"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"461"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"５"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"500"	0	0	4	2.851	0.523	0.626	-2.167	-0.243	3.222	5.632	"3"
"5000万"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"55.4"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"57.73"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"65"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"65万"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"7％"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"75"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"77％"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"83万6000"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"8800万"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"891027"	0	0	1	0.713	0.131	0.156	-0.542	-0.061	0.806	1.409	"3"
"891117"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"891219"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"8亿"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"9.1"	0	0	1	0.713	0.131	0.156	-0.542	-0.061	0.806	1.409	"3"
"9.5％"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"916"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"A"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"Ascendas"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"BWResources"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"CAC40"	0	0	3	2.138	0.392	0.469	-1.625	-0.183	2.417	4.225	"3"
"CEPA"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"Chase"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"DAX30"	0	0	6	4.277	0.785	0.939	-3.251	-0.365	4.833	8.449	"3"
"DBS"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"DRAM"	0	0	1	0.713	0.131	0.156	-0.542	-0.061	0.806	1.409	"3"
"EastgateTechnology"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"Elling"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"FII"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"George"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"H&amp;Q"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"H股"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"IBM"	1	0	1	1.426	0.262	0.313	-0.308	-0.122	0.54	0.97	"3"
"ICICI"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"PaineWebber"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"QFII"	2	0	0	1.426	0.262	0.313	0.294	-0.122	-0.148	0.564	"1"
"ST"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"Vodafone"	2	0	0	1.426	0.262	0.313	0.294	-0.122	-0.148	0.564	"1"
"一九九零年"	0	1	0	0.713	0.131	0.156	-0.542	0.884	-0.074	1.5	"2"
"一千五百六十一"	0	0	1	0.713	0.131	0.156	-0.542	-0.061	0.806	1.409	"3"
"一点一"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"一百九十三亿"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"一百八十八点三三亿"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"一百四十二点三"	0	1	0	0.713	0.131	0.156	-0.542	0.884	-0.074	1.5	"2"
"一目了然"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"一般"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"万盛"	0	0	3	2.138	0.392	0.469	-1.625	-0.183	2.417	4.225	"3"
"丈"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"三万余"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"三亿五"	0	1	0	0.713	0.131	0.156	-0.542	0.884	-0.074	1.5	"2"
"三兆多"	0	1	0	0.713	0.131	0.156	-0.542	0.884	-0.074	1.5	"2"
"三公"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"三分之一"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"三峡"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"三日电"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"三百万"	0	1	0	0.713	0.131	0.156	-0.542	0.884	-0.074	1.5	"2"
"上亿"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"上升"	0	5	11	11.404	2.092	2.503	-8.668	1.318	5.556	15.542	"1"
"上升股"	0	5	0	3.564	0.654	0.782	-2.709	4.418	-0.369	7.496	"2"
"上市"	27	10	0	26.372	4.838	5.789	0.308	1.75	-2.734	4.792	"3"
"上市公司"	11	2	0	9.266	1.7	2.034	0.635	0.282	-0.961	1.878	"3"
"上市柜"	3	0	0	2.138	0.392	0.469	0.441	-0.183	-0.222	0.846	"1"
"上扬"	1	3	4	5.702	1.046	1.252	-3.015	1.123	1.607	5.745	"1"
"上柜"	11	0	0	7.84	1.438	1.721	1.618	-0.669	-0.813	3.1	"1"
"上海"	4	3	0	4.989	0.915	1.095	-0.489	1.284	-0.517	2.29	"2"
"上涨"	1	1	5	4.989	0.915	1.095	-2.528	0.204	2.827	5.559	"3"
"上限"	3	0	0	2.138	0.392	0.469	0.441	-0.183	-0.222	0.846	"1"
"下单"	2	0	0	1.426	0.262	0.313	0.294	-0.122	-0.148	0.564	"1"
"下挫"	0	1	4	3.564	0.654	0.782	-2.709	0.298	2.581	5.588	"1"
"下滑"	0	0	1	0.713	0.131	0.156	-0.542	-0.061	0.806	1.409	"3"
"下跌"	2	4	9	10.692	1.961	2.347	-5.291	0.912	3.944	10.147	"1"
"下跌股"	0	4	3	4.989	0.915	1.095	-3.792	2.133	1.086	7.011	"1"
"下降"	0	0	3	2.138	0.392	0.469	-1.625	-0.183	2.417	4.225	"3"
"不切"	0	0	1	0.713	0.131	0.156	-0.542	-0.061	0.806	1.409	"3"
"不动产"	1	0	0	0.713	0.131	0.156	0.147	-0.061	-0.074	0.282	"1"
"不受"	0	0	1	0.713	0.131	0.156	-0.542	-0.061	0.806	1.409	"3"
"不寻常"	0	1	0	0.713	0.131	0.156	-0.542	0.884	-0.074	1.5	"2"
"不得"	3	0	0	2.138	0.392	0.469	0.441	-0.183	-0.222	0.846	"1"
"不振"	0	0	1	0.713	0.131	0.156	-0.542	-0.061	0.806	1.409	"3"
