"Coll_Word"	"1"	"2"	"3"	"exp_1"	"exp_2"	"exp_3"	"pbin_1"	"pbin_2"	"pbin_3"	"SumAbsDev"	"LargestDev"
"10"	2	0	0	0.395	1.075	0.53	1.41	-0.67	-0.268	2.348	"1"
"1000亿"	1	0	0	0.197	0.537	0.265	0.705	-0.335	-0.134	1.174	"1"
"10年"	1	0	0	0.197	0.537	0.265	0.705	-0.335	-0.134	1.174	"1"
"13世纪"	0	1	0	0.197	0.537	0.265	-0.095	0.27	-0.134	0.499	"2"
"1993年"	0	1	0	0.197	0.537	0.265	-0.095	0.27	-0.134	0.499	"2"
"2005年"	0	1	0	0.197	0.537	0.265	-0.095	0.27	-0.134	0.499	"2"
"3000亿"	0	1	0	0.197	0.537	0.265	-0.095	0.27	-0.134	0.499	"2"
"44％"	1	0	0	0.197	0.537	0.265	0.705	-0.335	-0.134	1.174	"1"
"5"	10	1	0	2.17	5.912	2.918	6.093	-2.544	-1.472	10.109	"1"
"5年"	0	3	0	0.592	1.612	0.796	-0.286	0.809	-0.402	1.497	"2"
"5月"	0	1	0	0.197	0.537	0.265	-0.095	0.27	-0.134	0.499	"2"
"80年代"	0	1	0	0.197	0.537	0.265	-0.095	0.27	-0.134	0.499	"2"
"891015"	0	1	0	0.197	0.537	0.265	-0.095	0.27	-0.134	0.499	"2"
"891201"	0	1	0	0.197	0.537	0.265	-0.095	0.27	-0.134	0.499	"2"
"8点"	0	1	0	0.197	0.537	0.265	-0.095	0.27	-0.134	0.499	"2"
"90年代"	0	1	0	0.197	0.537	0.265	-0.095	0.27	-0.134	0.499	"2"
"9月"	0	1	0	0.197	0.537	0.265	-0.095	0.27	-0.134	0.499	"2"
"Cher"	0	0	1	0.197	0.537	0.265	-0.095	-0.335	0.576	1.006	"3"
"GPRS"	0	1	0	0.197	0.537	0.265	-0.095	0.27	-0.134	0.499	"2"
"home"	0	0	1	0.197	0.537	0.265	-0.095	-0.335	0.576	1.006	"3"
"LTU"	0	0	1	0.197	0.537	0.265	-0.095	-0.335	0.576	1.006	"3"
"MinorityReport"	0	1	0	0.197	0.537	0.265	-0.095	0.27	-0.134	0.499	"2"
"Online"	0	0	1	0.197	0.537	0.265	-0.095	-0.335	0.576	1.006	"3"
"PC"	0	0	1	0.197	0.537	0.265	-0.095	-0.335	0.576	1.006	"3"
"Tom"	1	0	0	0.197	0.537	0.265	0.705	-0.335	-0.134	1.174	"1"
"Valuecap"	0	1	0	0.197	0.537	0.265	-0.095	0.27	-0.134	0.499	"2"
"WAP"	0	1	0	0.197	0.537	0.265	-0.095	0.27	-0.134	0.499	"2"
"WTO"	0	1	0	0.197	0.537	0.265	-0.095	0.27	-0.134	0.499	"2"
"一九六○年"	0	1	0	0.197	0.537	0.265	-0.095	0.27	-0.134	0.499	"2"
"一千六百"	1	0	0	0.197	0.537	0.265	0.705	-0.335	-0.134	1.174	"1"
"一定"	0	3	2	0.987	2.687	1.326	-0.477	0.244	0.399	1.12	"1"
"一日"	0	1	0	0.197	0.537	0.265	-0.095	0.27	-0.134	0.499	"2"
"一月"	0	1	0	0.197	0.537	0.265	-0.095	0.27	-0.134	0.499	"2"
"一段"	0	4	0	0.789	2.15	1.061	-0.382	1.079	-0.535	1.996	"2"
"一汽"	1	0	0	0.197	0.537	0.265	0.705	-0.335	-0.134	1.174	"1"
"一点"	0	2	0	0.395	1.075	0.53	-0.191	0.539	-0.268	0.998	"2"
"一般人"	0	1	0	0.197	0.537	0.265	-0.095	0.27	-0.134	0.499	"2"
"七月"	0	1	0	0.197	0.537	0.265	-0.095	0.27	-0.134	0.499	"2"
"七百多"	0	0	1	0.197	0.537	0.265	-0.095	-0.335	0.576	1.006	"3"
"七里香树"	0	1	0	0.197	0.537	0.265	-0.095	0.27	-0.134	0.499	"2"
"万学远"	0	0	1	0.197	0.537	0.265	-0.095	-0.335	0.576	1.006	"3"
"三代"	0	1	0	0.197	0.537	0.265	-0.095	0.27	-0.134	0.499	"2"
"三角形"	0	1	0	0.197	0.537	0.265	-0.095	0.27	-0.134	0.499	"2"
"三通"	0	3	1	0.789	2.15	1.061	-0.382	0.431	-0.147	0.96	"2"
"下降"	0	1	0	0.197	0.537	0.265	-0.095	0.27	-0.134	0.499	"2"
"不久"	0	4	0	0.789	2.15	1.061	-0.382	1.079	-0.535	1.996	"2"
"不会"	0	6	0	1.184	3.225	1.591	-0.573	1.618	-0.803	2.994	"2"
"不再"	0	0	1	0.197	0.537	0.265	-0.095	-0.335	0.576	1.006	"3"
