"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"exp_8"	"exp_9"	"exp_10"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"pbin_8"	"pbin_9"	"pbin_10"	"SumAbsDev"	"LargestDev"
"11亿"	0	0	0	0	0	1	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	-0.015	-0.092	-0.007	0.903	-0.084	-0.054	-0.052	-0.035	1.309	"6"
"1244"	0	0	0	0	0	0	0	0	0	1	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	-0.015	-0.092	-0.007	-0.058	-0.084	-0.054	-0.052	1.116	1.545	"10"
"1363"	0	1	0	0	0	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	1.04	-0.015	-0.092	-0.007	-0.058	-0.084	-0.054	-0.052	-0.035	1.463	"2"
"1632万"	0	1	0	0	0	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	1.04	-0.015	-0.092	-0.007	-0.058	-0.084	-0.054	-0.052	-0.035	1.463	"2"
"16万8600亿"	0	0	1	0	0	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	1.475	-0.092	-0.007	-0.058	-0.084	-0.054	-0.052	-0.035	1.924	"3"
"16万9700亿"	0	0	1	0	0	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	1.475	-0.092	-0.007	-0.058	-0.084	-0.054	-0.052	-0.035	1.924	"3"
"18日"	0	0	1	0	0	0	0	3	0	1	0.296	0.456	0.167	0.956	0.086	0.625	0.881	0.584	0.567	0.383	-0.132	-0.207	0.805	-0.461	-0.037	-0.29	-0.421	1.877	-0.261	0.483	4.974	"8"
"1971年"	0	0	0	0	1	0	1	0	0	0	0.118	0.182	0.067	0.382	0.034	0.25	0.353	0.234	0.227	0.153	-0.053	-0.083	-0.03	-0.184	1.47	-0.116	0.493	-0.108	-0.105	-0.069	2.711	"5"
"1993年"	0	0	0	0	0	0	0	0	0	1	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	-0.015	-0.092	-0.007	-0.058	-0.084	-0.054	-0.052	1.116	1.545	"10"
"1994年"	0	0	0	1	0	1	0	0	2	0	0.237	0.364	0.134	0.765	0.068	0.5	0.705	0.467	0.454	0.306	-0.106	-0.166	-0.059	0.243	-0.03	0.383	-0.337	-0.216	1.18	-0.138	2.858	"9"
"1995年"	0	0	0	0	0	1	0	2	0	0	0.177	0.273	0.1	0.573	0.051	0.375	0.529	0.35	0.34	0.23	-0.079	-0.124	-0.044	-0.276	-0.022	0.482	-0.253	1.423	-0.157	-0.104	2.964	"8"
"1亿"	0	0	0	0	1	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	-0.015	-0.092	1.767	-0.058	-0.084	-0.054	-0.052	-0.035	2.224	"5"
"1亿2000万"	0	0	0	0	1	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	-0.015	-0.092	1.767	-0.058	-0.084	-0.054	-0.052	-0.035	2.224	"5"
"2.55"	0	0	0	0	0	0	0	1	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	-0.015	-0.092	-0.007	-0.058	-0.084	0.933	-0.052	-0.035	1.343	"8"
"2000万"	0	0	0	0	1	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	-0.015	-0.092	1.767	-0.058	-0.084	-0.054	-0.052	-0.035	2.224	"5"
"2002年"	0	1	0	0	0	1	0	0	1	0	0.177	0.273	0.1	0.573	0.051	0.375	0.529	0.35	0.34	0.23	-0.079	0.603	-0.044	-0.276	-0.022	0.482	-0.253	-0.162	0.518	-0.104	2.543	"2"
"2003"	0	0	0	0	0	1	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	-0.015	-0.092	-0.007	0.903	-0.084	-0.054	-0.052	-0.035	1.309	"6"
"2003年"	0	1	0	0	0	1	0	0	0	0	0.118	0.182	0.067	0.382	0.034	0.25	0.353	0.234	0.227	0.153	-0.053	0.76	-0.03	-0.184	-0.015	0.63	-0.168	-0.108	-0.105	-0.069	2.122	"2"
"2004"	0	0	0	0	0	2	0	0	0	0	0.118	0.182	0.067	0.382	0.034	0.25	0.353	0.234	0.227	0.153	-0.053	-0.083	-0.03	-0.184	-0.015	1.807	-0.168	-0.108	-0.105	-0.069	2.622	"6"
"2004年"	0	0	0	0	0	3	0	0	0	0	0.177	0.273	0.1	0.573	0.051	0.375	0.529	0.35	0.34	0.23	-0.079	-0.124	-0.044	-0.276	-0.022	2.71	-0.253	-0.162	-0.157	-0.104	3.931	"6"
"2005年"	0	0	0	0	0	0	0	0	1	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	-0.015	-0.092	-0.007	-0.058	-0.084	-0.054	0.945	-0.035	1.357	"9"
"200万"	0	0	0	0	0	1	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	-0.015	-0.092	-0.007	0.903	-0.084	-0.054	-0.052	-0.035	1.309	"6"
"21.8"	0	1	0	0	0	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	1.04	-0.015	-0.092	-0.007	-0.058	-0.084	-0.054	-0.052	-0.035	1.463	"2"
"221亿"	0	1	0	0	0	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	1.04	-0.015	-0.092	-0.007	-0.058	-0.084	-0.054	-0.052	-0.035	1.463	"2"
"227"	0	0	0	1	0	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	-0.015	0.719	-0.007	-0.058	-0.084	-0.054	-0.052	-0.035	1.091	"4"
"2300万"	0	1	0	0	0	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	1.04	-0.015	-0.092	-0.007	-0.058	-0.084	-0.054	-0.052	-0.035	1.463	"2"
"230万"	0	1	0	0	0	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	1.04	-0.015	-0.092	-0.007	-0.058	-0.084	-0.054	-0.052	-0.035	1.463	"2"
"270"	0	0	0	0	0	0	0	1	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	-0.015	-0.092	-0.007	-0.058	-0.084	0.933	-0.052	-0.035	1.343	"8"
"300万"	0	0	1	0	0	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	1.475	-0.092	-0.007	-0.058	-0.084	-0.054	-0.052	-0.035	1.924	"3"
"30日"	0	0	0	0	0	1	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	-0.015	-0.092	-0.007	0.903	-0.084	-0.054	-0.052	-0.035	1.309	"6"
"31.5"	1	0	0	0	0	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	1.228	-0.041	-0.015	-0.092	-0.007	-0.058	-0.084	-0.054	-0.052	-0.035	1.666	"1"
"33.5"	0	1	0	0	0	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	1.04	-0.015	-0.092	-0.007	-0.058	-0.084	-0.054	-0.052	-0.035	1.463	"2"
"34"	1	0	0	0	0	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	1.228	-0.041	-0.015	-0.092	-0.007	-0.058	-0.084	-0.054	-0.052	-0.035	1.666	"1"
"3783亿"	0	1	0	0	0	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	1.04	-0.015	-0.092	-0.007	-0.058	-0.084	-0.054	-0.052	-0.035	1.463	"2"
"3亿"	1	0	0	0	0	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	1.228	-0.041	-0.015	-0.092	-0.007	-0.058	-0.084	-0.054	-0.052	-0.035	1.666	"1"
"4.8"	0	1	0	0	0	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	1.04	-0.015	-0.092	-0.007	-0.058	-0.084	-0.054	-0.052	-0.035	1.463	"2"
"460"	0	1	0	0	0	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	1.04	-0.015	-0.092	-0.007	-0.058	-0.084	-0.054	-0.052	-0.035	1.463	"2"
"490万"	0	0	1	0	0	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	1.475	-0.092	-0.007	-0.058	-0.084	-0.054	-0.052	-0.035	1.924	"3"
"4国"	0	0	1	0	0	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	1.475	-0.092	-0.007	-0.058	-0.084	-0.054	-0.052	-0.035	1.924	"3"
"5.2"	0	1	0	0	0	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	1.04	-0.015	-0.092	-0.007	-0.058	-0.084	-0.054	-0.052	-0.035	1.463	"2"
"500多"	0	1	0	0	0	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	1.04	-0.015	-0.092	-0.007	-0.058	-0.084	-0.054	-0.052	-0.035	1.463	"2"
"6.1"	0	0	0	1	0	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	-0.015	0.719	-0.007	-0.058	-0.084	-0.054	-0.052	-0.035	1.091	"4"
"6.96"	0	1	0	0	0	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	1.04	-0.015	-0.092	-0.007	-0.058	-0.084	-0.054	-0.052	-0.035	1.463	"2"
"6000万"	0	1	0	0	0	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	1.04	-0.015	-0.092	-0.007	-0.058	-0.084	-0.054	-0.052	-0.035	1.463	"2"
"6000多万"	0	0	0	0	0	1	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	-0.015	-0.092	-0.007	0.903	-0.084	-0.054	-0.052	-0.035	1.309	"6"
"60亿"	0	1	0	0	0	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	1.04	-0.015	-0.092	-0.007	-0.058	-0.084	-0.054	-0.052	-0.035	1.463	"2"
"668"	0	0	0	0	0	1	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	-0.015	-0.092	-0.007	0.903	-0.084	-0.054	-0.052	-0.035	1.309	"6"
"67"	0	1	0	0	0	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	1.04	-0.015	-0.092	-0.007	-0.058	-0.084	-0.054	-0.052	-0.035	1.463	"2"
"6800万"	0	0	0	0	0	1	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	-0.015	-0.092	-0.007	0.903	-0.084	-0.054	-0.052	-0.035	1.309	"6"
"69"	0	1	0	0	0	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	1.04	-0.015	-0.092	-0.007	-0.058	-0.084	-0.054	-0.052	-0.035	1.463	"2"
"6月"	0	0	0	0	0	1	1	1	0	0	0.177	0.273	0.1	0.573	0.051	0.375	0.529	0.35	0.34	0.23	-0.079	-0.124	-0.044	-0.276	-0.022	0.482	0.355	0.507	-0.157	-0.104	2.15	"8"
"700亿"	0	1	0	0	0	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	1.04	-0.015	-0.092	-0.007	-0.058	-0.084	-0.054	-0.052	-0.035	1.463	"2"
"750万"	0	1	0	0	0	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	1.04	-0.015	-0.092	-0.007	-0.058	-0.084	-0.054	-0.052	-0.035	1.463	"2"
"752"	1	0	0	0	0	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	1.228	-0.041	-0.015	-0.092	-0.007	-0.058	-0.084	-0.054	-0.052	-0.035	1.666	"1"
"75亿"	0	1	0	0	0	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	1.04	-0.015	-0.092	-0.007	-0.058	-0.084	-0.054	-0.052	-0.035	1.463	"2"
"7月"	0	1	0	0	0	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	1.04	-0.015	-0.092	-0.007	-0.058	-0.084	-0.054	-0.052	-0.035	1.463	"2"
"8.87"	0	0	0	0	0	0	0	1	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	-0.015	-0.092	-0.007	-0.058	-0.084	0.933	-0.052	-0.035	1.343	"8"
"850万"	0	1	0	0	0	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	1.04	-0.015	-0.092	-0.007	-0.058	-0.084	-0.054	-0.052	-0.035	1.463	"2"
"8840万"	0	0	0	0	1	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	-0.015	-0.092	1.767	-0.058	-0.084	-0.054	-0.052	-0.035	2.224	"5"
"90"	0	1	0	0	0	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	1.04	-0.015	-0.092	-0.007	-0.058	-0.084	-0.054	-0.052	-0.035	1.463	"2"
"9000万"	0	1	0	0	0	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	1.04	-0.015	-0.092	-0.007	-0.058	-0.084	-0.054	-0.052	-0.035	1.463	"2"
"90亿"	0	1	0	0	0	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	1.04	-0.015	-0.092	-0.007	-0.058	-0.084	-0.054	-0.052	-0.035	1.463	"2"
"ALSTOM"	0	1	0	0	0	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	1.04	-0.015	-0.092	-0.007	-0.058	-0.084	-0.054	-0.052	-0.035	1.463	"2"
"ATT"	0	0	0	0	0	0	1	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	-0.015	-0.092	-0.007	-0.058	0.754	-0.054	-0.052	-0.035	1.134	"7"
"BanHock"	0	0	0	0	0	0	0	0	1	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	-0.015	-0.092	-0.007	-0.058	-0.084	-0.054	0.945	-0.035	1.357	"9"
"CD-R"	0	0	0	0	0	1	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	-0.015	-0.092	-0.007	0.903	-0.084	-0.054	-0.052	-0.035	1.309	"6"
"CEPA"	0	0	0	2	0	0	0	0	0	0	0.118	0.182	0.067	0.382	0.034	0.25	0.353	0.234	0.227	0.153	-0.053	-0.083	-0.03	1.437	-0.015	-0.116	-0.168	-0.108	-0.105	-0.069	2.184	"4"
"CHP"	3	0	0	0	0	0	0	0	0	0	0.177	0.273	0.1	0.573	0.051	0.375	0.529	0.35	0.34	0.23	3.685	-0.124	-0.044	-0.276	-0.022	-0.174	-0.253	-0.162	-0.157	-0.104	5.001	"1"
"G"	0	0	0	0	0	0	1	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	-0.015	-0.092	-0.007	-0.058	0.754	-0.054	-0.052	-0.035	1.134	"7"
"IBM"	0	0	0	1	0	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	-0.015	0.719	-0.007	-0.058	-0.084	-0.054	-0.052	-0.035	1.091	"4"
"IRE"	0	0	0	0	0	0	1	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	-0.015	-0.092	-0.007	-0.058	0.754	-0.054	-0.052	-0.035	1.134	"7"
"J.D.Edwards"	0	0	0	0	0	1	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	-0.015	-0.092	-0.007	0.903	-0.084	-0.054	-0.052	-0.035	1.309	"6"
"Overture"	0	0	0	0	0	1	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	-0.015	-0.092	-0.007	0.903	-0.084	-0.054	-0.052	-0.035	1.309	"6"
"Public"	0	0	0	1	0	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	-0.015	0.719	-0.007	-0.058	-0.084	-0.054	-0.052	-0.035	1.091	"4"
"SectorContract"	0	0	0	1	0	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	-0.015	0.719	-0.007	-0.058	-0.084	-0.054	-0.052	-0.035	1.091	"4"
"Telstra"	1	0	0	0	0	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	1.228	-0.041	-0.015	-0.092	-0.007	-0.058	-0.084	-0.054	-0.052	-0.035	1.666	"1"
"Tripoli"	0	0	0	0	0	1	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	-0.015	-0.092	-0.007	0.903	-0.084	-0.054	-0.052	-0.035	1.309	"6"
"WTO"	0	0	0	0	0	0	3	0	0	0	0.177	0.273	0.1	0.573	0.051	0.375	0.529	0.35	0.34	0.23	-0.079	-0.124	-0.044	-0.276	-0.022	-0.174	2.261	-0.162	-0.157	-0.104	3.403	"7"
"一九九五年"	0	0	0	0	0	0	1	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	-0.015	-0.092	-0.007	-0.058	0.754	-0.054	-0.052	-0.035	1.134	"7"
"一亿多"	0	0	0	0	0	0	1	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	-0.015	-0.092	-0.007	-0.058	0.754	-0.054	-0.052	-0.035	1.134	"7"
"一季度"	0	1	0	0	0	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	1.04	-0.015	-0.092	-0.007	-0.058	-0.084	-0.054	-0.052	-0.035	1.463	"2"
"一汽"	0	0	0	0	0	0	0	0	1	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	-0.015	-0.092	-0.007	-0.058	-0.084	-0.054	0.945	-0.035	1.357	"9"
"一致"	0	0	0	1	0	1	1	0	1	0	0.237	0.364	0.134	0.765	0.068	0.5	0.705	0.467	0.454	0.306	-0.106	-0.166	-0.059	0.243	-0.03	0.383	0.268	-0.216	0.418	-0.138	2.027	"9"
"万"	1	0	0	0	1	0	0	0	0	0	0.118	0.182	0.067	0.382	0.034	0.25	0.353	0.234	0.227	0.153	0.94	-0.083	-0.03	-0.184	1.47	-0.116	-0.168	-0.108	-0.105	-0.069	3.273	"5"
"三"	0	0	0	0	0	1	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	-0.015	-0.092	-0.007	0.903	-0.084	-0.054	-0.052	-0.035	1.309	"6"
"三千五百三十八"	0	0	0	0	0	1	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	-0.015	-0.092	-0.007	0.903	-0.084	-0.054	-0.052	-0.035	1.309	"6"
"上市"	0	0	0	1	0	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	-0.015	0.719	-0.007	-0.058	-0.084	-0.054	-0.052	-0.035	1.091	"4"
"上海"	0	2	0	0	0	0	0	0	0	0	0.118	0.182	0.067	0.382	0.034	0.25	0.353	0.234	0.227	0.153	-0.053	2.081	-0.03	-0.184	-0.015	-0.116	-0.168	-0.108	-0.105	-0.069	2.929	"2"
"上述"	0	0	0	1	0	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	-0.015	0.719	-0.007	-0.058	-0.084	-0.054	-0.052	-0.035	1.091	"4"
"上门"	0	0	0	2	0	0	0	0	0	0	0.118	0.182	0.067	0.382	0.034	0.25	0.353	0.234	0.227	0.153	-0.053	-0.083	-0.03	1.437	-0.015	-0.116	-0.168	-0.108	-0.105	-0.069	2.184	"4"
"上面"	0	0	0	0	0	0	0	0	1	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	-0.015	-0.092	-0.007	-0.058	-0.084	-0.054	0.945	-0.035	1.357	"9"
"下列"	0	0	0	1	0	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	-0.015	0.719	-0.007	-0.058	-0.084	-0.054	-0.052	-0.035	1.091	"4"
"下限"	0	0	0	1	0	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	-0.015	0.719	-0.007	-0.058	-0.084	-0.054	-0.052	-0.035	1.091	"4"
"不大"	0	0	0	0	0	0	0	1	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	-0.015	-0.092	-0.007	-0.058	-0.084	0.933	-0.052	-0.035	1.343	"8"
"不平"	0	0	0	1	0	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	-0.015	0.719	-0.007	-0.058	-0.084	-0.054	-0.052	-0.035	1.091	"4"
"不得"	1	0	0	1	0	0	0	0	0	0	0.118	0.182	0.067	0.382	0.034	0.25	0.353	0.234	0.227	0.153	0.94	-0.083	-0.03	0.461	-0.015	-0.116	-0.168	-0.108	-0.105	-0.069	2.095	"1"
"不能"	0	0	0	1	0	0	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	-0.015	0.719	-0.007	-0.058	-0.084	-0.054	-0.052	-0.035	1.091	"4"
"不过"	0	0	0	0	0	1	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	-0.015	-0.092	-0.007	0.903	-0.084	-0.054	-0.052	-0.035	1.309	"6"
"与"	5	0	1	6	0	18	0	0	1	0	1.833	2.824	1.038	5.926	0.53	3.874	5.464	3.62	3.516	2.375	1.47	-1.286	-0.142	0.253	-0.232	8.654	-2.611	-1.672	-0.925	-1.073	18.318	"6"
"专属"	0	0	0	0	0	1	0	0	0	0	0.059	0.091	0.033	0.191	0.017	0.125	0.176	0.117	0.113	0.077	-0.026	-0.041	-0.015	-0.092	-0.007	0.903	-0.084	-0.054	-0.052	-0.035	1.309	"6"
