"Coll_Word"	"1"	"2"	"3"	"4"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"SumAbsDev"	"LargestDev"
"－－"	0	0	0	1	0.018	0.554	0.037	0.391	-0.008	-0.35	-0.016	0.408	0.782	"4"
"﹐"	0	2	0	0	0.036	1.107	0.074	0.782	-0.016	0.513	-0.033	-0.431	0.993	"2"
"﹔"	0	1	0	0	0.018	0.554	0.037	0.391	-0.008	0.257	-0.016	-0.215	0.496	"2"
"110万"	0	0	0	1	0.018	0.554	0.037	0.391	-0.008	-0.35	-0.016	0.408	0.782	"4"
"13.5％"	0	0	0	1	0.018	0.554	0.037	0.391	-0.008	-0.35	-0.016	0.408	0.782	"4"
"13楼"	0	0	0	1	0.018	0.554	0.037	0.391	-0.008	-0.35	-0.016	0.408	0.782	"4"
"1441"	0	0	0	1	0.018	0.554	0.037	0.391	-0.008	-0.35	-0.016	0.408	0.782	"4"
"174"	0	0	0	1	0.018	0.554	0.037	0.391	-0.008	-0.35	-0.016	0.408	0.782	"4"
"1755"	0	0	0	1	0.018	0.554	0.037	0.391	-0.008	-0.35	-0.016	0.408	0.782	"4"
"19.6"	0	0	1	0	0.018	0.554	0.037	0.391	-0.008	-0.35	1.43	-0.215	2.003	"3"
"1960"	0	0	0	1	0.018	0.554	0.037	0.391	-0.008	-0.35	-0.016	0.408	0.782	"4"
"200多"	0	1	0	1	0.036	1.107	0.074	0.782	-0.016	-0.159	-0.033	0.201	0.409	"4"
"3411"	0	1	0	0	0.018	0.554	0.037	0.391	-0.008	0.257	-0.016	-0.215	0.496	"2"
"40余"	0	0	0	1	0.018	0.554	0.037	0.391	-0.008	-0.35	-0.016	0.408	0.782	"4"
"45％"	0	0	0	1	0.018	0.554	0.037	0.391	-0.008	-0.35	-0.016	0.408	0.782	"4"
"468"	0	1	0	0	0.018	0.554	0.037	0.391	-0.008	0.257	-0.016	-0.215	0.496	"2"
