"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"exp_8"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"pbin_8"	"SumAbsDev"	"LargestDev"
"："	0	0	0	0	0	2	0	0	0.146	0.258	0.318	0.035	0.072	0.781	0.057	0.333	-0.066	-0.12	-0.15	-0.015	-0.032	0.817	-0.025	-0.158	1.383	"6"
"!"	0	1	0	0	0	0	0	0	0.073	0.129	0.159	0.017	0.036	0.391	0.029	0.166	-0.033	0.89	-0.075	-0.008	-0.016	-0.215	-0.013	-0.079	1.329	"2"
"“"	1	0	66	0	3	35	2	9	8.447	14.948	18.451	2.024	4.204	45.31	3.309	19.307	-2.804	-6.95	23.081	-0.887	-0.408	-1.531	-0.451	-2.372	38.484	"3"
"”"	1	0	57	0	2	26	0	7	6.772	11.984	14.793	1.623	3.37	36.326	2.653	15.479	-2.134	-5.572	22.281	-0.711	-0.468	-1.773	-1.169	-2.073	36.181	"3"
"《"	0	0	0	0	0	14	0	0	1.019	1.804	2.227	0.244	0.507	5.468	0.399	2.33	-0.46	-0.839	-1.053	-0.107	-0.224	5.716	-0.176	-1.107	9.682	"6"
"》"	0	0	0	0	0	13	0	1	1.019	1.804	2.227	0.244	0.507	5.468	0.399	2.33	-0.46	-0.839	-1.053	-0.107	-0.224	4.357	-0.176	-0.528	7.744	"6"
"「"	2	53	0	2	1	11	0	5	5.389	9.536	11.77	1.291	2.682	28.905	2.111	12.317	-1.059	30.216	-5.567	0.431	-0.609	-5.291	-0.93	-1.971	46.074	"2"
"」"	8	49	0	2	1	12	2	9	6.044	10.695	13.202	1.448	3.008	32.42	2.367	13.815	0.59	22.254	-6.245	0.371	-0.716	-6.059	-0.239	-1.012	37.486	"2"
"─"	0	0	0	0	1	0	0	0	0.073	0.129	0.159	0.017	0.036	0.391	0.029	0.166	-0.033	-0.06	-0.075	-0.008	1.441	-0.215	-0.013	-0.079	1.924	"5"
"110周年"	0	0	0	0	0	1	0	0	0.073	0.129	0.159	0.017	0.036	0.391	0.029	0.166	-0.033	-0.06	-0.075	-0.008	-0.016	0.408	-0.013	-0.079	0.692	"6"
