"Coll_Word"	"1"	"2"	"3"	"exp_1"	"exp_2"	"exp_3"	"pbin_1"	"pbin_2"	"pbin_3"	"SumAbsDev"	"LargestDev"
"–"	1	0	0	0.378	0.115	0.507	0.423	-0.053	-0.307	0.783	"1"
"，"	0	9	47	21.16	6.435	28.405	-11.542	0.723	6.652	18.917	"1"
";"	0	0	9	3.401	1.034	4.565	-1.855	-0.477	2.653	4.985	"3"
"１－"	0	0	1	0.378	0.115	0.507	-0.206	-0.053	0.295	0.554	"3"
"1.6"	0	0	1	0.378	0.115	0.507	-0.206	-0.053	0.295	0.554	"3"
"120多"	0	1	0	0.378	0.115	0.507	-0.206	0.94	-0.307	1.453	"2"
"1250万"	1	0	0	0.378	0.115	0.507	0.423	-0.053	-0.307	0.783	"1"
"15日电"	0	0	1	0.378	0.115	0.507	-0.206	-0.053	0.295	0.554	"3"
"16.5"	1	0	0	0.378	0.115	0.507	0.423	-0.053	-0.307	0.783	"1"
"1788"	0	1	0	0.378	0.115	0.507	-0.206	0.94	-0.307	1.453	"2"
"19.7"	1	0	0	0.378	0.115	0.507	0.423	-0.053	-0.307	0.783	"1"
"2.02"	1	0	0	0.378	0.115	0.507	0.423	-0.053	-0.307	0.783	"1"
"20.3"	1	0	0	0.378	0.115	0.507	0.423	-0.053	-0.307	0.783	"1"
"2006年"	2	0	0	0.756	0.23	1.014	0.845	-0.106	-0.615	1.566	"1"
"200万"	0	1	0	0.378	0.115	0.507	-0.206	0.94	-0.307	1.453	"2"
"200多万"	0	1	0	0.378	0.115	0.507	-0.206	0.94	-0.307	1.453	"2"
"2010年"	2	1	0	1.134	0.345	1.522	0.494	0.513	-0.922	1.929	"3"
"22.4"	0	1	0	0.378	0.115	0.507	-0.206	0.94	-0.307	1.453	"2"
"23770"	1	0	0	0.378	0.115	0.507	0.423	-0.053	-0.307	0.783	"1"
"24473"	1	0	0	0.378	0.115	0.507	0.423	-0.053	-0.307	0.783	"1"
"2500"	0	0	1	0.378	0.115	0.507	-0.206	-0.053	0.295	0.554	"3"
"2992万"	1	0	0	0.378	0.115	0.507	0.423	-0.053	-0.307	0.783	"1"
"30多"	0	0	1	0.378	0.115	0.507	-0.206	-0.053	0.295	0.554	"3"
"3亿9000万"	1	0	0	0.378	0.115	0.507	0.423	-0.053	-0.307	0.783	"1"
"4.25"	0	1	0	0.378	0.115	0.507	-0.206	0.94	-0.307	1.453	"2"
"40"	0	0	1	0.378	0.115	0.507	-0.206	-0.053	0.295	0.554	"3"
"400余"	1	0	0	0.378	0.115	0.507	0.423	-0.053	-0.307	0.783	"1"
"473万"	1	0	0	0.378	0.115	0.507	0.423	-0.053	-0.307	0.783	"1"
"4万4000"	0	0	1	0.378	0.115	0.507	-0.206	-0.053	0.295	0.554	"3"
"509"	0	1	0	0.378	0.115	0.507	-0.206	0.94	-0.307	1.453	"2"
"50万"	0	1	0	0.378	0.115	0.507	-0.206	0.94	-0.307	1.453	"2"
"50周年"	2	0	0	0.756	0.23	1.014	0.845	-0.106	-0.615	1.566	"1"
"57.5"	0	0	1	0.378	0.115	0.507	-0.206	-0.053	0.295	0.554	"3"
"60万"	1	0	0	0.378	0.115	0.507	0.423	-0.053	-0.307	0.783	"1"
"65万"	0	1	0	0.378	0.115	0.507	-0.206	0.94	-0.307	1.453	"2"
"6870"	0	1	0	0.378	0.115	0.507	-0.206	0.94	-0.307	1.453	"2"
"730"	1	0	0	0.378	0.115	0.507	0.423	-0.053	-0.307	0.783	"1"
"769"	0	1	0	0.378	0.115	0.507	-0.206	0.94	-0.307	1.453	"2"
"891202"	0	1	0	0.378	0.115	0.507	-0.206	0.94	-0.307	1.453	"2"
"8月"	0	1	0	0.378	0.115	0.507	-0.206	0.94	-0.307	1.453	"2"
"900127"	0	0	1	0.378	0.115	0.507	-0.206	-0.053	0.295	0.554	"3"
"AM"	0	0	1	0.378	0.115	0.507	-0.206	-0.053	0.295	0.554	"3"
"Audi"	1	0	0	0.378	0.115	0.507	0.423	-0.053	-0.307	0.783	"1"
"CC"	1	0	0	0.378	0.115	0.507	0.423	-0.053	-0.307	0.783	"1"
"DIRACC"	1	0	0	0.378	0.115	0.507	0.423	-0.053	-0.307	0.783	"1"
"ECP"	0	0	1	0.378	0.115	0.507	-0.206	-0.053	0.295	0.554	"3"
"GM"	1	0	0	0.378	0.115	0.507	0.423	-0.053	-0.307	0.783	"1"
"Honda"	1	0	0	0.378	0.115	0.507	0.423	-0.053	-0.307	0.783	"1"
"JAC"	1	0	0	0.378	0.115	0.507	0.423	-0.053	-0.307	0.783	"1"
"Jackspeed"	1	0	0	0.378	0.115	0.507	0.423	-0.053	-0.307	0.783	"1"
"Mazda"	1	0	0	0.378	0.115	0.507	0.423	-0.053	-0.307	0.783	"1"
"Prius"	1	0	0	0.378	0.115	0.507	0.423	-0.053	-0.307	0.783	"1"
"SUV"	1	0	0	0.378	0.115	0.507	0.423	-0.053	-0.307	0.783	"1"
"tiptronic"	0	0	2	0.756	0.23	1.014	-0.412	-0.106	0.59	1.108	"3"
"Toyota"	1	0	0	0.378	0.115	0.507	0.423	-0.053	-0.307	0.783	"1"
"TTRoadster"	1	0	0	0.378	0.115	0.507	0.423	-0.053	-0.307	0.783	"1"
"一"	0	0	1	0.378	0.115	0.507	-0.206	-0.053	0.295	0.554	"3"
"一九一三年"	1	0	0	0.378	0.115	0.507	0.423	-0.053	-0.307	0.783	"1"
"一千三百"	0	0	1	0.378	0.115	0.507	-0.206	-0.053	0.295	0.554	"3"
"一季度"	1	0	0	0.378	0.115	0.507	0.423	-0.053	-0.307	0.783	"1"
"一早"	0	0	1	0.378	0.115	0.507	-0.206	-0.053	0.295	0.554	"3"
"一次性"	0	0	1	0.378	0.115	0.507	-0.206	-0.053	0.295	0.554	"3"
"一汽"	3	0	0	1.134	0.345	1.522	1.268	-0.159	-0.922	2.349	"1"
"一百九十八"	0	0	1	0.378	0.115	0.507	-0.206	-0.053	0.295	0.554	"3"
"一百五十"	0	0	1	0.378	0.115	0.507	-0.206	-0.053	0.295	0.554	"3"
"一起"	0	0	2	0.756	0.23	1.014	-0.412	-0.106	0.59	1.108	"3"
"七十五"	0	1	1	0.756	0.23	1.014	-0.412	0.664	-0.129	1.205	"2"
"七股"	1	0	0	0.378	0.115	0.507	0.423	-0.053	-0.307	0.783	"1"
"万事"	1	0	0	0.378	0.115	0.507	0.423	-0.053	-0.307	0.783	"1"
"三十三年"	0	1	0	0.378	0.115	0.507	-0.206	0.94	-0.307	1.453	"2"
"三菱"	2	0	0	0.756	0.23	1.014	0.845	-0.106	-0.615	1.566	"1"
"上下"	0	0	1	0.378	0.115	0.507	-0.206	-0.053	0.295	0.554	"3"
"上千"	1	0	0	0.378	0.115	0.507	0.423	-0.053	-0.307	0.783	"1"
"上半年"	2	0	0	0.756	0.23	1.014	0.845	-0.106	-0.615	1.566	"1"
"上汽"	1	0	0	0.378	0.115	0.507	0.423	-0.053	-0.307	0.783	"1"
"上海"	4	0	0	1.511	0.46	2.029	1.691	-0.212	-1.229	3.132	"1"
"上车"	0	0	1	0.378	0.115	0.507	-0.206	-0.053	0.295	0.554	"3"
"下车"	0	0	2	0.756	0.23	1.014	-0.412	-0.106	0.59	1.108	"3"
"下降"	0	0	1	0.378	0.115	0.507	-0.206	-0.053	0.295	0.554	"3"
"不便"	0	0	1	0.378	0.115	0.507	-0.206	-0.053	0.295	0.554	"3"
"不偏不倚"	0	1	0	0.378	0.115	0.507	-0.206	0.94	-0.307	1.453	"2"
"不再"	0	0	1	0.378	0.115	0.507	-0.206	-0.053	0.295	0.554	"3"
"不堪"	0	0	1	0.378	0.115	0.507	-0.206	-0.053	0.295	0.554	"3"
"不妙"	0	0	1	0.378	0.115	0.507	-0.206	-0.053	0.295	0.554	"3"
"不得"	0	0	1	0.378	0.115	0.507	-0.206	-0.053	0.295	0.554	"3"
"不振"	1	0	0	0.378	0.115	0.507	0.423	-0.053	-0.307	0.783	"1"
"不绝于耳"	0	0	1	0.378	0.115	0.507	-0.206	-0.053	0.295	0.554	"3"
"与此同时"	0	1	0	0.378	0.115	0.507	-0.206	0.94	-0.307	1.453	"2"
"专业户"	0	0	1	0.378	0.115	0.507	-0.206	-0.053	0.295	0.554	"3"
"世贸"	1	0	0	0.378	0.115	0.507	0.423	-0.053	-0.307	0.783	"1"
"业"	1	0	1	0.756	0.23	1.014	0.213	-0.106	-0.129	0.448	"1"
"东南"	1	0	0	0.378	0.115	0.507	0.423	-0.053	-0.307	0.783	"1"
"东南厂"	1	0	0	0.378	0.115	0.507	0.423	-0.053	-0.307	0.783	"1"
"东岳"	1	0	0	0.378	0.115	0.507	0.423	-0.053	-0.307	0.783	"1"
"东风"	5	0	0	1.889	0.575	2.536	2.113	-0.265	-1.537	3.915	"1"
