"Coll_Word"	"1"	"2"	"3"	"exp_1"	"exp_2"	"exp_3"	"pbin_1"	"pbin_2"	"pbin_3"	"SumAbsDev"	"LargestDev"
"﹐"	4	0	0	1.497	1.252	1.251	1.707	-0.652	-0.651	3.01	"1"
";"	0	0	4	1.497	1.252	1.251	-0.815	-0.652	2.02	3.487	"3"
"”"	44	1	7	19.464	16.278	16.258	11.482	-7.087	-2.572	21.141	"1"
"》"	1	1	0	0.749	0.626	0.625	0.216	0.277	-0.326	0.819	"3"
"「"	24	0	0	8.984	7.513	7.504	10.242	-3.914	-3.908	18.064	"1"
"」"	29	0	1	11.229	9.391	9.379	11.094	-4.892	-3.719	19.705	"1"
"』"	0	0	1	0.374	0.313	0.313	-0.204	-0.163	0.505	0.872	"3"
"¤"	0	6	0	2.246	1.878	1.876	-1.222	3.026	-0.977	5.225	"2"
"169"	0	1	0	0.374	0.313	0.313	-0.204	0.504	-0.163	0.871	"2"
"206"	0	1	0	0.374	0.313	0.313	-0.204	0.504	-0.163	0.871	"2"
"27日电"	0	0	1	0.374	0.313	0.313	-0.204	-0.163	0.505	0.872	"3"
"37.5"	0	1	0	0.374	0.313	0.313	-0.204	0.504	-0.163	0.871	"2"
"48％"	0	1	0	0.374	0.313	0.313	-0.204	0.504	-0.163	0.871	"2"
"891108"	0	0	1	0.374	0.313	0.313	-0.204	-0.163	0.505	0.872	"3"
"891227"	0	1	0	0.374	0.313	0.313	-0.204	0.504	-0.163	0.871	"2"
"900110"	0	1	0	0.374	0.313	0.313	-0.204	0.504	-0.163	0.871	"2"
"A"	0	0	1	0.374	0.313	0.313	-0.204	-0.163	0.505	0.872	"3"
"AAA"	0	1	0	0.374	0.313	0.313	-0.204	0.504	-0.163	0.871	"2"
"MPN"	0	2	0	0.749	0.626	0.625	-0.407	1.009	-0.326	1.742	"2"
"Ｎ"	0	1	0	0.374	0.313	0.313	-0.204	0.504	-0.163	0.871	"2"
"SIA"	0	1	0	0.374	0.313	0.313	-0.204	0.504	-0.163	0.871	"2"
"UPnP"	0	1	0	0.374	0.313	0.313	-0.204	0.504	-0.163	0.871	"2"
"winnertakell"	1	0	0	0.374	0.313	0.313	0.427	-0.163	-0.163	0.753	"1"
"WTO"	2	0	1	1.123	0.939	0.938	0.501	-0.489	0.171	1.161	"1"
"一"	66	4	3	27.325	22.852	22.823	20.352	-7.176	-8.078	35.606	"1"
"一万五千六百"	0	1	0	0.374	0.313	0.313	-0.204	0.504	-0.163	0.871	"2"
"一中"	3	0	0	1.123	0.939	0.938	1.28	-0.489	-0.488	2.257	"1"
"一九九二年"	2	0	0	0.749	0.626	0.625	0.854	-0.326	-0.326	1.506	"1"
"一定"	0	1	1	0.749	0.626	0.625	-0.407	0.277	0.278	0.962	"1"
"一律"	1	0	0	0.374	0.313	0.313	0.427	-0.163	-0.163	0.753	"1"
"一成"	0	1	0	0.374	0.313	0.313	-0.204	0.504	-0.163	0.871	"2"
"一级"	0	1	0	0.374	0.313	0.313	-0.204	0.504	-0.163	0.871	"2"
"一致"	3	0	0	1.123	0.939	0.938	1.28	-0.489	-0.488	2.257	"1"
"一般"	0	1	0	0.374	0.313	0.313	-0.204	0.504	-0.163	0.871	"2"
"一视同仁"	0	1	0	0.374	0.313	0.313	-0.204	0.504	-0.163	0.871	"2"
"一贯"	2	0	0	0.749	0.626	0.625	0.854	-0.326	-0.326	1.506	"1"
"七十一点一○"	0	1	0	0.374	0.313	0.313	-0.204	0.504	-0.163	0.871	"2"
"三不"	1	0	0	0.374	0.313	0.313	0.427	-0.163	-0.163	0.753	"1"
"三星级"	0	1	0	0.374	0.313	0.313	-0.204	0.504	-0.163	0.871	"2"
"三通"	2	0	0	0.749	0.626	0.625	0.854	-0.326	-0.326	1.506	"1"
"上"	9	0	0	3.369	2.817	2.814	3.841	-1.468	-1.465	6.774	"1"
"上将"	0	1	0	0.374	0.313	0.313	-0.204	0.504	-0.163	0.871	"2"
"上市"	0	0	1	0.374	0.313	0.313	-0.204	-0.163	0.505	0.872	"3"
"上来"	1	0	0	0.374	0.313	0.313	0.427	-0.163	-0.163	0.753	"1"
"上述"	2	2	0	1.497	1.252	1.251	0.319	0.43	-0.651	1.4	"3"
"上限"	1	1	0	0.749	0.626	0.625	0.216	0.277	-0.326	0.819	"3"
"下"	16	0	1	6.363	5.322	5.315	5.786	-2.772	-1.827	10.385	"1"
"不一"	0	2	0	0.749	0.626	0.625	-0.407	1.009	-0.326	1.742	"2"
"不切实际"	0	1	0	0.374	0.313	0.313	-0.204	0.504	-0.163	0.871	"2"
"不可"	2	0	0	0.749	0.626	0.625	0.854	-0.326	-0.326	1.506	"1"
"不可能"	1	0	0	0.374	0.313	0.313	0.427	-0.163	-0.163	0.753	"1"
"不同"	1	4	0	1.872	1.565	1.563	-0.417	1.444	-0.814	2.675	"2"
"不得"	0	0	1	0.374	0.313	0.313	-0.204	-0.163	0.505	0.872	"3"
"不清"	1	0	0	0.374	0.313	0.313	0.427	-0.163	-0.163	0.753	"1"
"与会"	1	0	0	0.374	0.313	0.313	0.427	-0.163	-0.163	0.753	"1"
"专业"	0	1	0	0.374	0.313	0.313	-0.204	0.504	-0.163	0.871	"2"
"世卫"	0	5	1	2.246	1.878	1.876	-1.222	1.875	-0.405	3.502	"2"
"世界贸易组织"	0	1	1	0.749	0.626	0.625	-0.407	0.277	0.278	0.962	"1"
"世贸组织"	3	0	0	1.123	0.939	0.938	1.28	-0.489	-0.488	2.257	"1"
"业"	0	0	1	0.374	0.313	0.313	-0.204	-0.163	0.505	0.872	"3"
"业务"	0	0	2	0.749	0.626	0.625	-0.407	-0.326	1.01	1.743	"3"
"丛亚平"	0	0	1	0.374	0.313	0.313	-0.204	-0.163	0.505	0.872	"3"
"东亚运"	0	1	0	0.374	0.313	0.313	-0.204	0.504	-0.163	0.871	"2"
"东高立"	0	1	0	0.374	0.313	0.313	-0.204	0.504	-0.163	0.871	"2"
"两岸"	24	0	0	8.984	7.513	7.504	10.242	-3.914	-3.908	18.064	"1"
"两性"	1	0	0	0.374	0.313	0.313	0.427	-0.163	-0.163	0.753	"1"
"两港"	1	0	0	0.374	0.313	0.313	0.427	-0.163	-0.163	0.753	"1"
"两翼"	0	1	0	0.374	0.313	0.313	-0.204	0.504	-0.163	0.871	"2"
"严"	0	1	2	1.123	0.939	0.938	-0.611	0.17	0.634	1.415	"3"
"严格"	0	0	14	5.24	4.383	4.377	-2.851	-2.283	7.069	12.203	"3"
"个"	39	5	2	17.218	14.4	14.382	10.294	-2.949	-5.117	18.36	"1"
"个中"	2	0	0	0.749	0.626	0.625	0.854	-0.326	-0.326	1.506	"1"
"中"	4	0	0	1.497	1.252	1.251	1.707	-0.652	-0.651	3.01	"1"
"中医"	0	0	1	0.374	0.313	0.313	-0.204	-0.163	0.505	0.872	"3"
"中古车"	0	0	1	0.374	0.313	0.313	-0.204	-0.163	0.505	0.872	"3"
"中国"	36	0	0	13.475	11.269	11.255	15.364	-5.87	-5.862	27.096	"1"
"中坜厂"	0	1	0	0.374	0.313	0.313	-0.204	0.504	-0.163	0.871	"2"
"中实户"	0	1	0	0.374	0.313	0.313	-0.204	0.504	-0.163	0.871	"2"
"中方"	1	0	0	0.374	0.313	0.313	0.427	-0.163	-0.163	0.753	"1"
"中日"	2	1	0	1.123	0.939	0.938	0.501	0.17	-0.488	1.159	"1"
"中高"	0	1	0	0.374	0.313	0.313	-0.204	0.504	-0.163	0.871	"2"
"丰产"	0	0	1	0.374	0.313	0.313	-0.204	-0.163	0.505	0.872	"3"
"临床"	0	1	1	0.749	0.626	0.625	-0.407	0.277	0.278	0.962	"1"
"临时性"	0	1	0	0.374	0.313	0.313	-0.204	0.504	-0.163	0.871	"2"
"为最"	0	0	3	1.123	0.939	0.938	-0.611	-0.489	1.515	2.615	"3"
"主义"	0	0	1	0.374	0.313	0.313	-0.204	-0.163	0.505	0.872	"3"
"主体"	0	0	1	0.374	0.313	0.313	-0.204	-0.163	0.505	0.872	"3"
"主张"	2	0	0	0.749	0.626	0.625	0.854	-0.326	-0.326	1.506	"1"
"主权"	2	0	0	0.749	0.626	0.625	0.854	-0.326	-0.326	1.506	"1"
"举措"	0	1	0	0.374	0.313	0.313	-0.204	0.504	-0.163	0.871	"2"
"义务"	0	0	1	0.374	0.313	0.313	-0.204	-0.163	0.505	0.872	"3"
"之"	0	0	1	0.374	0.313	0.313	-0.204	-0.163	0.505	0.872	"3"
"之下"	1	0	0	0.374	0.313	0.313	0.427	-0.163	-0.163	0.753	"1"
"乎"	0	0	1	0.374	0.313	0.313	-0.204	-0.163	0.505	0.872	"3"
"九二"	2	0	0	0.749	0.626	0.625	0.854	-0.326	-0.326	1.506	"1"
"乞讨"	0	1	0	0.374	0.313	0.313	-0.204	0.504	-0.163	0.871	"2"
"予以"	0	0	1	0.374	0.313	0.313	-0.204	-0.163	0.505	0.872	"3"
"争端"	1	0	0	0.374	0.313	0.313	0.427	-0.163	-0.163	0.753	"1"
"争议"	1	1	1	1.123	0.939	0.938	-0.165	0.17	0.171	0.506	"3"
"事务"	2	0	0	0.749	0.626	0.625	0.854	-0.326	-0.326	1.506	"1"
"事宜"	0	0	1	0.374	0.313	0.313	-0.204	-0.163	0.505	0.872	"3"
"事项"	0	0	2	0.749	0.626	0.625	-0.407	-0.326	1.01	1.743	"3"
"二氧化碳"	0	1	0	0.374	0.313	0.313	-0.204	0.504	-0.163	0.871	"2"
"二点五"	0	1	0	0.374	0.313	0.313	-0.204	0.504	-0.163	0.871	"2"
"二级"	0	1	0	0.374	0.313	0.313	-0.204	0.504	-0.163	0.871	"2"
"二零零二年"	0	1	0	0.374	0.313	0.313	-0.204	0.504	-0.163	0.871	"2"
"亏损"	1	0	0	0.374	0.313	0.313	0.427	-0.163	-0.163	0.753	"1"
"互"	1	0	0	0.374	0.313	0.313	0.427	-0.163	-0.163	0.753	"1"
"互利"	7	0	0	2.62	2.191	2.189	2.987	-1.141	-1.14	5.268	"1"
"互动"	1	0	0	0.374	0.313	0.313	0.427	-0.163	-0.163	0.753	"1"
"互惠"	4	0	0	1.497	1.252	1.251	1.707	-0.652	-0.651	3.01	"1"
"互相"	3	0	0	1.123	0.939	0.938	1.28	-0.489	-0.488	2.257	"1"
"互补"	1	0	0	0.374	0.313	0.313	0.427	-0.163	-0.163	0.753	"1"
"五"	5	1	0	2.246	1.878	1.876	1.518	-0.406	-0.977	2.901	"1"
"亚洲盃"	0	1	0	0.374	0.313	0.313	-0.204	0.504	-0.163	0.871	"2"
