"Coll_Word"	"1"	"2"	"3"	"exp_1"	"exp_2"	"exp_3"	"pbin_1"	"pbin_2"	"pbin_3"	"SumAbsDev"	"LargestDev"
"－－"	1	0	0	0.364	0.313	0.323	0.439	-0.163	-0.17	0.772	"1"
"！"	14	2	0	5.821	5.005	5.174	4.428	-1.086	-2.714	8.228	"1"
"？"	12	0	0	4.366	3.754	3.88	5.269	-1.955	-2.036	9.26	"1"
"."	4	3	0	2.547	2.19	2.264	0.651	0.418	-1.188	2.257	"3"
"…"	1	0	0	0.364	0.313	0.323	0.439	-0.163	-0.17	0.772	"1"
"‘"	0	0	1	0.364	0.313	0.323	-0.196	-0.163	0.49	0.849	"3"
"’"	0	0	1	0.364	0.313	0.323	-0.196	-0.163	0.49	0.849	"3"
"︶"	1	0	0	0.364	0.313	0.323	0.439	-0.163	-0.17	0.772	"1"
"《"	1	28	8	13.462	11.573	11.965	-5.922	7.439	-0.962	14.323	"2"
"》"	3	28	9	14.553	12.512	12.935	-4.529	6.252	-0.917	11.698	"2"
"&gt;"	1	0	0	0.364	0.313	0.323	0.439	-0.163	-0.17	0.772	"1"
"■"	0	1	0	0.364	0.313	0.323	-0.196	0.505	-0.17	0.871	"2"
"◎"	2	0	0	0.728	0.626	0.647	0.878	-0.326	-0.339	1.543	"1"
"★"	3	0	0	1.092	0.938	0.97	1.317	-0.489	-0.509	2.315	"1"
"１"	1	0	0	0.364	0.313	0.323	0.439	-0.163	-0.17	0.772	"1"
"1.70"	1	0	0	0.364	0.313	0.323	0.439	-0.163	-0.17	0.772	"1"
"10多"	0	1	0	0.364	0.313	0.323	-0.196	0.505	-0.17	0.871	"2"
"２"	1	0	0	0.364	0.313	0.323	0.439	-0.163	-0.17	0.772	"1"
"2100"	0	1	0	0.364	0.313	0.323	-0.196	0.505	-0.17	0.871	"2"
"３"	2	0	0	0.728	0.626	0.647	0.878	-0.326	-0.339	1.543	"1"
"４"	2	0	0	0.728	0.626	0.647	0.878	-0.326	-0.339	1.543	"1"
"4000多"	0	0	1	0.364	0.313	0.323	-0.196	-0.163	0.49	0.849	"3"
"60"	0	0	1	0.364	0.313	0.323	-0.196	-0.163	0.49	0.849	"3"
"6000多"	0	0	1	0.364	0.313	0.323	-0.196	-0.163	0.49	0.849	"3"
"891007"	0	0	1	0.364	0.313	0.323	-0.196	-0.163	0.49	0.849	"3"
"891202"	1	0	0	0.364	0.313	0.323	0.439	-0.163	-0.17	0.772	"1"
"891206"	0	1	0	0.364	0.313	0.323	-0.196	0.505	-0.17	0.871	"2"
"AdamSandler"	1	0	0	0.364	0.313	0.323	0.439	-0.163	-0.17	0.772	"1"
"China"	0	0	1	0.364	0.313	0.323	-0.196	-0.163	0.49	0.849	"3"
"DJ"	1	0	0	0.364	0.313	0.323	0.439	-0.163	-0.17	0.772	"1"
"Energy"	1	0	0	0.364	0.313	0.323	0.439	-0.163	-0.17	0.772	"1"
"Irene"	0	0	1	0.364	0.313	0.323	-0.196	-0.163	0.49	0.849	"3"
"Jack"	1	0	0	0.364	0.313	0.323	0.439	-0.163	-0.17	0.772	"1"
"Jean"	0	1	0	0.364	0.313	0.323	-0.196	0.505	-0.17	0.871	"2"
"JimCarrey"	0	1	0	0.364	0.313	0.323	-0.196	0.505	-0.17	0.871	"2"
"KatharineHepburn"	0	1	0	0.364	0.313	0.323	-0.196	0.505	-0.17	0.871	"2"
"Lucy"	0	1	0	0.364	0.313	0.323	-0.196	0.505	-0.17	0.871	"2"
"MOVIE-EYE"	0	1	0	0.364	0.313	0.323	-0.196	0.505	-0.17	0.871	"2"
"MTV"	1	1	0	0.728	0.626	0.647	0.225	0.278	-0.339	0.842	"3"
"NadyaHutagalung"	1	0	0	0.364	0.313	0.323	0.439	-0.163	-0.17	0.772	"1"
"Nicholson"	1	0	0	0.364	0.313	0.323	0.439	-0.163	-0.17	0.772	"1"
"Penn"	0	1	0	0.364	0.313	0.323	-0.196	0.505	-0.17	0.871	"2"
"Reno"	0	1	0	0.364	0.313	0.323	-0.196	0.505	-0.17	0.871	"2"
"Sean"	0	1	0	0.364	0.313	0.323	-0.196	0.505	-0.17	0.871	"2"
"T-Rush"	1	0	0	0.364	0.313	0.323	0.439	-0.163	-0.17	0.772	"1"
"Twins"	2	0	0	0.728	0.626	0.647	0.878	-0.326	-0.339	1.543	"1"
"Vijayandran"	1	0	0	0.364	0.313	0.323	0.439	-0.163	-0.17	0.772	"1"
"VJ"	1	0	0	0.364	0.313	0.323	0.439	-0.163	-0.17	0.772	"1"
"一些"	5	0	0	1.819	1.564	1.617	2.195	-0.815	-0.848	3.858	"1"
"一会儿"	0	0	1	0.364	0.313	0.323	-0.196	-0.163	0.49	0.849	"3"
"一向"	1	0	0	0.364	0.313	0.323	0.439	-0.163	-0.17	0.772	"1"
"一幕幕"	0	0	1	0.364	0.313	0.323	-0.196	-0.163	0.49	0.849	"3"
"一心"	0	0	1	0.364	0.313	0.323	-0.196	-0.163	0.49	0.849	"3"
"一束束"	0	0	1	0.364	0.313	0.323	-0.196	-0.163	0.49	0.849	"3"
