"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"SumAbsDev"	"LargestDev"
"－－"	1	0	1	3	1	0	0.699	0.798	0.176	3.561	0.53	0.235	0.28	-0.372	0.786	-0.329	0.371	-0.104	2.242	"3"
"."	4	0	0	1	1	0	0.699	0.798	0.176	3.561	0.53	0.235	2.644	-0.372	-0.078	-1.356	0.371	-0.104	4.925	"1"
"……"	0	0	0	2	0	0	0.233	0.266	0.059	1.187	0.177	0.078	-0.108	-0.124	-0.026	0.453	-0.08	-0.035	0.826	"4"
"‘"	0	0	0	3	0	0	0.349	0.399	0.088	1.781	0.265	0.118	-0.161	-0.186	-0.039	0.68	-0.121	-0.052	1.239	"4"
"’"	0	0	0	3	0	0	0.349	0.399	0.088	1.781	0.265	0.118	-0.161	-0.186	-0.039	0.68	-0.121	-0.052	1.239	"4"
"《"	21	1	0	2	0	0	2.796	3.192	0.704	14.245	2.121	0.942	16.456	-0.817	-0.31	-6.588	-0.965	-0.417	25.553	"1"
"》"	21	1	0	2	0	0	2.796	3.192	0.704	14.245	2.121	0.942	16.456	-0.817	-0.31	-6.588	-0.965	-0.417	25.553	"1"
"「"	35	0	0	9	4	0	5.591	6.384	1.408	28.491	4.243	1.884	22.074	-2.975	-0.62	-7.992	-0.237	-0.834	34.732	"1"
"」"	35	0	0	11	4	0	5.824	6.65	1.466	29.678	4.42	1.962	21.111	-3.099	-0.646	-7.08	-0.265	-0.869	33.07	"1"
"■"	0	0	0	3	0	0	0.349	0.399	0.088	1.781	0.265	0.118	-0.161	-0.186	-0.039	0.68	-0.121	-0.052	1.239	"4"
"◆"	1	0	0	0	0	0	0.116	0.133	0.029	0.594	0.088	0.039	0.934	-0.062	-0.013	-0.391	-0.04	-0.017	1.457	"1"
"★"	0	0	1	0	0	0	0.116	0.133	0.029	0.594	0.088	0.039	-0.054	-0.062	1.533	-0.391	-0.04	-0.017	2.097	"3"
"10％"	0	1	0	0	0	0	0.116	0.133	0.029	0.594	0.088	0.039	-0.054	0.876	-0.013	-0.391	-0.04	-0.017	1.391	"2"
"10亿"	0	0	0	1	0	0	0.116	0.133	0.029	0.594	0.088	0.039	-0.054	-0.062	-0.013	0.227	-0.04	-0.017	0.413	"4"
"1300年"	0	0	0	1	0	0	0.116	0.133	0.029	0.594	0.088	0.039	-0.054	-0.062	-0.013	0.227	-0.04	-0.017	0.413	"4"
"14亿"	0	0	0	1	0	0	0.116	0.133	0.029	0.594	0.088	0.039	-0.054	-0.062	-0.013	0.227	-0.04	-0.017	0.413	"4"
"15.8"	0	1	0	0	0	0	0.116	0.133	0.029	0.594	0.088	0.039	-0.054	0.876	-0.013	-0.391	-0.04	-0.017	1.391	"2"
"16146"	0	0	0	1	0	0	0.116	0.133	0.029	0.594	0.088	0.039	-0.054	-0.062	-0.013	0.227	-0.04	-0.017	0.413	"4"
"18.4％"	0	1	0	0	0	0	0.116	0.133	0.029	0.594	0.088	0.039	-0.054	0.876	-0.013	-0.391	-0.04	-0.017	1.391	"2"
"1900年"	0	0	0	2	0	0	0.233	0.266	0.059	1.187	0.177	0.078	-0.108	-0.124	-0.026	0.453	-0.08	-0.035	0.826	"4"
