"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"exp_8"	"exp_9"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"pbin_8"	"pbin_9"	"SumAbsDev"	"LargestDev"
"260万"	0	0	0	0	0	1	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	-0.132	-0.048	-0.064	0.734	-0.01	-0.01	-0.06	1.121	"6"
"519万"	0	0	0	0	0	0	0	0	1	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	-0.132	-0.048	-0.064	-0.089	-0.01	-0.01	0.889	1.305	"9"
"54.4"	0	0	0	1	0	0	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	-0.132	0.984	-0.064	-0.089	-0.01	-0.01	-0.06	1.412	"4"
"76"	0	0	0	0	0	0	0	0	1	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	-0.132	-0.048	-0.064	-0.089	-0.01	-0.01	0.889	1.305	"9"
"9洞"	0	0	0	0	0	1	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	-0.132	-0.048	-0.064	0.734	-0.01	-0.01	-0.06	1.121	"6"
"CD-RFT-LCD"	0	0	0	1	0	0	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	-0.132	0.984	-0.064	-0.089	-0.01	-0.01	-0.06	1.412	"4"
"CYBER"	0	0	0	0	1	0	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	-0.132	-0.048	0.865	-0.089	-0.01	-0.01	-0.06	1.277	"5"
"DRAM"	0	0	0	1	0	0	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	-0.132	0.984	-0.064	-0.089	-0.01	-0.01	-0.06	1.412	"4"
"IN"	0	0	0	0	1	0	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	-0.132	-0.048	0.865	-0.089	-0.01	-0.01	-0.06	1.277	"5"
"M"	0	0	0	0	0	0	0	0	1	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	-0.132	-0.048	-0.064	-0.089	-0.01	-0.01	0.889	1.305	"9"
"tacoma"	0	0	0	0	1	0	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	-0.132	-0.048	0.865	-0.089	-0.01	-0.01	-0.06	1.277	"5"
"Vectra"	0	0	0	0	1	0	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	-0.132	-0.048	0.865	-0.089	-0.01	-0.01	-0.06	1.277	"5"
"一以贯之"	0	0	0	0	0	1	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	-0.132	-0.048	-0.064	0.734	-0.01	-0.01	-0.06	1.121	"6"
"一如"	0	0	0	0	1	0	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	-0.132	-0.048	0.865	-0.089	-0.01	-0.01	-0.06	1.277	"5"
"一律"	0	0	1	0	0	0	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	0.582	-0.048	-0.064	-0.089	-0.01	-0.01	-0.06	0.926	"3"
"一时之间"	0	0	0	0	0	1	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	-0.132	-0.048	-0.064	0.734	-0.01	-0.01	-0.06	1.121	"6"
"一经"	0	0	1	0	0	0	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	0.582	-0.048	-0.064	-0.089	-0.01	-0.01	-0.06	0.926	"3"
"一般"	0	0	0	0	0	0	0	0	3	0.337	0.078	0.785	0.311	0.409	0.554	0.067	0.072	0.387	-0.155	-0.034	-0.395	-0.143	-0.191	-0.266	-0.029	-0.031	2.667	3.911	"9"
"上"	0	0	0	0	0	0	0	0	4	0.45	0.104	1.047	0.415	0.545	0.738	0.089	0.095	0.516	-0.207	-0.046	-0.527	-0.19	-0.255	-0.354	-0.039	-0.042	3.557	5.217	"9"
"上佳"	0	0	0	0	0	0	0	0	1	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	-0.132	-0.048	-0.064	-0.089	-0.01	-0.01	0.889	1.305	"9"
"上市"	0	0	0	2	0	0	0	0	0	0.225	0.052	0.524	0.207	0.273	0.369	0.045	0.048	0.258	-0.104	-0.023	-0.264	1.969	-0.127	-0.177	-0.02	-0.021	-0.12	2.825	"4"
"上柜"	0	0	0	2	0	0	0	0	0	0.225	0.052	0.524	0.207	0.273	0.369	0.045	0.048	0.258	-0.104	-0.023	-0.264	1.969	-0.127	-0.177	-0.02	-0.021	-0.12	2.825	"4"
"上色"	0	0	0	0	0	1	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	-0.132	-0.048	-0.064	0.734	-0.01	-0.01	-0.06	1.121	"6"
"上路"	0	0	1	0	0	0	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	0.582	-0.048	-0.064	-0.089	-0.01	-0.01	-0.06	0.926	"3"
"上述"	1	0	2	0	1	0	0	0	0	0.45	0.104	1.047	0.415	0.545	0.738	0.089	0.095	0.516	0.421	-0.046	0.55	-0.19	0.353	-0.354	-0.039	-0.042	-0.24	2.235	"3"
"下"	0	0	0	0	0	1	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	-0.132	-0.048	-0.064	0.734	-0.01	-0.01	-0.06	1.121	"6"
"下滑"	0	0	0	0	0	0	0	0	1	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	-0.132	-0.048	-0.064	-0.089	-0.01	-0.01	0.889	1.305	"9"
"下跌"	0	0	0	1	0	0	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	-0.132	0.984	-0.064	-0.089	-0.01	-0.01	-0.06	1.412	"4"
"下载"	0	0	1	0	0	0	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	0.582	-0.048	-0.064	-0.089	-0.01	-0.01	-0.06	0.926	"3"
"不"	0	0	0	0	0	12	0	9	4	2.812	0.648	6.545	2.592	3.409	4.614	0.557	0.596	3.227	-1.296	-0.285	-3.296	-1.188	-1.591	3.136	-0.245	8.443	0.391	19.871	"8"
"不一"	0	0	0	2	0	0	0	0	0	0.225	0.052	0.524	0.207	0.273	0.369	0.045	0.048	0.258	-0.104	-0.023	-0.264	1.969	-0.127	-0.177	-0.02	-0.021	-0.12	2.825	"4"
"不佳"	0	0	0	0	0	5	0	0	0	0.562	0.13	1.309	0.518	0.682	0.923	0.111	0.119	0.645	-0.259	-0.057	-0.659	-0.238	-0.318	3.669	-0.049	-0.052	-0.3	5.601	"6"
"不凡"	0	0	0	0	1	0	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	-0.132	-0.048	0.865	-0.089	-0.01	-0.01	-0.06	1.277	"5"
"不可"	0	0	1	0	0	0	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	0.582	-0.048	-0.064	-0.089	-0.01	-0.01	-0.06	0.926	"3"
"不如"	0	0	0	0	1	0	0	0	1	0.225	0.052	0.524	0.207	0.273	0.369	0.045	0.048	0.258	-0.104	-0.023	-0.264	-0.095	0.595	-0.177	-0.02	-0.021	0.617	1.916	"9"
"不定"	0	0	0	0	0	1	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	-0.132	-0.048	-0.064	0.734	-0.01	-0.01	-0.06	1.121	"6"
"不实"	0	0	1	0	0	0	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	0.582	-0.048	-0.064	-0.089	-0.01	-0.01	-0.06	0.926	"3"
"不尽相同"	0	0	0	0	1	0	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	-0.132	-0.048	0.865	-0.089	-0.01	-0.01	-0.06	1.277	"5"
"不当"	0	0	3	0	0	0	0	0	0	0.337	0.078	0.785	0.311	0.409	0.554	0.067	0.072	0.387	-0.155	-0.034	1.746	-0.143	-0.191	-0.266	-0.029	-0.031	-0.18	2.775	"3"
"不得"	0	0	1	0	0	0	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	0.582	-0.048	-0.064	-0.089	-0.01	-0.01	-0.06	0.926	"3"
"不必要"	0	0	0	0	1	0	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	-0.132	-0.048	0.865	-0.089	-0.01	-0.01	-0.06	1.277	"5"
"不文"	0	0	0	0	1	0	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	-0.132	-0.048	0.865	-0.089	-0.01	-0.01	-0.06	1.277	"5"
"不智"	0	0	1	0	0	0	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	0.582	-0.048	-0.064	-0.089	-0.01	-0.01	-0.06	0.926	"3"
"不法"	0	0	1	0	0	0	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	0.582	-0.048	-0.064	-0.089	-0.01	-0.01	-0.06	0.926	"3"
"不法者"	1	0	0	0	0	0	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	0.949	-0.011	-0.132	-0.048	-0.064	-0.089	-0.01	-0.01	-0.06	1.373	"1"
"不济"	0	0	0	1	0	0	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	-0.132	0.984	-0.064	-0.089	-0.01	-0.01	-0.06	1.412	"4"
"不清"	0	0	1	0	0	0	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	0.582	-0.048	-0.064	-0.089	-0.01	-0.01	-0.06	0.926	"3"
"不满"	0	1	4	0	0	0	0	0	0	0.562	0.13	1.309	0.518	0.682	0.923	0.111	0.119	0.645	-0.259	0.91	1.731	-0.238	-0.318	-0.443	-0.049	-0.052	-0.3	4.3	"3"
"不良"	1	0	0	0	2	0	0	0	0	0.337	0.078	0.785	0.311	0.409	0.554	0.067	0.072	0.387	0.522	-0.034	-0.395	-0.143	1.295	-0.266	-0.029	-0.031	-0.18	2.895	"5"
"不规"	0	0	1	0	0	0	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	0.582	-0.048	-0.064	-0.089	-0.01	-0.01	-0.06	0.926	"3"
"不许"	0	0	1	0	0	0	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	0.582	-0.048	-0.064	-0.089	-0.01	-0.01	-0.06	0.926	"3"
"不负众望"	0	0	0	1	0	0	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	-0.132	0.984	-0.064	-0.089	-0.01	-0.01	-0.06	1.412	"4"
"不道德"	0	0	2	0	0	0	0	0	0	0.225	0.052	0.524	0.207	0.273	0.369	0.045	0.048	0.258	-0.104	-0.023	1.164	-0.095	-0.127	-0.177	-0.02	-0.021	-0.12	1.851	"3"
"不错"	0	0	0	0	0	0	0	0	9	1.012	0.233	2.356	0.933	1.227	1.661	0.201	0.215	1.162	-0.466	-0.103	-1.186	-0.428	-0.573	-0.797	-0.088	-0.094	8.002	11.737	"9"
"不顾"	0	0	0	0	1	0	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	-0.132	-0.048	0.865	-0.089	-0.01	-0.01	-0.06	1.277	"5"
"世界史"	0	0	0	0	1	0	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	-0.132	-0.048	0.865	-0.089	-0.01	-0.01	-0.06	1.277	"5"
"世界杯"	0	0	0	0	0	0	0	0	1	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	-0.132	-0.048	-0.064	-0.089	-0.01	-0.01	0.889	1.305	"9"
"业绩"	0	0	0	8	0	0	0	0	0	0.9	0.207	2.094	0.829	1.091	1.476	0.178	0.191	1.033	-0.415	-0.091	-1.055	7.874	-0.509	-0.709	-0.078	-0.084	-0.48	11.295	"4"
"严"	0	0	1	0	0	0	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	0.582	-0.048	-0.064	-0.089	-0.01	-0.01	-0.06	0.926	"3"
"严厉"	2	0	0	0	0	0	0	0	0	0.225	0.052	0.524	0.207	0.273	0.369	0.045	0.048	0.258	1.898	-0.023	-0.264	-0.095	-0.127	-0.177	-0.02	-0.021	-0.12	2.745	"1"
"严惩"	2	0	0	0	0	0	0	0	0	0.225	0.052	0.524	0.207	0.273	0.369	0.045	0.048	0.258	1.898	-0.023	-0.264	-0.095	-0.127	-0.177	-0.02	-0.021	-0.12	2.745	"1"
"严格"	0	0	1	0	0	0	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	0.582	-0.048	-0.064	-0.089	-0.01	-0.01	-0.06	0.926	"3"
"严禁"	1	0	0	0	0	0	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	0.949	-0.011	-0.132	-0.048	-0.064	-0.089	-0.01	-0.01	-0.06	1.373	"1"
"严肃"	3	0	1	0	0	0	0	0	0	0.45	0.104	1.047	0.415	0.545	0.738	0.089	0.095	0.516	2.283	-0.046	-0.144	-0.19	-0.255	-0.354	-0.039	-0.042	-0.24	3.593	"1"
"严重"	1	0	2	0	0	0	0	0	0	0.337	0.078	0.785	0.311	0.409	0.554	0.067	0.072	0.387	0.522	-0.034	0.77	-0.143	-0.191	-0.266	-0.029	-0.031	-0.18	2.166	"3"
"个人"	0	0	2	0	1	0	0	0	0	0.337	0.078	0.785	0.311	0.409	0.554	0.067	0.072	0.387	-0.155	-0.034	0.77	-0.143	0.449	-0.266	-0.029	-0.031	-0.18	2.057	"3"
"个别"	0	0	0	0	0	2	0	0	0	0.225	0.052	0.524	0.207	0.273	0.369	0.045	0.048	0.258	-0.104	-0.023	-0.264	-0.095	-0.127	1.468	-0.02	-0.021	-0.12	2.242	"6"
"个股"	0	0	0	0	0	0	0	0	1	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	-0.132	-0.048	-0.064	-0.089	-0.01	-0.01	0.889	1.305	"9"
"中介"	0	0	1	0	0	0	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	0.582	-0.048	-0.064	-0.089	-0.01	-0.01	-0.06	0.926	"3"
"中国人民"	0	0	1	0	0	0	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	0.582	-0.048	-0.064	-0.089	-0.01	-0.01	-0.06	0.926	"3"
"中国史"	0	0	0	0	1	0	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	-0.132	-0.048	0.865	-0.089	-0.01	-0.01	-0.06	1.277	"5"
"中国海"	0	0	1	0	0	0	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	0.582	-0.048	-0.064	-0.089	-0.01	-0.01	-0.06	0.926	"3"
"中国队"	0	0	0	0	0	0	0	0	2	0.225	0.052	0.524	0.207	0.273	0.369	0.045	0.048	0.258	-0.104	-0.023	-0.264	-0.095	-0.127	-0.177	-0.02	-0.021	1.778	2.609	"9"
"中场"	0	0	0	0	0	0	0	0	3	0.337	0.078	0.785	0.311	0.409	0.554	0.067	0.072	0.387	-0.155	-0.034	-0.395	-0.143	-0.191	-0.266	-0.029	-0.031	2.667	3.911	"9"
"中规中矩"	0	0	0	2	0	0	0	0	0	0.225	0.052	0.524	0.207	0.273	0.369	0.045	0.048	0.258	-0.104	-0.023	-0.264	1.969	-0.127	-0.177	-0.02	-0.021	-0.12	2.825	"4"
"中锋"	0	0	0	0	0	1	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	-0.132	-0.048	-0.064	0.734	-0.01	-0.01	-0.06	1.121	"6"
"丰田"	0	0	0	0	1	0	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	-0.132	-0.048	0.865	-0.089	-0.01	-0.01	-0.06	1.277	"5"
"临场"	0	0	0	0	1	0	0	0	1	0.225	0.052	0.524	0.207	0.273	0.369	0.045	0.048	0.258	-0.104	-0.023	-0.264	-0.095	0.595	-0.177	-0.02	-0.021	0.617	1.916	"9"
"临床"	0	0	0	0	2	0	0	0	0	0.225	0.052	0.524	0.207	0.273	0.369	0.045	0.048	0.258	-0.104	-0.023	-0.264	-0.095	1.731	-0.177	-0.02	-0.021	-0.12	2.555	"5"
"主义"	0	0	2	0	0	0	0	0	0	0.225	0.052	0.524	0.207	0.273	0.369	0.045	0.048	0.258	-0.104	-0.023	1.164	-0.095	-0.127	-0.177	-0.02	-0.021	-0.12	1.851	"3"
"主场"	0	0	0	0	0	0	0	0	2	0.225	0.052	0.524	0.207	0.273	0.369	0.045	0.048	0.258	-0.104	-0.023	-0.264	-0.095	-0.127	-0.177	-0.02	-0.021	1.778	2.609	"9"
"主打"	0	0	0	0	0	0	0	1	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	-0.132	-0.048	-0.064	-0.089	-0.01	1.623	-0.06	2.089	"8"
"主要"	0	0	0	0	0	2	0	0	0	0.225	0.052	0.524	0.207	0.273	0.369	0.045	0.048	0.258	-0.104	-0.023	-0.264	-0.095	-0.127	1.468	-0.02	-0.021	-0.12	2.242	"6"
"举出"	0	0	0	0	1	0	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	-0.132	-0.048	0.865	-0.089	-0.01	-0.01	-0.06	1.277	"5"
"举止"	0	0	0	0	3	0	0	0	0	0.337	0.078	0.785	0.311	0.409	0.554	0.067	0.072	0.387	-0.155	-0.034	-0.395	-0.143	2.596	-0.266	-0.029	-0.031	-0.18	3.829	"5"
"举证"	1	0	0	0	0	0	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	0.949	-0.011	-0.132	-0.048	-0.064	-0.089	-0.01	-0.01	-0.06	1.373	"1"
"乎"	0	0	0	0	0	1	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	-0.132	-0.048	-0.064	0.734	-0.01	-0.01	-0.06	1.121	"6"
"乐观"	0	0	0	3	0	0	0	0	0	0.337	0.078	0.785	0.311	0.409	0.554	0.067	0.072	0.387	-0.155	-0.034	-0.395	2.953	-0.191	-0.266	-0.029	-0.031	-0.18	4.234	"4"
"乔丹"	0	0	0	0	0	0	0	0	1	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	-0.132	-0.048	-0.064	-0.089	-0.01	-0.01	0.889	1.305	"9"
"习惯"	0	0	0	0	2	0	0	0	0	0.225	0.052	0.524	0.207	0.273	0.369	0.045	0.048	0.258	-0.104	-0.023	-0.264	-0.095	1.731	-0.177	-0.02	-0.021	-0.12	2.555	"5"
"乡村女"	0	0	1	0	0	0	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	0.582	-0.048	-0.064	-0.089	-0.01	-0.01	-0.06	0.926	"3"
"乡镇企业"	0	0	1	0	0	0	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	0.582	-0.048	-0.064	-0.089	-0.01	-0.01	-0.06	0.926	"3"
"买到"	0	0	0	0	1	0	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	-0.132	-0.048	0.865	-0.089	-0.01	-0.01	-0.06	1.277	"5"
"买卖"	0	0	1	0	0	0	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	0.582	-0.048	-0.064	-0.089	-0.01	-0.01	-0.06	0.926	"3"
"了得"	0	0	0	0	0	0	0	0	1	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	-0.132	-0.048	-0.064	-0.089	-0.01	-0.01	0.889	1.305	"9"
"予以"	0	0	2	0	0	0	0	0	0	0.225	0.052	0.524	0.207	0.273	0.369	0.045	0.048	0.258	-0.104	-0.023	1.164	-0.095	-0.127	-0.177	-0.02	-0.021	-0.12	1.851	"3"
"争取"	0	0	0	0	0	1	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	-0.132	-0.048	-0.064	0.734	-0.01	-0.01	-0.06	1.121	"6"
"云霄飞车"	0	0	0	0	1	0	0	0	0	0.112	0.026	0.262	0.104	0.136	0.185	0.022	0.024	0.129	-0.052	-0.011	-0.132	-0.048	0.865	-0.089	-0.01	-0.01	-0.06	1.277	"5"
