"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"SumAbsDev"	"LargestDev"
"，"	0	0	0	0	2	7	0	1.026	0.614	1.266	1.317	1.715	1.311	1.75	-0.473	-0.276	-0.592	-0.618	0.272	4.417	-0.845	7.493	"6"
"……"	0	0	0	0	1	0	0	0.114	0.068	0.141	0.146	0.191	0.146	0.194	-0.053	-0.031	-0.066	-0.069	0.72	-0.068	-0.094	1.101	"5"
"（"	24	0	0	0	4	0	4	3.648	2.183	4.5	4.682	6.099	4.663	6.224	16.014	-0.982	-2.106	-2.199	-0.614	-2.189	-0.645	24.749	"1"
"）"	26	0	0	0	5	0	5	4.104	2.456	5.063	5.268	6.862	5.246	7.002	16.62	-1.105	-2.37	-2.473	-0.534	-2.462	-0.564	26.128	"1"
"︶"	0	1	1	0	0	0	2	0.456	0.273	0.563	0.585	0.762	0.583	0.778	-0.21	0.609	0.342	-0.275	-0.367	-0.274	0.763	2.84	"7"
"＊"	0	0	0	0	2	0	0	0.228	0.136	0.281	0.293	0.381	0.291	0.389	-0.105	-0.061	-0.132	-0.137	1.44	-0.137	-0.188	2.2	"5"
"00"	0	0	0	0	1	0	0	0.114	0.068	0.141	0.146	0.191	0.146	0.194	-0.053	-0.031	-0.066	-0.069	0.72	-0.068	-0.094	1.101	"5"
"10分"	0	0	0	0	3	0	0	0.342	0.205	0.422	0.439	0.572	0.437	0.583	-0.158	-0.092	-0.197	-0.206	2.16	-0.205	-0.282	3.3	"5"
"10日"	0	0	0	7	2	0	2	1.254	0.75	1.547	1.61	2.097	1.603	2.139	-0.578	-0.338	-0.724	3.561	-0.188	-0.752	-0.197	6.338	"4"
"10点"	0	0	0	1	0	1	0	0.228	0.136	0.281	0.293	0.381	0.291	0.389	-0.105	-0.061	-0.132	0.567	-0.184	0.568	-0.188	1.805	"6"
"11日"	0	0	0	7	0	0	0	0.798	0.478	0.984	1.024	1.334	1.02	1.361	-0.368	-0.215	-0.461	5.843	-0.643	-0.479	-0.658	8.667	"4"
"11时"	0	0	0	0	4	0	0	0.456	0.273	0.563	0.585	0.762	0.583	0.778	-0.21	-0.123	-0.263	-0.275	2.879	-0.274	-0.376	4.4	"5"
"11点"	0	0	0	0	0	1	0	0.114	0.068	0.141	0.146	0.191	0.146	0.194	-0.053	-0.031	-0.066	-0.069	-0.092	0.836	-0.094	1.241	"6"
