"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"SumAbsDev"	"LargestDev"
"17日电"	0	1	0	0	0	0	0	0.119	0.193	0.363	0.058	0.059	0.027	0.181	-0.055	0.715	-0.196	-0.026	-0.026	-0.012	-0.087	1.117	"2"
"1942年"	0	0	0	1	0	0	0	0.119	0.193	0.363	0.058	0.059	0.027	0.181	-0.055	-0.093	-0.196	1.235	-0.026	-0.012	-0.087	1.704	"4"
"1944年"	0	0	0	0	0	0	1	0.119	0.193	0.363	0.058	0.059	0.027	0.181	-0.055	-0.093	-0.196	-0.026	-0.026	-0.012	0.742	1.15	"7"
"1966年"	0	0	1	0	0	0	0	0.119	0.193	0.363	0.058	0.059	0.027	0.181	-0.055	-0.093	0.44	-0.026	-0.026	-0.012	-0.087	0.739	"3"
"1968年"	0	1	0	0	0	0	0	0.119	0.193	0.363	0.058	0.059	0.027	0.181	-0.055	0.715	-0.196	-0.026	-0.026	-0.012	-0.087	1.117	"2"
"1973年"	0	0	0	0	0	0	1	0.119	0.193	0.363	0.058	0.059	0.027	0.181	-0.055	-0.093	-0.196	-0.026	-0.026	-0.012	0.742	1.15	"7"
"1975年"	0	0	0	0	0	0	1	0.119	0.193	0.363	0.058	0.059	0.027	0.181	-0.055	-0.093	-0.196	-0.026	-0.026	-0.012	0.742	1.15	"7"
"2001年党"	0	0	1	0	0	0	0	0.119	0.193	0.363	0.058	0.059	0.027	0.181	-0.055	-0.093	0.44	-0.026	-0.026	-0.012	-0.087	0.739	"3"
"208"	0	0	0	0	1	0	0	0.119	0.193	0.363	0.058	0.059	0.027	0.181	-0.055	-0.093	-0.196	-0.026	1.229	-0.012	-0.087	1.698	"5"
"IV"	0	0	0	0	0	0	1	0.119	0.193	0.363	0.058	0.059	0.027	0.181	-0.055	-0.093	-0.196	-0.026	-0.026	-0.012	0.742	1.15	"7"
"Kervaire"	0	1	0	0	0	0	0	0.119	0.193	0.363	0.058	0.059	0.027	0.181	-0.055	0.715	-0.196	-0.026	-0.026	-0.012	-0.087	1.117	"2"
"一部分"	0	0	0	0	1	0	0	0.119	0.193	0.363	0.058	0.059	0.027	0.181	-0.055	-0.093	-0.196	-0.026	1.229	-0.012	-0.087	1.698	"5"
"三中全会"	0	1	0	0	0	0	0	0.119	0.193	0.363	0.058	0.059	0.027	0.181	-0.055	0.715	-0.196	-0.026	-0.026	-0.012	-0.087	1.117	"2"
"三峡"	0	0	0	0	0	0	1	0.119	0.193	0.363	0.058	0.059	0.027	0.181	-0.055	-0.093	-0.196	-0.026	-0.026	-0.012	0.742	1.15	"7"
"三峡工"	0	1	0	0	0	0	0	0.119	0.193	0.363	0.058	0.059	0.027	0.181	-0.055	0.715	-0.196	-0.026	-0.026	-0.012	-0.087	1.117	"2"
"三荒"	0	0	0	0	0	0	1	0.119	0.193	0.363	0.058	0.059	0.027	0.181	-0.055	-0.093	-0.196	-0.026	-0.026	-0.012	0.742	1.15	"7"
"三角洲"	0	0	0	0	0	0	1	0.119	0.193	0.363	0.058	0.059	0.027	0.181	-0.055	-0.093	-0.196	-0.026	-0.026	-0.012	0.742	1.15	"7"
"三讲"	0	1	0	0	0	0	0	0.119	0.193	0.363	0.058	0.059	0.027	0.181	-0.055	0.715	-0.196	-0.026	-0.026	-0.012	-0.087	1.117	"2"
"上报"	0	0	1	0	0	0	0	0.119	0.193	0.363	0.058	0.059	0.027	0.181	-0.055	-0.093	0.44	-0.026	-0.026	-0.012	-0.087	0.739	"3"
"上海市"	1	0	1	0	0	0	0	0.237	0.386	0.727	0.116	0.118	0.053	0.363	0.652	-0.186	0.226	-0.052	-0.053	-0.023	-0.174	1.366	"1"
"下级"	1	0	0	0	0	0	0	0.119	0.193	0.363	0.058	0.059	0.027	0.181	0.926	-0.093	-0.196	-0.026	-0.026	-0.012	-0.087	1.366	"1"
"不力"	0	0	0	0	0	0	2	0.237	0.386	0.727	0.116	0.118	0.053	0.363	-0.11	-0.186	-0.392	-0.052	-0.053	-0.023	1.483	2.299	"7"
"不可能"	0	0	0	0	0	0	2	0.237	0.386	0.727	0.116	0.118	0.053	0.363	-0.11	-0.186	-0.392	-0.052	-0.053	-0.023	1.483	2.299	"7"
"不懈"	0	0	1	0	0	0	0	0.119	0.193	0.363	0.058	0.059	0.027	0.181	-0.055	-0.093	0.44	-0.026	-0.026	-0.012	-0.087	0.739	"3"
"不正"	0	0	1	0	0	0	0	0.119	0.193	0.363	0.058	0.059	0.027	0.181	-0.055	-0.093	0.44	-0.026	-0.026	-0.012	-0.087	0.739	"3"
"不足"	0	0	0	0	0	0	1	0.119	0.193	0.363	0.058	0.059	0.027	0.181	-0.055	-0.093	-0.196	-0.026	-0.026	-0.012	0.742	1.15	"7"
"与时俱进"	0	0	1	0	0	0	0	0.119	0.193	0.363	0.058	0.059	0.027	0.181	-0.055	-0.093	0.44	-0.026	-0.026	-0.012	-0.087	0.739	"3"
"与此同时"	0	0	1	0	0	0	1	0.237	0.386	0.727	0.116	0.118	0.053	0.363	-0.11	-0.186	0.226	-0.052	-0.053	-0.023	0.482	1.132	"7"
"专家组"	0	0	0	0	0	0	1	0.119	0.193	0.363	0.058	0.059	0.027	0.181	-0.055	-0.093	-0.196	-0.026	-0.026	-0.012	0.742	1.15	"7"
"专案组"	0	0	0	2	0	0	0	0.237	0.386	0.727	0.116	0.118	0.053	0.363	-0.11	-0.186	-0.392	2.469	-0.053	-0.023	-0.174	3.407	"4"
"专项"	0	0	1	0	0	0	0	0.119	0.193	0.363	0.058	0.059	0.027	0.181	-0.055	-0.093	0.44	-0.026	-0.026	-0.012	-0.087	0.739	"3"
"世纪"	0	0	1	0	0	1	0	0.237	0.386	0.727	0.116	0.118	0.053	0.363	-0.11	-0.186	0.226	-0.052	-0.053	1.279	-0.174	2.08	"6"
"严密"	1	0	0	0	0	0	0	0.119	0.193	0.363	0.058	0.059	0.027	0.181	0.926	-0.093	-0.196	-0.026	-0.026	-0.012	-0.087	1.366	"1"
"严格"	0	0	1	0	0	0	0	0.119	0.193	0.363	0.058	0.059	0.027	0.181	-0.055	-0.093	0.44	-0.026	-0.026	-0.012	-0.087	0.739	"3"
"中小学"	1	0	2	0	0	0	0	0.356	0.578	1.09	0.175	0.177	0.08	0.544	0.502	-0.279	0.523	-0.078	-0.079	-0.035	-0.261	1.757	"3"
"中心"	0	0	1	0	0	2	2	0.593	0.964	1.817	0.291	0.295	0.133	0.906	-0.274	-0.465	-0.395	-0.13	-0.132	2.172	0.648	4.216	"6"
"中断"	0	0	0	0	0	0	1	0.119	0.193	0.363	0.058	0.059	0.027	0.181	-0.055	-0.093	-0.196	-0.026	-0.026	-0.012	0.742	1.15	"7"
"中组部"	0	0	1	0	0	0	0	0.119	0.193	0.363	0.058	0.059	0.027	0.181	-0.055	-0.093	0.44	-0.026	-0.026	-0.012	-0.087	0.739	"3"
"中资"	0	0	0	0	1	0	0	0.119	0.193	0.363	0.058	0.059	0.027	0.181	-0.055	-0.093	-0.196	-0.026	1.229	-0.012	-0.087	1.698	"5"
"中铁"	0	0	0	0	0	0	1	0.119	0.193	0.363	0.058	0.059	0.027	0.181	-0.055	-0.093	-0.196	-0.026	-0.026	-0.012	0.742	1.15	"7"
"临时性"	0	0	0	0	0	1	0	0.119	0.193	0.363	0.058	0.059	0.027	0.181	-0.055	-0.093	-0.196	-0.026	-0.026	1.574	-0.087	2.057	"6"
"为期"	0	1	0	0	0	0	1	0.237	0.386	0.727	0.116	0.118	0.053	0.363	-0.11	0.458	-0.392	-0.052	-0.053	-0.023	0.482	1.57	"7"
"主要"	0	0	0	0	0	0	3	0.356	0.578	1.09	0.175	0.177	0.08	0.544	-0.164	-0.279	-0.588	-0.078	-0.079	-0.035	2.225	3.448	"7"
"乒乓"	0	0	1	0	0	0	0	0.119	0.193	0.363	0.058	0.059	0.027	0.181	-0.055	-0.093	0.44	-0.026	-0.026	-0.012	-0.087	0.739	"3"
