"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"exp_8"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"pbin_8"	"SumAbsDev"	"LargestDev"
"--"	0	5	0	0	8	0	0	2	1.17	0.946	0.921	0.56	2.742	1.231	1.724	5.707	-0.529	2.756	-0.413	-0.248	2.631	-0.558	-0.796	-1.422	9.353	"2"
"－－"	0	1	0	0	0	0	0	1	0.156	0.126	0.123	0.075	0.366	0.164	0.23	0.761	-0.071	0.913	-0.055	-0.033	-0.175	-0.074	-0.106	0.21	1.637	"2"
"！"	0	1	0	0	0	0	0	1	0.156	0.126	0.123	0.075	0.366	0.164	0.23	0.761	-0.071	0.913	-0.055	-0.033	-0.175	-0.074	-0.106	0.21	1.637	"2"
"."	0	3	0	0	0	0	0	2	0.39	0.315	0.307	0.187	0.914	0.41	0.575	1.902	-0.176	2.643	-0.138	-0.083	-0.438	-0.186	-0.265	0.202	4.131	"2"
"」"	6	2	0	0	4	0	1	0	1.014	0.82	0.798	0.485	2.376	1.067	1.494	4.946	3.623	0.708	-0.358	-0.215	0.695	-0.483	-0.26	-2.703	9.045	"1"
"11时"	0	0	0	0	0	0	0	2	0.156	0.126	0.123	0.075	0.366	0.164	0.23	0.761	-0.071	-0.057	-0.055	-0.033	-0.175	-0.074	-0.106	0.839	1.41	"8"
"12时"	0	0	0	0	1	0	0	0	0.078	0.063	0.061	0.037	0.183	0.082	0.115	0.38	-0.035	-0.028	-0.028	-0.017	0.738	-0.037	-0.053	-0.208	1.144	"5"
"165"	0	0	0	0	0	1	0	0	0.078	0.063	0.061	0.037	0.183	0.082	0.115	0.38	-0.035	-0.028	-0.028	-0.017	-0.088	1.086	-0.053	-0.208	1.543	"6"
"18日电"	0	0	0	0	0	0	1	0	0.078	0.063	0.061	0.037	0.183	0.082	0.115	0.38	-0.035	-0.028	-0.028	-0.017	-0.088	-0.037	0.939	-0.208	1.38	"7"
"2.3"	0	0	0	1	0	0	0	0	0.078	0.063	0.061	0.037	0.183	0.082	0.115	0.38	-0.035	-0.028	-0.028	1.428	-0.088	-0.037	-0.053	-0.208	1.905	"4"
"2008年"	0	0	0	0	0	0	0	1	0.078	0.063	0.061	0.037	0.183	0.082	0.115	0.38	-0.035	-0.028	-0.028	-0.017	-0.088	-0.037	-0.053	0.42	0.706	"8"
"2547"	0	0	0	0	0	0	0	1	0.078	0.063	0.061	0.037	0.183	0.082	0.115	0.38	-0.035	-0.028	-0.028	-0.017	-0.088	-0.037	-0.053	0.42	0.706	"8"
"25万"	0	0	0	0	0	0	0	1	0.078	0.063	0.061	0.037	0.183	0.082	0.115	0.38	-0.035	-0.028	-0.028	-0.017	-0.088	-0.037	-0.053	0.42	0.706	"8"
"26日"	0	0	0	0	1	0	0	0	0.078	0.063	0.061	0.037	0.183	0.082	0.115	0.38	-0.035	-0.028	-0.028	-0.017	0.738	-0.037	-0.053	-0.208	1.144	"5"
"300"	0	0	0	0	0	0	0	1	0.078	0.063	0.061	0.037	0.183	0.082	0.115	0.38	-0.035	-0.028	-0.028	-0.017	-0.088	-0.037	-0.053	0.42	0.706	"8"
"300周年"	0	0	0	0	0	0	0	4	0.312	0.252	0.246	0.149	0.731	0.328	0.46	1.522	-0.141	-0.113	-0.11	-0.066	-0.351	-0.149	-0.212	1.679	2.821	"8"
"40"	0	0	0	0	1	0	0	0	0.078	0.063	0.061	0.037	0.183	0.082	0.115	0.38	-0.035	-0.028	-0.028	-0.017	0.738	-0.037	-0.053	-0.208	1.144	"5"
"450多"	0	0	0	0	0	0	1	0	0.078	0.063	0.061	0.037	0.183	0.082	0.115	0.38	-0.035	-0.028	-0.028	-0.017	-0.088	-0.037	0.939	-0.208	1.38	"7"
"45周年"	0	0	0	0	0	0	0	1	0.078	0.063	0.061	0.037	0.183	0.082	0.115	0.38	-0.035	-0.028	-0.028	-0.017	-0.088	-0.037	-0.053	0.42	0.706	"8"
"50周年"	0	0	0	0	0	0	0	2	0.156	0.126	0.123	0.075	0.366	0.164	0.23	0.761	-0.071	-0.057	-0.055	-0.033	-0.175	-0.074	-0.106	0.839	1.41	"8"
"53年"	0	0	0	0	1	0	0	0	0.078	0.063	0.061	0.037	0.183	0.082	0.115	0.38	-0.035	-0.028	-0.028	-0.017	0.738	-0.037	-0.053	-0.208	1.144	"5"
"67444159"	0	0	0	0	0	0	1	0	0.078	0.063	0.061	0.037	0.183	0.082	0.115	0.38	-0.035	-0.028	-0.028	-0.017	-0.088	-0.037	0.939	-0.208	1.38	"7"
"6楼"	0	0	0	0	0	0	1	0	0.078	0.063	0.061	0.037	0.183	0.082	0.115	0.38	-0.035	-0.028	-0.028	-0.017	-0.088	-0.037	0.939	-0.208	1.38	"7"
"7时"	0	1	0	0	0	0	0	1	0.156	0.126	0.123	0.075	0.366	0.164	0.23	0.761	-0.071	0.913	-0.055	-0.033	-0.175	-0.074	-0.106	0.21	1.637	"2"
"891006"	1	0	0	0	0	0	0	0	0.078	0.063	0.061	0.037	0.183	0.082	0.115	0.38	1.108	-0.028	-0.028	-0.017	-0.088	-0.037	-0.053	-0.208	1.567	"1"
"891112"	0	0	0	0	0	0	0	1	0.078	0.063	0.061	0.037	0.183	0.082	0.115	0.38	-0.035	-0.028	-0.028	-0.017	-0.088	-0.037	-0.053	0.42	0.706	"8"
"891226"	1	0	0	0	0	0	0	0	0.078	0.063	0.061	0.037	0.183	0.082	0.115	0.38	1.108	-0.028	-0.028	-0.017	-0.088	-0.037	-0.053	-0.208	1.567	"1"
"8时"	0	1	0	0	0	0	0	0	0.078	0.063	0.061	0.037	0.183	0.082	0.115	0.38	-0.035	1.2	-0.028	-0.017	-0.088	-0.037	-0.053	-0.208	1.666	"2"
"9002"	0	0	0	0	1	0	0	0	0.078	0.063	0.061	0.037	0.183	0.082	0.115	0.38	-0.035	-0.028	-0.028	-0.017	0.738	-0.037	-0.053	-0.208	1.144	"5"
"97"	0	0	0	0	0	0	0	1	0.078	0.063	0.061	0.037	0.183	0.082	0.115	0.38	-0.035	-0.028	-0.028	-0.017	-0.088	-0.037	-0.053	0.42	0.706	"8"
"ISO"	0	0	0	0	1	0	0	0	0.078	0.063	0.061	0.037	0.183	0.082	0.115	0.38	-0.035	-0.028	-0.028	-0.017	0.738	-0.037	-0.053	-0.208	1.144	"5"
"NKF"	0	0	0	0	0	0	0	1	0.078	0.063	0.061	0.037	0.183	0.082	0.115	0.38	-0.035	-0.028	-0.028	-0.017	-0.088	-0.037	-0.053	0.42	0.706	"8"
"VGS"	0	0	0	0	1	0	0	0	0.078	0.063	0.061	0.037	0.183	0.082	0.115	0.38	-0.035	-0.028	-0.028	-0.017	0.738	-0.037	-0.053	-0.208	1.144	"5"
"WHA"	0	4	0	0	0	0	0	0	0.312	0.252	0.246	0.149	0.731	0.328	0.46	1.522	-0.141	4.801	-0.11	-0.066	-0.351	-0.149	-0.212	-0.832	6.662	"2"
"一周年"	0	0	0	0	0	0	0	1	0.078	0.063	0.061	0.037	0.183	0.082	0.115	0.38	-0.035	-0.028	-0.028	-0.017	-0.088	-0.037	-0.053	0.42	0.706	"8"
